entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables
30504720,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Y4L2Y0LzEzL2YxOTItNDEyZC1hYWJlLTYxN2ZiMzNiMTlkOQ.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzk3LzAxLzY1LzkwYWMtNGNiNi1iNGVkLTM0YzBjNDk1MTM4Zg.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzk4LzFhLzg4LzA5ZTYtNDZkYS1hZTExLTM2YjUyNGVmNDkwMA.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2016-01-31,2016-04-18,195279.0,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,65711.0,Nr. Rind,2014-01-01,2014-12-31,97293.0,129568.0,195279.0,2015-12-31,2015-01-01,false,false,32275.0,false,false,Ingen bistand,urn:ofk:oid:22245197,indberetninger-20180424,2.5949445,30504720.0,,2018-03-28T19:46:07.342Z,2016-04-19T06:41:49.709Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-21-KC,2016-04-19T06:41:49.851Z,,,,,,,,,,,,,,,,,,,,,
30504720,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Y4L2Y0LzEzL2YxOTItNDEyZC1hYWJlLTYxN2ZiMzNiMTlkOQ.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzk3LzAxLzY1LzkwYWMtNGNiNi1iNGVkLTM0YzBjNDk1MTM4Zg.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzk4LzFhLzg4LzA5ZTYtNDZkYS1hZTExLTM2YjUyNGVmNDkwMA.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2016-01-31,2016-04-18,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. Rind,2014-01-01,2014-12-31,97293.0,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22245197,indberetninger-20180424,2.5949445,30504720.0,,2018-03-28T19:46:07.342Z,2016-04-19T06:41:49.709Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-21-KC,2016-04-19T06:41:49.851Z,,,,,,,,,,,,,,,,,,,,,
30504720,2014-12-31,2014-12-31,c6,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Y4L2Y0LzEzL2YxOTItNDEyZC1hYWJlLTYxN2ZiMzNiMTlkOQ.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzk3LzAxLzY1LzkwYWMtNGNiNi1iNGVkLTM0YzBjNDk1MTM4Zg.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzk4LzFhLzg4LzA5ZTYtNDZkYS1hZTExLTM2YjUyNGVmNDkwMA.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2016-01-31,2016-04-18,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. Rind,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22245197,indberetninger-20180424,2.5949445,30504720.0,,2018-03-28T19:46:07.342Z,2016-04-19T06:41:49.709Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-21-KC,2016-04-19T06:41:49.851Z,4376909.0,400000.0,45397.0,736447.0,4331512.0,4376909.0,3569462.0,3280000.0,3280000.0,4331512.0,87705.0,4331512.0,71000.0,71000.0,336447.0,40781.0,289462.0,110526.0,45397.0,50450.0,45397.0
30504720,2015-01-01,2015-01-01,c7,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Y4L2Y0LzEzL2YxOTItNDEyZC1hYWJlLTYxN2ZiMzNiMTlkOQ.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzk3LzAxLzY1LzkwYWMtNGNiNi1iNGVkLTM0YzBjNDk1MTM4Zg.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzk4LzFhLzg4LzA5ZTYtNDZkYS1hZTExLTM2YjUyNGVmNDkwMA.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2016-01-31,2016-04-18,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. Rind,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22245197,indberetninger-20180424,2.5949445,30504720.0,,2018-03-28T19:46:07.342Z,2016-04-19T06:41:49.709Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-21-KC,2016-04-19T06:41:49.851Z,,,,400000.0,,,,,,,,,,,,,,,,,
30504720,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Y4L2Y0LzEzL2YxOTItNDEyZC1hYWJlLTYxN2ZiMzNiMTlkOQ.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzk3LzAxLzY1LzkwYWMtNGNiNi1iNGVkLTM0YzBjNDk1MTM4Zg.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzk4LzFhLzg4LzA5ZTYtNDZkYS1hZTExLTM2YjUyNGVmNDkwMA.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2016-01-31,2016-04-18,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. Rind,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22245197,indberetninger-20180424,2.5949445,30504720.0,,2018-03-28T19:46:07.342Z,2016-04-19T06:41:49.709Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-21-KC,2016-04-19T06:41:49.851Z,,,,336447.0,,,,,,,,,,,,,,,,,
30504720,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Y4L2Y0LzEzL2YxOTItNDEyZC1hYWJlLTYxN2ZiMzNiMTlkOQ.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzk3LzAxLzY1LzkwYWMtNGNiNi1iNGVkLTM0YzBjNDk1MTM4Zg.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzk4LzFhLzg4LzA5ZTYtNDZkYS1hZTExLTM2YjUyNGVmNDkwMA.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2016-01-31,2016-04-18,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. Rind,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22245197,indberetninger-20180424,2.5949445,30504720.0,,2018-03-28T19:46:07.342Z,2016-04-19T06:41:49.709Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-21-KC,2016-04-19T06:41:49.851Z,,,,736447.0,,,,,,,,,,,,,,,,,
30504720,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Y4L2Y0LzEzL2YxOTItNDEyZC1hYWJlLTYxN2ZiMzNiMTlkOQ.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzk3LzAxLzY1LzkwYWMtNGNiNi1iNGVkLTM0YzBjNDk1MTM4Zg.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzk4LzFhLzg4LzA5ZTYtNDZkYS1hZTExLTM2YjUyNGVmNDkwMA.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2016-01-31,2016-04-18,159802.0,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,72548.0,Nr. Rind,2014-01-01,2014-12-31,75869.0,87254.0,159802.0,2015-12-31,2015-01-01,false,false,11385.0,false,false,Ingen bistand,urn:ofk:oid:22245197,indberetninger-20180424,2.5949445,30504720.0,,2018-03-28T19:46:07.342Z,2016-04-19T06:41:49.709Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-21-KC,2016-04-19T06:41:49.851Z,,,,,,,,,,,,,,,,,,,,,
30504720,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Y4L2Y0LzEzL2YxOTItNDEyZC1hYWJlLTYxN2ZiMzNiMTlkOQ.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzk3LzAxLzY1LzkwYWMtNGNiNi1iNGVkLTM0YzBjNDk1MTM4Zg.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzk4LzFhLzg4LzA5ZTYtNDZkYS1hZTExLTM2YjUyNGVmNDkwMA.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2016-01-31,2016-04-18,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. Rind,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22245197,indberetninger-20180424,2.5949445,30504720.0,,2018-03-28T19:46:07.342Z,2016-04-19T06:41:49.709Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-21-KC,2016-04-19T06:41:49.851Z,,,,,,,,,,,,,,,,,,,,,
30504720,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Y4L2Y0LzEzL2YxOTItNDEyZC1hYWJlLTYxN2ZiMzNiMTlkOQ.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzk3LzAxLzY1LzkwYWMtNGNiNi1iNGVkLTM0YzBjNDk1MTM4Zg.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzk4LzFhLzg4LzA5ZTYtNDZkYS1hZTExLTM2YjUyNGVmNDkwMA.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2016-01-31,2016-04-18,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. Rind,2014-01-01,2014-12-31,75869.0,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22245197,indberetninger-20180424,2.5949445,30504720.0,,2018-03-28T19:46:07.342Z,2016-04-19T06:41:49.709Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-21-KC,2016-04-19T06:41:49.851Z,,,,,,,,,,,,,,,,,,,,,
30504720,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2Y4L2Y0LzEzL2YxOTItNDEyZC1hYWJlLTYxN2ZiMzNiMTlkOQ.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzk3LzAxLzY1LzkwYWMtNGNiNi1iNGVkLTM0YzBjNDk1MTM4Zg.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzk4LzFhLzg4LzA5ZTYtNDZkYS1hZTExLTM2YjUyNGVmNDkwMA.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2016-01-31,2016-04-18,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. Rind,2014-01-01,2014-12-31,75869.0,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22245197,indberetninger-20180424,2.5949445,30504720.0,,2018-03-28T19:46:07.342Z,2016-04-19T06:41:49.709Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-21-KC,2016-04-19T06:41:49.851Z,,,,,,,,,,,,,,,,,,,,,
