entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepositsLongtermLiabilitiesOtherThanProvisions,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradeReceivables
30504720,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVmLzg0LzczLzhlNjAtNDE4OC05ODU2LWMwZjM5MGFlNTFiYw.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzY4L2YxLzcxLzVhNDgtNGViMC04MWJhLWRlNDY0NTg3MWZjYQ.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzI2LzJiL2IyLzU5NzItNDA4OC04YTdkLTliMWIxMzkzMTE2OQ.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2017-02-01,2017-03-06,68769.0,159802.0,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,72548.0,Nr. ind,2015-01-01,2015-12-31,75869.0,87254.0,159802.0,2016-12-31,2016-01-01,false,false,11385.0,false,false,Ingen bistand,urn:ofk:oid:23573143,indberetninger-20180424,2.59278,30504720.0,,2018-03-27T22:22:42.613Z,2017-03-09T07:31:23.485Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-77-HR,2017-03-09T07:31:23.674Z,,,,,,,,,,,,,,,,,,,,,,,
30504720,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVmLzg0LzczLzhlNjAtNDE4OC05ODU2LWMwZjM5MGFlNTFiYw.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzY4L2YxLzcxLzVhNDgtNGViMC04MWJhLWRlNDY0NTg3MWZjYQ.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzI2LzJiL2IyLzU5NzItNDA4OC04YTdkLTliMWIxMzkzMTE2OQ.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2017-02-01,2017-03-06,68769.0,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. ind,2015-01-01,2015-12-31,75869.0,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23573143,indberetninger-20180424,2.59278,30504720.0,,2018-03-27T22:22:42.613Z,2017-03-09T07:31:23.485Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-77-HR,2017-03-09T07:31:23.674Z,,,,,,,,,,,,,,,,,,,,,,,
30504720,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVmLzg0LzczLzhlNjAtNDE4OC05ODU2LWMwZjM5MGFlNTFiYw.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzY4L2YxLzcxLzVhNDgtNGViMC04MWJhLWRlNDY0NTg3MWZjYQ.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzI2LzJiL2IyLzU5NzItNDA4OC04YTdkLTliMWIxMzkzMTE2OQ.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2017-02-01,2017-03-06,68769.0,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. ind,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23573143,indberetninger-20180424,2.59278,30504720.0,,2018-03-27T22:22:42.613Z,2017-03-09T07:31:23.485Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-77-HR,2017-03-09T07:31:23.674Z,4370863.0,400000.0,39351.0,812316.0,4331512.0,4370863.0,3488547.0,3280000.0,3280000.0,4331512.0,59295.0,0.0,4331512.0,70000.0,70000.0,412316.0,87888.0,208547.0,48979.0,39351.0,0.0,12385.0,39351.0
30504720,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVmLzg0LzczLzhlNjAtNDE4OC05ODU2LWMwZjM5MGFlNTFiYw.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzY4L2YxLzcxLzVhNDgtNGViMC04MWJhLWRlNDY0NTg3MWZjYQ.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzI2LzJiL2IyLzU5NzItNDA4OC04YTdkLTliMWIxMzkzMTE2OQ.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2017-02-01,2017-03-06,68769.0,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. ind,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23573143,indberetninger-20180424,2.59278,30504720.0,,2018-03-27T22:22:42.613Z,2017-03-09T07:31:23.485Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-77-HR,2017-03-09T07:31:23.674Z,,,,400000.0,,,,,,,,,,,,,,,,,,,
30504720,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVmLzg0LzczLzhlNjAtNDE4OC05ODU2LWMwZjM5MGFlNTFiYw.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzY4L2YxLzcxLzVhNDgtNGViMC04MWJhLWRlNDY0NTg3MWZjYQ.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzI2LzJiL2IyLzU5NzItNDA4OC04YTdkLTliMWIxMzkzMTE2OQ.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2017-02-01,2017-03-06,68769.0,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. ind,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23573143,indberetninger-20180424,2.59278,30504720.0,,2018-03-27T22:22:42.613Z,2017-03-09T07:31:23.485Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-77-HR,2017-03-09T07:31:23.674Z,,,,412316.0,,,,,,,,,,,,,,,,,,,
30504720,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVmLzg0LzczLzhlNjAtNDE4OC05ODU2LWMwZjM5MGFlNTFiYw.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzY4L2YxLzcxLzVhNDgtNGViMC04MWJhLWRlNDY0NTg3MWZjYQ.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzI2LzJiL2IyLzU5NzItNDA4OC04YTdkLTliMWIxMzkzMTE2OQ.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2017-02-01,2017-03-06,68769.0,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. ind,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23573143,indberetninger-20180424,2.59278,30504720.0,,2018-03-27T22:22:42.613Z,2017-03-09T07:31:23.485Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-77-HR,2017-03-09T07:31:23.674Z,,,,812316.0,,,,,,,,,,,,,,,,,,,
30504720,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVmLzg0LzczLzhlNjAtNDE4OC05ODU2LWMwZjM5MGFlNTFiYw.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzY4L2YxLzcxLzVhNDgtNGViMC04MWJhLWRlNDY0NTg3MWZjYQ.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzI2LzJiL2IyLzU5NzItNDA4OC04YTdkLTliMWIxMzkzMTE2OQ.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2017-02-01,2017-03-06,68769.0,189696.0,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,71575.0,Nr. ind,2015-01-01,2015-12-31,92629.0,118121.0,189696.0,2016-12-31,2016-01-01,false,false,25492.0,false,false,Ingen bistand,urn:ofk:oid:23573143,indberetninger-20180424,2.59278,30504720.0,,2018-03-27T22:22:42.613Z,2017-03-09T07:31:23.485Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-77-HR,2017-03-09T07:31:23.674Z,,,,,,,,,,,,,,,,,,,,,,,
30504720,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVmLzg0LzczLzhlNjAtNDE4OC05ODU2LWMwZjM5MGFlNTFiYw.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzY4L2YxLzcxLzVhNDgtNGViMC04MWJhLWRlNDY0NTg3MWZjYQ.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzI2LzJiL2IyLzU5NzItNDA4OC04YTdkLTliMWIxMzkzMTE2OQ.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2017-02-01,2017-03-06,68769.0,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. ind,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23573143,indberetninger-20180424,2.59278,30504720.0,,2018-03-27T22:22:42.613Z,2017-03-09T07:31:23.485Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-77-HR,2017-03-09T07:31:23.674Z,,,,,,,,,,,,,,,,,,,,,,,
30504720,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVmLzg0LzczLzhlNjAtNDE4OC05ODU2LWMwZjM5MGFlNTFiYw.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzY4L2YxLzcxLzVhNDgtNGViMC04MWJhLWRlNDY0NTg3MWZjYQ.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzI2LzJiL2IyLzU5NzItNDA4OC04YTdkLTliMWIxMzkzMTE2OQ.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2017-02-01,2017-03-06,68769.0,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. ind,2015-01-01,2015-12-31,92629.0,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23573143,indberetninger-20180424,2.59278,30504720.0,,2018-03-27T22:22:42.613Z,2017-03-09T07:31:23.485Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-77-HR,2017-03-09T07:31:23.674Z,,,,,,,,,,,,,,,,,,,,,,,
30504720,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVmLzg0LzczLzhlNjAtNDE4OC05ODU2LWMwZjM5MGFlNTFiYw.xhtml,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzY4L2YxLzcxLzVhNDgtNGViMC04MWJhLWRlNDY0NTg3MWZjYQ.pdf,http://regnskaber.virk.dk/02740503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzI2LzJiL2IyLzU5NzItNDA4OC04YTdkLTliMWIxMzkzMTE2OQ.xml,true,Skals,8832.0,14.0,NÃ¸rremarkvej,8832 Skals,VestervÃ¦nget 13,Regnskabsklasse B,2017-02-01,2017-03-06,68769.0,,30504720.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Fredborg,Poul Marius Fredborg,HPF EJENDOMME ApS,Frede Kragh,,Nr. ind,2015-01-01,2015-12-31,92629.0,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23573143,indberetninger-20180424,2.59278,30504720.0,,2018-03-27T22:22:42.613Z,2017-03-09T07:31:23.485Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-77-HR,2017-03-09T07:31:23.674Z,,,,,,,,,,,,,,,,,,,,,,,
