entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCriminalCodeAndFiscalTaxAndSubsidyLegislationAudit,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,NumberOfEmployees,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard
29631476,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhiLzFiLzFmLzljN2MtNDU3My04MTEzLTYzOGIyZjM2YjRjYQ.pdf,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzkzLzk2LzJhNzYtNDcyOC1hMmMxLWNlOGNkN2EyNGQ1NQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,10.0,Brinck Seidelins Gade,9480 LÃ¸kken,"LÃ¸nstrupvej 124, Sdr. Rubjerg",DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i NF Furs A/S,-1136578.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-26,2006-06-29,2017-05-31,-2106521.0,Statsautoriseret revisor,-5737574.0,4828032.0,20222670.0,29631476.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NF Furs A/S.,404230.0,Ãrsrapport,402292.0,9277039.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Niels Frode Nielsen,Niels Frode Nielsen,Sparekassen Vendsyssel,NF Furs A/S,BDO Statsautoriseret revisionsaktieselskab,-2520426.0,89872.0,2118134.0,89872.0,-11659.0,LÃ¸kken,86050.0,2015-01-01,2015-12-31,-3917468.0,-5054046.0,-3027722.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,true,441103.0,true,2017-05-26,HjÃ¸rring,67015.0,1136578.0,+45 40 19 90 83,Formand,5584509.0,urn:ofk:oid:24123895,indberetninger-20180424,2.5124277999999998,29631476.0,,2018-03-29T03:11:03.915Z,2017-06-07T06:55:47.036Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-63-LV,2017-06-07T06:55:47.171Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29631476,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhiLzFiLzFmLzljN2MtNDU3My04MTEzLTYzOGIyZjM2YjRjYQ.pdf,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzkzLzk2LzJhNzYtNDcyOC1hMmMxLWNlOGNkN2EyNGQ1NQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,10.0,Brinck Seidelins Gade,9480 LÃ¸kken,"LÃ¸nstrupvej 124, Sdr. Rubjerg",DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i NF Furs A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-26,2006-06-29,2017-05-31,,Statsautoriseret revisor,,,20222670.0,29631476.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NF Furs A/S.,,Ãrsrapport,,9277039.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Niels Frode Nielsen,Niels Frode Nielsen,Sparekassen Vendsyssel,NF Furs A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,LÃ¸kken,,2015-01-01,2015-12-31,-3917468.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,true,441103.0,true,2017-05-26,HjÃ¸rring,,,+45 40 19 90 83,Formand,,urn:ofk:oid:24123895,indberetninger-20180424,2.5124277999999998,29631476.0,,2018-03-29T03:11:03.915Z,2017-06-07T06:55:47.036Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-63-LV,2017-06-07T06:55:47.171Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29631476,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhiLzFiLzFmLzljN2MtNDU3My04MTEzLTYzOGIyZjM2YjRjYQ.pdf,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzkzLzk2LzJhNzYtNDcyOC1hMmMxLWNlOGNkN2EyNGQ1NQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,10.0,Brinck Seidelins Gade,9480 LÃ¸kken,"LÃ¸nstrupvej 124, Sdr. Rubjerg",DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i NF Furs A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-26,2006-06-29,2017-05-31,,Statsautoriseret revisor,,,20222670.0,29631476.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NF Furs A/S.,,Ãrsrapport,,9277039.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Niels Frode Nielsen,Niels Frode Nielsen,Sparekassen Vendsyssel,NF Furs A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,LÃ¸kken,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,true,441103.0,true,2017-05-26,HjÃ¸rring,,,+45 40 19 90 83,Formand,,urn:ofk:oid:24123895,indberetninger-20180424,2.5124277999999998,29631476.0,,2018-03-29T03:11:03.915Z,2017-06-07T06:55:47.036Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-63-LV,2017-06-07T06:55:47.171Z,55454202.0,335.0,500000.0,7535.0,12310006.0,2722930.0,20342063.0,23772556.0,55454202.0,42525196.0,12649505.0,3569850.0,12649505.0,20342063.0,30065336.0,9.0,3569850.0,1581155.0,1523916.0,26495486.0,619000.0,619000.0,11810006.0,17031131.0,0.0,29875691.0,717000.0,225455.0,5046468.0,0.0,750000.0,10320950.0,2765017.0,,,,,,,,,,,
29631476,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhiLzFiLzFmLzljN2MtNDU3My04MTEzLTYzOGIyZjM2YjRjYQ.pdf,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzkzLzk2LzJhNzYtNDcyOC1hMmMxLWNlOGNkN2EyNGQ1NQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,10.0,Brinck Seidelins Gade,9480 LÃ¸kken,"LÃ¸nstrupvej 124, Sdr. Rubjerg",DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i NF Furs A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-26,2006-06-29,2017-05-31,,Statsautoriseret revisor,,,20222670.0,29631476.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NF Furs A/S.,,Ãrsrapport,,9277039.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Niels Frode Nielsen,Niels Frode Nielsen,Sparekassen Vendsyssel,NF Furs A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,LÃ¸kken,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,true,441103.0,true,2017-05-26,HjÃ¸rring,,,+45 40 19 90 83,Formand,,urn:ofk:oid:24123895,indberetninger-20180424,2.5124277999999998,29631476.0,,2018-03-29T03:11:03.915Z,2017-06-07T06:55:47.036Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-63-LV,2017-06-07T06:55:47.171Z,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29631476,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhiLzFiLzFmLzljN2MtNDU3My04MTEzLTYzOGIyZjM2YjRjYQ.pdf,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzkzLzk2LzJhNzYtNDcyOC1hMmMxLWNlOGNkN2EyNGQ1NQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,10.0,Brinck Seidelins Gade,9480 LÃ¸kken,"LÃ¸nstrupvej 124, Sdr. Rubjerg",DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i NF Furs A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-26,2006-06-29,2017-05-31,,Statsautoriseret revisor,,,20222670.0,29631476.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NF Furs A/S.,,Ãrsrapport,,9277039.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Niels Frode Nielsen,Niels Frode Nielsen,Sparekassen Vendsyssel,NF Furs A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,LÃ¸kken,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,true,441103.0,true,2017-05-26,HjÃ¸rring,,,+45 40 19 90 83,Formand,,urn:ofk:oid:24123895,indberetninger-20180424,2.5124277999999998,29631476.0,,2018-03-29T03:11:03.915Z,2017-06-07T06:55:47.036Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-63-LV,2017-06-07T06:55:47.171Z,,,,,11810006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29631476,2016-01-01,2016-01-01,c444,,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhiLzFiLzFmLzljN2MtNDU3My04MTEzLTYzOGIyZjM2YjRjYQ.pdf,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzkzLzk2LzJhNzYtNDcyOC1hMmMxLWNlOGNkN2EyNGQ1NQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,10.0,Brinck Seidelins Gade,9480 LÃ¸kken,"LÃ¸nstrupvej 124, Sdr. Rubjerg",DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i NF Furs A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-26,2006-06-29,2017-05-31,,Statsautoriseret revisor,,,20222670.0,29631476.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NF Furs A/S.,,Ãrsrapport,,9277039.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Niels Frode Nielsen,Niels Frode Nielsen,Sparekassen Vendsyssel,NF Furs A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,LÃ¸kken,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,true,441103.0,true,2017-05-26,HjÃ¸rring,,,+45 40 19 90 83,Formand,,urn:ofk:oid:24123895,indberetninger-20180424,2.5124277999999998,29631476.0,,2018-03-29T03:11:03.915Z,2017-06-07T06:55:47.036Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-63-LV,2017-06-07T06:55:47.171Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4641538.0,28414094.0,,,,,,,,,
29631476,2016-01-01,2016-01-01,c456,,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhiLzFiLzFmLzljN2MtNDU3My04MTEzLTYzOGIyZjM2YjRjYQ.pdf,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzkzLzk2LzJhNzYtNDcyOC1hMmMxLWNlOGNkN2EyNGQ1NQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,10.0,Brinck Seidelins Gade,9480 LÃ¸kken,"LÃ¸nstrupvej 124, Sdr. Rubjerg",DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i NF Furs A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-26,2006-06-29,2017-05-31,,Statsautoriseret revisor,,,20222670.0,29631476.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NF Furs A/S.,,Ãrsrapport,,9277039.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Niels Frode Nielsen,Niels Frode Nielsen,Sparekassen Vendsyssel,NF Furs A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,LÃ¸kken,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,true,441103.0,true,2017-05-26,HjÃ¸rring,,,+45 40 19 90 83,Formand,,urn:ofk:oid:24123895,indberetninger-20180424,2.5124277999999998,29631476.0,,2018-03-29T03:11:03.915Z,2017-06-07T06:55:47.036Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-63-LV,2017-06-07T06:55:47.171Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6276374.0,8999304.0,,,,,,,,,
29631476,2016-01-01,2016-01-01,c570,,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhiLzFiLzFmLzljN2MtNDU3My04MTEzLTYzOGIyZjM2YjRjYQ.pdf,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzkzLzk2LzJhNzYtNDcyOC1hMmMxLWNlOGNkN2EyNGQ1NQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,10.0,Brinck Seidelins Gade,9480 LÃ¸kken,"LÃ¸nstrupvej 124, Sdr. Rubjerg",DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i NF Furs A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-26,2006-06-29,2017-05-31,,Statsautoriseret revisor,,,20222670.0,29631476.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NF Furs A/S.,,Ãrsrapport,,9277039.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Niels Frode Nielsen,Niels Frode Nielsen,Sparekassen Vendsyssel,NF Furs A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,LÃ¸kken,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,true,441103.0,true,2017-05-26,HjÃ¸rring,,,+45 40 19 90 83,Formand,,urn:ofk:oid:24123895,indberetninger-20180424,2.5124277999999998,29631476.0,,2018-03-29T03:11:03.915Z,2017-06-07T06:55:47.036Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-63-LV,2017-06-07T06:55:47.171Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925850.0,644000.0,,,,,,,
29631476,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhiLzFiLzFmLzljN2MtNDU3My04MTEzLTYzOGIyZjM2YjRjYQ.pdf,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzkzLzk2LzJhNzYtNDcyOC1hMmMxLWNlOGNkN2EyNGQ1NQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,10.0,Brinck Seidelins Gade,9480 LÃ¸kken,"LÃ¸nstrupvej 124, Sdr. Rubjerg",DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i NF Furs A/S,-422000.0,-86771.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-26,2006-06-29,2017-05-31,-2052168.0,Statsautoriseret revisor,-4950133.0,6155556.0,20222670.0,29631476.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NF Furs A/S.,449900.0,Ãrsrapport,2355.0,9277039.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Niels Frode Nielsen,Niels Frode Nielsen,Sparekassen Vendsyssel,NF Furs A/S,BDO Statsautoriseret revisionsaktieselskab,-2197798.0,70805.0,2195443.0,70805.0,-11267.0,LÃ¸kken,67734.0,2015-01-01,2015-12-31,-2026334.0,-2535105.0,-858012.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,true,441103.0,true,2017-05-26,HjÃ¸rring,58919.0,508771.0,+45 40 19 90 83,Formand,4823480.0,urn:ofk:oid:24123895,indberetninger-20180424,2.5124277999999998,29631476.0,,2018-03-29T03:11:03.915Z,2017-06-07T06:55:47.036Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-63-LV,2017-06-07T06:55:47.171Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,,
29631476,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzhiLzFiLzFmLzljN2MtNDU3My04MTEzLTYzOGIyZjM2YjRjYQ.pdf,http://regnskaber.virk.dk/67413692/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzkzLzk2LzJhNzYtNDcyOC1hMmMxLWNlOGNkN2EyNGQ1NQ.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,HjÃ¸rring,9800.0,10.0,Brinck Seidelins Gade,9480 LÃ¸kken,"LÃ¸nstrupvej 124, Sdr. Rubjerg",DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejeren i NF Furs A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-26,2006-06-29,2017-05-31,,Statsautoriseret revisor,,,20222670.0,29631476.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NF Furs A/S.,,Ãrsrapport,,9277039.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Mikkelsen,Niels Frode Nielsen,Niels Frode Nielsen,Sparekassen Vendsyssel,NF Furs A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,LÃ¸kken,,2015-01-01,2015-12-31,-2026334.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,true,441103.0,true,2017-05-26,HjÃ¸rring,,,+45 40 19 90 83,Formand,,urn:ofk:oid:24123895,indberetninger-20180424,2.5124277999999998,29631476.0,,2018-03-29T03:11:03.915Z,2017-06-07T06:55:47.036Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-63-LV,2017-06-07T06:55:47.171Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
