entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherReserves,OtherShorttermPayables,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables
36496177,2015-01-23,2016-06-30,c2,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzhjL2M3LzJmL2YxZGUtNDE3Zi1hZWVlLTYyYzE4NGU5NjM5Ng.xhtml,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzBhLzkwL2YxLzgwMTktNGM0OS05OTEzLTVmODc5YTQ5YjZlYg.pdf,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzg5L2JlLzMwLzJjZDctNDAyNC1iZTQ1LTBmZTMyZjNjODViZg.xml,true,Aarhus C,8000.0,"13, 1 3",Helga Pedersens Gade,8000 Aarhus C,"Frederiks alle 147,3",Regnskabsklasse B,2017-11-26,2017-11-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",31043.0,36496177.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nikolai Brink,Nikolai Brink Nielsen,REBEL MARKETING IVS,Joachim Stephansen,2180.0,Aarhus,2015-01-23,2016-06-30,21822.0,28863.0,31043.0,2017-06-30,2016-07-01,false,false,7041.0,false,false,Ingen bistand,urn:ofk:oid:24736452,indberetninger-20180424,2.5952933,36496177.0,,2018-03-27T19:47:53.484Z,2017-11-26T13:37:42.287Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-16-SZ,2017-11-26T13:37:42.418Z,,,,,,,,,,,,,,,,
36496177,2015-01-23,2016-06-30,c4,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzhjL2M3LzJmL2YxZGUtNDE3Zi1hZWVlLTYyYzE4NGU5NjM5Ng.xhtml,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzBhLzkwL2YxLzgwMTktNGM0OS05OTEzLTVmODc5YTQ5YjZlYg.pdf,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzg5L2JlLzMwLzJjZDctNDAyNC1iZTQ1LTBmZTMyZjNjODViZg.xml,true,Aarhus C,8000.0,"13, 1 3",Helga Pedersens Gade,8000 Aarhus C,"Frederiks alle 147,3",Regnskabsklasse B,2017-11-26,2017-11-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,36496177.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nikolai Brink,Nikolai Brink Nielsen,REBEL MARKETING IVS,Joachim Stephansen,,Aarhus,2015-01-23,2016-06-30,21822.0,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24736452,indberetninger-20180424,2.5952933,36496177.0,,2018-03-27T19:47:53.484Z,2017-11-26T13:37:42.287Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-16-SZ,2017-11-26T13:37:42.418Z,,,,,,,,,,,,,,,,
36496177,2016-06-30,2016-06-30,c6,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzhjL2M3LzJmL2YxZGUtNDE3Zi1hZWVlLTYyYzE4NGU5NjM5Ng.xhtml,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzBhLzkwL2YxLzgwMTktNGM0OS05OTEzLTVmODc5YTQ5YjZlYg.pdf,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzg5L2JlLzMwLzJjZDctNDAyNC1iZTQ1LTBmZTMyZjNjODViZg.xml,true,Aarhus C,8000.0,"13, 1 3",Helga Pedersens Gade,8000 Aarhus C,"Frederiks alle 147,3",Regnskabsklasse B,2017-11-26,2017-11-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,36496177.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nikolai Brink,Nikolai Brink Nielsen,REBEL MARKETING IVS,Joachim Stephansen,,Aarhus,2015-01-23,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24736452,indberetninger-20180424,2.5952933,36496177.0,,2018-03-27T19:47:53.484Z,2017-11-26T13:37:42.287Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-16-SZ,2017-11-26T13:37:42.418Z,31288.0,31288.0,300.0,31288.0,22122.0,31288.0,9166.0,0.0,0.0,0.0,21822.0,2125.0,2125.0,0.0,7041.0,0.0
36496177,2016-07-01,2016-07-01,c7,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzhjL2M3LzJmL2YxZGUtNDE3Zi1hZWVlLTYyYzE4NGU5NjM5Ng.xhtml,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzBhLzkwL2YxLzgwMTktNGM0OS05OTEzLTVmODc5YTQ5YjZlYg.pdf,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzg5L2JlLzMwLzJjZDctNDAyNC1iZTQ1LTBmZTMyZjNjODViZg.xml,true,Aarhus C,8000.0,"13, 1 3",Helga Pedersens Gade,8000 Aarhus C,"Frederiks alle 147,3",Regnskabsklasse B,2017-11-26,2017-11-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,36496177.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nikolai Brink,Nikolai Brink Nielsen,REBEL MARKETING IVS,Joachim Stephansen,,Aarhus,2015-01-23,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24736452,indberetninger-20180424,2.5952933,36496177.0,,2018-03-27T19:47:53.484Z,2017-11-26T13:37:42.287Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-16-SZ,2017-11-26T13:37:42.418Z,,,,,300.0,,,,,,,,,,,
36496177,2016-07-01,2016-07-01,c8,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzhjL2M3LzJmL2YxZGUtNDE3Zi1hZWVlLTYyYzE4NGU5NjM5Ng.xhtml,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzBhLzkwL2YxLzgwMTktNGM0OS05OTEzLTVmODc5YTQ5YjZlYg.pdf,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzg5L2JlLzMwLzJjZDctNDAyNC1iZTQ1LTBmZTMyZjNjODViZg.xml,true,Aarhus C,8000.0,"13, 1 3",Helga Pedersens Gade,8000 Aarhus C,"Frederiks alle 147,3",Regnskabsklasse B,2017-11-26,2017-11-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,36496177.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nikolai Brink,Nikolai Brink Nielsen,REBEL MARKETING IVS,Joachim Stephansen,,Aarhus,2015-01-23,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24736452,indberetninger-20180424,2.5952933,36496177.0,,2018-03-27T19:47:53.484Z,2017-11-26T13:37:42.287Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-16-SZ,2017-11-26T13:37:42.418Z,,,,,21822.0,,,,,,,,,,,
36496177,2016-07-01,2016-07-01,c9,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzhjL2M3LzJmL2YxZGUtNDE3Zi1hZWVlLTYyYzE4NGU5NjM5Ng.xhtml,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzBhLzkwL2YxLzgwMTktNGM0OS05OTEzLTVmODc5YTQ5YjZlYg.pdf,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzg5L2JlLzMwLzJjZDctNDAyNC1iZTQ1LTBmZTMyZjNjODViZg.xml,true,Aarhus C,8000.0,"13, 1 3",Helga Pedersens Gade,8000 Aarhus C,"Frederiks alle 147,3",Regnskabsklasse B,2017-11-26,2017-11-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,36496177.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nikolai Brink,Nikolai Brink Nielsen,REBEL MARKETING IVS,Joachim Stephansen,,Aarhus,2015-01-23,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24736452,indberetninger-20180424,2.5952933,36496177.0,,2018-03-27T19:47:53.484Z,2017-11-26T13:37:42.287Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-16-SZ,2017-11-26T13:37:42.418Z,,,,,22122.0,,,,,,,,,,,
36496177,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzhjL2M3LzJmL2YxZGUtNDE3Zi1hZWVlLTYyYzE4NGU5NjM5Ng.xhtml,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzBhLzkwL2YxLzgwMTktNGM0OS05OTEzLTVmODc5YTQ5YjZlYg.pdf,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzg5L2JlLzMwLzJjZDctNDAyNC1iZTQ1LTBmZTMyZjNjODViZg.xml,true,Aarhus C,8000.0,"13, 1 3",Helga Pedersens Gade,8000 Aarhus C,"Frederiks alle 147,3",Regnskabsklasse B,2017-11-26,2017-11-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",30793.0,36496177.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nikolai Brink,Nikolai Brink Nielsen,REBEL MARKETING IVS,Joachim Stephansen,265.0,Aarhus,2015-01-23,2016-06-30,23754.0,30528.0,30793.0,2017-06-30,2016-07-01,false,false,6774.0,false,false,Ingen bistand,urn:ofk:oid:24736452,indberetninger-20180424,2.5952933,36496177.0,,2018-03-27T19:47:53.484Z,2017-11-26T13:37:42.287Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-16-SZ,2017-11-26T13:37:42.418Z,,,,,,,,,,,,,,,,
36496177,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzhjL2M3LzJmL2YxZGUtNDE3Zi1hZWVlLTYyYzE4NGU5NjM5Ng.xhtml,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzBhLzkwL2YxLzgwMTktNGM0OS05OTEzLTVmODc5YTQ5YjZlYg.pdf,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzg5L2JlLzMwLzJjZDctNDAyNC1iZTQ1LTBmZTMyZjNjODViZg.xml,true,Aarhus C,8000.0,"13, 1 3",Helga Pedersens Gade,8000 Aarhus C,"Frederiks alle 147,3",Regnskabsklasse B,2017-11-26,2017-11-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,36496177.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nikolai Brink,Nikolai Brink Nielsen,REBEL MARKETING IVS,Joachim Stephansen,,Aarhus,2015-01-23,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24736452,indberetninger-20180424,2.5952933,36496177.0,,2018-03-27T19:47:53.484Z,2017-11-26T13:37:42.287Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-16-SZ,2017-11-26T13:37:42.418Z,,,,,,,,,,,,,,,,
36496177,2016-07-01,2017-06-30,c10,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzhjL2M3LzJmL2YxZGUtNDE3Zi1hZWVlLTYyYzE4NGU5NjM5Ng.xhtml,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzBhLzkwL2YxLzgwMTktNGM0OS05OTEzLTVmODc5YTQ5YjZlYg.pdf,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzg5L2JlLzMwLzJjZDctNDAyNC1iZTQ1LTBmZTMyZjNjODViZg.xml,true,Aarhus C,8000.0,"13, 1 3",Helga Pedersens Gade,8000 Aarhus C,"Frederiks alle 147,3",Regnskabsklasse B,2017-11-26,2017-11-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,36496177.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nikolai Brink,Nikolai Brink Nielsen,REBEL MARKETING IVS,Joachim Stephansen,,Aarhus,2015-01-23,2016-06-30,0.0,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24736452,indberetninger-20180424,2.5952933,36496177.0,,2018-03-27T19:47:53.484Z,2017-11-26T13:37:42.287Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-16-SZ,2017-11-26T13:37:42.418Z,,,,,,,,,,,,,,,,
36496177,2016-07-01,2017-06-30,c11,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzhjL2M3LzJmL2YxZGUtNDE3Zi1hZWVlLTYyYzE4NGU5NjM5Ng.xhtml,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzBhLzkwL2YxLzgwMTktNGM0OS05OTEzLTVmODc5YTQ5YjZlYg.pdf,http://regnskaber.virk.dk/77169463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzg5L2JlLzMwLzJjZDctNDAyNC1iZTQ1LTBmZTMyZjNjODViZg.xml,true,Aarhus C,8000.0,"13, 1 3",Helga Pedersens Gade,8000 Aarhus C,"Frederiks alle 147,3",Regnskabsklasse B,2017-11-26,2017-11-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,36496177.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nikolai Brink,Nikolai Brink Nielsen,REBEL MARKETING IVS,Joachim Stephansen,,Aarhus,2015-01-23,2016-06-30,23754.0,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24736452,indberetninger-20180424,2.5952933,36496177.0,,2018-03-27T19:47:53.484Z,2017-11-26T13:37:42.287Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-16-SZ,2017-11-26T13:37:42.418Z,,,,,,,,,,,,,,,,
