entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard
35240101,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2I1LzQyL2Y5LzczMWMtNDdjMS1hNzZmLTIzMjI4MWYyMWNjYQ.xhtml,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzlkL2U1LzBkLzQ5NzAtNDUyMy1iOGM1LTY3OGI1OGZkNTllYQ.pdf,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzJjLzZhLzY1LzBkZGYtNDZkMi1hNjM1LWJkMzkxOGEzN2E3Ng.xml,true,KÃ¸benhavn Ã,2100.0,9.0,StrandÃ¸re,2840 Holte,Skodsborgvej 152A,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-15,1662.0,-1662.0,35240101.0,Ãrsrapport,SÃ¸ren Resen Steenstrup,WISTOV ApS,Avenda ApS,15942.0,48019.0,KÃ¸benhavn,2017-01-01,2017-12-31,12338.0,30415.0,-1662.0,2018-12-31,2018-01-01,false,18077.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27150411,indberetninger-20180424,2.59278,35240101.0,AWq8EwaqRYGX6_YTHtvn,2019-05-15T15:19:16.181Z,2019-05-15T15:18:44.025Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-WN,2019-05-15T15:18:44.206Z,,,,,,,,,,,,,,,,,,,,,
35240101,2017-01-01,2017-12-31,c9,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2I1LzQyL2Y5LzczMWMtNDdjMS1hNzZmLTIzMjI4MWYyMWNjYQ.xhtml,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzlkL2U1LzBkLzQ5NzAtNDUyMy1iOGM1LTY3OGI1OGZkNTllYQ.pdf,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzJjLzZhLzY1LzBkZGYtNDZkMi1hNjM1LWJkMzkxOGEzN2E3Ng.xml,true,KÃ¸benhavn Ã,2100.0,9.0,StrandÃ¸re,2840 Holte,Skodsborgvej 152A,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-15,,,35240101.0,Ãrsrapport,SÃ¸ren Resen Steenstrup,WISTOV ApS,Avenda ApS,,,KÃ¸benhavn,2017-01-01,2017-12-31,12338.0,,,2018-12-31,2018-01-01,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27150411,indberetninger-20180424,2.59278,35240101.0,AWq8EwaqRYGX6_YTHtvn,2019-05-15T15:19:16.181Z,2019-05-15T15:18:44.025Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-WN,2019-05-15T15:18:44.206Z,,,,,,,,,,,,,,,,,,,,,
35240101,2017-12-31,2017-12-31,c11,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2I1LzQyL2Y5LzczMWMtNDdjMS1hNzZmLTIzMjI4MWYyMWNjYQ.xhtml,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzlkL2U1LzBkLzQ5NzAtNDUyMy1iOGM1LTY3OGI1OGZkNTllYQ.pdf,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzJjLzZhLzY1LzBkZGYtNDZkMi1hNjM1LWJkMzkxOGEzN2E3Ng.xml,true,KÃ¸benhavn Ã,2100.0,9.0,StrandÃ¸re,2840 Holte,Skodsborgvej 152A,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-15,,,35240101.0,Ãrsrapport,SÃ¸ren Resen Steenstrup,WISTOV ApS,Avenda ApS,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27150411,indberetninger-20180424,2.59278,35240101.0,AWq8EwaqRYGX6_YTHtvn,2019-05-15T15:19:16.181Z,2019-05-15T15:18:44.025Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-WN,2019-05-15T15:18:44.206Z,1001776.0,218756.0,600000.0,1001776.0,0.0,741450.0,1001776.0,247287.0,781145.0,1.0,13039.0,13039.0,141450.0,781145.0,247287.0,247286.0,1875.0,0.0,1875.0,,
35240101,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2I1LzQyL2Y5LzczMWMtNDdjMS1hNzZmLTIzMjI4MWYyMWNjYQ.xhtml,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzlkL2U1LzBkLzQ5NzAtNDUyMy1iOGM1LTY3OGI1OGZkNTllYQ.pdf,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzJjLzZhLzY1LzBkZGYtNDZkMi1hNjM1LWJkMzkxOGEzN2E3Ng.xml,true,KÃ¸benhavn Ã,2100.0,9.0,StrandÃ¸re,2840 Holte,Skodsborgvej 152A,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-15,2746.0,-2746.0,35240101.0,Ãrsrapport,SÃ¸ren Resen Steenstrup,WISTOV ApS,Avenda ApS,86827.0,54493.0,KÃ¸benhavn,2017-01-01,2017-12-31,-27361.0,-35080.0,-2746.0,2018-12-31,2018-01-01,false,-7719.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27150411,indberetninger-20180424,2.59278,35240101.0,AWq8EwaqRYGX6_YTHtvn,2019-05-15T15:19:16.181Z,2019-05-15T15:18:44.025Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-WN,2019-05-15T15:18:44.206Z,,,,,,,,,,,,,,,,,,,,,
35240101,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2I1LzQyL2Y5LzczMWMtNDdjMS1hNzZmLTIzMjI4MWYyMWNjYQ.xhtml,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzlkL2U1LzBkLzQ5NzAtNDUyMy1iOGM1LTY3OGI1OGZkNTllYQ.pdf,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzJjLzZhLzY1LzBkZGYtNDZkMi1hNjM1LWJkMzkxOGEzN2E3Ng.xml,true,KÃ¸benhavn Ã,2100.0,9.0,StrandÃ¸re,2840 Holte,Skodsborgvej 152A,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-15,,,35240101.0,Ãrsrapport,SÃ¸ren Resen Steenstrup,WISTOV ApS,Avenda ApS,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27150411,indberetninger-20180424,2.59278,35240101.0,AWq8EwaqRYGX6_YTHtvn,2019-05-15T15:19:16.181Z,2019-05-15T15:18:44.025Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-WN,2019-05-15T15:18:44.206Z,,,,,,,,,,,,,,,,,,,,Kenneth Lillelund Winther,
35240101,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2I1LzQyL2Y5LzczMWMtNDdjMS1hNzZmLTIzMjI4MWYyMWNjYQ.xhtml,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzlkL2U1LzBkLzQ5NzAtNDUyMy1iOGM1LTY3OGI1OGZkNTllYQ.pdf,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzJjLzZhLzY1LzBkZGYtNDZkMi1hNjM1LWJkMzkxOGEzN2E3Ng.xml,true,KÃ¸benhavn Ã,2100.0,9.0,StrandÃ¸re,2840 Holte,Skodsborgvej 152A,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-15,,,35240101.0,Ãrsrapport,SÃ¸ren Resen Steenstrup,WISTOV ApS,Avenda ApS,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27150411,indberetninger-20180424,2.59278,35240101.0,AWq8EwaqRYGX6_YTHtvn,2019-05-15T15:19:16.181Z,2019-05-15T15:18:44.025Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-WN,2019-05-15T15:18:44.206Z,,,,,,,,,,,,,,,,,,,,SÃ¸ren Resen Steenstrup,
35240101,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2I1LzQyL2Y5LzczMWMtNDdjMS1hNzZmLTIzMjI4MWYyMWNjYQ.xhtml,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzlkL2U1LzBkLzQ5NzAtNDUyMy1iOGM1LTY3OGI1OGZkNTllYQ.pdf,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzJjLzZhLzY1LzBkZGYtNDZkMi1hNjM1LWJkMzkxOGEzN2E3Ng.xml,true,KÃ¸benhavn Ã,2100.0,9.0,StrandÃ¸re,2840 Holte,Skodsborgvej 152A,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-15,,,35240101.0,Ãrsrapport,SÃ¸ren Resen Steenstrup,WISTOV ApS,Avenda ApS,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27150411,indberetninger-20180424,2.59278,35240101.0,AWq8EwaqRYGX6_YTHtvn,2019-05-15T15:19:16.181Z,2019-05-15T15:18:44.025Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-WN,2019-05-15T15:18:44.206Z,,,,,,,,,,,,,,,,,,,,Mark Leire Falk,
35240101,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2I1LzQyL2Y5LzczMWMtNDdjMS1hNzZmLTIzMjI4MWYyMWNjYQ.xhtml,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzlkL2U1LzBkLzQ5NzAtNDUyMy1iOGM1LTY3OGI1OGZkNTllYQ.pdf,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzJjLzZhLzY1LzBkZGYtNDZkMi1hNjM1LWJkMzkxOGEzN2E3Ng.xml,true,KÃ¸benhavn Ã,2100.0,9.0,StrandÃ¸re,2840 Holte,Skodsborgvej 152A,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-15,,,35240101.0,Ãrsrapport,SÃ¸ren Resen Steenstrup,WISTOV ApS,Avenda ApS,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27150411,indberetninger-20180424,2.59278,35240101.0,AWq8EwaqRYGX6_YTHtvn,2019-05-15T15:19:16.181Z,2019-05-15T15:18:44.025Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-WN,2019-05-15T15:18:44.206Z,,,,,,,,,,,,,,,,,,,,,Kenneth Lillelund Winther
35240101,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2I1LzQyL2Y5LzczMWMtNDdjMS1hNzZmLTIzMjI4MWYyMWNjYQ.xhtml,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzlkL2U1LzBkLzQ5NzAtNDUyMy1iOGM1LTY3OGI1OGZkNTllYQ.pdf,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzJjLzZhLzY1LzBkZGYtNDZkMi1hNjM1LWJkMzkxOGEzN2E3Ng.xml,true,KÃ¸benhavn Ã,2100.0,9.0,StrandÃ¸re,2840 Holte,Skodsborgvej 152A,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-15,,,35240101.0,Ãrsrapport,SÃ¸ren Resen Steenstrup,WISTOV ApS,Avenda ApS,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27150411,indberetninger-20180424,2.59278,35240101.0,AWq8EwaqRYGX6_YTHtvn,2019-05-15T15:19:16.181Z,2019-05-15T15:18:44.025Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-WN,2019-05-15T15:18:44.206Z,,,,,,,,,,,,,,,,,,,,,SÃ¸ren Resen Steenstrup
35240101,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2I1LzQyL2Y5LzczMWMtNDdjMS1hNzZmLTIzMjI4MWYyMWNjYQ.xhtml,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzlkL2U1LzBkLzQ5NzAtNDUyMy1iOGM1LTY3OGI1OGZkNTllYQ.pdf,http://regnskaber.virk.dk/10104253/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzJjLzZhLzY1LzBkZGYtNDZkMi1hNjM1LWJkMzkxOGEzN2E3Ng.xml,true,KÃ¸benhavn Ã,2100.0,9.0,StrandÃ¸re,2840 Holte,Skodsborgvej 152A,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-15,,,35240101.0,Ãrsrapport,SÃ¸ren Resen Steenstrup,WISTOV ApS,Avenda ApS,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27150411,indberetninger-20180424,2.59278,35240101.0,AWq8EwaqRYGX6_YTHtvn,2019-05-15T15:19:16.181Z,2019-05-15T15:18:44.025Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-WN,2019-05-15T15:18:44.206Z,,,,,,,,,,,,,,,,,,,,,Mark Leire Falk
