entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,CurrentAssets,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmailOfReportingEntity,ExtraordinaryProfitLossBeforeTax,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProposedDividendRecognisedInEquity,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,NameOfAuditFirm
35144609,2013-03-21,2013-12-31,c3,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8vcGRmcy8zNTE0NDYwOTtBcFM1MjcwMDg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE1MDIwNF8xOTAxMjBfMzQ0.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,KÃ¸benhavn K,1422.0,23.0,Prinsessegade,4200 Slagelse,Nytorv 8,Til den daglige ledelse i TRENDHOLM APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,100000.0,2015-01-21,2015-02-02,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",poppe7@gmail.com,6465.0,21696382.0,35144609.0,1005132190.0,6465.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Henrik Trendholm,Henrik Trendholm,TRENDHOLM ApS,Flemming Stahl,KÃ¸benhavn,2013-03-21,2013-12-31,6465.0,6465.0,50000.0,2014-12-31,2014-01-01,50000.0,100000.0,100000.0,2015-01-21,Slagelse,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14949006,indberetninger-20180424,2.5095785,35144609.0,,2018-03-30T10:16:58.493Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-142.176,2015-02-04T23:00:00.000Z,,,,,,,,,,,,
35144609,2013-03-21,2013-12-31,c5,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8vcGRmcy8zNTE0NDYwOTtBcFM1MjcwMDg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE1MDIwNF8xOTAxMjBfMzQ0.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,KÃ¸benhavn K,1422.0,23.0,Prinsessegade,4200 Slagelse,Nytorv 8,Til den daglige ledelse i TRENDHOLM APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,100000.0,2015-01-21,2015-02-02,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",poppe7@gmail.com,,21696382.0,35144609.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Henrik Trendholm,Henrik Trendholm,TRENDHOLM ApS,Flemming Stahl,KÃ¸benhavn,2013-03-21,2013-12-31,0.0,,50000.0,2014-12-31,2014-01-01,50000.0,100000.0,100000.0,2015-01-21,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14949006,indberetninger-20180424,2.5095785,35144609.0,,2018-03-30T10:16:58.493Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-142.176,2015-02-04T23:00:00.000Z,,,,,,,,,,,,
35144609,2013-03-21,2013-12-31,c7,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8vcGRmcy8zNTE0NDYwOTtBcFM1MjcwMDg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE1MDIwNF8xOTAxMjBfMzQ0.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,KÃ¸benhavn K,1422.0,23.0,Prinsessegade,4200 Slagelse,Nytorv 8,Til den daglige ledelse i TRENDHOLM APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,100000.0,2015-01-21,2015-02-02,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",poppe7@gmail.com,,21696382.0,35144609.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Henrik Trendholm,Henrik Trendholm,TRENDHOLM ApS,Flemming Stahl,KÃ¸benhavn,2013-03-21,2013-12-31,3281.0,,50000.0,2014-12-31,2014-01-01,50000.0,100000.0,100000.0,2015-01-21,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14949006,indberetninger-20180424,2.5095785,35144609.0,,2018-03-30T10:16:58.493Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-142.176,2015-02-04T23:00:00.000Z,,,,,,,,,,,,
35144609,2013-03-21,2013-12-31,c9,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8vcGRmcy8zNTE0NDYwOTtBcFM1MjcwMDg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE1MDIwNF8xOTAxMjBfMzQ0.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,KÃ¸benhavn K,1422.0,23.0,Prinsessegade,4200 Slagelse,Nytorv 8,Til den daglige ledelse i TRENDHOLM APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,100000.0,2015-01-21,2015-02-02,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",poppe7@gmail.com,,21696382.0,35144609.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Henrik Trendholm,Henrik Trendholm,TRENDHOLM ApS,Flemming Stahl,KÃ¸benhavn,2013-03-21,2013-12-31,3184.0,,50000.0,2014-12-31,2014-01-01,50000.0,100000.0,100000.0,2015-01-21,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14949006,indberetninger-20180424,2.5095785,35144609.0,,2018-03-30T10:16:58.493Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-142.176,2015-02-04T23:00:00.000Z,,,,,,,,,,,,
35144609,2013-12-31,2013-12-31,c11,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8vcGRmcy8zNTE0NDYwOTtBcFM1MjcwMDg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE1MDIwNF8xOTAxMjBfMzQ0.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,KÃ¸benhavn K,1422.0,23.0,Prinsessegade,4200 Slagelse,Nytorv 8,Til den daglige ledelse i TRENDHOLM APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,100000.0,2015-01-21,2015-02-02,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",poppe7@gmail.com,,21696382.0,35144609.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Henrik Trendholm,Henrik Trendholm,TRENDHOLM ApS,Flemming Stahl,KÃ¸benhavn,2013-03-21,2013-12-31,,,50000.0,2014-12-31,2014-01-01,50000.0,100000.0,100000.0,2015-01-21,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14949006,indberetninger-20180424,2.5095785,35144609.0,,2018-03-30T10:16:58.493Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-142.176,2015-02-04T23:00:00.000Z,103281.0,80000.0,83281.0,103281.0,20000.0,103281.0,103281.0,103281.0,3281.0,20000.0,20000.0,
35144609,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8vcGRmcy8zNTE0NDYwOTtBcFM1MjcwMDg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE1MDIwNF8xOTAxMjBfMzQ0.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,KÃ¸benhavn K,1422.0,23.0,Prinsessegade,4200 Slagelse,Nytorv 8,Til den daglige ledelse i TRENDHOLM APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,100000.0,2015-01-21,2015-02-02,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",poppe7@gmail.com,152360.0,21696382.0,35144609.0,1005132190.0,152360.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Henrik Trendholm,Henrik Trendholm,TRENDHOLM ApS,Flemming Stahl,KÃ¸benhavn,2013-03-21,2013-12-31,152360.0,152360.0,50000.0,2014-12-31,2014-01-01,50000.0,100000.0,100000.0,2015-01-21,Slagelse,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14949006,indberetninger-20180424,2.5095785,35144609.0,,2018-03-30T10:16:58.493Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-142.176,2015-02-04T23:00:00.000Z,,,,,,,,,,,,
35144609,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8vcGRmcy8zNTE0NDYwOTtBcFM1MjcwMDg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE1MDIwNF8xOTAxMjBfMzQ0.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,KÃ¸benhavn K,1422.0,23.0,Prinsessegade,4200 Slagelse,Nytorv 8,Til den daglige ledelse i TRENDHOLM APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,100000.0,2015-01-21,2015-02-02,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",poppe7@gmail.com,,21696382.0,35144609.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Henrik Trendholm,Henrik Trendholm,TRENDHOLM ApS,Flemming Stahl,KÃ¸benhavn,2013-03-21,2013-12-31,,,50000.0,2014-12-31,2014-01-01,50000.0,100000.0,100000.0,2015-01-21,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14949006,indberetninger-20180424,2.5095785,35144609.0,,2018-03-30T10:16:58.493Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-142.176,2015-02-04T23:00:00.000Z,,,,,,,,,,,,"REVISORERNE                        DALSGAARD,STAHL & WÃLDIKE        STATSAUTORISERET REVISIONSAPS"
35144609,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8vcGRmcy8zNTE0NDYwOTtBcFM1MjcwMDg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE1MDIwNF8xOTAxMjBfMzQ0.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,KÃ¸benhavn K,1422.0,23.0,Prinsessegade,4200 Slagelse,Nytorv 8,Til den daglige ledelse i TRENDHOLM APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,100000.0,2015-01-21,2015-02-02,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",poppe7@gmail.com,,21696382.0,35144609.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Henrik Trendholm,Henrik Trendholm,TRENDHOLM ApS,Flemming Stahl,KÃ¸benhavn,2013-03-21,2013-12-31,,,50000.0,2014-12-31,2014-01-01,50000.0,100000.0,100000.0,2015-01-21,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14949006,indberetninger-20180424,2.5095785,35144609.0,,2018-03-30T10:16:58.493Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-142.176,2015-02-04T23:00:00.000Z,,,,,,,,,,,,
35144609,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8vcGRmcy8zNTE0NDYwOTtBcFM1MjcwMDg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE1MDIwNF8xOTAxMjBfMzQ0.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,KÃ¸benhavn K,1422.0,23.0,Prinsessegade,4200 Slagelse,Nytorv 8,Til den daglige ledelse i TRENDHOLM APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,100000.0,2015-01-21,2015-02-02,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",poppe7@gmail.com,,21696382.0,35144609.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Henrik Trendholm,Henrik Trendholm,TRENDHOLM ApS,Flemming Stahl,KÃ¸benhavn,2013-03-21,2013-12-31,50000.0,,50000.0,2014-12-31,2014-01-01,50000.0,100000.0,100000.0,2015-01-21,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14949006,indberetninger-20180424,2.5095785,35144609.0,,2018-03-30T10:16:58.493Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-142.176,2015-02-04T23:00:00.000Z,,,,,,,,,,,,
35144609,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8vcGRmcy8zNTE0NDYwOTtBcFM1MjcwMDg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/90644153/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE1MDIwNF8xOTAxMjBfMzQ0.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,KÃ¸benhavn K,1422.0,23.0,Prinsessegade,4200 Slagelse,Nytorv 8,Til den daglige ledelse i TRENDHOLM APS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,100000.0,2015-01-21,2015-02-02,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",poppe7@gmail.com,,21696382.0,35144609.0,1005132190.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Henrik Trendholm,Henrik Trendholm,TRENDHOLM ApS,Flemming Stahl,KÃ¸benhavn,2013-03-21,2013-12-31,52360.0,,50000.0,2014-12-31,2014-01-01,50000.0,100000.0,100000.0,2015-01-21,Slagelse,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14949006,indberetninger-20180424,2.5095785,35144609.0,,2018-03-30T10:16:58.493Z,2015-02-04T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-142.176,2015-02-04T23:00:00.000Z,,,,,,,,,,,,
