entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermTaxPayables,ShorttermTradePayables
11772439,2016-10-01,2017-09-30,c106,,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2MzLzBkLzlhLzhmMDUtNGQxYi1hMzM0LWU0MzdjMGQ0ZTcxNw.pdf,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2NjL2EyL2ZjLzYyOGUtNGU5ZC1hOTFmLWQwODRjYzU2MzIwNA.xml,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,Risskov,8240.0,1.0,c/o Johannes,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2019-01-28,2019-01-28,2019-02-08,statsautoriseret revisor,Egenkapital,aarhus@brandtrevision.dk,25492145.0,11772439.0,25492145.0,mne34146,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Erhvervscentret-Risskov ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stefan Christiansen,Johannes Pilgaard,Johannes Jensen Pilgaard,"BRANDT, Statsautoriseret Revisionspartnerselskab",Erhvervscentret-Risskov ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Risskov,2016-10-01,2017-09-30,105800.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-01-28,Aarhus,87 40 60 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26662000,indberetninger-20180424,2.5117220000000002,11772439.0,AWjNF61get7j816D4A9p,2019-02-08T12:31:56.681Z,2019-02-08T12:31:46.948Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-08-RR,2019-02-08T12:31:47.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11772439,2016-10-01,2017-09-30,c120,,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2MzLzBkLzlhLzhmMDUtNGQxYi1hMzM0LWU0MzdjMGQ0ZTcxNw.pdf,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2NjL2EyL2ZjLzYyOGUtNGU5ZC1hOTFmLWQwODRjYzU2MzIwNA.xml,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,Risskov,8240.0,1.0,c/o Johannes,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2019-01-28,2019-01-28,2019-02-08,statsautoriseret revisor,Egenkapital,aarhus@brandtrevision.dk,25492145.0,11772439.0,25492145.0,mne34146,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Erhvervscentret-Risskov ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stefan Christiansen,Johannes Pilgaard,Johannes Jensen Pilgaard,"BRANDT, Statsautoriseret Revisionspartnerselskab",Erhvervscentret-Risskov ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Risskov,2016-10-01,2017-09-30,29873.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-01-28,Aarhus,87 40 60 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26662000,indberetninger-20180424,2.5117220000000002,11772439.0,AWjNF61get7j816D4A9p,2019-02-08T12:31:56.681Z,2019-02-08T12:31:46.948Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-08-RR,2019-02-08T12:31:47.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11772439,2016-10-01,2017-09-30,c3,,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2MzLzBkLzlhLzhmMDUtNGQxYi1hMzM0LWU0MzdjMGQ0ZTcxNw.pdf,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2NjL2EyL2ZjLzYyOGUtNGU5ZC1hOTFmLWQwODRjYzU2MzIwNA.xml,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,Risskov,8240.0,1.0,c/o Johannes,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2019-01-28,2019-01-28,2019-02-08,statsautoriseret revisor,Egenkapital,aarhus@brandtrevision.dk,25492145.0,11772439.0,25492145.0,mne34146,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Erhvervscentret-Risskov ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stefan Christiansen,Johannes Pilgaard,Johannes Jensen Pilgaard,"BRANDT, Statsautoriseret Revisionspartnerselskab",Erhvervscentret-Risskov ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Risskov,2016-10-01,2017-09-30,135673.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-01-28,Aarhus,87 40 60 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26662000,indberetninger-20180424,2.5117220000000002,11772439.0,AWjNF61get7j816D4A9p,2019-02-08T12:31:56.681Z,2019-02-08T12:31:46.948Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-08-RR,2019-02-08T12:31:47.091Z,6000.0,169140.0,152.0,10943.0,173931.0,163140.0,38258.0,,,,,,,,,,,,,,,,,,,,,
11772439,2017-09-30,2017-09-30,c4,,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2MzLzBkLzlhLzhmMDUtNGQxYi1hMzM0LWU0MzdjMGQ0ZTcxNw.pdf,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2NjL2EyL2ZjLzYyOGUtNGU5ZC1hOTFmLWQwODRjYzU2MzIwNA.xml,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,Risskov,8240.0,1.0,c/o Johannes,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2019-01-28,2019-01-28,2019-02-08,statsautoriseret revisor,Egenkapital,aarhus@brandtrevision.dk,25492145.0,11772439.0,25492145.0,mne34146,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Erhvervscentret-Risskov ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stefan Christiansen,Johannes Pilgaard,Johannes Jensen Pilgaard,"BRANDT, Statsautoriseret Revisionspartnerselskab",Erhvervscentret-Risskov ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Risskov,2016-10-01,2017-09-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-01-28,Aarhus,87 40 60 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26662000,indberetninger-20180424,2.5117220000000002,11772439.0,AWjNF61get7j816D4A9p,2019-02-08T12:31:56.681Z,2019-02-08T12:31:46.948Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-08-RR,2019-02-08T12:31:47.091Z,,,,,,,,915860.0,71968.0,200000.0,71968.0,51297.0,822162.0,792100.0,915860.0,93698.0,51792.0,51297.0,843892.0,51792.0,12579.0,792100.0,105800.0,516362.0,42401.0,356.0,18966.0,10500.0
11772439,2017-10-01,2018-09-30,c1,,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2MzLzBkLzlhLzhmMDUtNGQxYi1hMzM0LWU0MzdjMGQ0ZTcxNw.pdf,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2NjL2EyL2ZjLzYyOGUtNGU5ZC1hOTFmLWQwODRjYzU2MzIwNA.xml,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,Risskov,8240.0,1.0,c/o Johannes,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2019-01-28,2019-01-28,2019-02-08,statsautoriseret revisor,Egenkapital,aarhus@brandtrevision.dk,25492145.0,11772439.0,25492145.0,mne34146,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Erhvervscentret-Risskov ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stefan Christiansen,Johannes Pilgaard,Johannes Jensen Pilgaard,"BRANDT, Statsautoriseret Revisionspartnerselskab",Erhvervscentret-Risskov ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Risskov,2016-10-01,2017-09-30,129109.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-01-28,Aarhus,87 40 60 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26662000,indberetninger-20180424,2.5117220000000002,11772439.0,AWjNF61get7j816D4A9p,2019-02-08T12:31:56.681Z,2019-02-08T12:31:46.948Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-08-RR,2019-02-08T12:31:47.091Z,0.0,169352.0,5178.0,1323.0,165497.0,169352.0,36388.0,,,,,,,,,,,,,,,,,,,,,
11772439,2017-10-01,2018-09-30,c105,,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2MzLzBkLzlhLzhmMDUtNGQxYi1hMzM0LWU0MzdjMGQ0ZTcxNw.pdf,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2NjL2EyL2ZjLzYyOGUtNGU5ZC1hOTFmLWQwODRjYzU2MzIwNA.xml,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,Risskov,8240.0,1.0,c/o Johannes,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2019-01-28,2019-01-28,2019-02-08,statsautoriseret revisor,Egenkapital,aarhus@brandtrevision.dk,25492145.0,11772439.0,25492145.0,mne34146,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Erhvervscentret-Risskov ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stefan Christiansen,Johannes Pilgaard,Johannes Jensen Pilgaard,"BRANDT, Statsautoriseret Revisionspartnerselskab",Erhvervscentret-Risskov ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Risskov,2016-10-01,2017-09-30,105800.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-01-28,Aarhus,87 40 60 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26662000,indberetninger-20180424,2.5117220000000002,11772439.0,AWjNF61get7j816D4A9p,2019-02-08T12:31:56.681Z,2019-02-08T12:31:46.948Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-08-RR,2019-02-08T12:31:47.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11772439,2017-10-01,2018-09-30,c119,,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2MzLzBkLzlhLzhmMDUtNGQxYi1hMzM0LWU0MzdjMGQ0ZTcxNw.pdf,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2NjL2EyL2ZjLzYyOGUtNGU5ZC1hOTFmLWQwODRjYzU2MzIwNA.xml,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,Risskov,8240.0,1.0,c/o Johannes,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2019-01-28,2019-01-28,2019-02-08,statsautoriseret revisor,Egenkapital,aarhus@brandtrevision.dk,25492145.0,11772439.0,25492145.0,mne34146,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Erhvervscentret-Risskov ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stefan Christiansen,Johannes Pilgaard,Johannes Jensen Pilgaard,"BRANDT, Statsautoriseret Revisionspartnerselskab",Erhvervscentret-Risskov ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Risskov,2016-10-01,2017-09-30,23309.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-01-28,Aarhus,87 40 60 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26662000,indberetninger-20180424,2.5117220000000002,11772439.0,AWjNF61get7j816D4A9p,2019-02-08T12:31:56.681Z,2019-02-08T12:31:46.948Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-08-RR,2019-02-08T12:31:47.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11772439,2017-10-01,2018-09-30,c70,,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2MzLzBkLzlhLzhmMDUtNGQxYi1hMzM0LWU0MzdjMGQ0ZTcxNw.pdf,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2NjL2EyL2ZjLzYyOGUtNGU5ZC1hOTFmLWQwODRjYzU2MzIwNA.xml,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,Risskov,8240.0,1.0,c/o Johannes,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2019-01-28,2019-01-28,2019-02-08,statsautoriseret revisor,Egenkapital,aarhus@brandtrevision.dk,25492145.0,11772439.0,25492145.0,mne34146,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Erhvervscentret-Risskov ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stefan Christiansen,Johannes Pilgaard,Johannes Jensen Pilgaard,"BRANDT, Statsautoriseret Revisionspartnerselskab",Erhvervscentret-Risskov ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Risskov,2016-10-01,2017-09-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-01-28,Aarhus,87 40 60 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26662000,indberetninger-20180424,2.5117220000000002,11772439.0,AWjNF61get7j816D4A9p,2019-02-08T12:31:56.681Z,2019-02-08T12:31:46.948Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-08-RR,2019-02-08T12:31:47.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11772439,2017-10-01,2018-09-30,c87,,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2MzLzBkLzlhLzhmMDUtNGQxYi1hMzM0LWU0MzdjMGQ0ZTcxNw.pdf,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2NjL2EyL2ZjLzYyOGUtNGU5ZC1hOTFmLWQwODRjYzU2MzIwNA.xml,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,Risskov,8240.0,1.0,c/o Johannes,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2019-01-28,2019-01-28,2019-02-08,statsautoriseret revisor,Egenkapital,aarhus@brandtrevision.dk,25492145.0,11772439.0,25492145.0,mne34146,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Erhvervscentret-Risskov ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stefan Christiansen,Johannes Pilgaard,Johannes Jensen Pilgaard,"BRANDT, Statsautoriseret Revisionspartnerselskab",Erhvervscentret-Risskov ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Risskov,2016-10-01,2017-09-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-01-28,Aarhus,87 40 60 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26662000,indberetninger-20180424,2.5117220000000002,11772439.0,AWjNF61get7j816D4A9p,2019-02-08T12:31:56.681Z,2019-02-08T12:31:46.948Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-08-RR,2019-02-08T12:31:47.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11772439,2018-09-30,2018-09-30,c6,,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2MzLzBkLzlhLzhmMDUtNGQxYi1hMzM0LWU0MzdjMGQ0ZTcxNw.pdf,http://regnskaber.virk.dk/93427711/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2NjL2EyL2ZjLzYyOGUtNGU5ZC1hOTFmLWQwODRjYzU2MzIwNA.xml,Danmark,ÃbyhÃ¸j,8230.0,36 L,SÃ¸ren Frichs Vej,Risskov,8240.0,1.0,c/o Johannes,"8230, ÃbyhÃ¸j","SÃ¸ren Frichs Vej, 36 L",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2019-01-28,2019-01-28,2019-02-08,statsautoriseret revisor,Egenkapital,aarhus@brandtrevision.dk,25492145.0,11772439.0,25492145.0,mne34146,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Erhvervscentret-Risskov ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stefan Christiansen,Johannes Pilgaard,Johannes Jensen Pilgaard,"BRANDT, Statsautoriseret Revisionspartnerselskab",Erhvervscentret-Risskov ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Risskov,2016-10-01,2017-09-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,2019-01-28,Aarhus,87 40 60 00,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26662000,indberetninger-20180424,2.5117220000000002,11772439.0,AWjNF61get7j816D4A9p,2019-02-08T12:31:56.681Z,2019-02-08T12:31:46.948Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-08-RR,2019-02-08T12:31:47.091Z,,,,,,,,939380.0,147280.0,200000.0,147280.0,51297.0,845470.0,792100.0,939380.0,93910.0,0.0,51297.0,792100.0,0.0,14428.0,792100.0,105800.0,539670.0,42613.0,356.0,17329.0,10500.0
