entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
35247106,2013-05-23,2013-12-31,c2,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzYyL2VhLzU1LzBhZjAtNDI1Yi1hODQwLWQ4MDc5MGNkODVjNA.xhtml,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ2LzlhLzRjL2JkMTktNDQ5ZS1iZDRlLTIwZmY1ZmMyMTgyZg.pdf,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2MwL2E5LzVlL2QwNmItNDgwNC1hN2QyLWZjZDM4YmU2YjM2NQ.xml,Danmark,Frederiksberg,2000.0,2.0,Smallegade,VanlÃ¸se,2720.0,7.0,Bulbjergvej,2720 VanlÃ¸se,Bulbjergvej 7,Regnskabsklasse B,2015-04-30,2015-04-30,0.0,0.0,0.0,0.0,0.0,35247106.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Hansen,Kasper Christopher Keller Hansen,Nordea,KAH INFO ApS,Kasper Hansen,0.0,0.0,VanlÃ¸se,2013-05-23,2013-12-31,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,0.0,51290189.0,Ingen bistand,urn:ofk:oid:5378426,indberetninger-20180424,2.5949402000000004,35247106.0,,2018-03-31T00:10:00.619Z,2015-05-30T21:58:03.429Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-70-SB,2015-05-30T21:58:03.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35247106,2013-05-23,2013-12-31,c4,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzYyL2VhLzU1LzBhZjAtNDI1Yi1hODQwLWQ4MDc5MGNkODVjNA.xhtml,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ2LzlhLzRjL2JkMTktNDQ5ZS1iZDRlLTIwZmY1ZmMyMTgyZg.pdf,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2MwL2E5LzVlL2QwNmItNDgwNC1hN2QyLWZjZDM4YmU2YjM2NQ.xml,Danmark,Frederiksberg,2000.0,2.0,Smallegade,VanlÃ¸se,2720.0,7.0,Bulbjergvej,2720 VanlÃ¸se,Bulbjergvej 7,Regnskabsklasse B,2015-04-30,2015-04-30,,,,,,35247106.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Hansen,Kasper Christopher Keller Hansen,Nordea,KAH INFO ApS,Kasper Hansen,,,VanlÃ¸se,2013-05-23,2013-12-31,0.0,,,2014-12-31,2014-01-01,,0.0,51290189.0,Ingen bistand,urn:ofk:oid:5378426,indberetninger-20180424,2.5949402000000004,35247106.0,,2018-03-31T00:10:00.619Z,2015-05-30T21:58:03.429Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-70-SB,2015-05-30T21:58:03.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35247106,2013-05-23,2013-12-31,c6,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzYyL2VhLzU1LzBhZjAtNDI1Yi1hODQwLWQ4MDc5MGNkODVjNA.xhtml,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ2LzlhLzRjL2JkMTktNDQ5ZS1iZDRlLTIwZmY1ZmMyMTgyZg.pdf,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2MwL2E5LzVlL2QwNmItNDgwNC1hN2QyLWZjZDM4YmU2YjM2NQ.xml,Danmark,Frederiksberg,2000.0,2.0,Smallegade,VanlÃ¸se,2720.0,7.0,Bulbjergvej,2720 VanlÃ¸se,Bulbjergvej 7,Regnskabsklasse B,2015-04-30,2015-04-30,,,,,,35247106.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Hansen,Kasper Christopher Keller Hansen,Nordea,KAH INFO ApS,Kasper Hansen,,,VanlÃ¸se,2013-05-23,2013-12-31,0.0,,,2014-12-31,2014-01-01,,0.0,51290189.0,Ingen bistand,urn:ofk:oid:5378426,indberetninger-20180424,2.5949402000000004,35247106.0,,2018-03-31T00:10:00.619Z,2015-05-30T21:58:03.429Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-70-SB,2015-05-30T21:58:03.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35247106,2013-05-23,2013-12-31,c8,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzYyL2VhLzU1LzBhZjAtNDI1Yi1hODQwLWQ4MDc5MGNkODVjNA.xhtml,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ2LzlhLzRjL2JkMTktNDQ5ZS1iZDRlLTIwZmY1ZmMyMTgyZg.pdf,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2MwL2E5LzVlL2QwNmItNDgwNC1hN2QyLWZjZDM4YmU2YjM2NQ.xml,Danmark,Frederiksberg,2000.0,2.0,Smallegade,VanlÃ¸se,2720.0,7.0,Bulbjergvej,2720 VanlÃ¸se,Bulbjergvej 7,Regnskabsklasse B,2015-04-30,2015-04-30,,,,,,35247106.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Hansen,Kasper Christopher Keller Hansen,Nordea,KAH INFO ApS,Kasper Hansen,,,VanlÃ¸se,2013-05-23,2013-12-31,0.0,,,2014-12-31,2014-01-01,,0.0,51290189.0,Ingen bistand,urn:ofk:oid:5378426,indberetninger-20180424,2.5949402000000004,35247106.0,,2018-03-31T00:10:00.619Z,2015-05-30T21:58:03.429Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-70-SB,2015-05-30T21:58:03.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35247106,2013-12-31,2013-12-31,c10,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzYyL2VhLzU1LzBhZjAtNDI1Yi1hODQwLWQ4MDc5MGNkODVjNA.xhtml,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ2LzlhLzRjL2JkMTktNDQ5ZS1iZDRlLTIwZmY1ZmMyMTgyZg.pdf,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2MwL2E5LzVlL2QwNmItNDgwNC1hN2QyLWZjZDM4YmU2YjM2NQ.xml,Danmark,Frederiksberg,2000.0,2.0,Smallegade,VanlÃ¸se,2720.0,7.0,Bulbjergvej,2720 VanlÃ¸se,Bulbjergvej 7,Regnskabsklasse B,2015-04-30,2015-04-30,,,,,,35247106.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Hansen,Kasper Christopher Keller Hansen,Nordea,KAH INFO ApS,Kasper Hansen,,,VanlÃ¸se,2013-05-23,2013-12-31,,,,2014-12-31,2014-01-01,,0.0,51290189.0,Ingen bistand,urn:ofk:oid:5378426,indberetninger-20180424,2.5949402000000004,35247106.0,,2018-03-31T00:10:00.619Z,2015-05-30T21:58:03.429Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-70-SB,2015-05-30T21:58:03.481Z,80000.0,60000.0,0.0,80000.0,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35247106,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzYyL2VhLzU1LzBhZjAtNDI1Yi1hODQwLWQ4MDc5MGNkODVjNA.xhtml,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ2LzlhLzRjL2JkMTktNDQ5ZS1iZDRlLTIwZmY1ZmMyMTgyZg.pdf,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2MwL2E5LzVlL2QwNmItNDgwNC1hN2QyLWZjZDM4YmU2YjM2NQ.xml,Danmark,Frederiksberg,2000.0,2.0,Smallegade,VanlÃ¸se,2720.0,7.0,Bulbjergvej,2720 VanlÃ¸se,Bulbjergvej 7,Regnskabsklasse B,2015-04-30,2015-04-30,0.0,0.0,17211.0,-13774.0,-17211.0,35247106.0,0.0,3437.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Hansen,Kasper Christopher Keller Hansen,Nordea,KAH INFO ApS,Kasper Hansen,0.0,0.0,VanlÃ¸se,2013-05-23,2013-12-31,-13774.0,-13774.0,-17211.0,2014-12-31,2014-01-01,0.0,0.0,51290189.0,Ingen bistand,urn:ofk:oid:5378426,indberetninger-20180424,2.5949402000000004,35247106.0,,2018-03-31T00:10:00.619Z,2015-05-30T21:58:03.429Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-70-SB,2015-05-30T21:58:03.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35247106,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzYyL2VhLzU1LzBhZjAtNDI1Yi1hODQwLWQ4MDc5MGNkODVjNA.xhtml,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ2LzlhLzRjL2JkMTktNDQ5ZS1iZDRlLTIwZmY1ZmMyMTgyZg.pdf,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2MwL2E5LzVlL2QwNmItNDgwNC1hN2QyLWZjZDM4YmU2YjM2NQ.xml,Danmark,Frederiksberg,2000.0,2.0,Smallegade,VanlÃ¸se,2720.0,7.0,Bulbjergvej,2720 VanlÃ¸se,Bulbjergvej 7,Regnskabsklasse B,2015-04-30,2015-04-30,,,,,,35247106.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Hansen,Kasper Christopher Keller Hansen,Nordea,KAH INFO ApS,Kasper Hansen,,,VanlÃ¸se,2013-05-23,2013-12-31,,,,2014-12-31,2014-01-01,,0.0,51290189.0,Ingen bistand,urn:ofk:oid:5378426,indberetninger-20180424,2.5949402000000004,35247106.0,,2018-03-31T00:10:00.619Z,2015-05-30T21:58:03.429Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-70-SB,2015-05-30T21:58:03.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35247106,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzYyL2VhLzU1LzBhZjAtNDI1Yi1hODQwLWQ4MDc5MGNkODVjNA.xhtml,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ2LzlhLzRjL2JkMTktNDQ5ZS1iZDRlLTIwZmY1ZmMyMTgyZg.pdf,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2MwL2E5LzVlL2QwNmItNDgwNC1hN2QyLWZjZDM4YmU2YjM2NQ.xml,Danmark,Frederiksberg,2000.0,2.0,Smallegade,VanlÃ¸se,2720.0,7.0,Bulbjergvej,2720 VanlÃ¸se,Bulbjergvej 7,Regnskabsklasse B,2015-04-30,2015-04-30,,,,,,35247106.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Hansen,Kasper Christopher Keller Hansen,Nordea,KAH INFO ApS,Kasper Hansen,,,VanlÃ¸se,2013-05-23,2013-12-31,0.0,,,2014-12-31,2014-01-01,,0.0,51290189.0,Ingen bistand,urn:ofk:oid:5378426,indberetninger-20180424,2.5949402000000004,35247106.0,,2018-03-31T00:10:00.619Z,2015-05-30T21:58:03.429Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-70-SB,2015-05-30T21:58:03.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35247106,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzYyL2VhLzU1LzBhZjAtNDI1Yi1hODQwLWQ4MDc5MGNkODVjNA.xhtml,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ2LzlhLzRjL2JkMTktNDQ5ZS1iZDRlLTIwZmY1ZmMyMTgyZg.pdf,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2MwL2E5LzVlL2QwNmItNDgwNC1hN2QyLWZjZDM4YmU2YjM2NQ.xml,Danmark,Frederiksberg,2000.0,2.0,Smallegade,VanlÃ¸se,2720.0,7.0,Bulbjergvej,2720 VanlÃ¸se,Bulbjergvej 7,Regnskabsklasse B,2015-04-30,2015-04-30,,,,,,35247106.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Hansen,Kasper Christopher Keller Hansen,Nordea,KAH INFO ApS,Kasper Hansen,,,VanlÃ¸se,2013-05-23,2013-12-31,0.0,,,2014-12-31,2014-01-01,,0.0,51290189.0,Ingen bistand,urn:ofk:oid:5378426,indberetninger-20180424,2.5949402000000004,35247106.0,,2018-03-31T00:10:00.619Z,2015-05-30T21:58:03.429Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-70-SB,2015-05-30T21:58:03.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35247106,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzYyL2VhLzU1LzBhZjAtNDI1Yi1hODQwLWQ4MDc5MGNkODVjNA.xhtml,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ2LzlhLzRjL2JkMTktNDQ5ZS1iZDRlLTIwZmY1ZmMyMTgyZg.pdf,http://regnskaber.virk.dk/60174253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2MwL2E5LzVlL2QwNmItNDgwNC1hN2QyLWZjZDM4YmU2YjM2NQ.xml,Danmark,Frederiksberg,2000.0,2.0,Smallegade,VanlÃ¸se,2720.0,7.0,Bulbjergvej,2720 VanlÃ¸se,Bulbjergvej 7,Regnskabsklasse B,2015-04-30,2015-04-30,,,,,,35247106.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Hansen,Kasper Christopher Keller Hansen,Nordea,KAH INFO ApS,Kasper Hansen,,,VanlÃ¸se,2013-05-23,2013-12-31,-13774.0,,,2014-12-31,2014-01-01,,0.0,51290189.0,Ingen bistand,urn:ofk:oid:5378426,indberetninger-20180424,2.5949402000000004,35247106.0,,2018-03-31T00:10:00.619Z,2015-05-30T21:58:03.429Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-70-SB,2015-05-30T21:58:03.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
