entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfFinancialInstitution,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
31590043,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzU1Lzg4LzA1LzFhYTItNGNkNy04OGVmLWU0YTIyM2RlZDVmOQ.pdf,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzQ3L2RmL2M2LzQ0NzgtNDgwMC1iZGE2LTgwODQ4YjNjYTQ2OA.xml,"6500, Vojens",Billundvej 3,"Til den daglige ledelse i Bolander, Vojens ApS",0.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen anser betingelserne for at undlade revision for opfyldt.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-05-12,2008-06-25,2015-05-17,0.0,61126228.0,31590043.0,34731764.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Bolander, Vojens ApS.",Ãrsrapport,0.0,Allan Bolander,Danske Bank,"Bolander, Vojens ApS","ViaCount ApS, Registreret Revisionsselskab","Vojens, den 12. maj 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-13,Vojens,74541626.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5328776,indberetninger-20180424,2.5124266,31590043.0,,2018-03-30T18:37:41.728Z,2015-05-28T09:26:50.502Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-GR,2015-05-28T09:26:50.631Z,
31590043,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzU1Lzg4LzA1LzFhYTItNGNkNy04OGVmLWU0YTIyM2RlZDVmOQ.pdf,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzQ3L2RmL2M2LzQ0NzgtNDgwMC1iZGE2LTgwODQ4YjNjYTQ2OA.xml,"6500, Vojens",Billundvej 3,"Til den daglige ledelse i Bolander, Vojens ApS",0.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen anser betingelserne for at undlade revision for opfyldt.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-05-12,2008-06-25,2015-05-17,0.0,61126228.0,31590043.0,34731764.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Bolander, Vojens ApS.",Ãrsrapport,0.0,Allan Bolander,Danske Bank,"Bolander, Vojens ApS","ViaCount ApS, Registreret Revisionsselskab","Vojens, den 12. maj 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-13,Vojens,74541626.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5328776,indberetninger-20180424,2.5124266,31590043.0,,2018-03-30T18:37:41.728Z,2015-05-28T09:26:50.502Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-GR,2015-05-28T09:26:50.631Z,
31590043,2014-01-01,2014-12-31,ID_2,,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzU1Lzg4LzA1LzFhYTItNGNkNy04OGVmLWU0YTIyM2RlZDVmOQ.pdf,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzQ3L2RmL2M2LzQ0NzgtNDgwMC1iZGE2LTgwODQ4YjNjYTQ2OA.xml,"6500, Vojens",Billundvej 3,"Til den daglige ledelse i Bolander, Vojens ApS",0.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen anser betingelserne for at undlade revision for opfyldt.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-05-12,2008-06-25,2015-05-17,0.0,61126228.0,31590043.0,34731764.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Bolander, Vojens ApS.",Ãrsrapport,0.0,Allan Bolander,Danske Bank,"Bolander, Vojens ApS","ViaCount ApS, Registreret Revisionsselskab","Vojens, den 12. maj 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-13,Vojens,74541626.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5328776,indberetninger-20180424,2.5124266,31590043.0,,2018-03-30T18:37:41.728Z,2015-05-28T09:26:50.502Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-GR,2015-05-28T09:26:50.631Z,Allan  Bolander
31590043,2014-01-01,2014-12-31,ID_3,,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzU1Lzg4LzA1LzFhYTItNGNkNy04OGVmLWU0YTIyM2RlZDVmOQ.pdf,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzQ3L2RmL2M2LzQ0NzgtNDgwMC1iZGE2LTgwODQ4YjNjYTQ2OA.xml,"6500, Vojens",Billundvej 3,"Til den daglige ledelse i Bolander, Vojens ApS",0.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen anser betingelserne for at undlade revision for opfyldt.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-05-12,2008-06-25,2015-05-17,0.0,61126228.0,31590043.0,34731764.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Bolander, Vojens ApS.",Ãrsrapport,0.0,Allan Bolander,Danske Bank,"Bolander, Vojens ApS","ViaCount ApS, Registreret Revisionsselskab","Vojens, den 12. maj 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-13,Vojens,74541626.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5328776,indberetninger-20180424,2.5124266,31590043.0,,2018-03-30T18:37:41.728Z,2015-05-28T09:26:50.502Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-GR,2015-05-28T09:26:50.631Z,
31590043,2014-01-01,2014-12-31,ID_4,,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzU1Lzg4LzA1LzFhYTItNGNkNy04OGVmLWU0YTIyM2RlZDVmOQ.pdf,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzQ3L2RmL2M2LzQ0NzgtNDgwMC1iZGE2LTgwODQ4YjNjYTQ2OA.xml,"6500, Vojens",Billundvej 3,"Til den daglige ledelse i Bolander, Vojens ApS",0.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen anser betingelserne for at undlade revision for opfyldt.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-05-12,2008-06-25,2015-05-17,0.0,61126228.0,31590043.0,34731764.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Bolander, Vojens ApS.",Ãrsrapport,0.0,Allan Bolander,Danske Bank,"Bolander, Vojens ApS","ViaCount ApS, Registreret Revisionsselskab","Vojens, den 12. maj 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-13,Vojens,74541626.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5328776,indberetninger-20180424,2.5124266,31590043.0,,2018-03-30T18:37:41.728Z,2015-05-28T09:26:50.502Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-GR,2015-05-28T09:26:50.631Z,
31590043,2014-01-01,2014-12-31,ID_5,,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzU1Lzg4LzA1LzFhYTItNGNkNy04OGVmLWU0YTIyM2RlZDVmOQ.pdf,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzQ3L2RmL2M2LzQ0NzgtNDgwMC1iZGE2LTgwODQ4YjNjYTQ2OA.xml,"6500, Vojens",Billundvej 3,"Til den daglige ledelse i Bolander, Vojens ApS",0.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen anser betingelserne for at undlade revision for opfyldt.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-05-12,2008-06-25,2015-05-17,0.0,61126228.0,31590043.0,34731764.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Bolander, Vojens ApS.",Ãrsrapport,0.0,Allan Bolander,Danske Bank,"Bolander, Vojens ApS","ViaCount ApS, Registreret Revisionsselskab","Vojens, den 12. maj 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-13,Vojens,74541626.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5328776,indberetninger-20180424,2.5124266,31590043.0,,2018-03-30T18:37:41.728Z,2015-05-28T09:26:50.502Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-GR,2015-05-28T09:26:50.631Z,
31590043,2014-01-01,2014-12-31,ID_6,,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzU1Lzg4LzA1LzFhYTItNGNkNy04OGVmLWU0YTIyM2RlZDVmOQ.pdf,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzQ3L2RmL2M2LzQ0NzgtNDgwMC1iZGE2LTgwODQ4YjNjYTQ2OA.xml,"6500, Vojens",Billundvej 3,"Til den daglige ledelse i Bolander, Vojens ApS",0.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen anser betingelserne for at undlade revision for opfyldt.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-05-12,2008-06-25,2015-05-17,0.0,61126228.0,31590043.0,34731764.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Bolander, Vojens ApS.",Ãrsrapport,0.0,Allan Bolander,Danske Bank,"Bolander, Vojens ApS","ViaCount ApS, Registreret Revisionsselskab","Vojens, den 12. maj 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-13,Vojens,74541626.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5328776,indberetninger-20180424,2.5124266,31590043.0,,2018-03-30T18:37:41.728Z,2015-05-28T09:26:50.502Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-GR,2015-05-28T09:26:50.631Z,
31590043,2014-01-01,2014-12-31,ID_7,,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzU1Lzg4LzA1LzFhYTItNGNkNy04OGVmLWU0YTIyM2RlZDVmOQ.pdf,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzQ3L2RmL2M2LzQ0NzgtNDgwMC1iZGE2LTgwODQ4YjNjYTQ2OA.xml,"6500, Vojens",Billundvej 3,"Til den daglige ledelse i Bolander, Vojens ApS",0.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen anser betingelserne for at undlade revision for opfyldt.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-05-12,2008-06-25,2015-05-17,0.0,61126228.0,31590043.0,34731764.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Bolander, Vojens ApS.",Ãrsrapport,0.0,Allan Bolander,Danske Bank,"Bolander, Vojens ApS","ViaCount ApS, Registreret Revisionsselskab","Vojens, den 12. maj 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-13,Vojens,74541626.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5328776,indberetninger-20180424,2.5124266,31590043.0,,2018-03-30T18:37:41.728Z,2015-05-28T09:26:50.502Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-GR,2015-05-28T09:26:50.631Z,
31590043,2014-01-01,2014-12-31,ID_8,,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzU1Lzg4LzA1LzFhYTItNGNkNy04OGVmLWU0YTIyM2RlZDVmOQ.pdf,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzQ3L2RmL2M2LzQ0NzgtNDgwMC1iZGE2LTgwODQ4YjNjYTQ2OA.xml,"6500, Vojens",Billundvej 3,"Til den daglige ledelse i Bolander, Vojens ApS",0.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen anser betingelserne for at undlade revision for opfyldt.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-05-12,2008-06-25,2015-05-17,0.0,61126228.0,31590043.0,34731764.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Bolander, Vojens ApS.",Ãrsrapport,0.0,Allan Bolander,Danske Bank,"Bolander, Vojens ApS","ViaCount ApS, Registreret Revisionsselskab","Vojens, den 12. maj 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-13,Vojens,74541626.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5328776,indberetninger-20180424,2.5124266,31590043.0,,2018-03-30T18:37:41.728Z,2015-05-28T09:26:50.502Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-GR,2015-05-28T09:26:50.631Z,
31590043,2014-01-01,2014-12-31,ID_9,,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzU1Lzg4LzA1LzFhYTItNGNkNy04OGVmLWU0YTIyM2RlZDVmOQ.pdf,http://regnskaber.virk.dk/34009513/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzQ3L2RmL2M2LzQ0NzgtNDgwMC1iZGE2LTgwODQ4YjNjYTQ2OA.xml,"6500, Vojens",Billundvej 3,"Til den daglige ledelse i Bolander, Vojens ApS",0.0,Regnskabsklasse B,"Ãrsrapporten, der ikke er revideret, er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen anser betingelserne for at undlade revision for opfyldt.","Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-05-12,2008-06-25,2015-05-17,0.0,61126228.0,31590043.0,34731764.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Bolander, Vojens ApS.",Ãrsrapport,0.0,Allan Bolander,Danske Bank,"Bolander, Vojens ApS","ViaCount ApS, Registreret Revisionsselskab","Vojens, den 12. maj 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-13,Vojens,74541626.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5328776,indberetninger-20180424,2.5124266,31590043.0,,2018-03-30T18:37:41.728Z,2015-05-28T09:26:50.502Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-GR,2015-05-28T09:26:50.631Z,
