entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestRateRelatedToOutstandingDebtFromManagementCategory,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OutstandingDebtFromManagementCategory,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DisposalsOfInvestments,DividendIncomeRelatedToInvestments,OtherAdjustmentsRelatedToInvestments,ProfitLossRelatedToInvestments,ReversalsOfInvestmentsOfPriorYearsRevaluations,GrossResult,IncomeFromInvestmentsInAssociates,OtherExternalExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables
26372992,2013-01-01,2013-01-01,c251,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8vcGRmcy8yNjM3Mjk5MjtBcFMyOTQwMTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8veGJybHMvWC0zNkQxN0MxRS0yMDE1MDMyNl8xMzI4MTZfMTg2.xml,1343544.0,Roskilde,4000.0,9.0,BuesÃ¸vej,"2100, KÃ¸benhavn Ã","Ãster AllÃ©, 42",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-03-26,2015-03-26,2001-12-20,2015-03-26,26372992.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Gjerluf ApS.,Ãrsrapport,10.2,40000.0,Jens Eslau,Jens Eslau,Gjerluf ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",133842.0,Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lejre,2014-12-31,2014-01-01,2015-03-26,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13217661,indberetninger-20180424,2.5097342,26372992.0,,2018-03-30T20:02:00.172Z,2015-03-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-80.485,2015-03-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26372992,2013-01-01,2013-01-01,c723,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8vcGRmcy8yNjM3Mjk5MjtBcFMyOTQwMTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8veGJybHMvWC0zNkQxN0MxRS0yMDE1MDMyNl8xMzI4MTZfMTg2.xml,,Roskilde,4000.0,9.0,BuesÃ¸vej,"2100, KÃ¸benhavn Ã","Ãster AllÃ©, 42",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-03-26,2015-03-26,2001-12-20,2015-03-26,26372992.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Gjerluf ApS.,Ãrsrapport,10.2,,Jens Eslau,Jens Eslau,Gjerluf ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",133842.0,Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lejre,2014-12-31,2014-01-01,2015-03-26,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13217661,indberetninger-20180424,2.5097342,26372992.0,,2018-03-30T20:02:00.172Z,2015-03-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-80.485,2015-03-26T23:00:00.000Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26372992,2013-01-01,2013-01-01,c735,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8vcGRmcy8yNjM3Mjk5MjtBcFMyOTQwMTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8veGJybHMvWC0zNkQxN0MxRS0yMDE1MDMyNl8xMzI4MTZfMTg2.xml,,Roskilde,4000.0,9.0,BuesÃ¸vej,"2100, KÃ¸benhavn Ã","Ãster AllÃ©, 42",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-03-26,2015-03-26,2001-12-20,2015-03-26,26372992.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Gjerluf ApS.,Ãrsrapport,10.2,,Jens Eslau,Jens Eslau,Gjerluf ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",133842.0,Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lejre,2014-12-31,2014-01-01,2015-03-26,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13217661,indberetninger-20180424,2.5097342,26372992.0,,2018-03-30T20:02:00.172Z,2015-03-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-80.485,2015-03-26T23:00:00.000Z,1343544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26372992,2013-01-01,2013-01-01,c741,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8vcGRmcy8yNjM3Mjk5MjtBcFMyOTQwMTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8veGJybHMvWC0zNkQxN0MxRS0yMDE1MDMyNl8xMzI4MTZfMTg2.xml,,Roskilde,4000.0,9.0,BuesÃ¸vej,"2100, KÃ¸benhavn Ã","Ãster AllÃ©, 42",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-03-26,2015-03-26,2001-12-20,2015-03-26,26372992.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Gjerluf ApS.,Ãrsrapport,10.2,,Jens Eslau,Jens Eslau,Gjerluf ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",133842.0,Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lejre,2014-12-31,2014-01-01,2015-03-26,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13217661,indberetninger-20180424,2.5097342,26372992.0,,2018-03-30T20:02:00.172Z,2015-03-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-80.485,2015-03-26T23:00:00.000Z,101637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26372992,2013-01-01,2013-01-01,c744,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8vcGRmcy8yNjM3Mjk5MjtBcFMyOTQwMTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8veGJybHMvWC0zNkQxN0MxRS0yMDE1MDMyNl8xMzI4MTZfMTg2.xml,,Roskilde,4000.0,9.0,BuesÃ¸vej,"2100, KÃ¸benhavn Ã","Ãster AllÃ©, 42",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-03-26,2015-03-26,2001-12-20,2015-03-26,26372992.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Gjerluf ApS.,Ãrsrapport,10.2,,Jens Eslau,Jens Eslau,Gjerluf ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",133842.0,Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lejre,2014-12-31,2014-01-01,2015-03-26,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13217661,indberetninger-20180424,2.5097342,26372992.0,,2018-03-30T20:02:00.172Z,2015-03-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-80.485,2015-03-26T23:00:00.000Z,96600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26372992,2013-01-01,2013-12-31,c109,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8vcGRmcy8yNjM3Mjk5MjtBcFMyOTQwMTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8veGJybHMvWC0zNkQxN0MxRS0yMDE1MDMyNl8xMzI4MTZfMTg2.xml,,Roskilde,4000.0,9.0,BuesÃ¸vej,"2100, KÃ¸benhavn Ã","Ãster AllÃ©, 42",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-03-26,2015-03-26,2001-12-20,2015-03-26,26372992.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Gjerluf ApS.,Ãrsrapport,10.2,,Jens Eslau,Jens Eslau,Gjerluf ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",133842.0,Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lejre,2014-12-31,2014-01-01,2015-03-26,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13217661,indberetninger-20180424,2.5097342,26372992.0,,2018-03-30T20:02:00.172Z,2015-03-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-80.485,2015-03-26T23:00:00.000Z,,578580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26372992,2013-01-01,2013-12-31,c123,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8vcGRmcy8yNjM3Mjk5MjtBcFMyOTQwMTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8veGJybHMvWC0zNkQxN0MxRS0yMDE1MDMyNl8xMzI4MTZfMTg2.xml,,Roskilde,4000.0,9.0,BuesÃ¸vej,"2100, KÃ¸benhavn Ã","Ãster AllÃ©, 42",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-03-26,2015-03-26,2001-12-20,2015-03-26,26372992.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Gjerluf ApS.,Ãrsrapport,10.2,,Jens Eslau,Jens Eslau,Gjerluf ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",133842.0,Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lejre,2014-12-31,2014-01-01,2015-03-26,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13217661,indberetninger-20180424,2.5097342,26372992.0,,2018-03-30T20:02:00.172Z,2015-03-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-80.485,2015-03-26T23:00:00.000Z,,-528817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26372992,2013-01-01,2013-12-31,c252,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8vcGRmcy8yNjM3Mjk5MjtBcFMyOTQwMTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8veGJybHMvWC0zNkQxN0MxRS0yMDE1MDMyNl8xMzI4MTZfMTg2.xml,,Roskilde,4000.0,9.0,BuesÃ¸vej,"2100, KÃ¸benhavn Ã","Ãster AllÃ©, 42",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-03-26,2015-03-26,2001-12-20,2015-03-26,26372992.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Gjerluf ApS.,Ãrsrapport,10.2,,Jens Eslau,Jens Eslau,Gjerluf ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",133842.0,Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lejre,2014-12-31,2014-01-01,2015-03-26,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13217661,indberetninger-20180424,2.5097342,26372992.0,,2018-03-30T20:02:00.172Z,2015-03-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-80.485,2015-03-26T23:00:00.000Z,,,0.0,-1000000.0,7324.0,-32238.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26372992,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8vcGRmcy8yNjM3Mjk5MjtBcFMyOTQwMTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8veGJybHMvWC0zNkQxN0MxRS0yMDE1MDMyNl8xMzI4MTZfMTg2.xml,,Roskilde,4000.0,9.0,BuesÃ¸vej,"2100, KÃ¸benhavn Ã","Ãster AllÃ©, 42",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-03-26,2015-03-26,2001-12-20,2015-03-26,26372992.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Gjerluf ApS.,Ãrsrapport,10.2,,Jens Eslau,Jens Eslau,Gjerluf ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",133842.0,Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lejre,2014-12-31,2014-01-01,2015-03-26,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13217661,indberetninger-20180424,2.5097342,26372992.0,,2018-03-30T20:02:00.172Z,2015-03-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-80.485,2015-03-26T23:00:00.000Z,,24849.0,,,,,,-3681.0,-24914.0,3681.0,53553.0,24958.0,-3681.0,109.0,,,,,,,,,,,,,,,,,,,,,,,
26372992,2013-01-01,2013-12-31,c474,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8vcGRmcy8yNjM3Mjk5MjtBcFMyOTQwMTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29927362/Y3ZyLmRrOi8veGJybHMvWC0zNkQxN0MxRS0yMDE1MDMyNl8xMzI4MTZfMTg2.xml,,Roskilde,4000.0,9.0,BuesÃ¸vej,"2100, KÃ¸benhavn Ã","Ãster AllÃ©, 42",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-03-26,2015-03-26,2001-12-20,2015-03-26,26372992.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Gjerluf ApS.,Ãrsrapport,10.2,,Jens Eslau,Jens Eslau,Gjerluf ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",133842.0,Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lejre,2014-12-31,2014-01-01,2015-03-26,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13217661,indberetninger-20180424,2.5097342,26372992.0,,2018-03-30T20:02:00.172Z,2015-03-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-80.485,2015-03-26T23:00:00.000Z,,-24914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
