entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,Inventories,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables
31497191,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzRiLzQxLzFhLzc1MDEtNDRhZi04NGU0LWFjN2JlNjcyZjljZg.xhtml,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzBjL2JjL2I4LzBkZmYtNGI3MC1hZjhkLWEyZTI3MjMwNjY4Zg.pdf,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZkL2E3Lzg1LzFlMTgtNDhmNy1iYzYzLTA2YmE0M2E1OGMwZA.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,HÃ¸rsholm Midtpunkt,HÃ¸rsholm Afdeling,Rungsted Kyst,2960.0,40.0,Bukkeballevej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-10-11,2018-10-11,0.0,-895.0,31497191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,24419.0,Knud Erik Wichmann,Knud Erik Wichmann,Danske Bank,CASA CALABRIA ApS,Jesper Toftgaard-Hansen,0.0,3.0,Runsted Kyst,2016-07-01,2017-06-30,-895.0,-895.0,-895.0,2018-06-30,2017-07-01,false,false,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2018/19Â ikke skal revideres. Jeg anser betingelserne for at undlade revision for opfyldt.",0.0,20465242.0,false,false,Ingen bistand,urn:ofk:oid:26198996,indberetninger-20180424,2.594777,31497191.0,AWZlKD8d5OzuYdPkFK8N,2018-10-11T22:04:33.379Z,2018-10-11T22:03:44.597Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BG-33-ND,2018-10-11T22:03:45.375Z,,,,,,,,,,,,,,,
31497191,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzRiLzQxLzFhLzc1MDEtNDRhZi04NGU0LWFjN2JlNjcyZjljZg.xhtml,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzBjL2JjL2I4LzBkZmYtNGI3MC1hZjhkLWEyZTI3MjMwNjY4Zg.pdf,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZkL2E3Lzg1LzFlMTgtNDhmNy1iYzYzLTA2YmE0M2E1OGMwZA.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,HÃ¸rsholm Midtpunkt,HÃ¸rsholm Afdeling,Rungsted Kyst,2960.0,40.0,Bukkeballevej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-10-11,2018-10-11,,,31497191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,24419.0,Knud Erik Wichmann,Knud Erik Wichmann,Danske Bank,CASA CALABRIA ApS,Jesper Toftgaard-Hansen,,,Runsted Kyst,2016-07-01,2017-06-30,-895.0,,,2018-06-30,2017-07-01,false,false,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2018/19Â ikke skal revideres. Jeg anser betingelserne for at undlade revision for opfyldt.",,20465242.0,false,false,Ingen bistand,urn:ofk:oid:26198996,indberetninger-20180424,2.594777,31497191.0,AWZlKD8d5OzuYdPkFK8N,2018-10-11T22:04:33.379Z,2018-10-11T22:03:44.597Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BG-33-ND,2018-10-11T22:03:45.375Z,,,,,,,,,,,,,,,
31497191,2017-06-30,2017-06-30,c6,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzRiLzQxLzFhLzc1MDEtNDRhZi04NGU0LWFjN2JlNjcyZjljZg.xhtml,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzBjL2JjL2I4LzBkZmYtNGI3MC1hZjhkLWEyZTI3MjMwNjY4Zg.pdf,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZkL2E3Lzg1LzFlMTgtNDhmNy1iYzYzLTA2YmE0M2E1OGMwZA.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,HÃ¸rsholm Midtpunkt,HÃ¸rsholm Afdeling,Rungsted Kyst,2960.0,40.0,Bukkeballevej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-10-11,2018-10-11,,,31497191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,24419.0,Knud Erik Wichmann,Knud Erik Wichmann,Danske Bank,CASA CALABRIA ApS,Jesper Toftgaard-Hansen,,,Runsted Kyst,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2018/19Â ikke skal revideres. Jeg anser betingelserne for at undlade revision for opfyldt.",,20465242.0,false,false,Ingen bistand,urn:ofk:oid:26198996,indberetninger-20180424,2.594777,31497191.0,AWZlKD8d5OzuYdPkFK8N,2018-10-11T22:04:33.379Z,2018-10-11T22:03:44.597Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BG-33-ND,2018-10-11T22:03:45.375Z,1836670.0,9010.0,1988313.0,9010.0,1713677.0,1827660.0,1836670.0,122993.0,0.0,1827660.0,117993.0,1827660.0,-274636.0,122993.0,5000.0
31497191,2017-07-01,2017-07-01,c7,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzRiLzQxLzFhLzc1MDEtNDRhZi04NGU0LWFjN2JlNjcyZjljZg.xhtml,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzBjL2JjL2I4LzBkZmYtNGI3MC1hZjhkLWEyZTI3MjMwNjY4Zg.pdf,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZkL2E3Lzg1LzFlMTgtNDhmNy1iYzYzLTA2YmE0M2E1OGMwZA.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,HÃ¸rsholm Midtpunkt,HÃ¸rsholm Afdeling,Rungsted Kyst,2960.0,40.0,Bukkeballevej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-10-11,2018-10-11,,,31497191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,24419.0,Knud Erik Wichmann,Knud Erik Wichmann,Danske Bank,CASA CALABRIA ApS,Jesper Toftgaard-Hansen,,,Runsted Kyst,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2018/19Â ikke skal revideres. Jeg anser betingelserne for at undlade revision for opfyldt.",,20465242.0,false,false,Ingen bistand,urn:ofk:oid:26198996,indberetninger-20180424,2.594777,31497191.0,AWZlKD8d5OzuYdPkFK8N,2018-10-11T22:04:33.379Z,2018-10-11T22:03:44.597Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BG-33-ND,2018-10-11T22:03:45.375Z,,,,,1988313.0,,,,,,,,,,
31497191,2017-07-01,2017-07-01,c8,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzRiLzQxLzFhLzc1MDEtNDRhZi04NGU0LWFjN2JlNjcyZjljZg.xhtml,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzBjL2JjL2I4LzBkZmYtNGI3MC1hZjhkLWEyZTI3MjMwNjY4Zg.pdf,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZkL2E3Lzg1LzFlMTgtNDhmNy1iYzYzLTA2YmE0M2E1OGMwZA.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,HÃ¸rsholm Midtpunkt,HÃ¸rsholm Afdeling,Rungsted Kyst,2960.0,40.0,Bukkeballevej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-10-11,2018-10-11,,,31497191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,24419.0,Knud Erik Wichmann,Knud Erik Wichmann,Danske Bank,CASA CALABRIA ApS,Jesper Toftgaard-Hansen,,,Runsted Kyst,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2018/19Â ikke skal revideres. Jeg anser betingelserne for at undlade revision for opfyldt.",,20465242.0,false,false,Ingen bistand,urn:ofk:oid:26198996,indberetninger-20180424,2.594777,31497191.0,AWZlKD8d5OzuYdPkFK8N,2018-10-11T22:04:33.379Z,2018-10-11T22:03:44.597Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BG-33-ND,2018-10-11T22:03:45.375Z,,,,,-274636.0,,,,,,,,,,
31497191,2017-07-01,2017-07-01,c9,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzRiLzQxLzFhLzc1MDEtNDRhZi04NGU0LWFjN2JlNjcyZjljZg.xhtml,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzBjL2JjL2I4LzBkZmYtNGI3MC1hZjhkLWEyZTI3MjMwNjY4Zg.pdf,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZkL2E3Lzg1LzFlMTgtNDhmNy1iYzYzLTA2YmE0M2E1OGMwZA.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,HÃ¸rsholm Midtpunkt,HÃ¸rsholm Afdeling,Rungsted Kyst,2960.0,40.0,Bukkeballevej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-10-11,2018-10-11,,,31497191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,24419.0,Knud Erik Wichmann,Knud Erik Wichmann,Danske Bank,CASA CALABRIA ApS,Jesper Toftgaard-Hansen,,,Runsted Kyst,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2018/19Â ikke skal revideres. Jeg anser betingelserne for at undlade revision for opfyldt.",,20465242.0,false,false,Ingen bistand,urn:ofk:oid:26198996,indberetninger-20180424,2.594777,31497191.0,AWZlKD8d5OzuYdPkFK8N,2018-10-11T22:04:33.379Z,2018-10-11T22:03:44.597Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BG-33-ND,2018-10-11T22:03:45.375Z,,,,,1713677.0,,,,,,,,,,
31497191,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzRiLzQxLzFhLzc1MDEtNDRhZi04NGU0LWFjN2JlNjcyZjljZg.xhtml,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzBjL2JjL2I4LzBkZmYtNGI3MC1hZjhkLWEyZTI3MjMwNjY4Zg.pdf,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZkL2E3Lzg1LzFlMTgtNDhmNy1iYzYzLTA2YmE0M2E1OGMwZA.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,HÃ¸rsholm Midtpunkt,HÃ¸rsholm Afdeling,Rungsted Kyst,2960.0,40.0,Bukkeballevej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-10-11,2018-10-11,0.0,-55667.0,31497191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,24419.0,Knud Erik Wichmann,Knud Erik Wichmann,Danske Bank,CASA CALABRIA ApS,Jesper Toftgaard-Hansen,306.0,0.0,Runsted Kyst,2016-07-01,2017-06-30,-55973.0,-55973.0,-55667.0,2018-06-30,2017-07-01,false,false,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2018/19Â ikke skal revideres. Jeg anser betingelserne for at undlade revision for opfyldt.",0.0,20465242.0,false,false,Ingen bistand,urn:ofk:oid:26198996,indberetninger-20180424,2.594777,31497191.0,AWZlKD8d5OzuYdPkFK8N,2018-10-11T22:04:33.379Z,2018-10-11T22:03:44.597Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BG-33-ND,2018-10-11T22:03:45.375Z,,,,,,,,,,,,,,,
31497191,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzRiLzQxLzFhLzc1MDEtNDRhZi04NGU0LWFjN2JlNjcyZjljZg.xhtml,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzBjL2JjL2I4LzBkZmYtNGI3MC1hZjhkLWEyZTI3MjMwNjY4Zg.pdf,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZkL2E3Lzg1LzFlMTgtNDhmNy1iYzYzLTA2YmE0M2E1OGMwZA.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,HÃ¸rsholm Midtpunkt,HÃ¸rsholm Afdeling,Rungsted Kyst,2960.0,40.0,Bukkeballevej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-10-11,2018-10-11,,,31497191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,24419.0,Knud Erik Wichmann,Knud Erik Wichmann,Danske Bank,CASA CALABRIA ApS,Jesper Toftgaard-Hansen,,,Runsted Kyst,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2018/19Â ikke skal revideres. Jeg anser betingelserne for at undlade revision for opfyldt.",,20465242.0,false,false,Ingen bistand,urn:ofk:oid:26198996,indberetninger-20180424,2.594777,31497191.0,AWZlKD8d5OzuYdPkFK8N,2018-10-11T22:04:33.379Z,2018-10-11T22:03:44.597Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BG-33-ND,2018-10-11T22:03:45.375Z,,,,,,,,,,,,,,,
31497191,2017-07-01,2018-06-30,c10,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzRiLzQxLzFhLzc1MDEtNDRhZi04NGU0LWFjN2JlNjcyZjljZg.xhtml,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzBjL2JjL2I4LzBkZmYtNGI3MC1hZjhkLWEyZTI3MjMwNjY4Zg.pdf,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZkL2E3Lzg1LzFlMTgtNDhmNy1iYzYzLTA2YmE0M2E1OGMwZA.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,HÃ¸rsholm Midtpunkt,HÃ¸rsholm Afdeling,Rungsted Kyst,2960.0,40.0,Bukkeballevej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-10-11,2018-10-11,,,31497191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,24419.0,Knud Erik Wichmann,Knud Erik Wichmann,Danske Bank,CASA CALABRIA ApS,Jesper Toftgaard-Hansen,,,Runsted Kyst,2016-07-01,2017-06-30,-55973.0,,,2018-06-30,2017-07-01,false,false,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2018/19Â ikke skal revideres. Jeg anser betingelserne for at undlade revision for opfyldt.",,20465242.0,false,false,Ingen bistand,urn:ofk:oid:26198996,indberetninger-20180424,2.594777,31497191.0,AWZlKD8d5OzuYdPkFK8N,2018-10-11T22:04:33.379Z,2018-10-11T22:03:44.597Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BG-33-ND,2018-10-11T22:03:45.375Z,,,,,,,,,,,,,,,
31497191,2017-07-01,2018-06-30,c3,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzRiLzQxLzFhLzc1MDEtNDRhZi04NGU0LWFjN2JlNjcyZjljZg.xhtml,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzBjL2JjL2I4LzBkZmYtNGI3MC1hZjhkLWEyZTI3MjMwNjY4Zg.pdf,http://regnskaber.virk.dk/19179413/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZkL2E3Lzg1LzFlMTgtNDhmNy1iYzYzLTA2YmE0M2E1OGMwZA.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,HÃ¸rsholm Midtpunkt,HÃ¸rsholm Afdeling,Rungsted Kyst,2960.0,40.0,Bukkeballevej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-10-11,2018-10-11,,,31497191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,24419.0,Knud Erik Wichmann,Knud Erik Wichmann,Danske Bank,CASA CALABRIA ApS,Jesper Toftgaard-Hansen,,,Runsted Kyst,2016-07-01,2017-06-30,-55973.0,,,2018-06-30,2017-07-01,false,false,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2018/19Â ikke skal revideres. Jeg anser betingelserne for at undlade revision for opfyldt.",,20465242.0,false,false,Ingen bistand,urn:ofk:oid:26198996,indberetninger-20180424,2.594777,31497191.0,AWZlKD8d5OzuYdPkFK8N,2018-10-11T22:04:33.379Z,2018-10-11T22:03:44.597Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BG-33-ND,2018-10-11T22:03:45.375Z,,,,,,,,,,,,,,,
