entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DisposalsOfInvestments,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,ImpairmentLossesOfInvestments,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxReceivables
31597269,2016-04-01,2016-04-01,c251,,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2ZlL2Y4LzlmL2MwNTItNDVkMS1iZTNlLWM0MzZhZDIwNzVhZA.pdf,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZlL2M4L2Q5L2ExMTEtNGQ4Zi1hNWZmLWQ2ZWM4NDE1ODBkOA.xml,-8850.0,-547000.0,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-06-19,2018-06-19,2008-06-27,2018-08-16,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,30000.0,33780524.0,31597269.0,33780524.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for BÃ¸rge Balle Holding ApS.,8850.0,Ãrsrapport,800000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,BÃ¸rge Hansen Balle,BÃ¸rge Hansen Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",BÃ¸rge Balle Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãlstykke,2016-04-01,2017-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2018-03-31,2017-04-01,33.33,2018-06-19,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26062214,indberetninger-20180424,2.509602,31597269.0,AWV7rugR5OzuYdPkEg_a,2018-08-27T13:59:55.062Z,2018-08-27T13:59:42.645Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-65-ZE,2018-08-27T13:59:42.776Z,,,,,,,,,,,,,,,,,,,,,,,,,
31597269,2016-04-01,2016-04-01,c720,,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2ZlL2Y4LzlmL2MwNTItNDVkMS1iZTNlLWM0MzZhZDIwNzVhZA.pdf,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZlL2M4L2Q5L2ExMTEtNGQ4Zi1hNWZmLWQ2ZWM4NDE1ODBkOA.xml,-8850.0,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-06-19,2018-06-19,2008-06-27,2018-08-16,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,30000.0,33780524.0,31597269.0,33780524.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for BÃ¸rge Balle Holding ApS.,8850.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,BÃ¸rge Hansen Balle,BÃ¸rge Hansen Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",BÃ¸rge Balle Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãlstykke,2016-04-01,2017-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2018-03-31,2017-04-01,33.33,2018-06-19,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26062214,indberetninger-20180424,2.509602,31597269.0,AWV7rugR5OzuYdPkEg_a,2018-08-27T13:59:55.062Z,2018-08-27T13:59:42.645Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-65-ZE,2018-08-27T13:59:42.776Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,
31597269,2016-04-01,2016-04-01,c741,,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2ZlL2Y4LzlmL2MwNTItNDVkMS1iZTNlLWM0MzZhZDIwNzVhZA.pdf,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZlL2M4L2Q5L2ExMTEtNGQ4Zi1hNWZmLWQ2ZWM4NDE1ODBkOA.xml,-8850.0,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-06-19,2018-06-19,2008-06-27,2018-08-16,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,30000.0,33780524.0,31597269.0,33780524.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for BÃ¸rge Balle Holding ApS.,8850.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,BÃ¸rge Hansen Balle,BÃ¸rge Hansen Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",BÃ¸rge Balle Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãlstykke,2016-04-01,2017-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2018-03-31,2017-04-01,33.33,2018-06-19,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26062214,indberetninger-20180424,2.509602,31597269.0,AWV7rugR5OzuYdPkEg_a,2018-08-27T13:59:55.062Z,2018-08-27T13:59:42.645Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-65-ZE,2018-08-27T13:59:42.776Z,173000.0,,,,,,,,,,,,,,,,,,,,,,,,
31597269,2016-04-01,2017-03-31,c123,,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2ZlL2Y4LzlmL2MwNTItNDVkMS1iZTNlLWM0MzZhZDIwNzVhZA.pdf,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZlL2M4L2Q5L2ExMTEtNGQ4Zi1hNWZmLWQ2ZWM4NDE1ODBkOA.xml,-8850.0,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-06-19,2018-06-19,2008-06-27,2018-08-16,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,30000.0,33780524.0,31597269.0,33780524.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for BÃ¸rge Balle Holding ApS.,8850.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,BÃ¸rge Hansen Balle,BÃ¸rge Hansen Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",BÃ¸rge Balle Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãlstykke,2016-04-01,2017-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2018-03-31,2017-04-01,33.33,2018-06-19,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26062214,indberetninger-20180424,2.509602,31597269.0,AWV7rugR5OzuYdPkEg_a,2018-08-27T13:59:55.062Z,2018-08-27T13:59:42.645Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-65-ZE,2018-08-27T13:59:42.776Z,,-105000.0,,,,,,,,,,,,,,,,,,,,,,,
31597269,2016-04-01,2017-03-31,c252,,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2ZlL2Y4LzlmL2MwNTItNDVkMS1iZTNlLWM0MzZhZDIwNzVhZA.pdf,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZlL2M4L2Q5L2ExMTEtNGQ4Zi1hNWZmLWQ2ZWM4NDE1ODBkOA.xml,-8850.0,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-06-19,2018-06-19,2008-06-27,2018-08-16,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,30000.0,33780524.0,31597269.0,33780524.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for BÃ¸rge Balle Holding ApS.,8850.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,BÃ¸rge Hansen Balle,BÃ¸rge Hansen Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",BÃ¸rge Balle Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãlstykke,2016-04-01,2017-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2018-03-31,2017-04-01,33.33,2018-06-19,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26062214,indberetninger-20180424,2.509602,31597269.0,AWV7rugR5OzuYdPkEg_a,2018-08-27T13:59:55.062Z,2018-08-27T13:59:42.645Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-65-ZE,2018-08-27T13:59:42.776Z,,,-121000.0,,,,,,,,,,,,,,,,,,,,,,
31597269,2016-04-01,2017-03-31,c3,,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2ZlL2Y4LzlmL2MwNTItNDVkMS1iZTNlLWM0MzZhZDIwNzVhZA.pdf,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZlL2M4L2Q5L2ExMTEtNGQ4Zi1hNWZmLWQ2ZWM4NDE1ODBkOA.xml,-8850.0,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-06-19,2018-06-19,2008-06-27,2018-08-16,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,30000.0,33780524.0,31597269.0,33780524.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for BÃ¸rge Balle Holding ApS.,8850.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,BÃ¸rge Hansen Balle,BÃ¸rge Hansen Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",BÃ¸rge Balle Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãlstykke,2016-04-01,2017-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2018-03-31,2017-04-01,33.33,2018-06-19,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26062214,indberetninger-20180424,2.509602,31597269.0,AWV7rugR5OzuYdPkEg_a,2018-08-27T13:59:55.062Z,2018-08-27T13:59:42.645Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-65-ZE,2018-08-27T13:59:42.776Z,,-105000.0,,-6000.0,-121000.0,0.0,22000.0,-105000.0,-6000.0,,,,,,,,,,,,,,,,
31597269,2016-04-01,2017-03-31,c742,,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2ZlL2Y4LzlmL2MwNTItNDVkMS1iZTNlLWM0MzZhZDIwNzVhZA.pdf,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZlL2M4L2Q5L2ExMTEtNGQ4Zi1hNWZmLWQ2ZWM4NDE1ODBkOA.xml,-8850.0,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-06-19,2018-06-19,2008-06-27,2018-08-16,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,30000.0,33780524.0,31597269.0,33780524.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for BÃ¸rge Balle Holding ApS.,8850.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,BÃ¸rge Hansen Balle,BÃ¸rge Hansen Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",BÃ¸rge Balle Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãlstykke,2016-04-01,2017-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2018-03-31,2017-04-01,33.33,2018-06-19,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26062214,indberetninger-20180424,2.509602,31597269.0,AWV7rugR5OzuYdPkEg_a,2018-08-27T13:59:55.062Z,2018-08-27T13:59:42.645Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-65-ZE,2018-08-27T13:59:42.776Z,,-105000.0,,,,,,,,,,,,,,,,,,,,,,,
31597269,2017-03-31,2017-03-31,c253,,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2ZlL2Y4LzlmL2MwNTItNDVkMS1iZTNlLWM0MzZhZDIwNzVhZA.pdf,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZlL2M4L2Q5L2ExMTEtNGQ4Zi1hNWZmLWQ2ZWM4NDE1ODBkOA.xml,-8850.0,-668000.0,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-06-19,2018-06-19,2008-06-27,2018-08-16,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,30000.0,33780524.0,31597269.0,33780524.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for BÃ¸rge Balle Holding ApS.,8850.0,Ãrsrapport,800000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,BÃ¸rge Hansen Balle,BÃ¸rge Hansen Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",BÃ¸rge Balle Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãlstykke,2016-04-01,2017-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2018-03-31,2017-04-01,33.33,2018-06-19,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26062214,indberetninger-20180424,2.509602,31597269.0,AWV7rugR5OzuYdPkEg_a,2018-08-27T13:59:55.062Z,2018-08-27T13:59:42.645Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-65-ZE,2018-08-27T13:59:42.776Z,,,,,,,,,,132000.0,,,,,,,,,,,,,,,
31597269,2017-03-31,2017-03-31,c4,,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2ZlL2Y4LzlmL2MwNTItNDVkMS1iZTNlLWM0MzZhZDIwNzVhZA.pdf,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZlL2M4L2Q5L2ExMTEtNGQ4Zi1hNWZmLWQ2ZWM4NDE1ODBkOA.xml,-8850.0,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-06-19,2018-06-19,2008-06-27,2018-08-16,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,30000.0,33780524.0,31597269.0,33780524.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for BÃ¸rge Balle Holding ApS.,8850.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,BÃ¸rge Hansen Balle,BÃ¸rge Hansen Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",BÃ¸rge Balle Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãlstykke,2016-04-01,2017-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2018-03-31,2017-04-01,33.33,2018-06-19,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26062214,indberetninger-20180424,2.509602,31597269.0,AWV7rugR5OzuYdPkEg_a,2018-08-27T13:59:55.062Z,2018-08-27T13:59:42.645Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-65-ZE,2018-08-27T13:59:42.776Z,193000.0,,,,,,,,,171000.0,502000.0,55000.0,125000.0,331000.0,502000.0,309000.0,132000.0,171000.0,39000.0,309000.0,68000.0,309000.0,276000.0,276000.0,0.0
31597269,2017-03-31,2017-03-31,c722,,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2ZlL2Y4LzlmL2MwNTItNDVkMS1iZTNlLWM0MzZhZDIwNzVhZA.pdf,http://regnskaber.virk.dk/96279513/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZlL2M4L2Q5L2ExMTEtNGQ4Zi1hNWZmLWQ2ZWM4NDE1ODBkOA.xml,-8850.0,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Ãlstykke,3650.0,1.0,Udlejrevej,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-06-19,2018-06-19,2008-06-27,2018-08-16,registreret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,30000.0,33780524.0,31597269.0,33780524.0,mne1162,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for BÃ¸rge Balle Holding ApS.,8850.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,BÃ¸rge Hansen Balle,BÃ¸rge Hansen Balle,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",BÃ¸rge Balle Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãlstykke,2016-04-01,2017-03-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãlstykke,ApS,Balles Planteskole ApS,Ãlstykke,2018-03-31,2017-04-01,33.33,2018-06-19,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26062214,indberetninger-20180424,2.509602,31597269.0,AWV7rugR5OzuYdPkEg_a,2018-08-27T13:59:55.062Z,2018-08-27T13:59:42.645Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-65-ZE,2018-08-27T13:59:42.776Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,
