entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
35518800,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2VjLzQ4L2JjL2EwZjktNDQ5Zi05MzUwLTgwZmYzMjUzZjJjMA.xhtml,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzg3L2Q0L2JjL2Q4ZGUtNGI2ZS04ZDY5LWRhNDU3NTE1YTFmMA.pdf,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzZiLzMxL2NlL2ZiNDQtNDg0Yi1iODBkLTA5MDYwMWIxNWFiNw.xml,true,Danmark,DK,KÃ¸benhavn K,1060.0,Holmens Kanal 2,Charlottenlund,2920.0,5.0,Gudrunsvej,2920 CHARLOTTENLUND,GUDRUNSVEJ 5,Regnskabsklasse B,2018-05-17,2018-05-17,0.0,erik@ebert.dk,0.0,0.0,0.0,35518800.0,0.0,-37786.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ERIK EBERT,BjÃ¸rn Erik Ebert,Danske Bank,ERIK EBERT ApS,ERIK EBERT,0.0,0.0,Charlottenlund,2016-01-01,2016-12-31,-37786.0,-37786.0,0.0,2017-12-31,2017-01-01,0.0,false,false,0.0,35852283.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25590963,indberetninger-20180424,2.595548,35518800.0,AWOslcAd0wkEsASktI_1,2018-05-29T15:48:19.492Z,2018-05-29T15:48:04.728Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-05-KT,2018-05-29T15:48:04.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35518800,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2VjLzQ4L2JjL2EwZjktNDQ5Zi05MzUwLTgwZmYzMjUzZjJjMA.xhtml,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzg3L2Q0L2JjL2Q4ZGUtNGI2ZS04ZDY5LWRhNDU3NTE1YTFmMA.pdf,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzZiLzMxL2NlL2ZiNDQtNDg0Yi1iODBkLTA5MDYwMWIxNWFiNw.xml,true,Danmark,DK,KÃ¸benhavn K,1060.0,Holmens Kanal 2,Charlottenlund,2920.0,5.0,Gudrunsvej,2920 CHARLOTTENLUND,GUDRUNSVEJ 5,Regnskabsklasse B,2018-05-17,2018-05-17,,erik@ebert.dk,,,,35518800.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ERIK EBERT,BjÃ¸rn Erik Ebert,Danske Bank,ERIK EBERT ApS,ERIK EBERT,,,Charlottenlund,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,35852283.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25590963,indberetninger-20180424,2.595548,35518800.0,AWOslcAd0wkEsASktI_1,2018-05-29T15:48:19.492Z,2018-05-29T15:48:04.728Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-05-KT,2018-05-29T15:48:04.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35518800,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2VjLzQ4L2JjL2EwZjktNDQ5Zi05MzUwLTgwZmYzMjUzZjJjMA.xhtml,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzg3L2Q0L2JjL2Q4ZGUtNGI2ZS04ZDY5LWRhNDU3NTE1YTFmMA.pdf,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzZiLzMxL2NlL2ZiNDQtNDg0Yi1iODBkLTA5MDYwMWIxNWFiNw.xml,true,Danmark,DK,KÃ¸benhavn K,1060.0,Holmens Kanal 2,Charlottenlund,2920.0,5.0,Gudrunsvej,2920 CHARLOTTENLUND,GUDRUNSVEJ 5,Regnskabsklasse B,2018-05-17,2018-05-17,,erik@ebert.dk,,,,35518800.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ERIK EBERT,BjÃ¸rn Erik Ebert,Danske Bank,ERIK EBERT ApS,ERIK EBERT,,,Charlottenlund,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,35852283.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25590963,indberetninger-20180424,2.595548,35518800.0,AWOslcAd0wkEsASktI_1,2018-05-29T15:48:19.492Z,2018-05-29T15:48:04.728Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-05-KT,2018-05-29T15:48:04.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35518800,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2VjLzQ4L2JjL2EwZjktNDQ5Zi05MzUwLTgwZmYzMjUzZjJjMA.xhtml,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzg3L2Q0L2JjL2Q4ZGUtNGI2ZS04ZDY5LWRhNDU3NTE1YTFmMA.pdf,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzZiLzMxL2NlL2ZiNDQtNDg0Yi1iODBkLTA5MDYwMWIxNWFiNw.xml,true,Danmark,DK,KÃ¸benhavn K,1060.0,Holmens Kanal 2,Charlottenlund,2920.0,5.0,Gudrunsvej,2920 CHARLOTTENLUND,GUDRUNSVEJ 5,Regnskabsklasse B,2018-05-17,2018-05-17,,erik@ebert.dk,,,,35518800.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ERIK EBERT,BjÃ¸rn Erik Ebert,Danske Bank,ERIK EBERT ApS,ERIK EBERT,,,Charlottenlund,2016-01-01,2016-12-31,-37786.0,,,2017-12-31,2017-01-01,,false,false,,35852283.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25590963,indberetninger-20180424,2.595548,35518800.0,AWOslcAd0wkEsASktI_1,2018-05-29T15:48:19.492Z,2018-05-29T15:48:04.728Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-05-KT,2018-05-29T15:48:04.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35518800,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2VjLzQ4L2JjL2EwZjktNDQ5Zi05MzUwLTgwZmYzMjUzZjJjMA.xhtml,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzg3L2Q0L2JjL2Q4ZGUtNGI2ZS04ZDY5LWRhNDU3NTE1YTFmMA.pdf,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzZiLzMxL2NlL2ZiNDQtNDg0Yi1iODBkLTA5MDYwMWIxNWFiNw.xml,true,Danmark,DK,KÃ¸benhavn K,1060.0,Holmens Kanal 2,Charlottenlund,2920.0,5.0,Gudrunsvej,2920 CHARLOTTENLUND,GUDRUNSVEJ 5,Regnskabsklasse B,2018-05-17,2018-05-17,,erik@ebert.dk,,,,35518800.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ERIK EBERT,BjÃ¸rn Erik Ebert,Danske Bank,ERIK EBERT ApS,ERIK EBERT,,,Charlottenlund,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,35852283.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25590963,indberetninger-20180424,2.595548,35518800.0,AWOslcAd0wkEsASktI_1,2018-05-29T15:48:19.492Z,2018-05-29T15:48:04.728Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-05-KT,2018-05-29T15:48:04.912Z,39044.0,39044.0,0.0,80000.0,39044.0,39044.0,0.0,0.0,0.0,0.0,0.0,39044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35518800,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2VjLzQ4L2JjL2EwZjktNDQ5Zi05MzUwLTgwZmYzMjUzZjJjMA.xhtml,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzg3L2Q0L2JjL2Q4ZGUtNGI2ZS04ZDY5LWRhNDU3NTE1YTFmMA.pdf,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzZiLzMxL2NlL2ZiNDQtNDg0Yi1iODBkLTA5MDYwMWIxNWFiNw.xml,true,Danmark,DK,KÃ¸benhavn K,1060.0,Holmens Kanal 2,Charlottenlund,2920.0,5.0,Gudrunsvej,2920 CHARLOTTENLUND,GUDRUNSVEJ 5,Regnskabsklasse B,2018-05-17,2018-05-17,0.0,erik@ebert.dk,0.0,0.0,0.0,35518800.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ERIK EBERT,BjÃ¸rn Erik Ebert,Danske Bank,ERIK EBERT ApS,ERIK EBERT,0.0,0.0,Charlottenlund,2016-01-01,2016-12-31,0.0,0.0,0.0,2017-12-31,2017-01-01,0.0,false,false,0.0,35852283.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25590963,indberetninger-20180424,2.595548,35518800.0,AWOslcAd0wkEsASktI_1,2018-05-29T15:48:19.492Z,2018-05-29T15:48:04.728Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-05-KT,2018-05-29T15:48:04.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35518800,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2VjLzQ4L2JjL2EwZjktNDQ5Zi05MzUwLTgwZmYzMjUzZjJjMA.xhtml,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzg3L2Q0L2JjL2Q4ZGUtNGI2ZS04ZDY5LWRhNDU3NTE1YTFmMA.pdf,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzZiLzMxL2NlL2ZiNDQtNDg0Yi1iODBkLTA5MDYwMWIxNWFiNw.xml,true,Danmark,DK,KÃ¸benhavn K,1060.0,Holmens Kanal 2,Charlottenlund,2920.0,5.0,Gudrunsvej,2920 CHARLOTTENLUND,GUDRUNSVEJ 5,Regnskabsklasse B,2018-05-17,2018-05-17,,erik@ebert.dk,,,,35518800.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ERIK EBERT,BjÃ¸rn Erik Ebert,Danske Bank,ERIK EBERT ApS,ERIK EBERT,,,Charlottenlund,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,35852283.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25590963,indberetninger-20180424,2.595548,35518800.0,AWOslcAd0wkEsASktI_1,2018-05-29T15:48:19.492Z,2018-05-29T15:48:04.728Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-05-KT,2018-05-29T15:48:04.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35518800,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2VjLzQ4L2JjL2EwZjktNDQ5Zi05MzUwLTgwZmYzMjUzZjJjMA.xhtml,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzg3L2Q0L2JjL2Q4ZGUtNGI2ZS04ZDY5LWRhNDU3NTE1YTFmMA.pdf,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzZiLzMxL2NlL2ZiNDQtNDg0Yi1iODBkLTA5MDYwMWIxNWFiNw.xml,true,Danmark,DK,KÃ¸benhavn K,1060.0,Holmens Kanal 2,Charlottenlund,2920.0,5.0,Gudrunsvej,2920 CHARLOTTENLUND,GUDRUNSVEJ 5,Regnskabsklasse B,2018-05-17,2018-05-17,,erik@ebert.dk,,,,35518800.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ERIK EBERT,BjÃ¸rn Erik Ebert,Danske Bank,ERIK EBERT ApS,ERIK EBERT,,,Charlottenlund,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,35852283.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25590963,indberetninger-20180424,2.595548,35518800.0,AWOslcAd0wkEsASktI_1,2018-05-29T15:48:19.492Z,2018-05-29T15:48:04.728Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-05-KT,2018-05-29T15:48:04.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35518800,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2VjLzQ4L2JjL2EwZjktNDQ5Zi05MzUwLTgwZmYzMjUzZjJjMA.xhtml,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzg3L2Q0L2JjL2Q4ZGUtNGI2ZS04ZDY5LWRhNDU3NTE1YTFmMA.pdf,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzZiLzMxL2NlL2ZiNDQtNDg0Yi1iODBkLTA5MDYwMWIxNWFiNw.xml,true,Danmark,DK,KÃ¸benhavn K,1060.0,Holmens Kanal 2,Charlottenlund,2920.0,5.0,Gudrunsvej,2920 CHARLOTTENLUND,GUDRUNSVEJ 5,Regnskabsklasse B,2018-05-17,2018-05-17,,erik@ebert.dk,,,,35518800.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ERIK EBERT,BjÃ¸rn Erik Ebert,Danske Bank,ERIK EBERT ApS,ERIK EBERT,,,Charlottenlund,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,35852283.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25590963,indberetninger-20180424,2.595548,35518800.0,AWOslcAd0wkEsASktI_1,2018-05-29T15:48:19.492Z,2018-05-29T15:48:04.728Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-05-KT,2018-05-29T15:48:04.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35518800,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2VjLzQ4L2JjL2EwZjktNDQ5Zi05MzUwLTgwZmYzMjUzZjJjMA.xhtml,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzg3L2Q0L2JjL2Q4ZGUtNGI2ZS04ZDY5LWRhNDU3NTE1YTFmMA.pdf,http://regnskaber.virk.dk/00881553/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzZiLzMxL2NlL2ZiNDQtNDg0Yi1iODBkLTA5MDYwMWIxNWFiNw.xml,true,Danmark,DK,KÃ¸benhavn K,1060.0,Holmens Kanal 2,Charlottenlund,2920.0,5.0,Gudrunsvej,2920 CHARLOTTENLUND,GUDRUNSVEJ 5,Regnskabsklasse B,2018-05-17,2018-05-17,,erik@ebert.dk,,,,35518800.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ERIK EBERT,BjÃ¸rn Erik Ebert,Danske Bank,ERIK EBERT ApS,ERIK EBERT,,,Charlottenlund,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,35852283.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25590963,indberetninger-20180424,2.595548,35518800.0,AWOslcAd0wkEsASktI_1,2018-05-29T15:48:19.492Z,2018-05-29T15:48:04.728Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-05-KT,2018-05-29T15:48:04.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
