entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
21164275,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzdhL2Q1L2Y3ZmYtNDYzYy1iNDllLTg4NWQzN2E5YjBmYw.xhtml,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzE0L2FmLzIyLzlmMzUtNDg1MS04ZWM3LWIwZjhhMTFmZTA5Mw.pdf,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ2LzAyLzIxLzVjNGUtNDIzMy1hNWIyLTdmNzQ5ODVmZWMzOQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,HÃ¸rsholm,2970.0,17-21,Agiltevej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i M. Schulstad Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2019-03-24,2019-03-26,140079.0,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke nogen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",405816.0,1181404.0,21164275.0,mne264,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Lone W  Schulstad,Michael Steen Holmbech Schulstad,M. SCHULSTAD HOLDING ApS,Henrik Andersen,1859.0,HÃ¸rsholm,2017-01-01,2017-12-31,493935.0,633650.0,635509.0,2018-12-31,2018-01-01,false,2019-03-24,VedbÃ¦k,139715.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26887299,indberetninger-20180424,2.5954075,21164275.0,AWm-UZiSRYGX6_YTGREj,2019-03-27T08:44:00.135Z,2019-03-27T08:43:31.838Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-82-CS,2019-03-27T08:43:32.060Z,,,,,,,,,,,,,,,,,,
21164275,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzdhL2Q1L2Y3ZmYtNDYzYy1iNDllLTg4NWQzN2E5YjBmYw.xhtml,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzE0L2FmLzIyLzlmMzUtNDg1MS04ZWM3LWIwZjhhMTFmZTA5Mw.pdf,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ2LzAyLzIxLzVjNGUtNDIzMy1hNWIyLTdmNzQ5ODVmZWMzOQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,HÃ¸rsholm,2970.0,17-21,Agiltevej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i M. Schulstad Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2019-03-24,2019-03-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke nogen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,,21164275.0,mne264,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Lone W  Schulstad,Michael Steen Holmbech Schulstad,M. SCHULSTAD HOLDING ApS,Henrik Andersen,,HÃ¸rsholm,2017-01-01,2017-12-31,102000.0,,,2018-12-31,2018-01-01,false,2019-03-24,VedbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26887299,indberetninger-20180424,2.5954075,21164275.0,AWm-UZiSRYGX6_YTGREj,2019-03-27T08:44:00.135Z,2019-03-27T08:43:31.838Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-82-CS,2019-03-27T08:43:32.060Z,,,,,,,,,,,,,,,,,,
21164275,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzdhL2Q1L2Y3ZmYtNDYzYy1iNDllLTg4NWQzN2E5YjBmYw.xhtml,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzE0L2FmLzIyLzlmMzUtNDg1MS04ZWM3LWIwZjhhMTFmZTA5Mw.pdf,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ2LzAyLzIxLzVjNGUtNDIzMy1hNWIyLTdmNzQ5ODVmZWMzOQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,HÃ¸rsholm,2970.0,17-21,Agiltevej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i M. Schulstad Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2019-03-24,2019-03-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke nogen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,,21164275.0,mne264,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Lone W  Schulstad,Michael Steen Holmbech Schulstad,M. SCHULSTAD HOLDING ApS,Henrik Andersen,,HÃ¸rsholm,2017-01-01,2017-12-31,391935.0,,,2018-12-31,2018-01-01,false,2019-03-24,VedbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26887299,indberetninger-20180424,2.5954075,21164275.0,AWm-UZiSRYGX6_YTGREj,2019-03-27T08:44:00.135Z,2019-03-27T08:43:31.838Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-82-CS,2019-03-27T08:43:32.060Z,,,,,,,,,,,,,,,,,,
21164275,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzdhL2Q1L2Y3ZmYtNDYzYy1iNDllLTg4NWQzN2E5YjBmYw.xhtml,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzE0L2FmLzIyLzlmMzUtNDg1MS04ZWM3LWIwZjhhMTFmZTA5Mw.pdf,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ2LzAyLzIxLzVjNGUtNDIzMy1hNWIyLTdmNzQ5ODVmZWMzOQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,HÃ¸rsholm,2970.0,17-21,Agiltevej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i M. Schulstad Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2019-03-24,2019-03-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke nogen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,,21164275.0,mne264,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Lone W  Schulstad,Michael Steen Holmbech Schulstad,M. SCHULSTAD HOLDING ApS,Henrik Andersen,,HÃ¸rsholm,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-03-24,VedbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26887299,indberetninger-20180424,2.5954075,21164275.0,AWm-UZiSRYGX6_YTGREj,2019-03-27T08:44:00.135Z,2019-03-27T08:43:31.838Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-82-CS,2019-03-27T08:43:32.060Z,2924333.0,972620.0,125000.0,972620.0,2655893.0,260600.0,1691113.0,2924333.0,268440.0,1951713.0,138640.0,1951713.0,2530893.0,268440.0,117800.0,12000.0,,
21164275,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzdhL2Q1L2Y3ZmYtNDYzYy1iNDllLTg4NWQzN2E5YjBmYw.xhtml,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzE0L2FmLzIyLzlmMzUtNDg1MS04ZWM3LWIwZjhhMTFmZTA5Mw.pdf,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ2LzAyLzIxLzVjNGUtNDIzMy1hNWIyLTdmNzQ5ODVmZWMzOQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,HÃ¸rsholm,2970.0,17-21,Agiltevej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i M. Schulstad Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2019-03-24,2019-03-26,164946.0,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke nogen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",659327.0,1324513.0,21164275.0,mne264,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Lone W  Schulstad,Michael Steen Holmbech Schulstad,M. SCHULSTAD HOLDING ApS,Henrik Andersen,4134.0,HÃ¸rsholm,2017-01-01,2017-12-31,380292.0,496106.0,500240.0,2018-12-31,2018-01-01,false,2019-03-24,VedbÃ¦k,115814.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26887299,indberetninger-20180424,2.5954075,21164275.0,AWm-UZiSRYGX6_YTGREj,2019-03-27T08:44:00.135Z,2019-03-27T08:43:31.838Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-82-CS,2019-03-27T08:43:32.060Z,,,,,,,,,,,,,,,,,,
21164275,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzdhL2Q1L2Y3ZmYtNDYzYy1iNDllLTg4NWQzN2E5YjBmYw.xhtml,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzE0L2FmLzIyLzlmMzUtNDg1MS04ZWM3LWIwZjhhMTFmZTA5Mw.pdf,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ2LzAyLzIxLzVjNGUtNDIzMy1hNWIyLTdmNzQ5ODVmZWMzOQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,HÃ¸rsholm,2970.0,17-21,Agiltevej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i M. Schulstad Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2019-03-24,2019-03-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke nogen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,,21164275.0,mne264,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Lone W  Schulstad,Michael Steen Holmbech Schulstad,M. SCHULSTAD HOLDING ApS,Henrik Andersen,,HÃ¸rsholm,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-03-24,VedbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26887299,indberetninger-20180424,2.5954075,21164275.0,AWm-UZiSRYGX6_YTGREj,2019-03-27T08:44:00.135Z,2019-03-27T08:43:31.838Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-82-CS,2019-03-27T08:43:32.060Z,,,,,,,,,,,,,,,,,26668840.0,"ANDERSEN OG PARTNERE, REGISTRERET REVISIONSANPARTSSELSKAB"
21164275,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzdhL2Q1L2Y3ZmYtNDYzYy1iNDllLTg4NWQzN2E5YjBmYw.xhtml,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzE0L2FmLzIyLzlmMzUtNDg1MS04ZWM3LWIwZjhhMTFmZTA5Mw.pdf,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ2LzAyLzIxLzVjNGUtNDIzMy1hNWIyLTdmNzQ5ODVmZWMzOQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,HÃ¸rsholm,2970.0,17-21,Agiltevej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i M. Schulstad Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2019-03-24,2019-03-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke nogen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,,21164275.0,mne264,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Lone W  Schulstad,Michael Steen Holmbech Schulstad,M. SCHULSTAD HOLDING ApS,Henrik Andersen,,HÃ¸rsholm,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-03-24,VedbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26887299,indberetninger-20180424,2.5954075,21164275.0,AWm-UZiSRYGX6_YTGREj,2019-03-27T08:44:00.135Z,2019-03-27T08:43:31.838Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-82-CS,2019-03-27T08:43:32.060Z,,,,,,,,,,,,,,,,,,
21164275,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzdhL2Q1L2Y3ZmYtNDYzYy1iNDllLTg4NWQzN2E5YjBmYw.xhtml,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzE0L2FmLzIyLzlmMzUtNDg1MS04ZWM3LWIwZjhhMTFmZTA5Mw.pdf,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ2LzAyLzIxLzVjNGUtNDIzMy1hNWIyLTdmNzQ5ODVmZWMzOQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,HÃ¸rsholm,2970.0,17-21,Agiltevej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i M. Schulstad Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2019-03-24,2019-03-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke nogen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,,21164275.0,mne264,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Lone W  Schulstad,Michael Steen Holmbech Schulstad,M. SCHULSTAD HOLDING ApS,Henrik Andersen,,HÃ¸rsholm,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-03-24,VedbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26887299,indberetninger-20180424,2.5954075,21164275.0,AWm-UZiSRYGX6_YTGREj,2019-03-27T08:44:00.135Z,2019-03-27T08:43:31.838Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-82-CS,2019-03-27T08:43:32.060Z,,,,,,,,,,,,,,,,,26668840.0,"ANDERSEN OG PARTNERE, REGISTRERET REVISIONSANPARTSSELSKAB"
21164275,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzdhL2Q1L2Y3ZmYtNDYzYy1iNDllLTg4NWQzN2E5YjBmYw.xhtml,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzE0L2FmLzIyLzlmMzUtNDg1MS04ZWM3LWIwZjhhMTFmZTA5Mw.pdf,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ2LzAyLzIxLzVjNGUtNDIzMy1hNWIyLTdmNzQ5ODVmZWMzOQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,HÃ¸rsholm,2970.0,17-21,Agiltevej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i M. Schulstad Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2019-03-24,2019-03-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke nogen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,,21164275.0,mne264,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Lone W  Schulstad,Michael Steen Holmbech Schulstad,M. SCHULSTAD HOLDING ApS,Henrik Andersen,,HÃ¸rsholm,2017-01-01,2017-12-31,400000.0,,,2018-12-31,2018-01-01,false,2019-03-24,VedbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26887299,indberetninger-20180424,2.5954075,21164275.0,AWm-UZiSRYGX6_YTGREj,2019-03-27T08:44:00.135Z,2019-03-27T08:43:31.838Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-82-CS,2019-03-27T08:43:32.060Z,,,,,,,,,,,,,,,,,,
21164275,2018-01-01,2018-12-31,c7,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzdhL2Q1L2Y3ZmYtNDYzYy1iNDllLTg4NWQzN2E5YjBmYw.xhtml,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzE0L2FmLzIyLzlmMzUtNDg1MS04ZWM3LWIwZjhhMTFmZTA5Mw.pdf,http://regnskaber.virk.dk/57246112/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ2LzAyLzIxLzVjNGUtNDIzMy1hNWIyLTdmNzQ5ODVmZWMzOQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,HÃ¸rsholm,2970.0,17-21,Agiltevej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i M. Schulstad Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,2019-03-24,2019-03-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke nogen pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,,21164275.0,mne264,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Lone W  Schulstad,Michael Steen Holmbech Schulstad,M. SCHULSTAD HOLDING ApS,Henrik Andersen,,HÃ¸rsholm,2017-01-01,2017-12-31,-19708.0,,,2018-12-31,2018-01-01,false,2019-03-24,VedbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26887299,indberetninger-20180424,2.5954075,21164275.0,AWm-UZiSRYGX6_YTGREj,2019-03-27T08:44:00.135Z,2019-03-27T08:43:31.838Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-82-CS,2019-03-27T08:43:32.060Z,,,,,,,,,,,,,,,,,,
