entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables
35408908,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI2LzJiLzZhLzZhZDktNGM4NS05M2E5LTk2NmUwNGJhYzk3Ng.xhtml,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzcyL2Y4L2Y0L2MzN2MtNDI2Ni04YmI0LTViYjg4ZDJiNTJmMg.pdf,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzAzL2Y1LzNmL2RlOTEtNDkzNy1hOTViLWY4Zjc1MmUxMzE2Zg.xml,true,KÃ¸benhavn SV,2450.0,"106, 1 th",Otto Brandenburgs Vej,2450 KÃ¸bevnhavn SV,Otto Brandenburgs Vej 106,Regnskabsklasse B,2018-11-29,2018-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",-9375.0,35408908.0,0.0,90000.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Shazada Nasim Shah,Shazada Nasim Shah,NS INVEST HOLDING ApS,Shazada Nasim Shah,3653.0,313174.0,KÃ¸benhavn SV,2016-07-01,2017-06-30,349780.0,390146.0,-9375.0,2018-06-30,2017-07-01,false,false,40366.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26390640,indberetninger-20180424,2.5949402000000004,35408908.0,AWdkc5zJet7j816DxPn_,2018-11-30T11:50:14.309Z,2018-11-30T11:49:13.681Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-28-WG,2018-11-30T11:49:14.044Z,,,,,,,,,,,,,,,
35408908,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI2LzJiLzZhLzZhZDktNGM4NS05M2E5LTk2NmUwNGJhYzk3Ng.xhtml,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzcyL2Y4L2Y0L2MzN2MtNDI2Ni04YmI0LTViYjg4ZDJiNTJmMg.pdf,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzAzL2Y1LzNmL2RlOTEtNDkzNy1hOTViLWY4Zjc1MmUxMzE2Zg.xml,true,KÃ¸benhavn SV,2450.0,"106, 1 th",Otto Brandenburgs Vej,2450 KÃ¸bevnhavn SV,Otto Brandenburgs Vej 106,Regnskabsklasse B,2018-11-29,2018-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35408908.0,0.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Shazada Nasim Shah,Shazada Nasim Shah,NS INVEST HOLDING ApS,Shazada Nasim Shah,,,KÃ¸benhavn SV,2016-07-01,2017-06-30,349780.0,,,2018-06-30,2017-07-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26390640,indberetninger-20180424,2.5949402000000004,35408908.0,AWdkc5zJet7j816DxPn_,2018-11-30T11:50:14.309Z,2018-11-30T11:49:13.681Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-28-WG,2018-11-30T11:49:14.044Z,,,,,,,,,,,,,,,
35408908,2017-06-30,2017-06-30,c6,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI2LzJiLzZhLzZhZDktNGM4NS05M2E5LTk2NmUwNGJhYzk3Ng.xhtml,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzcyL2Y4L2Y0L2MzN2MtNDI2Ni04YmI0LTViYjg4ZDJiNTJmMg.pdf,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzAzL2Y1LzNmL2RlOTEtNDkzNy1hOTViLWY4Zjc1MmUxMzE2Zg.xml,true,KÃ¸benhavn SV,2450.0,"106, 1 th",Otto Brandenburgs Vej,2450 KÃ¸bevnhavn SV,Otto Brandenburgs Vej 106,Regnskabsklasse B,2018-11-29,2018-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35408908.0,0.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Shazada Nasim Shah,Shazada Nasim Shah,NS INVEST HOLDING ApS,Shazada Nasim Shah,,,KÃ¸benhavn SV,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26390640,indberetninger-20180424,2.5949402000000004,35408908.0,AWdkc5zJet7j816DxPn_,2018-11-30T11:50:14.309Z,2018-11-30T11:49:13.681Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-28-WG,2018-11-30T11:49:14.044Z,734715.0,0.0,80000.0,734715.0,498405.0,734715.0,236310.0,58800.0,734715.0,418405.0,236310.0,299.0,164211.0,734715.0,13000.0
35408908,2017-07-01,2017-07-01,c10,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI2LzJiLzZhLzZhZDktNGM4NS05M2E5LTk2NmUwNGJhYzk3Ng.xhtml,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzcyL2Y4L2Y0L2MzN2MtNDI2Ni04YmI0LTViYjg4ZDJiNTJmMg.pdf,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzAzL2Y1LzNmL2RlOTEtNDkzNy1hOTViLWY4Zjc1MmUxMzE2Zg.xml,true,KÃ¸benhavn SV,2450.0,"106, 1 th",Otto Brandenburgs Vej,2450 KÃ¸bevnhavn SV,Otto Brandenburgs Vej 106,Regnskabsklasse B,2018-11-29,2018-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35408908.0,0.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Shazada Nasim Shah,Shazada Nasim Shah,NS INVEST HOLDING ApS,Shazada Nasim Shah,,,KÃ¸benhavn SV,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26390640,indberetninger-20180424,2.5949402000000004,35408908.0,AWdkc5zJet7j816DxPn_,2018-11-30T11:50:14.309Z,2018-11-30T11:49:13.681Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-28-WG,2018-11-30T11:49:14.044Z,,,,,0.0,,,,,,,,,,
35408908,2017-07-01,2017-07-01,c11,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI2LzJiLzZhLzZhZDktNGM4NS05M2E5LTk2NmUwNGJhYzk3Ng.xhtml,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzcyL2Y4L2Y0L2MzN2MtNDI2Ni04YmI0LTViYjg4ZDJiNTJmMg.pdf,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzAzL2Y1LzNmL2RlOTEtNDkzNy1hOTViLWY4Zjc1MmUxMzE2Zg.xml,true,KÃ¸benhavn SV,2450.0,"106, 1 th",Otto Brandenburgs Vej,2450 KÃ¸bevnhavn SV,Otto Brandenburgs Vej 106,Regnskabsklasse B,2018-11-29,2018-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35408908.0,0.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Shazada Nasim Shah,Shazada Nasim Shah,NS INVEST HOLDING ApS,Shazada Nasim Shah,,,KÃ¸benhavn SV,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26390640,indberetninger-20180424,2.5949402000000004,35408908.0,AWdkc5zJet7j816DxPn_,2018-11-30T11:50:14.309Z,2018-11-30T11:49:13.681Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-28-WG,2018-11-30T11:49:14.044Z,,,,,498405.0,,,,,,,,,,
35408908,2017-07-01,2017-07-01,c7,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI2LzJiLzZhLzZhZDktNGM4NS05M2E5LTk2NmUwNGJhYzk3Ng.xhtml,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzcyL2Y4L2Y0L2MzN2MtNDI2Ni04YmI0LTViYjg4ZDJiNTJmMg.pdf,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzAzL2Y1LzNmL2RlOTEtNDkzNy1hOTViLWY4Zjc1MmUxMzE2Zg.xml,true,KÃ¸benhavn SV,2450.0,"106, 1 th",Otto Brandenburgs Vej,2450 KÃ¸bevnhavn SV,Otto Brandenburgs Vej 106,Regnskabsklasse B,2018-11-29,2018-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35408908.0,0.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Shazada Nasim Shah,Shazada Nasim Shah,NS INVEST HOLDING ApS,Shazada Nasim Shah,,,KÃ¸benhavn SV,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26390640,indberetninger-20180424,2.5949402000000004,35408908.0,AWdkc5zJet7j816DxPn_,2018-11-30T11:50:14.309Z,2018-11-30T11:49:13.681Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-28-WG,2018-11-30T11:49:14.044Z,,,,,80000.0,,,,,,,,,,
35408908,2017-07-01,2017-07-01,c8,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI2LzJiLzZhLzZhZDktNGM4NS05M2E5LTk2NmUwNGJhYzk3Ng.xhtml,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzcyL2Y4L2Y0L2MzN2MtNDI2Ni04YmI0LTViYjg4ZDJiNTJmMg.pdf,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzAzL2Y1LzNmL2RlOTEtNDkzNy1hOTViLWY4Zjc1MmUxMzE2Zg.xml,true,KÃ¸benhavn SV,2450.0,"106, 1 th",Otto Brandenburgs Vej,2450 KÃ¸bevnhavn SV,Otto Brandenburgs Vej 106,Regnskabsklasse B,2018-11-29,2018-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35408908.0,0.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Shazada Nasim Shah,Shazada Nasim Shah,NS INVEST HOLDING ApS,Shazada Nasim Shah,,,KÃ¸benhavn SV,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26390640,indberetninger-20180424,2.5949402000000004,35408908.0,AWdkc5zJet7j816DxPn_,2018-11-30T11:50:14.309Z,2018-11-30T11:49:13.681Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-28-WG,2018-11-30T11:49:14.044Z,,,,,0.0,,,,,,,,,,
35408908,2017-07-01,2017-07-01,c9,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI2LzJiLzZhLzZhZDktNGM4NS05M2E5LTk2NmUwNGJhYzk3Ng.xhtml,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzcyL2Y4L2Y0L2MzN2MtNDI2Ni04YmI0LTViYjg4ZDJiNTJmMg.pdf,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzAzL2Y1LzNmL2RlOTEtNDkzNy1hOTViLWY4Zjc1MmUxMzE2Zg.xml,true,KÃ¸benhavn SV,2450.0,"106, 1 th",Otto Brandenburgs Vej,2450 KÃ¸bevnhavn SV,Otto Brandenburgs Vej 106,Regnskabsklasse B,2018-11-29,2018-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35408908.0,0.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Shazada Nasim Shah,Shazada Nasim Shah,NS INVEST HOLDING ApS,Shazada Nasim Shah,,,KÃ¸benhavn SV,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26390640,indberetninger-20180424,2.5949402000000004,35408908.0,AWdkc5zJet7j816DxPn_,2018-11-30T11:50:14.309Z,2018-11-30T11:49:13.681Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-28-WG,2018-11-30T11:49:14.044Z,,,,,418405.0,,,,,,,,,,
35408908,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI2LzJiLzZhLzZhZDktNGM4NS05M2E5LTk2NmUwNGJhYzk3Ng.xhtml,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzcyL2Y4L2Y0L2MzN2MtNDI2Ni04YmI0LTViYjg4ZDJiNTJmMg.pdf,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzAzL2Y1LzNmL2RlOTEtNDkzNy1hOTViLWY4Zjc1MmUxMzE2Zg.xml,true,KÃ¸benhavn SV,2450.0,"106, 1 th",Otto Brandenburgs Vej,2450 KÃ¸bevnhavn SV,Otto Brandenburgs Vej 106,Regnskabsklasse B,2018-11-29,2018-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",-5000.0,35408908.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Shazada Nasim Shah,Shazada Nasim Shah,NS INVEST HOLDING ApS,Shazada Nasim Shah,0.0,0.0,KÃ¸benhavn SV,2016-07-01,2017-06-30,-5000.0,-5000.0,-5000.0,2018-06-30,2017-07-01,false,false,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26390640,indberetninger-20180424,2.5949402000000004,35408908.0,AWdkc5zJet7j816DxPn_,2018-11-30T11:50:14.309Z,2018-11-30T11:49:13.681Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-28-WG,2018-11-30T11:49:14.044Z,,,,,,,,,,,,,,,
35408908,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI2LzJiLzZhLzZhZDktNGM4NS05M2E5LTk2NmUwNGJhYzk3Ng.xhtml,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzcyL2Y4L2Y0L2MzN2MtNDI2Ni04YmI0LTViYjg4ZDJiNTJmMg.pdf,http://regnskaber.virk.dk/80980453/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzAzL2Y1LzNmL2RlOTEtNDkzNy1hOTViLWY4Zjc1MmUxMzE2Zg.xml,true,KÃ¸benhavn SV,2450.0,"106, 1 th",Otto Brandenburgs Vej,2450 KÃ¸bevnhavn SV,Otto Brandenburgs Vej 106,Regnskabsklasse B,2018-11-29,2018-11-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35408908.0,0.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Shazada Nasim Shah,Shazada Nasim Shah,NS INVEST HOLDING ApS,Shazada Nasim Shah,,,KÃ¸benhavn SV,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26390640,indberetninger-20180424,2.5949402000000004,35408908.0,AWdkc5zJet7j816DxPn_,2018-11-30T11:50:14.309Z,2018-11-30T11:49:13.681Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-28-WG,2018-11-30T11:49:14.044Z,,,,,,,,,,,,,,,
