entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
14023186,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzQ2L2NmLzgwLzA2MzctNDI3My1iNjI1LTE3ZjM4YTJkMzhmMA.pdf,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzE2L2ZkLzYxLzdlNTgtNDIyNC05YzdkLTk5MDUyMjRhMzZlZQ.xml,true,"KÃ¸benhavn K, 1260",Bredgade 36B 1. th.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-15,2019-05-15,1989-12-06,2019-05-15,14023186.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael LÃ¸fgren Ãstergaard,DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE,Decimo IVS,Haarby,2017-01-01,2017-12-31,224170.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27162990,indberetninger-20180424,2.5117111,14023186.0,AWrFOfBMRYGX6_YTHxHA,2019-05-17T09:58:06.246Z,2019-05-17T09:57:49.116Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-TX,2019-05-17T09:57:49.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14023186,2017-01-01,2017-12-31,ID_6,,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzQ2L2NmLzgwLzA2MzctNDI3My1iNjI1LTE3ZjM4YTJkMzhmMA.pdf,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzE2L2ZkLzYxLzdlNTgtNDIyNC05YzdkLTk5MDUyMjRhMzZlZQ.xml,true,"KÃ¸benhavn K, 1260",Bredgade 36B 1. th.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-15,2019-05-15,1989-12-06,2019-05-15,14023186.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael LÃ¸fgren Ãstergaard,DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE,Decimo IVS,Haarby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27162990,indberetninger-20180424,2.5117111,14023186.0,AWrFOfBMRYGX6_YTHxHA,2019-05-17T09:58:06.246Z,2019-05-17T09:57:49.116Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-TX,2019-05-17T09:57:49.268Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14023186,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzQ2L2NmLzgwLzA2MzctNDI3My1iNjI1LTE3ZjM4YTJkMzhmMA.pdf,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzE2L2ZkLzYxLzdlNTgtNDIyNC05YzdkLTk5MDUyMjRhMzZlZQ.xml,true,"KÃ¸benhavn K, 1260",Bredgade 36B 1. th.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-15,2019-05-15,1989-12-06,2019-05-15,14023186.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael LÃ¸fgren Ãstergaard,DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE,Decimo IVS,Haarby,2017-01-01,2017-12-31,224170.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27162990,indberetninger-20180424,2.5117111,14023186.0,AWrFOfBMRYGX6_YTHxHA,2019-05-17T09:58:06.246Z,2019-05-17T09:57:49.116Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-TX,2019-05-17T09:57:49.268Z,,7176.0,56562.0,400368.0,49090.0,287540.0,336630.0,63370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14023186,2017-12-31,2017-12-31,ID_4,,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzQ2L2NmLzgwLzA2MzctNDI3My1iNjI1LTE3ZjM4YTJkMzhmMA.pdf,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzE2L2ZkLzYxLzdlNTgtNDIyNC05YzdkLTk5MDUyMjRhMzZlZQ.xml,true,"KÃ¸benhavn K, 1260",Bredgade 36B 1. th.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-15,2019-05-15,1989-12-06,2019-05-15,14023186.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael LÃ¸fgren Ãstergaard,DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE,Decimo IVS,Haarby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27162990,indberetninger-20180424,2.5117111,14023186.0,AWrFOfBMRYGX6_YTHxHA,2019-05-17T09:58:06.246Z,2019-05-17T09:57:49.116Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-TX,2019-05-17T09:57:49.268Z,,,,,,,,,2166572.0,3090.0,254000.0,1354618.0,26403.0,0.0,768463.0,1252156.0,811954.0,2166572.0,1398109.0,341702.0,341702.0,1252156.0,811954.0,98460.0,811954.0,467463.0,47000.0,615908.0,1056407.0,26550.0,214347.0,99372.0,0.0,101142.0,72969.0,
14023186,2018-01-01,2018-01-01,ID_10,,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzQ2L2NmLzgwLzA2MzctNDI3My1iNjI1LTE3ZjM4YTJkMzhmMA.pdf,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzE2L2ZkLzYxLzdlNTgtNDIyNC05YzdkLTk5MDUyMjRhMzZlZQ.xml,true,"KÃ¸benhavn K, 1260",Bredgade 36B 1. th.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-15,2019-05-15,1989-12-06,2019-05-15,14023186.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael LÃ¸fgren Ãstergaard,DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE,Decimo IVS,Haarby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27162990,indberetninger-20180424,2.5117111,14023186.0,AWrFOfBMRYGX6_YTHxHA,2019-05-17T09:58:06.246Z,2019-05-17T09:57:49.116Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-TX,2019-05-17T09:57:49.268Z,,,,,,,,,,,,,,,-467464.0,,,,,,,,,,,,,,,,,,,,,
14023186,2018-01-01,2018-01-01,ID_8,,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzQ2L2NmLzgwLzA2MzctNDI3My1iNjI1LTE3ZjM4YTJkMzhmMA.pdf,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzE2L2ZkLzYxLzdlNTgtNDIyNC05YzdkLTk5MDUyMjRhMzZlZQ.xml,true,"KÃ¸benhavn K, 1260",Bredgade 36B 1. th.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-15,2019-05-15,1989-12-06,2019-05-15,14023186.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael LÃ¸fgren Ãstergaard,DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE,Decimo IVS,Haarby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27162990,indberetninger-20180424,2.5117111,14023186.0,AWrFOfBMRYGX6_YTHxHA,2019-05-17T09:58:06.246Z,2019-05-17T09:57:49.116Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-TX,2019-05-17T09:57:49.268Z,,,,,,,,,,,,,,,-254000.0,,,,,,,,,,,,,,,,,,,,,
14023186,2018-01-01,2018-01-01,ID_9,,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzQ2L2NmLzgwLzA2MzctNDI3My1iNjI1LTE3ZjM4YTJkMzhmMA.pdf,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzE2L2ZkLzYxLzdlNTgtNDIyNC05YzdkLTk5MDUyMjRhMzZlZQ.xml,true,"KÃ¸benhavn K, 1260",Bredgade 36B 1. th.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-15,2019-05-15,1989-12-06,2019-05-15,14023186.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael LÃ¸fgren Ãstergaard,DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE,Decimo IVS,Haarby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27162990,indberetninger-20180424,2.5117111,14023186.0,AWrFOfBMRYGX6_YTHxHA,2019-05-17T09:58:06.246Z,2019-05-17T09:57:49.116Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-TX,2019-05-17T09:57:49.268Z,,,,,,,,,,,,,,,-47000.0,,,,,,,,,,,,,,,,,,,,,
14023186,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzQ2L2NmLzgwLzA2MzctNDI3My1iNjI1LTE3ZjM4YTJkMzhmMA.pdf,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzE2L2ZkLzYxLzdlNTgtNDIyNC05YzdkLTk5MDUyMjRhMzZlZQ.xml,true,"KÃ¸benhavn K, 1260",Bredgade 36B 1. th.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-15,2019-05-15,1989-12-06,2019-05-15,14023186.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael LÃ¸fgren Ãstergaard,DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE,Decimo IVS,Haarby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27162990,indberetninger-20180424,2.5117111,14023186.0,AWrFOfBMRYGX6_YTHxHA,2019-05-17T09:58:06.246Z,2019-05-17T09:57:49.116Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-TX,2019-05-17T09:57:49.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael LÃ¸fgren Ãstergaard
14023186,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzQ2L2NmLzgwLzA2MzctNDI3My1iNjI1LTE3ZjM4YTJkMzhmMA.pdf,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzE2L2ZkLzYxLzdlNTgtNDIyNC05YzdkLTk5MDUyMjRhMzZlZQ.xml,true,"KÃ¸benhavn K, 1260",Bredgade 36B 1. th.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-15,2019-05-15,1989-12-06,2019-05-15,14023186.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael LÃ¸fgren Ãstergaard,DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE,Decimo IVS,Haarby,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27162990,indberetninger-20180424,2.5117111,14023186.0,AWrFOfBMRYGX6_YTHxHA,2019-05-17T09:58:06.246Z,2019-05-17T09:57:49.116Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-TX,2019-05-17T09:57:49.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14023186,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzQ2L2NmLzgwLzA2MzctNDI3My1iNjI1LTE3ZjM4YTJkMzhmMA.pdf,http://regnskaber.virk.dk/68132041/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzE2L2ZkLzYxLzdlNTgtNDIyNC05YzdkLTk5MDUyMjRhMzZlZQ.xml,true,"KÃ¸benhavn K, 1260",Bredgade 36B 1. th.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-15,2019-05-15,1989-12-06,2019-05-15,14023186.0,39573873.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael LÃ¸fgren Ãstergaard,DANSK NORSK TEKNIK OG HANDEL ApS. ODENSE,Decimo IVS,Haarby,2017-01-01,2017-12-31,228576.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27162990,indberetninger-20180424,2.5117111,14023186.0,AWrFOfBMRYGX6_YTHxHA,2019-05-17T09:58:06.246Z,2019-05-17T09:57:49.116Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-77-TX,2019-05-17T09:57:49.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
