entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises
34225052,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzZmL2I2L2MzL2IzYmUtNDQyNy1hODhmLWYwMzQ1ODQ4ZjIyNA.xhtml,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhiLzYzLzI0L2I3MjEtNDBkYy05MDAxLWE2NDg5NWQ0N2U1Yg.pdf,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzkwLzZlLzRlL2MzYmMtNGRhMS1hNjkzLThkYTVlMDhiY2VlMQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,Regnskabsklasse B,2018-03-05,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er som komplementar i K/S Obton Solenergi Roma, CVR-nr. 34 45 37 99, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",4750.0,-4750.0,34225052.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders NÃ¸rgÃ¥rd Gravesen,Claus Lawaetz Skovgaard,OBTON SOLENERGI ROMA KOMPLEMENTARANPARTSSELSKAB,"Obton A/S, Nanett Mikkelsen",10.0,5894.0,Ãrhus,2016-01-01,2016-12-31,895.0,1134.0,-4750.0,2017-12-31,2017-01-01,false,false,Ja,239.0,false,false,Ingen bistand,urn:ofk:oid:25185811,indberetninger-20180424,2.5949414,34225052.0,,2018-04-04T07:20:24.152Z,2018-03-15T10:00:45.876Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-67-UK,2018-03-15T10:00:46.090Z,,,,,,,,,,,,,,
34225052,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzZmL2I2L2MzL2IzYmUtNDQyNy1hODhmLWYwMzQ1ODQ4ZjIyNA.xhtml,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhiLzYzLzI0L2I3MjEtNDBkYy05MDAxLWE2NDg5NWQ0N2U1Yg.pdf,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzkwLzZlLzRlL2MzYmMtNGRhMS1hNjkzLThkYTVlMDhiY2VlMQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,Regnskabsklasse B,2018-03-05,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er som komplementar i K/S Obton Solenergi Roma, CVR-nr. 34 45 37 99, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34225052.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders NÃ¸rgÃ¥rd Gravesen,Claus Lawaetz Skovgaard,OBTON SOLENERGI ROMA KOMPLEMENTARANPARTSSELSKAB,"Obton A/S, Nanett Mikkelsen",,,Ãrhus,2016-01-01,2016-12-31,895.0,,,2017-12-31,2017-01-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:25185811,indberetninger-20180424,2.5949414,34225052.0,,2018-04-04T07:20:24.152Z,2018-03-15T10:00:45.876Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-67-UK,2018-03-15T10:00:46.090Z,,,,,,,,,,,,,,
34225052,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzZmL2I2L2MzL2IzYmUtNDQyNy1hODhmLWYwMzQ1ODQ4ZjIyNA.xhtml,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhiLzYzLzI0L2I3MjEtNDBkYy05MDAxLWE2NDg5NWQ0N2U1Yg.pdf,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzkwLzZlLzRlL2MzYmMtNGRhMS1hNjkzLThkYTVlMDhiY2VlMQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,Regnskabsklasse B,2018-03-05,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er som komplementar i K/S Obton Solenergi Roma, CVR-nr. 34 45 37 99, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34225052.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders NÃ¸rgÃ¥rd Gravesen,Claus Lawaetz Skovgaard,OBTON SOLENERGI ROMA KOMPLEMENTARANPARTSSELSKAB,"Obton A/S, Nanett Mikkelsen",,,Ãrhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:25185811,indberetninger-20180424,2.5949414,34225052.0,,2018-04-04T07:20:24.152Z,2018-03-15T10:00:45.876Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-67-UK,2018-03-15T10:00:46.090Z,89459.0,1372.0,81000.0,89459.0,84217.0,89459.0,5242.0,242.0,242.0,5000.0,3217.0,5000.0,88087.0,88087.0
34225052,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzZmL2I2L2MzL2IzYmUtNDQyNy1hODhmLWYwMzQ1ODQ4ZjIyNA.xhtml,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhiLzYzLzI0L2I3MjEtNDBkYy05MDAxLWE2NDg5NWQ0N2U1Yg.pdf,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzkwLzZlLzRlL2MzYmMtNGRhMS1hNjkzLThkYTVlMDhiY2VlMQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,Regnskabsklasse B,2018-03-05,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er som komplementar i K/S Obton Solenergi Roma, CVR-nr. 34 45 37 99, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34225052.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders NÃ¸rgÃ¥rd Gravesen,Claus Lawaetz Skovgaard,OBTON SOLENERGI ROMA KOMPLEMENTARANPARTSSELSKAB,"Obton A/S, Nanett Mikkelsen",,,Ãrhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:25185811,indberetninger-20180424,2.5949414,34225052.0,,2018-04-04T07:20:24.152Z,2018-03-15T10:00:45.876Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-67-UK,2018-03-15T10:00:46.090Z,,,,,81000.0,,,,,,,,,
34225052,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzZmL2I2L2MzL2IzYmUtNDQyNy1hODhmLWYwMzQ1ODQ4ZjIyNA.xhtml,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhiLzYzLzI0L2I3MjEtNDBkYy05MDAxLWE2NDg5NWQ0N2U1Yg.pdf,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzkwLzZlLzRlL2MzYmMtNGRhMS1hNjkzLThkYTVlMDhiY2VlMQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,Regnskabsklasse B,2018-03-05,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er som komplementar i K/S Obton Solenergi Roma, CVR-nr. 34 45 37 99, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34225052.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders NÃ¸rgÃ¥rd Gravesen,Claus Lawaetz Skovgaard,OBTON SOLENERGI ROMA KOMPLEMENTARANPARTSSELSKAB,"Obton A/S, Nanett Mikkelsen",,,Ãrhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:25185811,indberetninger-20180424,2.5949414,34225052.0,,2018-04-04T07:20:24.152Z,2018-03-15T10:00:45.876Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-67-UK,2018-03-15T10:00:46.090Z,,,,,3217.0,,,,,,,,,
34225052,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzZmL2I2L2MzL2IzYmUtNDQyNy1hODhmLWYwMzQ1ODQ4ZjIyNA.xhtml,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhiLzYzLzI0L2I3MjEtNDBkYy05MDAxLWE2NDg5NWQ0N2U1Yg.pdf,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzkwLzZlLzRlL2MzYmMtNGRhMS1hNjkzLThkYTVlMDhiY2VlMQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,Regnskabsklasse B,2018-03-05,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er som komplementar i K/S Obton Solenergi Roma, CVR-nr. 34 45 37 99, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34225052.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders NÃ¸rgÃ¥rd Gravesen,Claus Lawaetz Skovgaard,OBTON SOLENERGI ROMA KOMPLEMENTARANPARTSSELSKAB,"Obton A/S, Nanett Mikkelsen",,,Ãrhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:25185811,indberetninger-20180424,2.5949414,34225052.0,,2018-04-04T07:20:24.152Z,2018-03-15T10:00:45.876Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-67-UK,2018-03-15T10:00:46.090Z,,,,,84217.0,,,,,,,,,
34225052,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzZmL2I2L2MzL2IzYmUtNDQyNy1hODhmLWYwMzQ1ODQ4ZjIyNA.xhtml,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhiLzYzLzI0L2I3MjEtNDBkYy05MDAxLWE2NDg5NWQ0N2U1Yg.pdf,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzkwLzZlLzRlL2MzYmMtNGRhMS1hNjkzLThkYTVlMDhiY2VlMQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,Regnskabsklasse B,2018-03-05,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er som komplementar i K/S Obton Solenergi Roma, CVR-nr. 34 45 37 99, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",2312.0,-2312.0,34225052.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders NÃ¸rgÃ¥rd Gravesen,Claus Lawaetz Skovgaard,OBTON SOLENERGI ROMA KOMPLEMENTARANPARTSSELSKAB,"Obton A/S, Nanett Mikkelsen",7.0,6269.0,Ãrhus,2016-01-01,2016-12-31,3081.0,3950.0,-2312.0,2017-12-31,2017-01-01,false,false,Ja,869.0,false,false,Ingen bistand,urn:ofk:oid:25185811,indberetninger-20180424,2.5949414,34225052.0,,2018-04-04T07:20:24.152Z,2018-03-15T10:00:45.876Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-67-UK,2018-03-15T10:00:46.090Z,,,,,,,,,,,,,,
34225052,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzZmL2I2L2MzL2IzYmUtNDQyNy1hODhmLWYwMzQ1ODQ4ZjIyNA.xhtml,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhiLzYzLzI0L2I3MjEtNDBkYy05MDAxLWE2NDg5NWQ0N2U1Yg.pdf,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzkwLzZlLzRlL2MzYmMtNGRhMS1hNjkzLThkYTVlMDhiY2VlMQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,Regnskabsklasse B,2018-03-05,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er som komplementar i K/S Obton Solenergi Roma, CVR-nr. 34 45 37 99, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34225052.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders NÃ¸rgÃ¥rd Gravesen,Claus Lawaetz Skovgaard,OBTON SOLENERGI ROMA KOMPLEMENTARANPARTSSELSKAB,"Obton A/S, Nanett Mikkelsen",,,Ãrhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:25185811,indberetninger-20180424,2.5949414,34225052.0,,2018-04-04T07:20:24.152Z,2018-03-15T10:00:45.876Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-67-UK,2018-03-15T10:00:46.090Z,,,,,,,,,,,,,,
34225052,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzZmL2I2L2MzL2IzYmUtNDQyNy1hODhmLWYwMzQ1ODQ4ZjIyNA.xhtml,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhiLzYzLzI0L2I3MjEtNDBkYy05MDAxLWE2NDg5NWQ0N2U1Yg.pdf,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzkwLzZlLzRlL2MzYmMtNGRhMS1hNjkzLThkYTVlMDhiY2VlMQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,Regnskabsklasse B,2018-03-05,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er som komplementar i K/S Obton Solenergi Roma, CVR-nr. 34 45 37 99, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34225052.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders NÃ¸rgÃ¥rd Gravesen,Claus Lawaetz Skovgaard,OBTON SOLENERGI ROMA KOMPLEMENTARANPARTSSELSKAB,"Obton A/S, Nanett Mikkelsen",,,Ãrhus,2016-01-01,2016-12-31,3081.0,,,2017-12-31,2017-01-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:25185811,indberetninger-20180424,2.5949414,34225052.0,,2018-04-04T07:20:24.152Z,2018-03-15T10:00:45.876Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-67-UK,2018-03-15T10:00:46.090Z,,,,,,,,,,,,,,
34225052,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzZmL2I2L2MzL2IzYmUtNDQyNy1hODhmLWYwMzQ1ODQ4ZjIyNA.xhtml,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhiLzYzLzI0L2I3MjEtNDBkYy05MDAxLWE2NDg5NWQ0N2U1Yg.pdf,http://regnskaber.virk.dk/25052243/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzkwLzZlLzRlL2MzYmMtNGRhMS1hNjkzLThkYTVlMDhiY2VlMQ.xml,true,Aarhus C,8000.0,2.0,Silkeborgvej,8000 Aarhus C,Silkeborgvej 2,Regnskabsklasse B,2018-03-05,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er som komplementar i K/S Obton Solenergi Roma, CVR-nr. 34 45 37 99, fuldt ansvarlig deltager med ubegrÃ¦nset hÃ¦ftelse for alle kommanditselskabets forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,34225052.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders NÃ¸rgÃ¥rd Gravesen,Claus Lawaetz Skovgaard,OBTON SOLENERGI ROMA KOMPLEMENTARANPARTSSELSKAB,"Obton A/S, Nanett Mikkelsen",,,Ãrhus,2016-01-01,2016-12-31,3081.0,,,2017-12-31,2017-01-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:25185811,indberetninger-20180424,2.5949414,34225052.0,,2018-04-04T07:20:24.152Z,2018-03-15T10:00:45.876Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-67-UK,2018-03-15T10:00:46.090Z,,,,,,,,,,,,,,
