entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReceivablesFromOwnersAndManagement,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables
30280806,2012-07-01,2013-06-30,c3,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8vcGRmcy8zMDI4MDgwNjtBcFMzOTU4NzE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8veGJybHMvWC04MzgwNzhBMy0yMDE0MTIwMV8xMTM4MzFfODkz.xml,OksbÃ¸l,6840.0,22.0,DalgÃ¥rdsvej,5750 Ringe,Algade 2,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-28,2014-11-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsslovens regler herom for indkomstskatter mv. for de sambeskattede selskaber ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",30280806.0,183770.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har 40.829 kr. tilgode hos ledelsen. Selskabets udlÃ¥n er i strid med Selskabslovens Â§ 210, og kan vÃ¦re ansvarspÃ¥dragende for selskabets ledelse. Der er beregnet rente efter Selskabslovens regler, som for tiden udgÃ¸r 10,20%.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jacob Bang,Jacob Bang,Korsgaard Revision A/S,JACOB BANG HOLDING ApS,Korsgaard Revision A/S,8174.0,9167.0,OksbÃ¸l,2012-07-01,2013-06-30,180763.0,179763.0,-5000.0,2014-06-30,2013-07-01,2014-11-28,Ringe,-1000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18265898,indberetninger-20180424,2.5122902000000003,30280806.0,,2018-04-01T01:58:16.872Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-288.934,2014-12-01T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
30280806,2012-07-01,2013-06-30,c5,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8vcGRmcy8zMDI4MDgwNjtBcFMzOTU4NzE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8veGJybHMvWC04MzgwNzhBMy0yMDE0MTIwMV8xMTM4MzFfODkz.xml,OksbÃ¸l,6840.0,22.0,DalgÃ¥rdsvej,5750 Ringe,Algade 2,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-28,2014-11-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsslovens regler herom for indkomstskatter mv. for de sambeskattede selskaber ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",30280806.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har 40.829 kr. tilgode hos ledelsen. Selskabets udlÃ¥n er i strid med Selskabslovens Â§ 210, og kan vÃ¦re ansvarspÃ¥dragende for selskabets ledelse. Der er beregnet rente efter Selskabslovens regler, som for tiden udgÃ¸r 10,20%.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jacob Bang,Jacob Bang,Korsgaard Revision A/S,JACOB BANG HOLDING ApS,Korsgaard Revision A/S,,,OksbÃ¸l,2012-07-01,2013-06-30,48300.0,,,2014-06-30,2013-07-01,2014-11-28,Ringe,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18265898,indberetninger-20180424,2.5122902000000003,30280806.0,,2018-04-01T01:58:16.872Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-288.934,2014-12-01T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
30280806,2012-07-01,2013-06-30,c7,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8vcGRmcy8zMDI4MDgwNjtBcFMzOTU4NzE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8veGJybHMvWC04MzgwNzhBMy0yMDE0MTIwMV8xMTM4MzFfODkz.xml,OksbÃ¸l,6840.0,22.0,DalgÃ¥rdsvej,5750 Ringe,Algade 2,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-28,2014-11-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsslovens regler herom for indkomstskatter mv. for de sambeskattede selskaber ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",30280806.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har 40.829 kr. tilgode hos ledelsen. Selskabets udlÃ¥n er i strid med Selskabslovens Â§ 210, og kan vÃ¦re ansvarspÃ¥dragende for selskabets ledelse. Der er beregnet rente efter Selskabslovens regler, som for tiden udgÃ¸r 10,20%.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jacob Bang,Jacob Bang,Korsgaard Revision A/S,JACOB BANG HOLDING ApS,Korsgaard Revision A/S,,,OksbÃ¸l,2012-07-01,2013-06-30,183770.0,,,2014-06-30,2013-07-01,2014-11-28,Ringe,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18265898,indberetninger-20180424,2.5122902000000003,30280806.0,,2018-04-01T01:58:16.872Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-288.934,2014-12-01T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
30280806,2012-07-01,2013-06-30,c9,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8vcGRmcy8zMDI4MDgwNjtBcFMzOTU4NzE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8veGJybHMvWC04MzgwNzhBMy0yMDE0MTIwMV8xMTM4MzFfODkz.xml,OksbÃ¸l,6840.0,22.0,DalgÃ¥rdsvej,5750 Ringe,Algade 2,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-28,2014-11-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsslovens regler herom for indkomstskatter mv. for de sambeskattede selskaber ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",30280806.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har 40.829 kr. tilgode hos ledelsen. Selskabets udlÃ¥n er i strid med Selskabslovens Â§ 210, og kan vÃ¦re ansvarspÃ¥dragende for selskabets ledelse. Der er beregnet rente efter Selskabslovens regler, som for tiden udgÃ¸r 10,20%.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jacob Bang,Jacob Bang,Korsgaard Revision A/S,JACOB BANG HOLDING ApS,Korsgaard Revision A/S,,,OksbÃ¸l,2012-07-01,2013-06-30,-51307.0,,,2014-06-30,2013-07-01,2014-11-28,Ringe,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18265898,indberetninger-20180424,2.5122902000000003,30280806.0,,2018-04-01T01:58:16.872Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-288.934,2014-12-01T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
30280806,2013-06-30,2013-06-30,c11,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8vcGRmcy8zMDI4MDgwNjtBcFMzOTU4NzE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8veGJybHMvWC04MzgwNzhBMy0yMDE0MTIwMV8xMTM4MzFfODkz.xml,OksbÃ¸l,6840.0,22.0,DalgÃ¥rdsvej,5750 Ringe,Algade 2,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-28,2014-11-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsslovens regler herom for indkomstskatter mv. for de sambeskattede selskaber ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",30280806.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har 40.829 kr. tilgode hos ledelsen. Selskabets udlÃ¥n er i strid med Selskabslovens Â§ 210, og kan vÃ¦re ansvarspÃ¥dragende for selskabets ledelse. Der er beregnet rente efter Selskabslovens regler, som for tiden udgÃ¸r 10,20%.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jacob Bang,Jacob Bang,Korsgaard Revision A/S,JACOB BANG HOLDING ApS,Korsgaard Revision A/S,,,OksbÃ¸l,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-11-28,Ringe,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18265898,indberetninger-20180424,2.5122902000000003,30280806.0,,2018-04-01T01:58:16.872Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-288.934,2014-12-01T23:00:00.000Z,1116223.0,125000.0,402571.0,657512.0,1116223.0,458711.0,163526.0,713652.0,713652.0,163526.0,713652.0,0.0,169166.0,48300.0,548651.0,-64439.0,40000.0,295185.0,0.0,15960.0,402571.0,233405.0,0.0,237225.0,2000.0
30280806,2013-07-01,2014-06-30,c0,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8vcGRmcy8zMDI4MDgwNjtBcFMzOTU4NzE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8veGJybHMvWC04MzgwNzhBMy0yMDE0MTIwMV8xMTM4MzFfODkz.xml,OksbÃ¸l,6840.0,22.0,DalgÃ¥rdsvej,5750 Ringe,Algade 2,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-28,2014-11-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsslovens regler herom for indkomstskatter mv. for de sambeskattede selskaber ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",30280806.0,-12955.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har 40.829 kr. tilgode hos ledelsen. Selskabets udlÃ¥n er i strid med Selskabslovens Â§ 210, og kan vÃ¦re ansvarspÃ¥dragende for selskabets ledelse. Der er beregnet rente efter Selskabslovens regler, som for tiden udgÃ¸r 10,20%.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jacob Bang,Jacob Bang,Korsgaard Revision A/S,JACOB BANG HOLDING ApS,Korsgaard Revision A/S,18242.0,24300.0,OksbÃ¸l,2012-07-01,2013-06-30,-34369.0,-21942.0,-28000.0,2014-06-30,2013-07-01,2014-11-28,Ringe,-528.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18265898,indberetninger-20180424,2.5122902000000003,30280806.0,,2018-04-01T01:58:16.872Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-288.934,2014-12-01T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
30280806,2013-07-01,2014-06-30,c1,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8vcGRmcy8zMDI4MDgwNjtBcFMzOTU4NzE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8veGJybHMvWC04MzgwNzhBMy0yMDE0MTIwMV8xMTM4MzFfODkz.xml,OksbÃ¸l,6840.0,22.0,DalgÃ¥rdsvej,5750 Ringe,Algade 2,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-28,2014-11-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsslovens regler herom for indkomstskatter mv. for de sambeskattede selskaber ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",30280806.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har 40.829 kr. tilgode hos ledelsen. Selskabets udlÃ¥n er i strid med Selskabslovens Â§ 210, og kan vÃ¦re ansvarspÃ¥dragende for selskabets ledelse. Der er beregnet rente efter Selskabslovens regler, som for tiden udgÃ¸r 10,20%.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jacob Bang,Jacob Bang,Korsgaard Revision A/S,JACOB BANG HOLDING ApS,Korsgaard Revision A/S,,,OksbÃ¸l,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-11-28,Ringe,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18265898,indberetninger-20180424,2.5122902000000003,30280806.0,,2018-04-01T01:58:16.872Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-288.934,2014-12-01T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
30280806,2013-07-01,2014-06-30,c2,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8vcGRmcy8zMDI4MDgwNjtBcFMzOTU4NzE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8veGJybHMvWC04MzgwNzhBMy0yMDE0MTIwMV8xMTM4MzFfODkz.xml,OksbÃ¸l,6840.0,22.0,DalgÃ¥rdsvej,5750 Ringe,Algade 2,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-28,2014-11-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsslovens regler herom for indkomstskatter mv. for de sambeskattede selskaber ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",30280806.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har 40.829 kr. tilgode hos ledelsen. Selskabets udlÃ¥n er i strid med Selskabslovens Â§ 210, og kan vÃ¦re ansvarspÃ¥dragende for selskabets ledelse. Der er beregnet rente efter Selskabslovens regler, som for tiden udgÃ¸r 10,20%.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jacob Bang,Jacob Bang,Korsgaard Revision A/S,JACOB BANG HOLDING ApS,Korsgaard Revision A/S,,,OksbÃ¸l,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-11-28,Ringe,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18265898,indberetninger-20180424,2.5122902000000003,30280806.0,,2018-04-01T01:58:16.872Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-288.934,2014-12-01T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
30280806,2013-07-01,2014-06-30,c4,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8vcGRmcy8zMDI4MDgwNjtBcFMzOTU4NzE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8veGJybHMvWC04MzgwNzhBMy0yMDE0MTIwMV8xMTM4MzFfODkz.xml,OksbÃ¸l,6840.0,22.0,DalgÃ¥rdsvej,5750 Ringe,Algade 2,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-28,2014-11-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsslovens regler herom for indkomstskatter mv. for de sambeskattede selskaber ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",30280806.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har 40.829 kr. tilgode hos ledelsen. Selskabets udlÃ¥n er i strid med Selskabslovens Â§ 210, og kan vÃ¦re ansvarspÃ¥dragende for selskabets ledelse. Der er beregnet rente efter Selskabslovens regler, som for tiden udgÃ¸r 10,20%.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jacob Bang,Jacob Bang,Korsgaard Revision A/S,JACOB BANG HOLDING ApS,Korsgaard Revision A/S,,,OksbÃ¸l,2012-07-01,2013-06-30,300000.0,,,2014-06-30,2013-07-01,2014-11-28,Ringe,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18265898,indberetninger-20180424,2.5122902000000003,30280806.0,,2018-04-01T01:58:16.872Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-288.934,2014-12-01T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
30280806,2013-07-01,2014-06-30,c6,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8vcGRmcy8zMDI4MDgwNjtBcFMzOTU4NzE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/60808203/Y3ZyLmRrOi8veGJybHMvWC04MzgwNzhBMy0yMDE0MTIwMV8xMTM4MzFfODkz.xml,OksbÃ¸l,6840.0,22.0,DalgÃ¥rdsvej,5750 Ringe,Algade 2,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-28,2014-11-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsslovens regler herom for indkomstskatter mv. for de sambeskattede selskaber ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",30280806.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomheden har 40.829 kr. tilgode hos ledelsen. Selskabets udlÃ¥n er i strid med Selskabslovens Â§ 210, og kan vÃ¦re ansvarspÃ¥dragende for selskabets ledelse. Der er beregnet rente efter Selskabslovens regler, som for tiden udgÃ¸r 10,20%.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jacob Bang,Jacob Bang,Korsgaard Revision A/S,JACOB BANG HOLDING ApS,Korsgaard Revision A/S,,,OksbÃ¸l,2012-07-01,2013-06-30,-22954.0,,,2014-06-30,2013-07-01,2014-11-28,Ringe,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18265898,indberetninger-20180424,2.5122902000000003,30280806.0,,2018-04-01T01:58:16.872Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-288.934,2014-12-01T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
