entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NumberOfEmployees,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance
11985904,2015-07-01,2016-06-30,c174,,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzg0L2NmLzdhL2VlMGQtNDVmNy1hMzUyLWJkYzBkOGRmYjI3Zg.pdf,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2QwLzZmL2YzLzY2ZjEtNGQwZi1hZjY2LWRjY2RiNzU5OGM1YQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1780.0,Kalvebod brygge 1-3,2900 Hellerup,"Ahlmanns Alle 2, 4. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,1988-03-01,2017-11-22,Statsautoriseret revisor,-50000.0,28448.0,-104113.0,20222670.0,11985904.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Brand New ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Anne Marie Pedersen,Anne Marie Pedersen,Nykredit Bank,Brand New ApS,BDO Statsautoriseret revisionsaktieselskab,39251.0,51625.0,Gentofte,28448.0,2015-07-01,2016-06-30,-120187.0,-120187.0,-132561.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2017-06-30,2016-07-01,false,2017-11-22,KÃ¸benhavn,0.0,urn:ofk:oid:24723294,indberetninger-20180424,2.5118406,11985904.0,,2018-03-27T18:59:35.064Z,2017-11-22T11:53:48.649Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-65-XU,2017-11-22T11:53:48.779Z,,,,,,,,,,,,,,,,,,,
11985904,2015-07-01,2016-06-30,c177,,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzg0L2NmLzdhL2VlMGQtNDVmNy1hMzUyLWJkYzBkOGRmYjI3Zg.pdf,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2QwLzZmL2YzLzY2ZjEtNGQwZi1hZjY2LWRjY2RiNzU5OGM1YQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1780.0,Kalvebod brygge 1-3,2900 Hellerup,"Ahlmanns Alle 2, 4. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,1988-03-01,2017-11-22,Statsautoriseret revisor,-50000.0,,,20222670.0,11985904.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Brand New ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Anne Marie Pedersen,Anne Marie Pedersen,Nykredit Bank,Brand New ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2015-07-01,2016-06-30,50000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2017-06-30,2016-07-01,false,2017-11-22,KÃ¸benhavn,,urn:ofk:oid:24723294,indberetninger-20180424,2.5118406,11985904.0,,2018-03-27T18:59:35.064Z,2017-11-22T11:53:48.649Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-65-XU,2017-11-22T11:53:48.779Z,,,,,,,,,,,,,,,,,,,
11985904,2015-07-01,2016-06-30,c195,,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzg0L2NmLzdhL2VlMGQtNDVmNy1hMzUyLWJkYzBkOGRmYjI3Zg.pdf,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2QwLzZmL2YzLzY2ZjEtNGQwZi1hZjY2LWRjY2RiNzU5OGM1YQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1780.0,Kalvebod brygge 1-3,2900 Hellerup,"Ahlmanns Alle 2, 4. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,1988-03-01,2017-11-22,Statsautoriseret revisor,-50000.0,,,20222670.0,11985904.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Brand New ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Anne Marie Pedersen,Anne Marie Pedersen,Nykredit Bank,Brand New ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2015-07-01,2016-06-30,-170187.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2017-06-30,2016-07-01,false,2017-11-22,KÃ¸benhavn,,urn:ofk:oid:24723294,indberetninger-20180424,2.5118406,11985904.0,,2018-03-27T18:59:35.064Z,2017-11-22T11:53:48.649Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-65-XU,2017-11-22T11:53:48.779Z,,,,,,,,,,,,,,,,,,,
11985904,2016-06-30,2016-06-30,c172,,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzg0L2NmLzdhL2VlMGQtNDVmNy1hMzUyLWJkYzBkOGRmYjI3Zg.pdf,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2QwLzZmL2YzLzY2ZjEtNGQwZi1hZjY2LWRjY2RiNzU5OGM1YQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1780.0,Kalvebod brygge 1-3,2900 Hellerup,"Ahlmanns Alle 2, 4. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,1988-03-01,2017-11-22,Statsautoriseret revisor,-50000.0,,,20222670.0,11985904.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Brand New ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Anne Marie Pedersen,Anne Marie Pedersen,Nykredit Bank,Brand New ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2017-06-30,2016-07-01,false,2017-11-22,KÃ¸benhavn,,urn:ofk:oid:24723294,indberetninger-20180424,2.5118406,11985904.0,,2018-03-27T18:59:35.064Z,2017-11-22T11:53:48.649Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-65-XU,2017-11-22T11:53:48.779Z,2263312.0,527516.0,200000.0,2233296.0,2263312.0,30016.0,1.0,1718306.0,10016.0,17490.0,50000.0,1983296.0,1718306.0,30016.0,17490.0,20000.0,,,
11985904,2016-07-01,2016-07-01,c226,,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzg0L2NmLzdhL2VlMGQtNDVmNy1hMzUyLWJkYzBkOGRmYjI3Zg.pdf,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2QwLzZmL2YzLzY2ZjEtNGQwZi1hZjY2LWRjY2RiNzU5OGM1YQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1780.0,Kalvebod brygge 1-3,2900 Hellerup,"Ahlmanns Alle 2, 4. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,1988-03-01,2017-11-22,Statsautoriseret revisor,-50000.0,,,20222670.0,11985904.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Brand New ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Anne Marie Pedersen,Anne Marie Pedersen,Nykredit Bank,Brand New ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2017-06-30,2016-07-01,false,2017-11-22,KÃ¸benhavn,,urn:ofk:oid:24723294,indberetninger-20180424,2.5118406,11985904.0,,2018-03-27T18:59:35.064Z,2017-11-22T11:53:48.649Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-65-XU,2017-11-22T11:53:48.779Z,,,,200000.0,,,,,,,,,,,,,,,
11985904,2016-07-01,2016-07-01,c253,,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzg0L2NmLzdhL2VlMGQtNDVmNy1hMzUyLWJkYzBkOGRmYjI3Zg.pdf,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2QwLzZmL2YzLzY2ZjEtNGQwZi1hZjY2LWRjY2RiNzU5OGM1YQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1780.0,Kalvebod brygge 1-3,2900 Hellerup,"Ahlmanns Alle 2, 4. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,1988-03-01,2017-11-22,Statsautoriseret revisor,-50000.0,,,20222670.0,11985904.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Brand New ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Anne Marie Pedersen,Anne Marie Pedersen,Nykredit Bank,Brand New ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2017-06-30,2016-07-01,false,2017-11-22,KÃ¸benhavn,,urn:ofk:oid:24723294,indberetninger-20180424,2.5118406,11985904.0,,2018-03-27T18:59:35.064Z,2017-11-22T11:53:48.649Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-65-XU,2017-11-22T11:53:48.779Z,,,,1983296.0,,,,,,,,,,,,,,,
11985904,2016-07-01,2016-07-01,c257,,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzg0L2NmLzdhL2VlMGQtNDVmNy1hMzUyLWJkYzBkOGRmYjI3Zg.pdf,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2QwLzZmL2YzLzY2ZjEtNGQwZi1hZjY2LWRjY2RiNzU5OGM1YQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1780.0,Kalvebod brygge 1-3,2900 Hellerup,"Ahlmanns Alle 2, 4. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,1988-03-01,2017-11-22,Statsautoriseret revisor,-50000.0,,,20222670.0,11985904.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Brand New ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Anne Marie Pedersen,Anne Marie Pedersen,Nykredit Bank,Brand New ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2017-06-30,2016-07-01,false,2017-11-22,KÃ¸benhavn,,urn:ofk:oid:24723294,indberetninger-20180424,2.5118406,11985904.0,,2018-03-27T18:59:35.064Z,2017-11-22T11:53:48.649Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-65-XU,2017-11-22T11:53:48.779Z,,,,50000.0,,,,,,,,,,,,,,,
11985904,2016-07-01,2017-06-30,c173,,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzg0L2NmLzdhL2VlMGQtNDVmNy1hMzUyLWJkYzBkOGRmYjI3Zg.pdf,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2QwLzZmL2YzLzY2ZjEtNGQwZi1hZjY2LWRjY2RiNzU5OGM1YQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1780.0,Kalvebod brygge 1-3,2900 Hellerup,"Ahlmanns Alle 2, 4. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,1988-03-01,2017-11-22,Statsautoriseret revisor,-50000.0,28448.0,-70997.0,20222670.0,11985904.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Brand New ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Anne Marie Pedersen,Anne Marie Pedersen,Nykredit Bank,Brand New ApS,BDO Statsautoriseret revisionsaktieselskab,119.0,98895.0,Gentofte,28448.0,2015-07-01,2016-06-30,-669.0,-669.0,-99445.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2017-06-30,2016-07-01,false,2017-11-22,KÃ¸benhavn,0.0,urn:ofk:oid:24723294,indberetninger-20180424,2.5118406,11985904.0,,2018-03-27T18:59:35.064Z,2017-11-22T11:53:48.649Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-65-XU,2017-11-22T11:53:48.779Z,,,,,,,,,,,,,,,,,Til kapitalejeren i Brand New ApS,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang
11985904,2016-07-01,2017-06-30,c176,,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzg0L2NmLzdhL2VlMGQtNDVmNy1hMzUyLWJkYzBkOGRmYjI3Zg.pdf,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2QwLzZmL2YzLzY2ZjEtNGQwZi1hZjY2LWRjY2RiNzU5OGM1YQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1780.0,Kalvebod brygge 1-3,2900 Hellerup,"Ahlmanns Alle 2, 4. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,1988-03-01,2017-11-22,Statsautoriseret revisor,-50000.0,,,20222670.0,11985904.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Brand New ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Anne Marie Pedersen,Anne Marie Pedersen,Nykredit Bank,Brand New ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2015-07-01,2016-06-30,51700.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2017-06-30,2016-07-01,false,2017-11-22,KÃ¸benhavn,,urn:ofk:oid:24723294,indberetninger-20180424,2.5118406,11985904.0,,2018-03-27T18:59:35.064Z,2017-11-22T11:53:48.649Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-65-XU,2017-11-22T11:53:48.779Z,,,,,,,,,,,,,,,,,,,
11985904,2016-07-01,2017-06-30,c194,,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzg0L2NmLzdhL2VlMGQtNDVmNy1hMzUyLWJkYzBkOGRmYjI3Zg.pdf,http://regnskaber.virk.dk/40958911/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2QwLzZmL2YzLzY2ZjEtNGQwZi1hZjY2LWRjY2RiNzU5OGM1YQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1780.0,Kalvebod brygge 1-3,2900 Hellerup,"Ahlmanns Alle 2, 4. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,1988-03-01,2017-11-22,Statsautoriseret revisor,-50000.0,,,20222670.0,11985904.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Brand New ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Anne Marie Pedersen,Anne Marie Pedersen,Nykredit Bank,Brand New ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2015-07-01,2016-06-30,-52369.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2017-06-30,2016-07-01,false,2017-11-22,KÃ¸benhavn,,urn:ofk:oid:24723294,indberetninger-20180424,2.5118406,11985904.0,,2018-03-27T18:59:35.064Z,2017-11-22T11:53:48.649Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-65-XU,2017-11-22T11:53:48.779Z,,,,,,,,,,,,,,,,,,,
