entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,IdentificationNumberOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
33247354,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzkxLzg2LzU1LzUzYjktNDUxNC1iMmRiLTZjNGEwMWM0YzZlZg.pdf,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2E3LzgwLzZjLzc3ZWQtNDFkNi1iMDg5LWU0ZTA0OGI1ODRmMA.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K. KjÃ¦rulff Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-25,2018-05-25,2018-05-31,33247354.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for K. KjÃ¦rulff Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus KjÃ¦rulff,K. KjÃ¦rulff Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,2242.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-25,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25862858,indberetninger-20180424,2.5124211,33247354.0,AWQWwNpp0wkEsASkt4GJ,2018-06-19T06:35:32.226Z,2018-06-19T06:34:51.372Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-48-DJ,2018-06-19T06:34:51.706Z,,,,,,,,,,,,,,,,,,,,,,
33247354,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzkxLzg2LzU1LzUzYjktNDUxNC1iMmRiLTZjNGEwMWM0YzZlZg.pdf,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2E3LzgwLzZjLzc3ZWQtNDFkNi1iMDg5LWU0ZTA0OGI1ODRmMA.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K. KjÃ¦rulff Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-25,2018-05-25,2018-05-31,33247354.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for K. KjÃ¦rulff Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus KjÃ¦rulff,K. KjÃ¦rulff Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,-2242.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-25,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25862858,indberetninger-20180424,2.5124211,33247354.0,AWQWwNpp0wkEsASkt4GJ,2018-06-19T06:35:32.226Z,2018-06-19T06:34:51.372Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-48-DJ,2018-06-19T06:34:51.706Z,-1513.0,-556.0,173.0,-2242.0,-1513.0,,,,,,,,,,,,,,,,,
33247354,2016-12-31,2016-12-31,ID_7,,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzkxLzg2LzU1LzUzYjktNDUxNC1iMmRiLTZjNGEwMWM0YzZlZg.pdf,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2E3LzgwLzZjLzc3ZWQtNDFkNi1iMDg5LWU0ZTA0OGI1ODRmMA.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K. KjÃ¦rulff Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-25,2018-05-25,2018-05-31,33247354.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for K. KjÃ¦rulff Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus KjÃ¦rulff,K. KjÃ¦rulff Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-25,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25862858,indberetninger-20180424,2.5124211,33247354.0,AWQWwNpp0wkEsASkt4GJ,2018-06-19T06:35:32.226Z,2018-06-19T06:34:51.372Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-48-DJ,2018-06-19T06:34:51.706Z,,,,,,7829.0,7829.0,12000.0,7829.0,556.0,7829.0,7273.0,500.0,-11444.0,7273.0,527.0,6246.0,,,,,
33247354,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzkxLzg2LzU1LzUzYjktNDUxNC1iMmRiLTZjNGEwMWM0YzZlZg.pdf,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2E3LzgwLzZjLzc3ZWQtNDFkNi1iMDg5LWU0ZTA0OGI1ODRmMA.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K. KjÃ¦rulff Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-25,2018-05-25,2018-05-31,33247354.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for K. KjÃ¦rulff Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus KjÃ¦rulff,K. KjÃ¦rulff Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,-696.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-25,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25862858,indberetninger-20180424,2.5124211,33247354.0,AWQWwNpp0wkEsASkt4GJ,2018-06-19T06:35:32.226Z,2018-06-19T06:34:51.372Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-48-DJ,2018-06-19T06:34:51.706Z,-504.0,0.0,191.0,-696.0,-504.0,,,,,,,,,,,,,,,,,
33247354,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzkxLzg2LzU1LzUzYjktNDUxNC1iMmRiLTZjNGEwMWM0YzZlZg.pdf,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2E3LzgwLzZjLzc3ZWQtNDFkNi1iMDg5LWU0ZTA0OGI1ODRmMA.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K. KjÃ¦rulff Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-25,2018-05-25,2018-05-31,33247354.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for K. KjÃ¦rulff Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus KjÃ¦rulff,K. KjÃ¦rulff Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-25,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25862858,indberetninger-20180424,2.5124211,33247354.0,AWQWwNpp0wkEsASkt4GJ,2018-06-19T06:35:32.226Z,2018-06-19T06:34:51.372Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-48-DJ,2018-06-19T06:34:51.706Z,,,,,,,,,,,,,,,,,,35486178.0,Johan Groth,,,
33247354,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzkxLzg2LzU1LzUzYjktNDUxNC1iMmRiLTZjNGEwMWM0YzZlZg.pdf,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2E3LzgwLzZjLzc3ZWQtNDFkNi1iMDg5LWU0ZTA0OGI1ODRmMA.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K. KjÃ¦rulff Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-25,2018-05-25,2018-05-31,33247354.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for K. KjÃ¦rulff Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus KjÃ¦rulff,K. KjÃ¦rulff Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,696.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-25,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25862858,indberetninger-20180424,2.5124211,33247354.0,AWQWwNpp0wkEsASkt4GJ,2018-06-19T06:35:32.226Z,2018-06-19T06:34:51.372Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-48-DJ,2018-06-19T06:34:51.706Z,,,,,,,,,,,,,,,,,,,,,,
33247354,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzkxLzg2LzU1LzUzYjktNDUxNC1iMmRiLTZjNGEwMWM0YzZlZg.pdf,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2E3LzgwLzZjLzc3ZWQtNDFkNi1iMDg5LWU0ZTA0OGI1ODRmMA.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K. KjÃ¦rulff Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-25,2018-05-25,2018-05-31,33247354.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for K. KjÃ¦rulff Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus KjÃ¦rulff,K. KjÃ¦rulff Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-25,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25862858,indberetninger-20180424,2.5124211,33247354.0,AWQWwNpp0wkEsASkt4GJ,2018-06-19T06:35:32.226Z,2018-06-19T06:34:51.372Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-48-DJ,2018-06-19T06:34:51.706Z,,,,,,,,,,,,,,,,,,35486178.0,Michael Jensby Jakobsen,,,
33247354,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzkxLzg2LzU1LzUzYjktNDUxNC1iMmRiLTZjNGEwMWM0YzZlZg.pdf,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2E3LzgwLzZjLzc3ZWQtNDFkNi1iMDg5LWU0ZTA0OGI1ODRmMA.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K. KjÃ¦rulff Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-25,2018-05-25,2018-05-31,33247354.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for K. KjÃ¦rulff Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus KjÃ¦rulff,K. KjÃ¦rulff Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-25,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25862858,indberetninger-20180424,2.5124211,33247354.0,AWQWwNpp0wkEsASkt4GJ,2018-06-19T06:35:32.226Z,2018-06-19T06:34:51.372Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-48-DJ,2018-06-19T06:34:51.706Z,,,,,,,,,,,,,,,,,,,,mne11630,RevisionsFirmaet Edelbo,
33247354,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzkxLzg2LzU1LzUzYjktNDUxNC1iMmRiLTZjNGEwMWM0YzZlZg.pdf,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2E3LzgwLzZjLzc3ZWQtNDFkNi1iMDg5LWU0ZTA0OGI1ODRmMA.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K. KjÃ¦rulff Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-25,2018-05-25,2018-05-31,33247354.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for K. KjÃ¦rulff Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus KjÃ¦rulff,K. KjÃ¦rulff Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-25,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25862858,indberetninger-20180424,2.5124211,33247354.0,AWQWwNpp0wkEsASkt4GJ,2018-06-19T06:35:32.226Z,2018-06-19T06:34:51.372Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-48-DJ,2018-06-19T06:34:51.706Z,,,,,,,,,,,,,,,,,,,,mne34290,RevisionsFirmaet Edelbo,
33247354,2017-01-01,2017-12-31,ID_5,,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzkxLzg2LzU1LzUzYjktNDUxNC1iMmRiLTZjNGEwMWM0YzZlZg.pdf,http://regnskaber.virk.dk/45374233/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2E3LzgwLzZjLzc3ZWQtNDFkNi1iMDg5LWU0ZTA0OGI1ODRmMA.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K. KjÃ¦rulff Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-25,2018-05-25,2018-05-31,33247354.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for K. KjÃ¦rulff Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus KjÃ¦rulff,K. KjÃ¦rulff Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-25,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25862858,indberetninger-20180424,2.5124211,33247354.0,AWQWwNpp0wkEsASkt4GJ,2018-06-19T06:35:32.226Z,2018-06-19T06:34:51.372Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-48-DJ,2018-06-19T06:34:51.706Z,,,,,,,,,,,,,,,,,,,,,,Klaus KjÃ¦rulff
