entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermPayables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,NameAndSurnameOfMemberOfExecutiveBoard
27180485,2016-07-01,2017-06-30,ID_17,,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2U4LzY5LzVmNzItNGM2Yy1hYzMxLTM3NjE2YjgyZTRjNQ.pdf,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzZmLzRjL2M5Lzk1OWYtNDkyMi1iMWEwLTVmY2RlZjVkZGJjNw.xml,true,"7100, Vejle",Mylius Erichsensvej 3,Til kapitalejerne i Stentransporten Vissenbjerg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-27,2018-11-27,2003-04-29,2018-11-29,heine@stentransporten.dk,64473442.0,www.stentransporten.dk,16368342.0,27180485.0,16368342.0,mne10726,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Stentransporten Vissenbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Leon Pinholt,Heine Pedersen,LP Revision & rÃ¥dgivning,Stentransporten Vissenbjerg ApS,LP Revision & rÃ¥dgivning,Vissenbjerg,2016-07-01,2017-06-30,-103400.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-27,Vejle,64472545.0,RevisionspÃ¥tegning,urn:ofk:oid:26406183,indberetninger-20180424,2.5118417999999996,27180485.0,AWdzhewret7j816DxRP6,2018-12-03T10:03:39.262Z,2018-12-03T10:03:34.868Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-01-WU,2018-12-03T10:03:35.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27180485,2016-07-01,2017-06-30,ID_19,,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2U4LzY5LzVmNzItNGM2Yy1hYzMxLTM3NjE2YjgyZTRjNQ.pdf,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzZmLzRjL2M5Lzk1OWYtNDkyMi1iMWEwLTVmY2RlZjVkZGJjNw.xml,true,"7100, Vejle",Mylius Erichsensvej 3,Til kapitalejerne i Stentransporten Vissenbjerg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-27,2018-11-27,2003-04-29,2018-11-29,heine@stentransporten.dk,64473442.0,www.stentransporten.dk,16368342.0,27180485.0,16368342.0,mne10726,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Stentransporten Vissenbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Leon Pinholt,Heine Pedersen,LP Revision & rÃ¥dgivning,Stentransporten Vissenbjerg ApS,LP Revision & rÃ¥dgivning,Vissenbjerg,2016-07-01,2017-06-30,97505.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-27,Vejle,64472545.0,RevisionspÃ¥tegning,urn:ofk:oid:26406183,indberetninger-20180424,2.5118417999999996,27180485.0,AWdzhewret7j816DxRP6,2018-12-03T10:03:39.262Z,2018-12-03T10:03:34.868Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-01-WU,2018-12-03T10:03:35.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27180485,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2U4LzY5LzVmNzItNGM2Yy1hYzMxLTM3NjE2YjgyZTRjNQ.pdf,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzZmLzRjL2M5Lzk1OWYtNDkyMi1iMWEwLTVmY2RlZjVkZGJjNw.xml,true,"7100, Vejle",Mylius Erichsensvej 3,Til kapitalejerne i Stentransporten Vissenbjerg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-27,2018-11-27,2003-04-29,2018-11-29,heine@stentransporten.dk,64473442.0,www.stentransporten.dk,16368342.0,27180485.0,16368342.0,mne10726,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Stentransporten Vissenbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Leon Pinholt,Heine Pedersen,LP Revision & rÃ¥dgivning,Stentransporten Vissenbjerg ApS,LP Revision & rÃ¥dgivning,Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-27,Vejle,64472545.0,RevisionspÃ¥tegning,urn:ofk:oid:26406183,indberetninger-20180424,2.5118417999999996,27180485.0,AWdzhewret7j816DxRP6,2018-12-03T10:03:39.262Z,2018-12-03T10:03:34.868Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-01-WU,2018-12-03T10:03:35.121Z,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27180485,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2U4LzY5LzVmNzItNGM2Yy1hYzMxLTM3NjE2YjgyZTRjNQ.pdf,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzZmLzRjL2M5Lzk1OWYtNDkyMi1iMWEwLTVmY2RlZjVkZGJjNw.xml,true,"7100, Vejle",Mylius Erichsensvej 3,Til kapitalejerne i Stentransporten Vissenbjerg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-27,2018-11-27,2003-04-29,2018-11-29,heine@stentransporten.dk,64473442.0,www.stentransporten.dk,16368342.0,27180485.0,16368342.0,mne10726,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Stentransporten Vissenbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Leon Pinholt,Heine Pedersen,LP Revision & rÃ¥dgivning,Stentransporten Vissenbjerg ApS,LP Revision & rÃ¥dgivning,Vissenbjerg,2016-07-01,2017-06-30,5895.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-27,Vejle,64472545.0,RevisionspÃ¥tegning,urn:ofk:oid:26406183,indberetninger-20180424,2.5118417999999996,27180485.0,AWdzhewret7j816DxRP6,2018-12-03T10:03:39.262Z,2018-12-03T10:03:34.868Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-01-WU,2018-12-03T10:03:35.121Z,,1524596.0,5294639.0,7051179.0,254848.0,34298.0,11394.0,231944.0,5499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27180485,2017-06-30,2017-06-30,ID_6,,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2U4LzY5LzVmNzItNGM2Yy1hYzMxLTM3NjE2YjgyZTRjNQ.pdf,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzZmLzRjL2M5Lzk1OWYtNDkyMi1iMWEwLTVmY2RlZjVkZGJjNw.xml,true,"7100, Vejle",Mylius Erichsensvej 3,Til kapitalejerne i Stentransporten Vissenbjerg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-27,2018-11-27,2003-04-29,2018-11-29,heine@stentransporten.dk,64473442.0,www.stentransporten.dk,16368342.0,27180485.0,16368342.0,mne10726,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Stentransporten Vissenbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Leon Pinholt,Heine Pedersen,LP Revision & rÃ¥dgivning,Stentransporten Vissenbjerg ApS,LP Revision & rÃ¥dgivning,Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-27,Vejle,64472545.0,RevisionspÃ¥tegning,urn:ofk:oid:26406183,indberetninger-20180424,2.5118417999999996,27180485.0,AWdzhewret7j816DxRP6,2018-12-03T10:03:39.262Z,2018-12-03T10:03:34.868Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-01-WU,2018-12-03T10:03:35.121Z,,,,,,,,,,12464286.0,16823.0,150000.0,1786573.0,109227.0,4565344.0,6873719.0,109272.0,3316224.0,487770.0,12464286.0,7216969.0,465870.0,2711101.0,3932249.0,713067.0,20272.0,10677713.0,42211.0,99996.0,797409.0,6000.0,10677713.0,103400.0,681973.0,681973.0,89000.0,4311944.0,99996.0,3284720.0,1236592.0,728695.0,1560482.0,0.0,6192.0,522024.0,1439063.0,,
27180485,2017-07-01,2017-07-01,ID_13,,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2U4LzY5LzVmNzItNGM2Yy1hYzMxLTM3NjE2YjgyZTRjNQ.pdf,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzZmLzRjL2M5Lzk1OWYtNDkyMi1iMWEwLTVmY2RlZjVkZGJjNw.xml,true,"7100, Vejle",Mylius Erichsensvej 3,Til kapitalejerne i Stentransporten Vissenbjerg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-27,2018-11-27,2003-04-29,2018-11-29,heine@stentransporten.dk,64473442.0,www.stentransporten.dk,16368342.0,27180485.0,16368342.0,mne10726,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Stentransporten Vissenbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Leon Pinholt,Heine Pedersen,LP Revision & rÃ¥dgivning,Stentransporten Vissenbjerg ApS,LP Revision & rÃ¥dgivning,Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-27,Vejle,64472545.0,RevisionspÃ¥tegning,urn:ofk:oid:26406183,indberetninger-20180424,2.5118417999999996,27180485.0,AWdzhewret7j816DxRP6,2018-12-03T10:03:39.262Z,2018-12-03T10:03:34.868Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-01-WU,2018-12-03T10:03:35.121Z,,,,,,,,,,,,,,,-150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27180485,2017-07-01,2017-07-01,ID_14,,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2U4LzY5LzVmNzItNGM2Yy1hYzMxLTM3NjE2YjgyZTRjNQ.pdf,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzZmLzRjL2M5Lzk1OWYtNDkyMi1iMWEwLTVmY2RlZjVkZGJjNw.xml,true,"7100, Vejle",Mylius Erichsensvej 3,Til kapitalejerne i Stentransporten Vissenbjerg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-27,2018-11-27,2003-04-29,2018-11-29,heine@stentransporten.dk,64473442.0,www.stentransporten.dk,16368342.0,27180485.0,16368342.0,mne10726,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Stentransporten Vissenbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Leon Pinholt,Heine Pedersen,LP Revision & rÃ¥dgivning,Stentransporten Vissenbjerg ApS,LP Revision & rÃ¥dgivning,Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-27,Vejle,64472545.0,RevisionspÃ¥tegning,urn:ofk:oid:26406183,indberetninger-20180424,2.5118417999999996,27180485.0,AWdzhewret7j816DxRP6,2018-12-03T10:03:39.262Z,2018-12-03T10:03:34.868Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-01-WU,2018-12-03T10:03:35.121Z,,,,,,,,,,,,,,,-4311944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27180485,2017-07-01,2017-07-01,ID_15,,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2U4LzY5LzVmNzItNGM2Yy1hYzMxLTM3NjE2YjgyZTRjNQ.pdf,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzZmLzRjL2M5Lzk1OWYtNDkyMi1iMWEwLTVmY2RlZjVkZGJjNw.xml,true,"7100, Vejle",Mylius Erichsensvej 3,Til kapitalejerne i Stentransporten Vissenbjerg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-27,2018-11-27,2003-04-29,2018-11-29,heine@stentransporten.dk,64473442.0,www.stentransporten.dk,16368342.0,27180485.0,16368342.0,mne10726,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Stentransporten Vissenbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Leon Pinholt,Heine Pedersen,LP Revision & rÃ¥dgivning,Stentransporten Vissenbjerg ApS,LP Revision & rÃ¥dgivning,Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-27,Vejle,64472545.0,RevisionspÃ¥tegning,urn:ofk:oid:26406183,indberetninger-20180424,2.5118417999999996,27180485.0,AWdzhewret7j816DxRP6,2018-12-03T10:03:39.262Z,2018-12-03T10:03:34.868Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-01-WU,2018-12-03T10:03:35.121Z,,,,,,,,,,,,,,,-103400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27180485,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2U4LzY5LzVmNzItNGM2Yy1hYzMxLTM3NjE2YjgyZTRjNQ.pdf,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzZmLzRjL2M5Lzk1OWYtNDkyMi1iMWEwLTVmY2RlZjVkZGJjNw.xml,true,"7100, Vejle",Mylius Erichsensvej 3,Til kapitalejerne i Stentransporten Vissenbjerg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-27,2018-11-27,2003-04-29,2018-11-29,heine@stentransporten.dk,64473442.0,www.stentransporten.dk,16368342.0,27180485.0,16368342.0,mne10726,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Stentransporten Vissenbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Leon Pinholt,Heine Pedersen,LP Revision & rÃ¥dgivning,Stentransporten Vissenbjerg ApS,LP Revision & rÃ¥dgivning,Vissenbjerg,2016-07-01,2017-06-30,723662.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-27,Vejle,64472545.0,RevisionspÃ¥tegning,urn:ofk:oid:26406183,indberetninger-20180424,2.5118417999999996,27180485.0,AWdzhewret7j816DxRP6,2018-12-03T10:03:39.262Z,2018-12-03T10:03:34.868Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-01-WU,2018-12-03T10:03:35.121Z,,2013684.0,6295876.0,9527990.0,321743.0,35292.0,931979.0,1218430.0,208317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27180485,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2U4LzY5LzVmNzItNGM2Yy1hYzMxLTM3NjE2YjgyZTRjNQ.pdf,http://regnskaber.virk.dk/58408172/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzZmLzRjL2M5Lzk1OWYtNDkyMi1iMWEwLTVmY2RlZjVkZGJjNw.xml,true,"7100, Vejle",Mylius Erichsensvej 3,Til kapitalejerne i Stentransporten Vissenbjerg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-27,2018-11-27,2003-04-29,2018-11-29,heine@stentransporten.dk,64473442.0,www.stentransporten.dk,16368342.0,27180485.0,16368342.0,mne10726,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Stentransporten Vissenbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Leon Pinholt,Heine Pedersen,LP Revision & rÃ¥dgivning,Stentransporten Vissenbjerg ApS,LP Revision & rÃ¥dgivning,Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-27,Vejle,64472545.0,RevisionspÃ¥tegning,urn:ofk:oid:26406183,indberetninger-20180424,2.5118417999999996,27180485.0,AWdzhewret7j816DxRP6,2018-12-03T10:03:39.262Z,2018-12-03T10:03:34.868Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-01-WU,2018-12-03T10:03:35.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
