entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
27489052,2016-04-01,2017-03-31,ID_7,,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2NlLzFiL2NlLzI5YTMtNDc5NS1iOGQ3LTk5ZTRhODY5YTRlMA.pdf,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNjLzFlLzIyLzIwOTItNGZiYS1hNDk1LTI3MTU0NTA4NjYwZQ.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holdingselskabet af 15. november 2001 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-07-25,2018-07-25,2003-11-19,2018-07-25,-2500.0,34901295.0,27489052.0,34901295.0,mne7610,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Holdingselskabet af 15. november 2001 ApS.,Ãrsrapport,Torsten Rasmussen,Henrik Sorel,TORSTEN RASMUSSEN,Holdingselskabet af 15. november 2001 ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",2500.0,Lyngby,2016-04-01,2017-03-31,-2500.0,-2500.0,-2500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gladsaxe, 159",2018-03-31,2017-04-01,false,2018-07-25,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26004795,indberetninger-20180424,2.5120976,27489052,AWTbCWTiKQjPMJ1HuS8N,2018-07-27T09:20:18.753Z,2018-07-27T09:19:42.735Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-05-RF,2018-07-27T09:19:42.893Z,,,,,,,,,,,,
27489052,2016-04-01,2017-03-31,ID_9,,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2NlLzFiL2NlLzI5YTMtNDc5NS1iOGQ3LTk5ZTRhODY5YTRlMA.pdf,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNjLzFlLzIyLzIwOTItNGZiYS1hNDk1LTI3MTU0NTA4NjYwZQ.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holdingselskabet af 15. november 2001 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-07-25,2018-07-25,2003-11-19,2018-07-25,,34901295.0,27489052.0,34901295.0,mne7610,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Holdingselskabet af 15. november 2001 ApS.,Ãrsrapport,Torsten Rasmussen,Henrik Sorel,TORSTEN RASMUSSEN,Holdingselskabet af 15. november 2001 ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",,Lyngby,2016-04-01,2017-03-31,2500.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gladsaxe, 159",2018-03-31,2017-04-01,false,2018-07-25,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26004795,indberetninger-20180424,2.5120976,27489052,AWTbCWTiKQjPMJ1HuS8N,2018-07-27T09:20:18.753Z,2018-07-27T09:19:42.735Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-05-RF,2018-07-27T09:19:42.893Z,,,,,,,,,,,,
27489052,2017-03-31,2017-03-31,ID_6,,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2NlLzFiL2NlLzI5YTMtNDc5NS1iOGQ3LTk5ZTRhODY5YTRlMA.pdf,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNjLzFlLzIyLzIwOTItNGZiYS1hNDk1LTI3MTU0NTA4NjYwZQ.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holdingselskabet af 15. november 2001 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-07-25,2018-07-25,2003-11-19,2018-07-25,,34901295.0,27489052.0,34901295.0,mne7610,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Holdingselskabet af 15. november 2001 ApS.,Ãrsrapport,Torsten Rasmussen,Henrik Sorel,TORSTEN RASMUSSEN,Holdingselskabet af 15. november 2001 ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",,Lyngby,2016-04-01,2017-03-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gladsaxe, 159",2018-03-31,2017-04-01,false,2018-07-25,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26004795,indberetninger-20180424,2.5120976,27489052,AWTbCWTiKQjPMJ1HuS8N,2018-07-27T09:20:18.753Z,2018-07-27T09:19:42.735Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-05-RF,2018-07-27T09:19:42.893Z,37.0,37.0,125000.0,37.0,-593513.0,37.0,593550.0,-718513.0,593550.0,591050.0,2500.0,
27489052,2017-04-01,2018-03-31,ID_0,,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2NlLzFiL2NlLzI5YTMtNDc5NS1iOGQ3LTk5ZTRhODY5YTRlMA.pdf,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNjLzFlLzIyLzIwOTItNGZiYS1hNDk1LTI3MTU0NTA4NjYwZQ.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holdingselskabet af 15. november 2001 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-07-25,2018-07-25,2003-11-19,2018-07-25,-2500.0,34901295.0,27489052.0,34901295.0,mne7610,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Holdingselskabet af 15. november 2001 ApS.,Ãrsrapport,Torsten Rasmussen,Henrik Sorel,TORSTEN RASMUSSEN,Holdingselskabet af 15. november 2001 ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",2500.0,Lyngby,2016-04-01,2017-03-31,-2500.0,-2500.0,-2500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gladsaxe, 159",2018-03-31,2017-04-01,false,2018-07-25,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26004795,indberetninger-20180424,2.5120976,27489052,AWTbCWTiKQjPMJ1HuS8N,2018-07-27T09:20:18.753Z,2018-07-27T09:19:42.735Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-05-RF,2018-07-27T09:19:42.893Z,,,,,,,,,,,,
27489052,2017-04-01,2018-03-31,ID_1,,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2NlLzFiL2NlLzI5YTMtNDc5NS1iOGQ3LTk5ZTRhODY5YTRlMA.pdf,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNjLzFlLzIyLzIwOTItNGZiYS1hNDk1LTI3MTU0NTA4NjYwZQ.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holdingselskabet af 15. november 2001 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-07-25,2018-07-25,2003-11-19,2018-07-25,,34901295.0,27489052.0,34901295.0,mne7610,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Holdingselskabet af 15. november 2001 ApS.,Ãrsrapport,Torsten Rasmussen,Henrik Sorel,TORSTEN RASMUSSEN,Holdingselskabet af 15. november 2001 ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",,Lyngby,2016-04-01,2017-03-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gladsaxe, 159",2018-03-31,2017-04-01,false,2018-07-25,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26004795,indberetninger-20180424,2.5120976,27489052,AWTbCWTiKQjPMJ1HuS8N,2018-07-27T09:20:18.753Z,2018-07-27T09:19:42.735Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-05-RF,2018-07-27T09:19:42.893Z,,,,,,,,,,,,
27489052,2017-04-01,2018-03-31,ID_2,,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2NlLzFiL2NlLzI5YTMtNDc5NS1iOGQ3LTk5ZTRhODY5YTRlMA.pdf,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNjLzFlLzIyLzIwOTItNGZiYS1hNDk1LTI3MTU0NTA4NjYwZQ.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holdingselskabet af 15. november 2001 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-07-25,2018-07-25,2003-11-19,2018-07-25,,34901295.0,27489052.0,34901295.0,mne7610,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Holdingselskabet af 15. november 2001 ApS.,Ãrsrapport,Torsten Rasmussen,Henrik Sorel,TORSTEN RASMUSSEN,Holdingselskabet af 15. november 2001 ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",,Lyngby,2016-04-01,2017-03-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gladsaxe, 159",2018-03-31,2017-04-01,false,2018-07-25,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26004795,indberetninger-20180424,2.5120976,27489052,AWTbCWTiKQjPMJ1HuS8N,2018-07-27T09:20:18.753Z,2018-07-27T09:19:42.735Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-05-RF,2018-07-27T09:19:42.893Z,,,,,,,,,,,,
27489052,2017-04-01,2018-03-31,ID_3,,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2NlLzFiL2NlLzI5YTMtNDc5NS1iOGQ3LTk5ZTRhODY5YTRlMA.pdf,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNjLzFlLzIyLzIwOTItNGZiYS1hNDk1LTI3MTU0NTA4NjYwZQ.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holdingselskabet af 15. november 2001 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-07-25,2018-07-25,2003-11-19,2018-07-25,,34901295.0,27489052.0,34901295.0,mne7610,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Holdingselskabet af 15. november 2001 ApS.,Ãrsrapport,Torsten Rasmussen,Henrik Sorel,TORSTEN RASMUSSEN,Holdingselskabet af 15. november 2001 ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",,Lyngby,2016-04-01,2017-03-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gladsaxe, 159",2018-03-31,2017-04-01,false,2018-07-25,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26004795,indberetninger-20180424,2.5120976,27489052,AWTbCWTiKQjPMJ1HuS8N,2018-07-27T09:20:18.753Z,2018-07-27T09:19:42.735Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-05-RF,2018-07-27T09:19:42.893Z,,,,,,,,,,,,Henrik Sorel
27489052,2017-04-01,2018-03-31,ID_4,,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2NlLzFiL2NlLzI5YTMtNDc5NS1iOGQ3LTk5ZTRhODY5YTRlMA.pdf,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNjLzFlLzIyLzIwOTItNGZiYS1hNDk1LTI3MTU0NTA4NjYwZQ.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holdingselskabet af 15. november 2001 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-07-25,2018-07-25,2003-11-19,2018-07-25,,34901295.0,27489052.0,34901295.0,mne7610,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Holdingselskabet af 15. november 2001 ApS.,Ãrsrapport,Torsten Rasmussen,Henrik Sorel,TORSTEN RASMUSSEN,Holdingselskabet af 15. november 2001 ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",,Lyngby,2016-04-01,2017-03-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gladsaxe, 159",2018-03-31,2017-04-01,false,2018-07-25,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26004795,indberetninger-20180424,2.5120976,27489052,AWTbCWTiKQjPMJ1HuS8N,2018-07-27T09:20:18.753Z,2018-07-27T09:19:42.735Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-05-RF,2018-07-27T09:19:42.893Z,,,,,,,,,,,,
27489052,2017-04-01,2018-03-31,ID_8,,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2NlLzFiL2NlLzI5YTMtNDc5NS1iOGQ3LTk5ZTRhODY5YTRlMA.pdf,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNjLzFlLzIyLzIwOTItNGZiYS1hNDk1LTI3MTU0NTA4NjYwZQ.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holdingselskabet af 15. november 2001 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-07-25,2018-07-25,2003-11-19,2018-07-25,,34901295.0,27489052.0,34901295.0,mne7610,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Holdingselskabet af 15. november 2001 ApS.,Ãrsrapport,Torsten Rasmussen,Henrik Sorel,TORSTEN RASMUSSEN,Holdingselskabet af 15. november 2001 ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",,Lyngby,2016-04-01,2017-03-31,2500.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gladsaxe, 159",2018-03-31,2017-04-01,false,2018-07-25,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26004795,indberetninger-20180424,2.5120976,27489052,AWTbCWTiKQjPMJ1HuS8N,2018-07-27T09:20:18.753Z,2018-07-27T09:19:42.735Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-05-RF,2018-07-27T09:19:42.893Z,,,,,,,,,,,,
27489052,2018-03-31,2018-03-31,ID_5,,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2NlLzFiL2NlLzI5YTMtNDc5NS1iOGQ3LTk5ZTRhODY5YTRlMA.pdf,http://regnskaber.virk.dk/25098472/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNjLzFlLzIyLzIwOTItNGZiYS1hNDk1LTI3MTU0NTA4NjYwZQ.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holdingselskabet af 15. november 2001 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-07-25,2018-07-25,2003-11-19,2018-07-25,,34901295.0,27489052.0,34901295.0,mne7610,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Holdingselskabet af 15. november 2001 ApS.,Ãrsrapport,Torsten Rasmussen,Henrik Sorel,TORSTEN RASMUSSEN,Holdingselskabet af 15. november 2001 ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",,Lyngby,2016-04-01,2017-03-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gladsaxe, 159",2018-03-31,2017-04-01,false,2018-07-25,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26004795,indberetninger-20180424,2.5120976,27489052,AWTbCWTiKQjPMJ1HuS8N,2018-07-27T09:20:18.753Z,2018-07-27T09:19:42.735Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-05-RF,2018-07-27T09:19:42.893Z,37.0,37.0,125000.0,37.0,-596013.0,37.0,596050.0,-721013.0,596050.0,593550.0,2500.0,
