entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialInstitutionStreetAndNumber,AddressOfLawFirmPostcodeAndTown,AddressOfLawFirmStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermInvestments,OtherShorttermPayables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
entity identifier,2011-01-01,2011-12-31,ID_10,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8vcGRmcy8yOTUwOTAyNjtBcFMzNzEyNjQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8veGJybHMvWC05RUYwRDZEOC0yMDEzMDMwOF8wOTM1MzNfNzI3.xml,Silkeborg Erhvervsafdeling,"Herning, 7400",Kaj Munks VEj 4,"7400, Herning",Hans Egedes Vej 20,"Herning, 7400",Hans Egedes Vej 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2006-04-10,2013-03-08,16667.0,Registreret revisor,bent@bfraadgivning.dk,134493.0,-199839.0,29509026.0,29509026.0,29509026.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for B. F. RÃ¥dgivning Herning ApS.,Ãrsrapport,Bent Frandsen,Bent Frandsen,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",Nordea,Advokatfirmaet DAHL,B. F. RÃ¥dgivning Herning ApS,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",-5885.0,-41023.0,-54564.0,-48679.0,"657, Herning",2012-12-31,2012-01-01,2013-03-08,Herning,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",13541.0,urn:ofk:oid:17532462,indberetninger-20180424,2.5118406,29509026.0,,2018-04-01T20:33:13.538Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-89.017,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_12,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8vcGRmcy8yOTUwOTAyNjtBcFMzNzEyNjQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8veGJybHMvWC05RUYwRDZEOC0yMDEzMDMwOF8wOTM1MzNfNzI3.xml,Silkeborg Erhvervsafdeling,"Herning, 7400",Kaj Munks VEj 4,"7400, Herning",Hans Egedes Vej 20,"Herning, 7400",Hans Egedes Vej 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2006-04-10,2013-03-08,,Registreret revisor,bent@bfraadgivning.dk,,,29509026.0,29509026.0,29509026.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for B. F. RÃ¥dgivning Herning ApS.,Ãrsrapport,Bent Frandsen,Bent Frandsen,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",Nordea,Advokatfirmaet DAHL,B. F. RÃ¥dgivning Herning ApS,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",,90000.0,,,"657, Herning",2012-12-31,2012-01-01,2013-03-08,Herning,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,urn:ofk:oid:17532462,indberetninger-20180424,2.5118406,29509026.0,,2018-04-01T20:33:13.538Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-89.017,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_14,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8vcGRmcy8yOTUwOTAyNjtBcFMzNzEyNjQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8veGJybHMvWC05RUYwRDZEOC0yMDEzMDMwOF8wOTM1MzNfNzI3.xml,Silkeborg Erhvervsafdeling,"Herning, 7400",Kaj Munks VEj 4,"7400, Herning",Hans Egedes Vej 20,"Herning, 7400",Hans Egedes Vej 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2006-04-10,2013-03-08,,Registreret revisor,bent@bfraadgivning.dk,,,29509026.0,29509026.0,29509026.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for B. F. RÃ¥dgivning Herning ApS.,Ãrsrapport,Bent Frandsen,Bent Frandsen,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",Nordea,Advokatfirmaet DAHL,B. F. RÃ¥dgivning Herning ApS,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",,-48980.0,,,"657, Herning",2012-12-31,2012-01-01,2013-03-08,Herning,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,urn:ofk:oid:17532462,indberetninger-20180424,2.5118406,29509026.0,,2018-04-01T20:33:13.538Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-89.017,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_16,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8vcGRmcy8yOTUwOTAyNjtBcFMzNzEyNjQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8veGJybHMvWC05RUYwRDZEOC0yMDEzMDMwOF8wOTM1MzNfNzI3.xml,Silkeborg Erhvervsafdeling,"Herning, 7400",Kaj Munks VEj 4,"7400, Herning",Hans Egedes Vej 20,"Herning, 7400",Hans Egedes Vej 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2006-04-10,2013-03-08,,Registreret revisor,bent@bfraadgivning.dk,,,29509026.0,29509026.0,29509026.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for B. F. RÃ¥dgivning Herning ApS.,Ãrsrapport,Bent Frandsen,Bent Frandsen,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",Nordea,Advokatfirmaet DAHL,B. F. RÃ¥dgivning Herning ApS,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",,41020.0,,,"657, Herning",2012-12-31,2012-01-01,2013-03-08,Herning,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,urn:ofk:oid:17532462,indberetninger-20180424,2.5118406,29509026.0,,2018-04-01T20:33:13.538Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-89.017,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-12-31,2011-12-31,ID_18,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8vcGRmcy8yOTUwOTAyNjtBcFMzNzEyNjQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8veGJybHMvWC05RUYwRDZEOC0yMDEzMDMwOF8wOTM1MzNfNzI3.xml,Silkeborg Erhvervsafdeling,"Herning, 7400",Kaj Munks VEj 4,"7400, Herning",Hans Egedes Vej 20,"Herning, 7400",Hans Egedes Vej 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2006-04-10,2013-03-08,,Registreret revisor,bent@bfraadgivning.dk,,,29509026.0,29509026.0,29509026.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for B. F. RÃ¥dgivning Herning ApS.,Ãrsrapport,Bent Frandsen,Bent Frandsen,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",Nordea,Advokatfirmaet DAHL,B. F. RÃ¥dgivning Herning ApS,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",,,,,"657, Herning",2012-12-31,2012-01-01,2013-03-08,Herning,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,urn:ofk:oid:17532462,indberetninger-20180424,2.5118406,29509026.0,,2018-04-01T20:33:13.538Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-89.017,2013-03-11T23:00:00.000Z,2152708.0,359195.0,52075.0,-125000.0,484790.0,9000.0,-1934625.0,1144585.0,-2152708.0,-203815.0,-15000.0,1667918.0,-15000.0,200.0,-35582.0,523333.0,1667918.0,-124800.0,-14268.0,-14268.0,-604008.0,-1205617.0,200.0,-188815.0,-28433.0,125395.0,8104.0,0.0,56216.0,,
entity identifier,2012-01-01,2012-12-31,ID_0,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8vcGRmcy8yOTUwOTAyNjtBcFMzNzEyNjQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8veGJybHMvWC05RUYwRDZEOC0yMDEzMDMwOF8wOTM1MzNfNzI3.xml,Silkeborg Erhvervsafdeling,"Herning, 7400",Kaj Munks VEj 4,"7400, Herning",Hans Egedes Vej 20,"Herning, 7400",Hans Egedes Vej 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2006-04-10,2013-03-08,,Registreret revisor,bent@bfraadgivning.dk,,,29509026.0,29509026.0,29509026.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for B. F. RÃ¥dgivning Herning ApS.,Ãrsrapport,Bent Frandsen,Bent Frandsen,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",Nordea,Advokatfirmaet DAHL,B. F. RÃ¥dgivning Herning ApS,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",,,,,"657, Herning",2012-12-31,2012-01-01,2013-03-08,Herning,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,urn:ofk:oid:17532462,indberetninger-20180424,2.5118406,29509026.0,,2018-04-01T20:33:13.538Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-89.017,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_1,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8vcGRmcy8yOTUwOTAyNjtBcFMzNzEyNjQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8veGJybHMvWC05RUYwRDZEOC0yMDEzMDMwOF8wOTM1MzNfNzI3.xml,Silkeborg Erhvervsafdeling,"Herning, 7400",Kaj Munks VEj 4,"7400, Herning",Hans Egedes Vej 20,"Herning, 7400",Hans Egedes Vej 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2006-04-10,2013-03-08,,Registreret revisor,bent@bfraadgivning.dk,,,29509026.0,29509026.0,29509026.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for B. F. RÃ¥dgivning Herning ApS.,Ãrsrapport,Bent Frandsen,Bent Frandsen,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",Nordea,Advokatfirmaet DAHL,B. F. RÃ¥dgivning Herning ApS,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",,,,,"657, Herning",2012-12-31,2012-01-01,2013-03-08,Herning,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,urn:ofk:oid:17532462,indberetninger-20180424,2.5118406,29509026.0,,2018-04-01T20:33:13.538Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-89.017,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_11,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8vcGRmcy8yOTUwOTAyNjtBcFMzNzEyNjQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8veGJybHMvWC05RUYwRDZEOC0yMDEzMDMwOF8wOTM1MzNfNzI3.xml,Silkeborg Erhvervsafdeling,"Herning, 7400",Kaj Munks VEj 4,"7400, Herning",Hans Egedes Vej 20,"Herning, 7400",Hans Egedes Vej 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2006-04-10,2013-03-08,,Registreret revisor,bent@bfraadgivning.dk,,,29509026.0,29509026.0,29509026.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for B. F. RÃ¥dgivning Herning ApS.,Ãrsrapport,Bent Frandsen,Bent Frandsen,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",Nordea,Advokatfirmaet DAHL,B. F. RÃ¥dgivning Herning ApS,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",,90000.0,,,"657, Herning",2012-12-31,2012-01-01,2013-03-08,Herning,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,urn:ofk:oid:17532462,indberetninger-20180424,2.5118406,29509026.0,,2018-04-01T20:33:13.538Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-89.017,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_13,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8vcGRmcy8yOTUwOTAyNjtBcFMzNzEyNjQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8veGJybHMvWC05RUYwRDZEOC0yMDEzMDMwOF8wOTM1MzNfNzI3.xml,Silkeborg Erhvervsafdeling,"Herning, 7400",Kaj Munks VEj 4,"7400, Herning",Hans Egedes Vej 20,"Herning, 7400",Hans Egedes Vej 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2006-04-10,2013-03-08,,Registreret revisor,bent@bfraadgivning.dk,,,29509026.0,29509026.0,29509026.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for B. F. RÃ¥dgivning Herning ApS.,Ãrsrapport,Bent Frandsen,Bent Frandsen,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",Nordea,Advokatfirmaet DAHL,B. F. RÃ¥dgivning Herning ApS,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",,-20830.0,,,"657, Herning",2012-12-31,2012-01-01,2013-03-08,Herning,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,urn:ofk:oid:17532462,indberetninger-20180424,2.5118406,29509026.0,,2018-04-01T20:33:13.538Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-89.017,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_15,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8vcGRmcy8yOTUwOTAyNjtBcFMzNzEyNjQ7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/62090592/Y3ZyLmRrOi8veGJybHMvWC05RUYwRDZEOC0yMDEzMDMwOF8wOTM1MzNfNzI3.xml,Silkeborg Erhvervsafdeling,"Herning, 7400",Kaj Munks VEj 4,"7400, Herning",Hans Egedes Vej 20,"Herning, 7400",Hans Egedes Vej 20,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2006-04-10,2013-03-08,,Registreret revisor,bent@bfraadgivning.dk,,,29509026.0,29509026.0,29509026.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012 for B. F. RÃ¥dgivning Herning ApS.,Ãrsrapport,Bent Frandsen,Bent Frandsen,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",Nordea,Advokatfirmaet DAHL,B. F. RÃ¥dgivning Herning ApS,"B. F. RÃ¥dgivning Herning ApS, registreret revisor FSR - danske revisorer",,69170.0,,,"657, Herning",2012-12-31,2012-01-01,2013-03-08,Herning,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,urn:ofk:oid:17532462,indberetninger-20180424,2.5118406,29509026.0,,2018-04-01T20:33:13.538Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-89.017,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
