entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
82665811,2017-07-01,2018-06-30,c4,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzYyLzA0L2VkL2IyYjUtNGEzOS1iOGJhLTA1YTEwOTU4NmFiNw.xhtml,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2NlLzljLzhiLzVkN2QtNDU3OS1hZmQ2LTEwYThkZWI3MmFjOA.pdf,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzQzLzU4LzJiLzdjYzEtNGExYi1hY2Y1LWFjODkyYzcyMWZiNg.xml,true,Danmark,DK,Strandby,9970.0,5.0,Hyttefadsvej,Bindslev,9881.0,4.0,Doravej,9970  Strandby,Hyttefadsvej 5,Til kapitalejeren i Concordia Formuepleje Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-11,2019-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke pantsat aktiver eller stillet sikkerheder.</p>",-15026.0,82665811.0,mne17386,1016454067.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Bang Pedersen,E.Steen SÃ¸rensen,Ejvind Steen SÃ¸rensen,CONCORDIA FORMUEPLEJE ApS,Lars Pedersen,376455.0,119917.0,Strandby,2017-07-01,2018-06-30,-271564.0,-271564.0,-15026.0,2019-06-30,2018-07-01,false,2019-10-11,Strandby,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27924864,indberetninger-20180424,2.59278,82665811.0,AW3PwBSgIXJRhhXBOnI5,2019-10-15T14:09:46.624Z,2019-10-15T14:08:54.371Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CX-32-JV,2019-10-15T14:08:54.601Z,,,,,,,,,,,,,,,,,,,,
82665811,2017-07-01,2018-06-30,c6,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzYyLzA0L2VkL2IyYjUtNGEzOS1iOGJhLTA1YTEwOTU4NmFiNw.xhtml,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2NlLzljLzhiLzVkN2QtNDU3OS1hZmQ2LTEwYThkZWI3MmFjOA.pdf,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzQzLzU4LzJiLzdjYzEtNGExYi1hY2Y1LWFjODkyYzcyMWZiNg.xml,true,Danmark,DK,Strandby,9970.0,5.0,Hyttefadsvej,Bindslev,9881.0,4.0,Doravej,9970  Strandby,Hyttefadsvej 5,Til kapitalejeren i Concordia Formuepleje Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-11,2019-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke pantsat aktiver eller stillet sikkerheder.</p>",,82665811.0,mne17386,1016454067.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Bang Pedersen,E.Steen SÃ¸rensen,Ejvind Steen SÃ¸rensen,CONCORDIA FORMUEPLEJE ApS,Lars Pedersen,,,Strandby,2017-07-01,2018-06-30,0.0,,,2019-06-30,2018-07-01,false,2019-10-11,Strandby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27924864,indberetninger-20180424,2.59278,82665811.0,AW3PwBSgIXJRhhXBOnI5,2019-10-15T14:09:46.624Z,2019-10-15T14:08:54.371Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CX-32-JV,2019-10-15T14:08:54.601Z,,,,,,,,,,,,,,,,,,,,
82665811,2017-07-01,2018-06-30,c8,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzYyLzA0L2VkL2IyYjUtNGEzOS1iOGJhLTA1YTEwOTU4NmFiNw.xhtml,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2NlLzljLzhiLzVkN2QtNDU3OS1hZmQ2LTEwYThkZWI3MmFjOA.pdf,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzQzLzU4LzJiLzdjYzEtNGExYi1hY2Y1LWFjODkyYzcyMWZiNg.xml,true,Danmark,DK,Strandby,9970.0,5.0,Hyttefadsvej,Bindslev,9881.0,4.0,Doravej,9970  Strandby,Hyttefadsvej 5,Til kapitalejeren i Concordia Formuepleje Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-11,2019-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke pantsat aktiver eller stillet sikkerheder.</p>",,82665811.0,mne17386,1016454067.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Bang Pedersen,E.Steen SÃ¸rensen,Ejvind Steen SÃ¸rensen,CONCORDIA FORMUEPLEJE ApS,Lars Pedersen,,,Strandby,2017-07-01,2018-06-30,-271564.0,,,2019-06-30,2018-07-01,false,2019-10-11,Strandby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27924864,indberetninger-20180424,2.59278,82665811.0,AW3PwBSgIXJRhhXBOnI5,2019-10-15T14:09:46.624Z,2019-10-15T14:08:54.371Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CX-32-JV,2019-10-15T14:08:54.601Z,,,,,,,,,,,,,,,,,,,,
82665811,2018-06-30,2018-06-30,c10,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzYyLzA0L2VkL2IyYjUtNGEzOS1iOGJhLTA1YTEwOTU4NmFiNw.xhtml,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2NlLzljLzhiLzVkN2QtNDU3OS1hZmQ2LTEwYThkZWI3MmFjOA.pdf,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzQzLzU4LzJiLzdjYzEtNGExYi1hY2Y1LWFjODkyYzcyMWZiNg.xml,true,Danmark,DK,Strandby,9970.0,5.0,Hyttefadsvej,Bindslev,9881.0,4.0,Doravej,9970  Strandby,Hyttefadsvej 5,Til kapitalejeren i Concordia Formuepleje Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-11,2019-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke pantsat aktiver eller stillet sikkerheder.</p>",,82665811.0,mne17386,1016454067.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Bang Pedersen,E.Steen SÃ¸rensen,Ejvind Steen SÃ¸rensen,CONCORDIA FORMUEPLEJE ApS,Lars Pedersen,,,Strandby,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,false,2019-10-11,Strandby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27924864,indberetninger-20180424,2.59278,82665811.0,AW3PwBSgIXJRhhXBOnI5,2019-10-15T14:09:46.624Z,2019-10-15T14:08:54.371Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CX-32-JV,2019-10-15T14:08:54.601Z,2146691.0,550965.0,133333.0,601511.0,2134191.0,2146691.0,12500.0,1545180.0,1545180.0,1545180.0,0.0,21614.0,2000858.0,12500.0,4000.0,50546.0,8500.0,28932.0,,
82665811,2018-07-01,2019-06-30,c0,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzYyLzA0L2VkL2IyYjUtNGEzOS1iOGJhLTA1YTEwOTU4NmFiNw.xhtml,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2NlLzljLzhiLzVkN2QtNDU3OS1hZmQ2LTEwYThkZWI3MmFjOA.pdf,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzQzLzU4LzJiLzdjYzEtNGExYi1hY2Y1LWFjODkyYzcyMWZiNg.xml,true,Danmark,DK,Strandby,9970.0,5.0,Hyttefadsvej,Bindslev,9881.0,4.0,Doravej,9970  Strandby,Hyttefadsvej 5,Til kapitalejeren i Concordia Formuepleje Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-11,2019-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke pantsat aktiver eller stillet sikkerheder.</p>",-14563.0,82665811.0,mne17386,1016454067.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Bang Pedersen,E.Steen SÃ¸rensen,Ejvind Steen SÃ¸rensen,CONCORDIA FORMUEPLEJE ApS,Lars Pedersen,86429.0,162800.0,Strandby,2017-07-01,2018-06-30,61808.0,61808.0,-14563.0,2019-06-30,2018-07-01,false,2019-10-11,Strandby,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27924864,indberetninger-20180424,2.59278,82665811.0,AW3PwBSgIXJRhhXBOnI5,2019-10-15T14:09:46.624Z,2019-10-15T14:08:54.371Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CX-32-JV,2019-10-15T14:08:54.601Z,,,,,,,,,,,,,,,,,,,,
82665811,2018-07-01,2019-06-30,c1,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzYyLzA0L2VkL2IyYjUtNGEzOS1iOGJhLTA1YTEwOTU4NmFiNw.xhtml,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2NlLzljLzhiLzVkN2QtNDU3OS1hZmQ2LTEwYThkZWI3MmFjOA.pdf,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzQzLzU4LzJiLzdjYzEtNGExYi1hY2Y1LWFjODkyYzcyMWZiNg.xml,true,Danmark,DK,Strandby,9970.0,5.0,Hyttefadsvej,Bindslev,9881.0,4.0,Doravej,9970  Strandby,Hyttefadsvej 5,Til kapitalejeren i Concordia Formuepleje Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-11,2019-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke pantsat aktiver eller stillet sikkerheder.</p>",,82665811.0,mne17386,1016454067.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Bang Pedersen,E.Steen SÃ¸rensen,Ejvind Steen SÃ¸rensen,CONCORDIA FORMUEPLEJE ApS,Lars Pedersen,,,Strandby,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,false,2019-10-11,Strandby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27924864,indberetninger-20180424,2.59278,82665811.0,AW3PwBSgIXJRhhXBOnI5,2019-10-15T14:09:46.624Z,2019-10-15T14:08:54.371Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CX-32-JV,2019-10-15T14:08:54.601Z,,,,,,,,,,,,,,,,,,,33225172.0,Lars P Revision
82665811,2018-07-01,2019-06-30,c2,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzYyLzA0L2VkL2IyYjUtNGEzOS1iOGJhLTA1YTEwOTU4NmFiNw.xhtml,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2NlLzljLzhiLzVkN2QtNDU3OS1hZmQ2LTEwYThkZWI3MmFjOA.pdf,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzQzLzU4LzJiLzdjYzEtNGExYi1hY2Y1LWFjODkyYzcyMWZiNg.xml,true,Danmark,DK,Strandby,9970.0,5.0,Hyttefadsvej,Bindslev,9881.0,4.0,Doravej,9970  Strandby,Hyttefadsvej 5,Til kapitalejeren i Concordia Formuepleje Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-11,2019-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke pantsat aktiver eller stillet sikkerheder.</p>",,82665811.0,mne17386,1016454067.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Bang Pedersen,E.Steen SÃ¸rensen,Ejvind Steen SÃ¸rensen,CONCORDIA FORMUEPLEJE ApS,Lars Pedersen,,,Strandby,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,false,2019-10-11,Strandby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27924864,indberetninger-20180424,2.59278,82665811.0,AW3PwBSgIXJRhhXBOnI5,2019-10-15T14:09:46.624Z,2019-10-15T14:08:54.371Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CX-32-JV,2019-10-15T14:08:54.601Z,,,,,,,,,,,,,,,,,,,,
82665811,2018-07-01,2019-06-30,c3,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzYyLzA0L2VkL2IyYjUtNGEzOS1iOGJhLTA1YTEwOTU4NmFiNw.xhtml,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2NlLzljLzhiLzVkN2QtNDU3OS1hZmQ2LTEwYThkZWI3MmFjOA.pdf,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzQzLzU4LzJiLzdjYzEtNGExYi1hY2Y1LWFjODkyYzcyMWZiNg.xml,true,Danmark,DK,Strandby,9970.0,5.0,Hyttefadsvej,Bindslev,9881.0,4.0,Doravej,9970  Strandby,Hyttefadsvej 5,Til kapitalejeren i Concordia Formuepleje Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-11,2019-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke pantsat aktiver eller stillet sikkerheder.</p>",,82665811.0,mne17386,1016454067.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Bang Pedersen,E.Steen SÃ¸rensen,Ejvind Steen SÃ¸rensen,CONCORDIA FORMUEPLEJE ApS,Lars Pedersen,,,Strandby,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,false,2019-10-11,Strandby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27924864,indberetninger-20180424,2.59278,82665811.0,AW3PwBSgIXJRhhXBOnI5,2019-10-15T14:09:46.624Z,2019-10-15T14:08:54.371Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CX-32-JV,2019-10-15T14:08:54.601Z,,,,,,,,,,,,,,,,,,,33225172.0,Lars P Revision
82665811,2018-07-01,2019-06-30,c5,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzYyLzA0L2VkL2IyYjUtNGEzOS1iOGJhLTA1YTEwOTU4NmFiNw.xhtml,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2NlLzljLzhiLzVkN2QtNDU3OS1hZmQ2LTEwYThkZWI3MmFjOA.pdf,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzQzLzU4LzJiLzdjYzEtNGExYi1hY2Y1LWFjODkyYzcyMWZiNg.xml,true,Danmark,DK,Strandby,9970.0,5.0,Hyttefadsvej,Bindslev,9881.0,4.0,Doravej,9970  Strandby,Hyttefadsvej 5,Til kapitalejeren i Concordia Formuepleje Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-11,2019-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke pantsat aktiver eller stillet sikkerheder.</p>",,82665811.0,mne17386,1016454067.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Bang Pedersen,E.Steen SÃ¸rensen,Ejvind Steen SÃ¸rensen,CONCORDIA FORMUEPLEJE ApS,Lars Pedersen,,,Strandby,2017-07-01,2018-06-30,15068.0,,,2019-06-30,2018-07-01,false,2019-10-11,Strandby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27924864,indberetninger-20180424,2.59278,82665811.0,AW3PwBSgIXJRhhXBOnI5,2019-10-15T14:09:46.624Z,2019-10-15T14:08:54.371Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CX-32-JV,2019-10-15T14:08:54.601Z,,,,,,,,,,,,,,,,,,,,
82665811,2018-07-01,2019-06-30,c7,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzYyLzA0L2VkL2IyYjUtNGEzOS1iOGJhLTA1YTEwOTU4NmFiNw.xhtml,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2NlLzljLzhiLzVkN2QtNDU3OS1hZmQ2LTEwYThkZWI3MmFjOA.pdf,http://regnskaber.virk.dk/11856628/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzQzLzU4LzJiLzdjYzEtNGExYi1hY2Y1LWFjODkyYzcyMWZiNg.xml,true,Danmark,DK,Strandby,9970.0,5.0,Hyttefadsvej,Bindslev,9881.0,4.0,Doravej,9970  Strandby,Hyttefadsvej 5,Til kapitalejeren i Concordia Formuepleje Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-11,2019-10-11,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke pantsat aktiver eller stillet sikkerheder.</p>",,82665811.0,mne17386,1016454067.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Bang Pedersen,E.Steen SÃ¸rensen,Ejvind Steen SÃ¸rensen,CONCORDIA FORMUEPLEJE ApS,Lars Pedersen,,,Strandby,2017-07-01,2018-06-30,46740.0,,,2019-06-30,2018-07-01,false,2019-10-11,Strandby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27924864,indberetninger-20180424,2.59278,82665811.0,AW3PwBSgIXJRhhXBOnI5,2019-10-15T14:09:46.624Z,2019-10-15T14:08:54.371Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CX-32-JV,2019-10-15T14:08:54.601Z,,,,,,,,,,,,,,,,,,,,
