entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,CashAndCashEquivalents,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherReserves,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,NameAndSurnameOfMemberOfSupervisoryBoard
14709894,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJjL2YzLzZkL2ZlMTUtNGUzNS05YjJiLWRmMjc3NmJmNTg1ZA.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVmL2M2L2JmL2I1N2QtNGNlNS04NDQzLTYxMDRhOTg1MTJlMA.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2IyL2FlLzI2LzZmZDUtNDEzNC1hYTYyLWI3YTNkODg2MGVlNQ.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000 Kolding,Mazantigade 9,7144.0,Regnskabsklasse B,2018-03-13,2018-06-12,2192.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",43219.0,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,0.0,387.0,180000.0,Hvidbjerg,2016-01-01,2016-12-31,41414.0,41414.0,41027.0,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for de kommende Ã¥r ikke skal revideres.",0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25800716,indberetninger-20180424,2.5927877,14709894.0,AWP1jdfO0wkEsASktrKy,2018-06-12T19:52:08.704Z,2018-06-12T19:51:41.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-98-YU,2018-06-12T19:51:42.031Z,,,,,,,,,,,,,,,,,
14709894,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJjL2YzLzZkL2ZlMTUtNGUzNS05YjJiLWRmMjc3NmJmNTg1ZA.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVmL2M2L2JmL2I1N2QtNGNlNS04NDQzLTYxMDRhOTg1MTJlMA.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2IyL2FlLzI2LzZmZDUtNDEzNC1hYTYyLWI3YTNkODg2MGVlNQ.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000 Kolding,Mazantigade 9,7144.0,Regnskabsklasse B,2018-03-13,2018-06-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,180000.0,Hvidbjerg,2016-01-01,2016-12-31,41414.0,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for de kommende Ã¥r ikke skal revideres.",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25800716,indberetninger-20180424,2.5927877,14709894.0,AWP1jdfO0wkEsASktrKy,2018-06-12T19:52:08.704Z,2018-06-12T19:51:41.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-98-YU,2018-06-12T19:51:42.031Z,,,,,,,,,,,,,,,,,
14709894,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJjL2YzLzZkL2ZlMTUtNGUzNS05YjJiLWRmMjc3NmJmNTg1ZA.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVmL2M2L2JmL2I1N2QtNGNlNS04NDQzLTYxMDRhOTg1MTJlMA.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2IyL2FlLzI2LzZmZDUtNDEzNC1hYTYyLWI3YTNkODg2MGVlNQ.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000 Kolding,Mazantigade 9,7144.0,Regnskabsklasse B,2018-03-13,2018-06-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,180000.0,Hvidbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for de kommende Ã¥r ikke skal revideres.",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25800716,indberetninger-20180424,2.5927877,14709894.0,AWP1jdfO0wkEsASktrKy,2018-06-12T19:52:08.704Z,2018-06-12T19:51:41.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-98-YU,2018-06-12T19:51:42.031Z,47772.0,200000.0,11590.0,-152564.0,29600.0,500.0,6582.0,47772.0,200336.0,36182.0,11090.0,200336.0,36182.0,-352564.0,11090.0,200336.0,
14709894,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJjL2YzLzZkL2ZlMTUtNGUzNS05YjJiLWRmMjc3NmJmNTg1ZA.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVmL2M2L2JmL2I1N2QtNGNlNS04NDQzLTYxMDRhOTg1MTJlMA.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2IyL2FlLzI2LzZmZDUtNDEzNC1hYTYyLWI3YTNkODg2MGVlNQ.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000 Kolding,Mazantigade 9,7144.0,Regnskabsklasse B,2018-03-13,2018-06-12,16792.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",-3000.0,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,0.0,0.0,180000.0,Hvidbjerg,2016-01-01,2016-12-31,-19792.0,-19792.0,-19792.0,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for de kommende Ã¥r ikke skal revideres.",0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25800716,indberetninger-20180424,2.5927877,14709894.0,AWP1jdfO0wkEsASktrKy,2018-06-12T19:52:08.704Z,2018-06-12T19:51:41.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-98-YU,2018-06-12T19:51:42.031Z,,,,,,,,,,,,,,,,,
14709894,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJjL2YzLzZkL2ZlMTUtNGUzNS05YjJiLWRmMjc3NmJmNTg1ZA.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVmL2M2L2JmL2I1N2QtNGNlNS04NDQzLTYxMDRhOTg1MTJlMA.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2IyL2FlLzI2LzZmZDUtNDEzNC1hYTYyLWI3YTNkODg2MGVlNQ.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000 Kolding,Mazantigade 9,7144.0,Regnskabsklasse B,2018-03-13,2018-06-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,180000.0,Hvidbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for de kommende Ã¥r ikke skal revideres.",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25800716,indberetninger-20180424,2.5927877,14709894.0,AWP1jdfO0wkEsASktrKy,2018-06-12T19:52:08.704Z,2018-06-12T19:51:41.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-98-YU,2018-06-12T19:51:42.031Z,,,,,,,,,,,,,,,,,
14709894,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJjL2YzLzZkL2ZlMTUtNGUzNS05YjJiLWRmMjc3NmJmNTg1ZA.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVmL2M2L2JmL2I1N2QtNGNlNS04NDQzLTYxMDRhOTg1MTJlMA.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2IyL2FlLzI2LzZmZDUtNDEzNC1hYTYyLWI3YTNkODg2MGVlNQ.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000 Kolding,Mazantigade 9,7144.0,Regnskabsklasse B,2018-03-13,2018-06-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,180000.0,Hvidbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for de kommende Ã¥r ikke skal revideres.",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25800716,indberetninger-20180424,2.5927877,14709894.0,AWP1jdfO0wkEsASktrKy,2018-06-12T19:52:08.704Z,2018-06-12T19:51:41.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-98-YU,2018-06-12T19:51:42.031Z,,,,,,,,,,,,,,,,,Jacob BÃ¦k
14709894,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJjL2YzLzZkL2ZlMTUtNGUzNS05YjJiLWRmMjc3NmJmNTg1ZA.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVmL2M2L2JmL2I1N2QtNGNlNS04NDQzLTYxMDRhOTg1MTJlMA.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2IyL2FlLzI2LzZmZDUtNDEzNC1hYTYyLWI3YTNkODg2MGVlNQ.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000 Kolding,Mazantigade 9,7144.0,Regnskabsklasse B,2018-03-13,2018-06-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,180000.0,Hvidbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for de kommende Ã¥r ikke skal revideres.",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25800716,indberetninger-20180424,2.5927877,14709894.0,AWP1jdfO0wkEsASktrKy,2018-06-12T19:52:08.704Z,2018-06-12T19:51:41.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-98-YU,2018-06-12T19:51:42.031Z,,,,,,,,,,,,,,,,,Tonni BÃ¦k
14709894,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJjL2YzLzZkL2ZlMTUtNGUzNS05YjJiLWRmMjc3NmJmNTg1ZA.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVmL2M2L2JmL2I1N2QtNGNlNS04NDQzLTYxMDRhOTg1MTJlMA.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2IyL2FlLzI2LzZmZDUtNDEzNC1hYTYyLWI3YTNkODg2MGVlNQ.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000 Kolding,Mazantigade 9,7144.0,Regnskabsklasse B,2018-03-13,2018-06-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,180000.0,Hvidbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for de kommende Ã¥r ikke skal revideres.",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25800716,indberetninger-20180424,2.5927877,14709894.0,AWP1jdfO0wkEsASktrKy,2018-06-12T19:52:08.704Z,2018-06-12T19:51:41.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-98-YU,2018-06-12T19:51:42.031Z,,,,,,,,,,,,,,,,,Christian BÃ¦k
14709894,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJjL2YzLzZkL2ZlMTUtNGUzNS05YjJiLWRmMjc3NmJmNTg1ZA.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVmL2M2L2JmL2I1N2QtNGNlNS04NDQzLTYxMDRhOTg1MTJlMA.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2IyL2FlLzI2LzZmZDUtNDEzNC1hYTYyLWI3YTNkODg2MGVlNQ.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000 Kolding,Mazantigade 9,7144.0,Regnskabsklasse B,2018-03-13,2018-06-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,180000.0,Hvidbjerg,2016-01-01,2016-12-31,-19792.0,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for de kommende Ã¥r ikke skal revideres.",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25800716,indberetninger-20180424,2.5927877,14709894.0,AWP1jdfO0wkEsASktrKy,2018-06-12T19:52:08.704Z,2018-06-12T19:51:41.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-98-YU,2018-06-12T19:51:42.031Z,,,,,,,,,,,,,,,,,
14709894,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzJjL2YzLzZkL2ZlMTUtNGUzNS05YjJiLWRmMjc3NmJmNTg1ZA.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVmL2M2L2JmL2I1N2QtNGNlNS04NDQzLTYxMDRhOTg1MTJlMA.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2IyL2FlLzI2LzZmZDUtNDEzNC1hYTYyLWI3YTNkODg2MGVlNQ.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000 Kolding,Mazantigade 9,7144.0,Regnskabsklasse B,2018-03-13,2018-06-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,180000.0,Hvidbjerg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for de kommende Ã¥r ikke skal revideres.",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25800716,indberetninger-20180424,2.5927877,14709894.0,AWP1jdfO0wkEsASktrKy,2018-06-12T19:52:08.704Z,2018-06-12T19:51:41.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-98-YU,2018-06-12T19:51:42.031Z,7644.0,200000.0,7644.0,7644.0,0.0,500.0,0.0,7644.0,0.0,0.0,0.0,0.0,0.0,-372356.0,0.0,0.0,
