entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContributedCapital,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,NameAndSurnameOfMemberOfSupervisoryBoard
14709894,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzEyL2YwLzMzLzE4YTgtNGI3ZS05NGZlLWRmYTc3M2U0MmFlNw.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzM0LzA2L2VkLzRjZmEtNGFjNS1hODYzLWI0ZGUyNGFmNzAzYw.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzgxLzY3LzljLzcxZWEtNDMxMS04YTQ0LWM2ZTc1Yzg5YzBjMw.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000.0,"Mazantigade, 9",Regnskabsklasse B,2017-04-06,2017-05-05,12492.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndringer i anpartskapitalen de seneste 5 Ã¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",-2598.0,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,331.0,1934.0,Hvidbjerg,2015-01-01,2015-12-31,-13565.0,-13487.0,-15090.0,2016-12-31,2016-01-01,false,false,78.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:23813371,indberetninger-20180424,2.5955422,14709894.0,,2018-03-27T20:19:38.837Z,2017-05-05T06:36:01.794Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-86-YL,2017-05-05T06:36:02.038Z,,,,,,,,,,,,,,,,,
14709894,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzEyL2YwLzMzLzE4YTgtNGI3ZS05NGZlLWRmYTc3M2U0MmFlNw.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzM0LzA2L2VkLzRjZmEtNGFjNS1hODYzLWI0ZGUyNGFmNzAzYw.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzgxLzY3LzljLzcxZWEtNDMxMS04YTQ0LWM2ZTc1Yzg5YzBjMw.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000.0,"Mazantigade, 9",Regnskabsklasse B,2017-04-06,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndringer i anpartskapitalen de seneste 5 Ã¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,Hvidbjerg,2015-01-01,2015-12-31,-13565.0,,,2016-12-31,2016-01-01,false,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:23813371,indberetninger-20180424,2.5955422,14709894.0,,2018-03-27T20:19:38.837Z,2017-05-05T06:36:01.794Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-86-YL,2017-05-05T06:36:02.038Z,,,,,,,,,,,,,,,,,
14709894,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzEyL2YwLzMzLzE4YTgtNGI3ZS05NGZlLWRmYTc3M2U0MmFlNw.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzM0LzA2L2VkLzRjZmEtNGFjNS1hODYzLWI0ZGUyNGFmNzAzYw.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzgxLzY3LzljLzcxZWEtNDMxMS04YTQ0LWM2ZTc1Yzg5YzBjMw.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000.0,"Mazantigade, 9",Regnskabsklasse B,2017-04-06,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndringer i anpartskapitalen de seneste 5 Ã¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,Hvidbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:23813371,indberetninger-20180424,2.5955422,14709894.0,,2018-03-27T20:19:38.837Z,2017-05-05T06:36:01.794Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-86-YL,2017-05-05T06:36:02.038Z,64764.0,200000.0,16090.0,-193978.0,39900.0,5000.0,8774.0,64764.0,258742.0,48674.0,11090.0,258742.0,48674.0,-393978.0,11090.0,258742.0,
14709894,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzEyL2YwLzMzLzE4YTgtNGI3ZS05NGZlLWRmYTc3M2U0MmFlNw.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzM0LzA2L2VkLzRjZmEtNGFjNS1hODYzLWI0ZGUyNGFmNzAzYw.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzgxLzY3LzljLzcxZWEtNDMxMS04YTQ0LWM2ZTc1Yzg5YzBjMw.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000.0,"Mazantigade, 9",Regnskabsklasse B,2017-04-06,2017-05-05,2192.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndringer i anpartskapitalen de seneste 5 Ã¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",43219.0,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,0.0,387.0,Hvidbjerg,2015-01-01,2015-12-31,41414.0,41414.0,41027.0,2016-12-31,2016-01-01,false,false,0.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:23813371,indberetninger-20180424,2.5955422,14709894.0,,2018-03-27T20:19:38.837Z,2017-05-05T06:36:01.794Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-86-YL,2017-05-05T06:36:02.038Z,,,,,,,,,,,,,,,,,
14709894,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzEyL2YwLzMzLzE4YTgtNGI3ZS05NGZlLWRmYTc3M2U0MmFlNw.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzM0LzA2L2VkLzRjZmEtNGFjNS1hODYzLWI0ZGUyNGFmNzAzYw.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzgxLzY3LzljLzcxZWEtNDMxMS04YTQ0LWM2ZTc1Yzg5YzBjMw.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000.0,"Mazantigade, 9",Regnskabsklasse B,2017-04-06,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndringer i anpartskapitalen de seneste 5 Ã¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,Hvidbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:23813371,indberetninger-20180424,2.5955422,14709894.0,,2018-03-27T20:19:38.837Z,2017-05-05T06:36:01.794Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-86-YL,2017-05-05T06:36:02.038Z,,,,,,,,,,,,,,,,,
14709894,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzEyL2YwLzMzLzE4YTgtNGI3ZS05NGZlLWRmYTc3M2U0MmFlNw.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzM0LzA2L2VkLzRjZmEtNGFjNS1hODYzLWI0ZGUyNGFmNzAzYw.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzgxLzY3LzljLzcxZWEtNDMxMS04YTQ0LWM2ZTc1Yzg5YzBjMw.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000.0,"Mazantigade, 9",Regnskabsklasse B,2017-04-06,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndringer i anpartskapitalen de seneste 5 Ã¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,Hvidbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:23813371,indberetninger-20180424,2.5955422,14709894.0,,2018-03-27T20:19:38.837Z,2017-05-05T06:36:01.794Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-86-YL,2017-05-05T06:36:02.038Z,,,,,,,,,,,,,,,,,Jacob BÃ¦k
14709894,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzEyL2YwLzMzLzE4YTgtNGI3ZS05NGZlLWRmYTc3M2U0MmFlNw.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzM0LzA2L2VkLzRjZmEtNGFjNS1hODYzLWI0ZGUyNGFmNzAzYw.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzgxLzY3LzljLzcxZWEtNDMxMS04YTQ0LWM2ZTc1Yzg5YzBjMw.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000.0,"Mazantigade, 9",Regnskabsklasse B,2017-04-06,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndringer i anpartskapitalen de seneste 5 Ã¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,Hvidbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:23813371,indberetninger-20180424,2.5955422,14709894.0,,2018-03-27T20:19:38.837Z,2017-05-05T06:36:01.794Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-86-YL,2017-05-05T06:36:02.038Z,,,,,,,,,,,,,,,,,Tonni BÃ¦k
14709894,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzEyL2YwLzMzLzE4YTgtNGI3ZS05NGZlLWRmYTc3M2U0MmFlNw.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzM0LzA2L2VkLzRjZmEtNGFjNS1hODYzLWI0ZGUyNGFmNzAzYw.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzgxLzY3LzljLzcxZWEtNDMxMS04YTQ0LWM2ZTc1Yzg5YzBjMw.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000.0,"Mazantigade, 9",Regnskabsklasse B,2017-04-06,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndringer i anpartskapitalen de seneste 5 Ã¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,Hvidbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:23813371,indberetninger-20180424,2.5955422,14709894.0,,2018-03-27T20:19:38.837Z,2017-05-05T06:36:01.794Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-86-YL,2017-05-05T06:36:02.038Z,,,,,,,,,,,,,,,,,Christian BÃ¦k
14709894,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzEyL2YwLzMzLzE4YTgtNGI3ZS05NGZlLWRmYTc3M2U0MmFlNw.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzM0LzA2L2VkLzRjZmEtNGFjNS1hODYzLWI0ZGUyNGFmNzAzYw.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzgxLzY3LzljLzcxZWEtNDMxMS04YTQ0LWM2ZTc1Yzg5YzBjMw.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000.0,"Mazantigade, 9",Regnskabsklasse B,2017-04-06,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndringer i anpartskapitalen de seneste 5 Ã¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,Hvidbjerg,2015-01-01,2015-12-31,41414.0,,,2016-12-31,2016-01-01,false,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:23813371,indberetninger-20180424,2.5955422,14709894.0,,2018-03-27T20:19:38.837Z,2017-05-05T06:36:01.794Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-86-YL,2017-05-05T06:36:02.038Z,,,,,,,,,,,,,,,,,
14709894,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzEyL2YwLzMzLzE4YTgtNGI3ZS05NGZlLWRmYTc3M2U0MmFlNw.xhtml,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzM0LzA2L2VkLzRjZmEtNGFjNS1hODYzLWI0ZGUyNGFmNzAzYw.pdf,http://regnskaber.virk.dk/49890741/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzgxLzY3LzljLzcxZWEtNDMxMS04YTQ0LWM2ZTc1Yzg5YzBjMw.xml,true,BÃ¸rkop,7080.0,13.0,Lyngbakkevej,6000.0,"Mazantigade, 9",Regnskabsklasse B,2017-04-06,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndringer i anpartskapitalen de seneste 5 Ã¥r.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive handel og industri.</p>",,14709894.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tonni BÃ¦k,Tonni BÃ¦k,BÃK ApS,Regnar Staugaard,,,Hvidbjerg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:23813371,indberetninger-20180424,2.5955422,14709894.0,,2018-03-27T20:19:38.837Z,2017-05-05T06:36:01.794Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-86-YL,2017-05-05T06:36:02.038Z,47772.0,200000.0,11590.0,-152564.0,29600.0,500.0,6582.0,47772.0,200336.0,36182.0,11090.0,200336.0,36182.0,-352564.0,11090.0,200336.0,
