entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
28303033,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2U2L2IxL2VhL2Q0N2YtNDdlNS04MTBkLTU1YWEwMmNmMmNjNg.pdf,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2MwLzQwLzA2L2Q4MTItNDUzMi1hNGNjLWY2YWI2YWJjNDdhMw.xml,true,"8240, Risskov",Flakvej 25,Til kapitalejerne i Ejendomsselskabet Dike ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-03-27,2019-03-27,2004-12-17,2019-05-01,590217.0,2816784.0,16968137.0,28303033.0,mne34092,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ejendomsselskabet Dike ApS.,Ãrsrapport,Jan Andreasen,Erik Dybdahl,Revision 2 A/S,Ejendomsselskabet Dike ApS,Erik Dybdahl,1113485.0,80145.0,Aarhus C,2017-01-01,2017-12-31,1851456.0,2373661.0,3407001.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-12-31,2018-01-01,false,2019-03-27,Viby J,522205.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27055897,indberetninger-20180424,2.5097342,28303033.0,AWpyrbBBRYGX6_YTHRwS,2019-05-01T09:16:27.109Z,2019-05-01T09:15:45.949Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-10-SM,2019-05-01T09:15:46.100Z,,,,,,,,,,,,,,,,,,,,,,,,
28303033,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2U2L2IxL2VhL2Q0N2YtNDdlNS04MTBkLTU1YWEwMmNmMmNjNg.pdf,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2MwLzQwLzA2L2Q4MTItNDUzMi1hNGNjLWY2YWI2YWJjNDdhMw.xml,true,"8240, Risskov",Flakvej 25,Til kapitalejerne i Ejendomsselskabet Dike ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-03-27,2019-03-27,2004-12-17,2019-05-01,,,16968137.0,28303033.0,mne34092,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ejendomsselskabet Dike ApS.,Ãrsrapport,Jan Andreasen,Erik Dybdahl,Revision 2 A/S,Ejendomsselskabet Dike ApS,Erik Dybdahl,,,Aarhus C,2017-01-01,2017-12-31,1851456.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-12-31,2018-01-01,false,2019-03-27,Viby J,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27055897,indberetninger-20180424,2.5097342,28303033.0,AWpyrbBBRYGX6_YTHRwS,2019-05-01T09:16:27.109Z,2019-05-01T09:15:45.949Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-10-SM,2019-05-01T09:15:46.100Z,,,,,,,,,,,,,,,,,,,,,,,,
28303033,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2U2L2IxL2VhL2Q0N2YtNDdlNS04MTBkLTU1YWEwMmNmMmNjNg.pdf,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2MwLzQwLzA2L2Q4MTItNDUzMi1hNGNjLWY2YWI2YWJjNDdhMw.xml,true,"8240, Risskov",Flakvej 25,Til kapitalejerne i Ejendomsselskabet Dike ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-03-27,2019-03-27,2004-12-17,2019-05-01,,,16968137.0,28303033.0,mne34092,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ejendomsselskabet Dike ApS.,Ãrsrapport,Jan Andreasen,Erik Dybdahl,Revision 2 A/S,Ejendomsselskabet Dike ApS,Erik Dybdahl,,,Aarhus C,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-12-31,2018-01-01,false,2019-03-27,Viby J,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27055897,indberetninger-20180424,2.5097342,28303033.0,AWpyrbBBRYGX6_YTHRwS,2019-05-01T09:16:27.109Z,2019-05-01T09:15:45.949Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-10-SM,2019-05-01T09:15:46.100Z,76693909.0,661514.0,200000.0,3986512.0,13378536.0,72707397.0,76693909.0,60644364.0,59609425.0,55609918.0,72707397.0,3999507.0,16594.0,72707397.0,2671009.0,2671009.0,13178536.0,1034940.0,992710.0,3324998.0,3314403.0,10595.0,25636.0,
28303033,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2U2L2IxL2VhL2Q0N2YtNDdlNS04MTBkLTU1YWEwMmNmMmNjNg.pdf,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2MwLzQwLzA2L2Q4MTItNDUzMi1hNGNjLWY2YWI2YWJjNDdhMw.xml,true,"8240, Risskov",Flakvej 25,Til kapitalejerne i Ejendomsselskabet Dike ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-03-27,2019-03-27,2004-12-17,2019-05-01,0.0,2783047.0,16968137.0,28303033.0,mne34092,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ejendomsselskabet Dike ApS.,Ãrsrapport,Jan Andreasen,Erik Dybdahl,Revision 2 A/S,Ejendomsselskabet Dike ApS,Erik Dybdahl,1051546.0,82861.0,Aarhus C,2017-01-01,2017-12-31,1415202.0,1814362.0,2783047.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-12-31,2018-01-01,false,2019-03-27,Viby J,399160.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27055897,indberetninger-20180424,2.5097342,28303033.0,AWpyrbBBRYGX6_YTHRwS,2019-05-01T09:16:27.109Z,2019-05-01T09:15:45.949Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-10-SM,2019-05-01T09:15:46.100Z,,,,,,,,,,,,,,,,,,,,,,,,
28303033,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2U2L2IxL2VhL2Q0N2YtNDdlNS04MTBkLTU1YWEwMmNmMmNjNg.pdf,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2MwLzQwLzA2L2Q4MTItNDUzMi1hNGNjLWY2YWI2YWJjNDdhMw.xml,true,"8240, Risskov",Flakvej 25,Til kapitalejerne i Ejendomsselskabet Dike ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-03-27,2019-03-27,2004-12-17,2019-05-01,,,16968137.0,28303033.0,mne34092,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ejendomsselskabet Dike ApS.,Ãrsrapport,Jan Andreasen,Erik Dybdahl,Revision 2 A/S,Ejendomsselskabet Dike ApS,Erik Dybdahl,,,Aarhus C,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-12-31,2018-01-01,false,2019-03-27,Viby J,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27055897,indberetninger-20180424,2.5097342,28303033.0,AWpyrbBBRYGX6_YTHRwS,2019-05-01T09:16:27.109Z,2019-05-01T09:15:45.949Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-10-SM,2019-05-01T09:15:46.100Z,,,,,,,,,,,,,,,,,,,,,,,,
28303033,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2U2L2IxL2VhL2Q0N2YtNDdlNS04MTBkLTU1YWEwMmNmMmNjNg.pdf,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2MwLzQwLzA2L2Q4MTItNDUzMi1hNGNjLWY2YWI2YWJjNDdhMw.xml,true,"8240, Risskov",Flakvej 25,Til kapitalejerne i Ejendomsselskabet Dike ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-03-27,2019-03-27,2004-12-17,2019-05-01,,,16968137.0,28303033.0,mne34092,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ejendomsselskabet Dike ApS.,Ãrsrapport,Jan Andreasen,Erik Dybdahl,Revision 2 A/S,Ejendomsselskabet Dike ApS,Erik Dybdahl,,,Aarhus C,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-12-31,2018-01-01,false,2019-03-27,Viby J,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27055897,indberetninger-20180424,2.5097342,28303033.0,AWpyrbBBRYGX6_YTHRwS,2019-05-01T09:16:27.109Z,2019-05-01T09:15:45.949Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-10-SM,2019-05-01T09:15:46.100Z,,,,,,,,,,,,,,,,,,,,,,,,
28303033,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2U2L2IxL2VhL2Q0N2YtNDdlNS04MTBkLTU1YWEwMmNmMmNjNg.pdf,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2MwLzQwLzA2L2Q4MTItNDUzMi1hNGNjLWY2YWI2YWJjNDdhMw.xml,true,"8240, Risskov",Flakvej 25,Til kapitalejerne i Ejendomsselskabet Dike ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-03-27,2019-03-27,2004-12-17,2019-05-01,,,16968137.0,28303033.0,mne34092,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ejendomsselskabet Dike ApS.,Ãrsrapport,Jan Andreasen,Erik Dybdahl,Revision 2 A/S,Ejendomsselskabet Dike ApS,Erik Dybdahl,,,Aarhus C,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-12-31,2018-01-01,false,2019-03-27,Viby J,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27055897,indberetninger-20180424,2.5097342,28303033.0,AWpyrbBBRYGX6_YTHRwS,2019-05-01T09:16:27.109Z,2019-05-01T09:15:45.949Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-10-SM,2019-05-01T09:15:46.100Z,,,,,,,,,,,,,,,,,,,,,,,,Jan Henriksen
28303033,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2U2L2IxL2VhL2Q0N2YtNDdlNS04MTBkLTU1YWEwMmNmMmNjNg.pdf,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2MwLzQwLzA2L2Q4MTItNDUzMi1hNGNjLWY2YWI2YWJjNDdhMw.xml,true,"8240, Risskov",Flakvej 25,Til kapitalejerne i Ejendomsselskabet Dike ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-03-27,2019-03-27,2004-12-17,2019-05-01,,,16968137.0,28303033.0,mne34092,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ejendomsselskabet Dike ApS.,Ãrsrapport,Jan Andreasen,Erik Dybdahl,Revision 2 A/S,Ejendomsselskabet Dike ApS,Erik Dybdahl,,,Aarhus C,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-12-31,2018-01-01,false,2019-03-27,Viby J,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27055897,indberetninger-20180424,2.5097342,28303033.0,AWpyrbBBRYGX6_YTHRwS,2019-05-01T09:16:27.109Z,2019-05-01T09:15:45.949Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-10-SM,2019-05-01T09:15:46.100Z,,,,,,,,,,,,,,,,,,,,,,,,
28303033,2018-01-01,2018-12-31,ID_8,,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2U2L2IxL2VhL2Q0N2YtNDdlNS04MTBkLTU1YWEwMmNmMmNjNg.pdf,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2MwLzQwLzA2L2Q4MTItNDUzMi1hNGNjLWY2YWI2YWJjNDdhMw.xml,true,"8240, Risskov",Flakvej 25,Til kapitalejerne i Ejendomsselskabet Dike ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-03-27,2019-03-27,2004-12-17,2019-05-01,,,16968137.0,28303033.0,mne34092,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ejendomsselskabet Dike ApS.,Ãrsrapport,Jan Andreasen,Erik Dybdahl,Revision 2 A/S,Ejendomsselskabet Dike ApS,Erik Dybdahl,,,Aarhus C,2017-01-01,2017-12-31,1415202.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-12-31,2018-01-01,false,2019-03-27,Viby J,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27055897,indberetninger-20180424,2.5097342,28303033.0,AWpyrbBBRYGX6_YTHRwS,2019-05-01T09:16:27.109Z,2019-05-01T09:15:45.949Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-10-SM,2019-05-01T09:15:46.100Z,,,,,,,,,,,,,,,,,,,,,,,,
28303033,2018-12-31,2018-12-31,ID_5,,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2L2U2L2IxL2VhL2Q0N2YtNDdlNS04MTBkLTU1YWEwMmNmMmNjNg.pdf,http://regnskaber.virk.dk/33030382/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2MwLzQwLzA2L2Q4MTItNDUzMi1hNGNjLWY2YWI2YWJjNDdhMw.xml,true,"8240, Risskov",Flakvej 25,Til kapitalejerne i Ejendomsselskabet Dike ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-03-27,2019-03-27,2004-12-17,2019-05-01,,,16968137.0,28303033.0,mne34092,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Ejendomsselskabet Dike ApS.,Ãrsrapport,Jan Andreasen,Erik Dybdahl,Revision 2 A/S,Ejendomsselskabet Dike ApS,Erik Dybdahl,,,Aarhus C,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ãrhus, 751",2018-12-31,2018-01-01,false,2019-03-27,Viby J,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27055897,indberetninger-20180424,2.5097342,28303033.0,AWpyrbBBRYGX6_YTHRwS,2019-05-01T09:16:27.109Z,2019-05-01T09:15:45.949Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-10-SM,2019-05-01T09:15:46.100Z,77530935.0,1403429.0,200000.0,4823538.0,14831608.0,72707397.0,77530935.0,59606226.0,58541414.0,54568196.0,72707397.0,3973218.0,21712.0,72707397.0,3093101.0,3093101.0,14631608.0,1064812.0,1034180.0,3420109.0,3407859.0,12250.0,8920.0,
