entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,NameAndSurnameOfMemberOfExecutiveBoard
31491231,2013-01-01,2013-12-31,ID_10,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8vcGRmcy8zMTQ5MTIzMTtBcFM0NDEzNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDMxMV8xNDUzMDhfMjU4.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i Jens-Ole Raunsgaard Jensen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-02-17,2008-06-09,2015-03-10,0.0,31491231.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Jens-Ole Raunsgaard Jensen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Ole Ravnsgaard Jensen,Nordea Bank Danmark A/S,Jens-Ole Raunsgaard Jensen Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 17. februar 2015",-299348.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, Herning",2014-12-31,2014-01-01,2015-02-17,Herning,70203016.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19787822,indberetninger-20180424,2.5097417999999996,31491231.0,,2018-03-30T16:55:26.379Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-120.227,2015-03-12T23:00:00.000Z,,,,,,
31491231,2013-01-01,2013-12-31,ID_12,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8vcGRmcy8zMTQ5MTIzMTtBcFM0NDEzNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDMxMV8xNDUzMDhfMjU4.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i Jens-Ole Raunsgaard Jensen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-02-17,2008-06-09,2015-03-10,0.0,31491231.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Jens-Ole Raunsgaard Jensen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Ole Ravnsgaard Jensen,Nordea Bank Danmark A/S,Jens-Ole Raunsgaard Jensen Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 17. februar 2015",-299348.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, Herning",2014-12-31,2014-01-01,2015-02-17,Herning,70203016.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19787822,indberetninger-20180424,2.5097417999999996,31491231.0,,2018-03-30T16:55:26.379Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-120.227,2015-03-12T23:00:00.000Z,,,,,,
31491231,2013-01-01,2013-12-31,ID_8,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8vcGRmcy8zMTQ5MTIzMTtBcFM0NDEzNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDMxMV8xNDUzMDhfMjU4.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i Jens-Ole Raunsgaard Jensen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-02-17,2008-06-09,2015-03-10,0.0,31491231.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Jens-Ole Raunsgaard Jensen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Ole Ravnsgaard Jensen,Nordea Bank Danmark A/S,Jens-Ole Raunsgaard Jensen Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 17. februar 2015",299348.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, Herning",2014-12-31,2014-01-01,2015-02-17,Herning,70203016.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19787822,indberetninger-20180424,2.5097417999999996,31491231.0,,2018-03-30T16:55:26.379Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-120.227,2015-03-12T23:00:00.000Z,-4250.0,312499.0,8901.0,299348.0,-4250.0,
31491231,2014-01-01,2014-12-31,ID_0,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8vcGRmcy8zMTQ5MTIzMTtBcFM0NDEzNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDMxMV8xNDUzMDhfMjU4.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i Jens-Ole Raunsgaard Jensen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-02-17,2008-06-09,2015-03-10,0.0,31491231.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Jens-Ole Raunsgaard Jensen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Ole Ravnsgaard Jensen,Nordea Bank Danmark A/S,Jens-Ole Raunsgaard Jensen Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 17. februar 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, Herning",2014-12-31,2014-01-01,2015-02-17,Herning,70203016.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19787822,indberetninger-20180424,2.5097417999999996,31491231.0,,2018-03-30T16:55:26.379Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-120.227,2015-03-12T23:00:00.000Z,,,,,,
31491231,2014-01-01,2014-12-31,ID_1,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8vcGRmcy8zMTQ5MTIzMTtBcFM0NDEzNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDMxMV8xNDUzMDhfMjU4.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i Jens-Ole Raunsgaard Jensen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-02-17,2008-06-09,2015-03-10,0.0,31491231.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Jens-Ole Raunsgaard Jensen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Ole Ravnsgaard Jensen,Nordea Bank Danmark A/S,Jens-Ole Raunsgaard Jensen Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 17. februar 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, Herning",2014-12-31,2014-01-01,2015-02-17,Herning,70203016.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19787822,indberetninger-20180424,2.5097417999999996,31491231.0,,2018-03-30T16:55:26.379Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-120.227,2015-03-12T23:00:00.000Z,,,,,,
31491231,2014-01-01,2014-12-31,ID_11,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8vcGRmcy8zMTQ5MTIzMTtBcFM0NDEzNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDMxMV8xNDUzMDhfMjU4.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i Jens-Ole Raunsgaard Jensen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-02-17,2008-06-09,2015-03-10,0.0,31491231.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Jens-Ole Raunsgaard Jensen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Ole Ravnsgaard Jensen,Nordea Bank Danmark A/S,Jens-Ole Raunsgaard Jensen Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 17. februar 2015",15540.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, Herning",2014-12-31,2014-01-01,2015-02-17,Herning,70203016.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19787822,indberetninger-20180424,2.5097417999999996,31491231.0,,2018-03-30T16:55:26.379Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-120.227,2015-03-12T23:00:00.000Z,,,,,,
31491231,2014-01-01,2014-12-31,ID_13,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8vcGRmcy8zMTQ5MTIzMTtBcFM0NDEzNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDMxMV8xNDUzMDhfMjU4.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i Jens-Ole Raunsgaard Jensen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-02-17,2008-06-09,2015-03-10,0.0,31491231.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Jens-Ole Raunsgaard Jensen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Ole Ravnsgaard Jensen,Nordea Bank Danmark A/S,Jens-Ole Raunsgaard Jensen Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 17. februar 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, Herning",2014-12-31,2014-01-01,2015-02-17,Herning,70203016.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19787822,indberetninger-20180424,2.5097417999999996,31491231.0,,2018-03-30T16:55:26.379Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-120.227,2015-03-12T23:00:00.000Z,,,,,,
31491231,2014-01-01,2014-12-31,ID_14,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8vcGRmcy8zMTQ5MTIzMTtBcFM0NDEzNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDMxMV8xNDUzMDhfMjU4.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i Jens-Ole Raunsgaard Jensen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-02-17,2008-06-09,2015-03-10,0.0,31491231.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Jens-Ole Raunsgaard Jensen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Ole Ravnsgaard Jensen,Nordea Bank Danmark A/S,Jens-Ole Raunsgaard Jensen Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 17. februar 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, Herning",2014-12-31,2014-01-01,2015-02-17,Herning,70203016.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19787822,indberetninger-20180424,2.5097417999999996,31491231.0,,2018-03-30T16:55:26.379Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-120.227,2015-03-12T23:00:00.000Z,,,,,,
31491231,2014-01-01,2014-12-31,ID_15,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8vcGRmcy8zMTQ5MTIzMTtBcFM0NDEzNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDMxMV8xNDUzMDhfMjU4.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i Jens-Ole Raunsgaard Jensen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-02-17,2008-06-09,2015-03-10,0.0,31491231.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Jens-Ole Raunsgaard Jensen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Ole Ravnsgaard Jensen,Nordea Bank Danmark A/S,Jens-Ole Raunsgaard Jensen Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 17. februar 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, Herning",2014-12-31,2014-01-01,2015-02-17,Herning,70203016.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19787822,indberetninger-20180424,2.5097417999999996,31491231.0,,2018-03-30T16:55:26.379Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-120.227,2015-03-12T23:00:00.000Z,,,,,,
31491231,2014-01-01,2014-12-31,ID_16,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8vcGRmcy8zMTQ5MTIzMTtBcFM0NDEzNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13219413/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDMxMV8xNDUzMDhfMjU4.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i Jens-Ole Raunsgaard Jensen Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-02-17,2008-06-09,2015-03-10,0.0,31491231.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Jens-Ole Raunsgaard Jensen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Ole Ravnsgaard Jensen,Nordea Bank Danmark A/S,Jens-Ole Raunsgaard Jensen Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 17. februar 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, Herning",2014-12-31,2014-01-01,2015-02-17,Herning,70203016.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19787822,indberetninger-20180424,2.5097417999999996,31491231.0,,2018-03-30T16:55:26.379Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-120.227,2015-03-12T23:00:00.000Z,,,,,,
