entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,ExternalExpenses,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermTradePayables,DividendPaid
25274539,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzAyLzE5LzlmLzE0MWQtNDc0Ny05OTVjLTI2M2IxMTg3N2YwOQ.xhtml,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzg5L2FiLzMzL2I2MDUtNDE2Yi1iODRiLTA3NWQyNGY3M2Q5YQ.pdf,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2M4L2QwLzk4LzExMzctNDBkNi05MDBkLTFhYTRkMWNkYjkzYg.xml,true,KÃ¸benhavn S,2300.0,"16, 6 tv",Jens Otto Krags Gade,2450 KÃ¸benhavn SV,"Borgbjergsvej 30, 2.",Til kapitalejerne i Jomer Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-12-18,2017-12-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pant eller sikkerhedsstillelser.</p>",5000.0,-5000.0,27616690.0,25274539.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Rosenqvist HD,John Vermehren Norris,John Vermehren Norris,Broernes Revision Registreret Revisionsanpartsselskab,JOMER HOLDING ApS,Morten Rosenqvist,KÃ¸benhavn,2015-07-01,2016-06-30,-5000.0,-5000.0,-5000.0,2017-06-30,2016-07-01,false,false,2017-12-19,KÃ¸benhavn,"Selskabets ledelse har besluttet forsat at fravÃ¦lge revisionen af Ã¥rsrapporten, og erklÃ¦rer at betingelserne herfor er opfyldt.",0.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24874047,indberetninger-20180424,2.5949402000000004,25274539.0,,2018-03-28T05:33:38.364Z,2017-12-21T08:16:04.595Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-50-BS,2017-12-21T08:16:04.962Z,,,,,,,,,,,,,
25274539,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzAyLzE5LzlmLzE0MWQtNDc0Ny05OTVjLTI2M2IxMTg3N2YwOQ.xhtml,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzg5L2FiLzMzL2I2MDUtNDE2Yi1iODRiLTA3NWQyNGY3M2Q5YQ.pdf,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2M4L2QwLzk4LzExMzctNDBkNi05MDBkLTFhYTRkMWNkYjkzYg.xml,true,KÃ¸benhavn S,2300.0,"16, 6 tv",Jens Otto Krags Gade,2450 KÃ¸benhavn SV,"Borgbjergsvej 30, 2.",Til kapitalejerne i Jomer Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-12-18,2017-12-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pant eller sikkerhedsstillelser.</p>",,,27616690.0,25274539.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Rosenqvist HD,John Vermehren Norris,John Vermehren Norris,Broernes Revision Registreret Revisionsanpartsselskab,JOMER HOLDING ApS,Morten Rosenqvist,KÃ¸benhavn,2015-07-01,2016-06-30,-5000.0,,,2017-06-30,2016-07-01,false,false,2017-12-19,KÃ¸benhavn,"Selskabets ledelse har besluttet forsat at fravÃ¦lge revisionen af Ã¥rsrapporten, og erklÃ¦rer at betingelserne herfor er opfyldt.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24874047,indberetninger-20180424,2.5949402000000004,25274539.0,,2018-03-28T05:33:38.364Z,2017-12-21T08:16:04.595Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-50-BS,2017-12-21T08:16:04.962Z,,,,,,,,,,,,,
25274539,2016-06-30,2016-06-30,c7,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzAyLzE5LzlmLzE0MWQtNDc0Ny05OTVjLTI2M2IxMTg3N2YwOQ.xhtml,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzg5L2FiLzMzL2I2MDUtNDE2Yi1iODRiLTA3NWQyNGY3M2Q5YQ.pdf,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2M4L2QwLzk4LzExMzctNDBkNi05MDBkLTFhYTRkMWNkYjkzYg.xml,true,KÃ¸benhavn S,2300.0,"16, 6 tv",Jens Otto Krags Gade,2450 KÃ¸benhavn SV,"Borgbjergsvej 30, 2.",Til kapitalejerne i Jomer Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-12-18,2017-12-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pant eller sikkerhedsstillelser.</p>",,,27616690.0,25274539.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Rosenqvist HD,John Vermehren Norris,John Vermehren Norris,Broernes Revision Registreret Revisionsanpartsselskab,JOMER HOLDING ApS,Morten Rosenqvist,KÃ¸benhavn,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-12-19,KÃ¸benhavn,"Selskabets ledelse har besluttet forsat at fravÃ¦lge revisionen af Ã¥rsrapporten, og erklÃ¦rer at betingelserne herfor er opfyldt.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24874047,indberetninger-20180424,2.5949402000000004,25274539.0,,2018-03-28T05:33:38.364Z,2017-12-21T08:16:04.595Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-50-BS,2017-12-21T08:16:04.962Z,0.0,200000.0,-10000.0,0.0,10000.0,0.0,0.0,0.0,-210000.0,10000.0,5000.0,5000.0,
25274539,2016-07-01,2016-07-01,c10,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzAyLzE5LzlmLzE0MWQtNDc0Ny05OTVjLTI2M2IxMTg3N2YwOQ.xhtml,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzg5L2FiLzMzL2I2MDUtNDE2Yi1iODRiLTA3NWQyNGY3M2Q5YQ.pdf,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2M4L2QwLzk4LzExMzctNDBkNi05MDBkLTFhYTRkMWNkYjkzYg.xml,true,KÃ¸benhavn S,2300.0,"16, 6 tv",Jens Otto Krags Gade,2450 KÃ¸benhavn SV,"Borgbjergsvej 30, 2.",Til kapitalejerne i Jomer Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-12-18,2017-12-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pant eller sikkerhedsstillelser.</p>",,,27616690.0,25274539.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Rosenqvist HD,John Vermehren Norris,John Vermehren Norris,Broernes Revision Registreret Revisionsanpartsselskab,JOMER HOLDING ApS,Morten Rosenqvist,KÃ¸benhavn,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-12-19,KÃ¸benhavn,"Selskabets ledelse har besluttet forsat at fravÃ¦lge revisionen af Ã¥rsrapporten, og erklÃ¦rer at betingelserne herfor er opfyldt.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24874047,indberetninger-20180424,2.5949402000000004,25274539.0,,2018-03-28T05:33:38.364Z,2017-12-21T08:16:04.595Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-50-BS,2017-12-21T08:16:04.962Z,,,-10000.0,,,,,,,,,,
25274539,2016-07-01,2016-07-01,c8,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzAyLzE5LzlmLzE0MWQtNDc0Ny05OTVjLTI2M2IxMTg3N2YwOQ.xhtml,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzg5L2FiLzMzL2I2MDUtNDE2Yi1iODRiLTA3NWQyNGY3M2Q5YQ.pdf,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2M4L2QwLzk4LzExMzctNDBkNi05MDBkLTFhYTRkMWNkYjkzYg.xml,true,KÃ¸benhavn S,2300.0,"16, 6 tv",Jens Otto Krags Gade,2450 KÃ¸benhavn SV,"Borgbjergsvej 30, 2.",Til kapitalejerne i Jomer Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-12-18,2017-12-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pant eller sikkerhedsstillelser.</p>",,,27616690.0,25274539.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Rosenqvist HD,John Vermehren Norris,John Vermehren Norris,Broernes Revision Registreret Revisionsanpartsselskab,JOMER HOLDING ApS,Morten Rosenqvist,KÃ¸benhavn,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-12-19,KÃ¸benhavn,"Selskabets ledelse har besluttet forsat at fravÃ¦lge revisionen af Ã¥rsrapporten, og erklÃ¦rer at betingelserne herfor er opfyldt.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24874047,indberetninger-20180424,2.5949402000000004,25274539.0,,2018-03-28T05:33:38.364Z,2017-12-21T08:16:04.595Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-50-BS,2017-12-21T08:16:04.962Z,,,200000.0,,,,,,,,,,
25274539,2016-07-01,2016-07-01,c9,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzAyLzE5LzlmLzE0MWQtNDc0Ny05OTVjLTI2M2IxMTg3N2YwOQ.xhtml,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzg5L2FiLzMzL2I2MDUtNDE2Yi1iODRiLTA3NWQyNGY3M2Q5YQ.pdf,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2M4L2QwLzk4LzExMzctNDBkNi05MDBkLTFhYTRkMWNkYjkzYg.xml,true,KÃ¸benhavn S,2300.0,"16, 6 tv",Jens Otto Krags Gade,2450 KÃ¸benhavn SV,"Borgbjergsvej 30, 2.",Til kapitalejerne i Jomer Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-12-18,2017-12-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pant eller sikkerhedsstillelser.</p>",,,27616690.0,25274539.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Rosenqvist HD,John Vermehren Norris,John Vermehren Norris,Broernes Revision Registreret Revisionsanpartsselskab,JOMER HOLDING ApS,Morten Rosenqvist,KÃ¸benhavn,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-12-19,KÃ¸benhavn,"Selskabets ledelse har besluttet forsat at fravÃ¦lge revisionen af Ã¥rsrapporten, og erklÃ¦rer at betingelserne herfor er opfyldt.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24874047,indberetninger-20180424,2.5949402000000004,25274539.0,,2018-03-28T05:33:38.364Z,2017-12-21T08:16:04.595Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-50-BS,2017-12-21T08:16:04.962Z,,,-210000.0,,,,,,,,,,
25274539,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzAyLzE5LzlmLzE0MWQtNDc0Ny05OTVjLTI2M2IxMTg3N2YwOQ.xhtml,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzg5L2FiLzMzL2I2MDUtNDE2Yi1iODRiLTA3NWQyNGY3M2Q5YQ.pdf,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2M4L2QwLzk4LzExMzctNDBkNi05MDBkLTFhYTRkMWNkYjkzYg.xml,true,KÃ¸benhavn S,2300.0,"16, 6 tv",Jens Otto Krags Gade,2450 KÃ¸benhavn SV,"Borgbjergsvej 30, 2.",Til kapitalejerne i Jomer Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-12-18,2017-12-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pant eller sikkerhedsstillelser.</p>",5000.0,-5000.0,27616690.0,25274539.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Rosenqvist HD,John Vermehren Norris,John Vermehren Norris,Broernes Revision Registreret Revisionsanpartsselskab,JOMER HOLDING ApS,Morten Rosenqvist,KÃ¸benhavn,2015-07-01,2016-06-30,-5000.0,-5000.0,-5000.0,2017-06-30,2016-07-01,false,false,2017-12-19,KÃ¸benhavn,"Selskabets ledelse har besluttet forsat at fravÃ¦lge revisionen af Ã¥rsrapporten, og erklÃ¦rer at betingelserne herfor er opfyldt.",0.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24874047,indberetninger-20180424,2.5949402000000004,25274539.0,,2018-03-28T05:33:38.364Z,2017-12-21T08:16:04.595Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-50-BS,2017-12-21T08:16:04.962Z,,,,,,,,,,,,,0.0
25274539,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzAyLzE5LzlmLzE0MWQtNDc0Ny05OTVjLTI2M2IxMTg3N2YwOQ.xhtml,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzg5L2FiLzMzL2I2MDUtNDE2Yi1iODRiLTA3NWQyNGY3M2Q5YQ.pdf,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2M4L2QwLzk4LzExMzctNDBkNi05MDBkLTFhYTRkMWNkYjkzYg.xml,true,KÃ¸benhavn S,2300.0,"16, 6 tv",Jens Otto Krags Gade,2450 KÃ¸benhavn SV,"Borgbjergsvej 30, 2.",Til kapitalejerne i Jomer Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-12-18,2017-12-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pant eller sikkerhedsstillelser.</p>",,,27616690.0,25274539.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Rosenqvist HD,John Vermehren Norris,John Vermehren Norris,Broernes Revision Registreret Revisionsanpartsselskab,JOMER HOLDING ApS,Morten Rosenqvist,KÃ¸benhavn,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-12-19,KÃ¸benhavn,"Selskabets ledelse har besluttet forsat at fravÃ¦lge revisionen af Ã¥rsrapporten, og erklÃ¦rer at betingelserne herfor er opfyldt.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24874047,indberetninger-20180424,2.5949402000000004,25274539.0,,2018-03-28T05:33:38.364Z,2017-12-21T08:16:04.595Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-50-BS,2017-12-21T08:16:04.962Z,,,,,,,,,,,,,
25274539,2016-07-01,2017-06-30,c11,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzAyLzE5LzlmLzE0MWQtNDc0Ny05OTVjLTI2M2IxMTg3N2YwOQ.xhtml,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzg5L2FiLzMzL2I2MDUtNDE2Yi1iODRiLTA3NWQyNGY3M2Q5YQ.pdf,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2M4L2QwLzk4LzExMzctNDBkNi05MDBkLTFhYTRkMWNkYjkzYg.xml,true,KÃ¸benhavn S,2300.0,"16, 6 tv",Jens Otto Krags Gade,2450 KÃ¸benhavn SV,"Borgbjergsvej 30, 2.",Til kapitalejerne i Jomer Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-12-18,2017-12-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pant eller sikkerhedsstillelser.</p>",,,27616690.0,25274539.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Rosenqvist HD,John Vermehren Norris,John Vermehren Norris,Broernes Revision Registreret Revisionsanpartsselskab,JOMER HOLDING ApS,Morten Rosenqvist,KÃ¸benhavn,2015-07-01,2016-06-30,0.0,,,2017-06-30,2016-07-01,false,false,2017-12-19,KÃ¸benhavn,"Selskabets ledelse har besluttet forsat at fravÃ¦lge revisionen af Ã¥rsrapporten, og erklÃ¦rer at betingelserne herfor er opfyldt.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24874047,indberetninger-20180424,2.5949402000000004,25274539.0,,2018-03-28T05:33:38.364Z,2017-12-21T08:16:04.595Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-50-BS,2017-12-21T08:16:04.962Z,,,,,,,,,,,,,0.0
25274539,2016-07-01,2017-06-30,c12,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzAyLzE5LzlmLzE0MWQtNDc0Ny05OTVjLTI2M2IxMTg3N2YwOQ.xhtml,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzg5L2FiLzMzL2I2MDUtNDE2Yi1iODRiLTA3NWQyNGY3M2Q5YQ.pdf,http://regnskaber.virk.dk/93547252/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2M4L2QwLzk4LzExMzctNDBkNi05MDBkLTFhYTRkMWNkYjkzYg.xml,true,KÃ¸benhavn S,2300.0,"16, 6 tv",Jens Otto Krags Gade,2450 KÃ¸benhavn SV,"Borgbjergsvej 30, 2.",Til kapitalejerne i Jomer Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-12-18,2017-12-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pant eller sikkerhedsstillelser.</p>",,,27616690.0,25274539.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Rosenqvist HD,John Vermehren Norris,John Vermehren Norris,Broernes Revision Registreret Revisionsanpartsselskab,JOMER HOLDING ApS,Morten Rosenqvist,KÃ¸benhavn,2015-07-01,2016-06-30,-5000.0,,,2017-06-30,2016-07-01,false,false,2017-12-19,KÃ¸benhavn,"Selskabets ledelse har besluttet forsat at fravÃ¦lge revisionen af Ã¥rsrapporten, og erklÃ¦rer at betingelserne herfor er opfyldt.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24874047,indberetninger-20180424,2.5949402000000004,25274539.0,,2018-03-28T05:33:38.364Z,2017-12-21T08:16:04.595Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-50-BS,2017-12-21T08:16:04.962Z,,,,,,,,,,,,,0.0
