entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
36451645,2014-12-02,2015-06-30,c4,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I3LzgzLzM5L2MzMDItNDI5OS05MzJhLTBmMGEwMDBjM2VjNw.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzViLzVkL2FkL2I4YWQtNDAzYS05MTM1LWYwYTNjY2FlNWJlOA.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2M2LzhhLzM3L2M2ZjgtNGIyNi1iZmFiLTg4YjU3NTdiNTlmZQ.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,74.0,RÃ¸nne AllÃ©,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Snerydning ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-26,2016-09-26,Registreret revisor,-29207.0,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,DANSK SNERYDNING ApS,Ãstdansk Landboforening,0.0,Silkeborg,2014-12-02,2015-06-30,-29207.0,-29207.0,-29207.0,2016-06-30,2015-07-01,false,false,2016-09-26,RÃ¸nnede,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011986,indberetninger-20180424,2.592641,36451645.0,,2018-03-28T21:59:55.300Z,2016-09-30T07:24:49.365Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-32-PL,2016-09-30T07:24:49.522Z,,,,,,,,,,,,,,,
36451645,2014-12-02,2015-06-30,c6,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I3LzgzLzM5L2MzMDItNDI5OS05MzJhLTBmMGEwMDBjM2VjNw.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzViLzVkL2FkL2I4YWQtNDAzYS05MTM1LWYwYTNjY2FlNWJlOA.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2M2LzhhLzM3L2M2ZjgtNGIyNi1iZmFiLTg4YjU3NTdiNTlmZQ.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,74.0,RÃ¸nne AllÃ©,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Snerydning ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-26,2016-09-26,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,DANSK SNERYDNING ApS,Ãstdansk Landboforening,,Silkeborg,2014-12-02,2015-06-30,-29207.0,,,2016-06-30,2015-07-01,false,false,2016-09-26,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011986,indberetninger-20180424,2.592641,36451645.0,,2018-03-28T21:59:55.300Z,2016-09-30T07:24:49.365Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-32-PL,2016-09-30T07:24:49.522Z,,,,,,,,,,,,,,,
36451645,2015-06-30,2015-06-30,c8,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I3LzgzLzM5L2MzMDItNDI5OS05MzJhLTBmMGEwMDBjM2VjNw.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzViLzVkL2FkL2I4YWQtNDAzYS05MTM1LWYwYTNjY2FlNWJlOA.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2M2LzhhLzM3L2M2ZjgtNGIyNi1iZmFiLTg4YjU3NTdiNTlmZQ.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,74.0,RÃ¸nne AllÃ©,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Snerydning ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-26,2016-09-26,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,DANSK SNERYDNING ApS,Ãstdansk Landboforening,,Silkeborg,2014-12-02,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-26,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011986,indberetninger-20180424,2.592641,36451645.0,,2018-03-28T21:59:55.300Z,2016-09-30T07:24:49.365Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-32-PL,2016-09-30T07:24:49.522Z,25793.0,25581.0,50000.0,25793.0,20793.0,25793.0,5000.0,212.0,-29207.0,5000.0,212.0,5000.0,,,
36451645,2015-07-01,2015-07-01,c10,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I3LzgzLzM5L2MzMDItNDI5OS05MzJhLTBmMGEwMDBjM2VjNw.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzViLzVkL2FkL2I4YWQtNDAzYS05MTM1LWYwYTNjY2FlNWJlOA.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2M2LzhhLzM3L2M2ZjgtNGIyNi1iZmFiLTg4YjU3NTdiNTlmZQ.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,74.0,RÃ¸nne AllÃ©,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Snerydning ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-26,2016-09-26,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,DANSK SNERYDNING ApS,Ãstdansk Landboforening,,Silkeborg,2014-12-02,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-26,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011986,indberetninger-20180424,2.592641,36451645.0,,2018-03-28T21:59:55.300Z,2016-09-30T07:24:49.365Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-32-PL,2016-09-30T07:24:49.522Z,,,,,-29207.0,,,,,,,,,,
36451645,2015-07-01,2015-07-01,c11,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I3LzgzLzM5L2MzMDItNDI5OS05MzJhLTBmMGEwMDBjM2VjNw.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzViLzVkL2FkL2I4YWQtNDAzYS05MTM1LWYwYTNjY2FlNWJlOA.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2M2LzhhLzM3L2M2ZjgtNGIyNi1iZmFiLTg4YjU3NTdiNTlmZQ.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,74.0,RÃ¸nne AllÃ©,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Snerydning ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-26,2016-09-26,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,DANSK SNERYDNING ApS,Ãstdansk Landboforening,,Silkeborg,2014-12-02,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-26,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011986,indberetninger-20180424,2.592641,36451645.0,,2018-03-28T21:59:55.300Z,2016-09-30T07:24:49.365Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-32-PL,2016-09-30T07:24:49.522Z,,,,,20793.0,,,,,,,,,,
36451645,2015-07-01,2015-07-01,c9,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I3LzgzLzM5L2MzMDItNDI5OS05MzJhLTBmMGEwMDBjM2VjNw.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzViLzVkL2FkL2I4YWQtNDAzYS05MTM1LWYwYTNjY2FlNWJlOA.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2M2LzhhLzM3L2M2ZjgtNGIyNi1iZmFiLTg4YjU3NTdiNTlmZQ.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,74.0,RÃ¸nne AllÃ©,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Snerydning ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-26,2016-09-26,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,DANSK SNERYDNING ApS,Ãstdansk Landboforening,,Silkeborg,2014-12-02,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-26,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011986,indberetninger-20180424,2.592641,36451645.0,,2018-03-28T21:59:55.300Z,2016-09-30T07:24:49.365Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-32-PL,2016-09-30T07:24:49.522Z,,,,,50000.0,,,,,,,,,,
36451645,2015-07-01,2016-06-30,c0,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I3LzgzLzM5L2MzMDItNDI5OS05MzJhLTBmMGEwMDBjM2VjNw.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzViLzVkL2FkL2I4YWQtNDAzYS05MTM1LWYwYTNjY2FlNWJlOA.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2M2LzhhLzM3L2M2ZjgtNGIyNi1iZmFiLTg4YjU3NTdiNTlmZQ.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,74.0,RÃ¸nne AllÃ©,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Snerydning ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-26,2016-09-26,Registreret revisor,-6580.0,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,DANSK SNERYDNING ApS,Ãstdansk Landboforening,140.0,Silkeborg,2014-12-02,2015-06-30,-6720.0,-6720.0,-6580.0,2016-06-30,2015-07-01,false,false,2016-09-26,RÃ¸nnede,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011986,indberetninger-20180424,2.592641,36451645.0,,2018-03-28T21:59:55.300Z,2016-09-30T07:24:49.365Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-32-PL,2016-09-30T07:24:49.522Z,,,,,,,,,,,,,,,
36451645,2015-07-01,2016-06-30,c1,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I3LzgzLzM5L2MzMDItNDI5OS05MzJhLTBmMGEwMDBjM2VjNw.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzViLzVkL2FkL2I4YWQtNDAzYS05MTM1LWYwYTNjY2FlNWJlOA.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2M2LzhhLzM3L2M2ZjgtNGIyNi1iZmFiLTg4YjU3NTdiNTlmZQ.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,74.0,RÃ¸nne AllÃ©,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Snerydning ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-26,2016-09-26,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,DANSK SNERYDNING ApS,Ãstdansk Landboforening,,Silkeborg,2014-12-02,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-26,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011986,indberetninger-20180424,2.592641,36451645.0,,2018-03-28T21:59:55.300Z,2016-09-30T07:24:49.365Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-32-PL,2016-09-30T07:24:49.522Z,,,,,,,,,,,,,20835400.0,Ãstdansk Landboforening,
36451645,2015-07-01,2016-06-30,c12,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I3LzgzLzM5L2MzMDItNDI5OS05MzJhLTBmMGEwMDBjM2VjNw.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzViLzVkL2FkL2I4YWQtNDAzYS05MTM1LWYwYTNjY2FlNWJlOA.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2M2LzhhLzM3L2M2ZjgtNGIyNi1iZmFiLTg4YjU3NTdiNTlmZQ.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,74.0,RÃ¸nne AllÃ©,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Snerydning ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-26,2016-09-26,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,DANSK SNERYDNING ApS,Ãstdansk Landboforening,,Silkeborg,2014-12-02,2015-06-30,0.0,,,2016-06-30,2015-07-01,false,false,2016-09-26,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011986,indberetninger-20180424,2.592641,36451645.0,,2018-03-28T21:59:55.300Z,2016-09-30T07:24:49.365Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-32-PL,2016-09-30T07:24:49.522Z,,,,,,,,,,,,,,,
36451645,2015-07-01,2016-06-30,c13,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I3LzgzLzM5L2MzMDItNDI5OS05MzJhLTBmMGEwMDBjM2VjNw.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzViLzVkL2FkL2I4YWQtNDAzYS05MTM1LWYwYTNjY2FlNWJlOA.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2M2LzhhLzM3L2M2ZjgtNGIyNi1iZmFiLTg4YjU3NTdiNTlmZQ.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,74.0,RÃ¸nne AllÃ©,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Snerydning ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-26,2016-09-26,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,DANSK SNERYDNING ApS,Ãstdansk Landboforening,,Silkeborg,2014-12-02,2015-06-30,-6720.0,,,2016-06-30,2015-07-01,false,false,2016-09-26,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23011986,indberetninger-20180424,2.592641,36451645.0,,2018-03-28T21:59:55.300Z,2016-09-30T07:24:49.365Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-32-PL,2016-09-30T07:24:49.522Z,,,,,,,,,,,,,,,
