entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
36451645,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU4LzIyLzFhLzE1YzAtNDdjYS1hYWFmLTk1ODc3YWNkMzhjNg.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzllL2NiLzk3Lzk5ZTUtNGVjNi1iNTYxLTdlODZjOGFmZmE0MQ.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2RhLzQ0LzkxLzJmNzEtNGZiYy05YWY0LWIwNGEyNGExMThmNA.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,11.0,Ebstrupvej,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Afrensning ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-21,2017-11-21,Registreret revisor,-6580.0,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,Jens Jacob Johannes Toft,DANSK AFRENSNING ApS,Morten Christensen,140.0,Silkeborg,2015-07-01,2016-06-30,-6720.0,-6720.0,-6580.0,2017-06-30,2016-07-01,false,false,2017-11-21,RÃ¸nnede,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24725836,indberetninger-20180424,2.59278,36451645.0,,2018-03-27T19:09:55.247Z,2017-11-23T08:13:57.171Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-77-NY,2017-11-23T08:13:57.401Z,,,,,,,,,,,,,,,,
36451645,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU4LzIyLzFhLzE1YzAtNDdjYS1hYWFmLTk1ODc3YWNkMzhjNg.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzllL2NiLzk3Lzk5ZTUtNGVjNi1iNTYxLTdlODZjOGFmZmE0MQ.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2RhLzQ0LzkxLzJmNzEtNGZiYy05YWY0LWIwNGEyNGExMThmNA.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,11.0,Ebstrupvej,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Afrensning ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-21,2017-11-21,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,Jens Jacob Johannes Toft,DANSK AFRENSNING ApS,Morten Christensen,,Silkeborg,2015-07-01,2016-06-30,-6720.0,,,2017-06-30,2016-07-01,false,false,2017-11-21,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24725836,indberetninger-20180424,2.59278,36451645.0,,2018-03-27T19:09:55.247Z,2017-11-23T08:13:57.171Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-77-NY,2017-11-23T08:13:57.401Z,,,,,,,,,,,,,,,,
36451645,2016-06-30,2016-06-30,c7,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU4LzIyLzFhLzE1YzAtNDdjYS1hYWFmLTk1ODc3YWNkMzhjNg.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzllL2NiLzk3Lzk5ZTUtNGVjNi1iNTYxLTdlODZjOGFmZmE0MQ.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2RhLzQ0LzkxLzJmNzEtNGZiYy05YWY0LWIwNGEyNGExMThmNA.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,11.0,Ebstrupvej,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Afrensning ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-21,2017-11-21,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,Jens Jacob Johannes Toft,DANSK AFRENSNING ApS,Morten Christensen,,Silkeborg,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-11-21,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24725836,indberetninger-20180424,2.59278,36451645.0,,2018-03-27T19:09:55.247Z,2017-11-23T08:13:57.171Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-77-NY,2017-11-23T08:13:57.401Z,20073.0,19180.0,50000.0,20073.0,14073.0,20073.0,6000.0,0.0,893.0,-35927.0,6000.0,893.0,0.0,6000.0,,
36451645,2016-07-01,2016-07-01,c10,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU4LzIyLzFhLzE1YzAtNDdjYS1hYWFmLTk1ODc3YWNkMzhjNg.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzllL2NiLzk3Lzk5ZTUtNGVjNi1iNTYxLTdlODZjOGFmZmE0MQ.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2RhLzQ0LzkxLzJmNzEtNGZiYy05YWY0LWIwNGEyNGExMThmNA.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,11.0,Ebstrupvej,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Afrensning ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-21,2017-11-21,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,Jens Jacob Johannes Toft,DANSK AFRENSNING ApS,Morten Christensen,,Silkeborg,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-11-21,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24725836,indberetninger-20180424,2.59278,36451645.0,,2018-03-27T19:09:55.247Z,2017-11-23T08:13:57.171Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-77-NY,2017-11-23T08:13:57.401Z,,,,,14073.0,,,,,,,,,,,
36451645,2016-07-01,2016-07-01,c8,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU4LzIyLzFhLzE1YzAtNDdjYS1hYWFmLTk1ODc3YWNkMzhjNg.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzllL2NiLzk3Lzk5ZTUtNGVjNi1iNTYxLTdlODZjOGFmZmE0MQ.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2RhLzQ0LzkxLzJmNzEtNGZiYy05YWY0LWIwNGEyNGExMThmNA.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,11.0,Ebstrupvej,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Afrensning ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-21,2017-11-21,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,Jens Jacob Johannes Toft,DANSK AFRENSNING ApS,Morten Christensen,,Silkeborg,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-11-21,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24725836,indberetninger-20180424,2.59278,36451645.0,,2018-03-27T19:09:55.247Z,2017-11-23T08:13:57.171Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-77-NY,2017-11-23T08:13:57.401Z,,,,,50000.0,,,,,,,,,,,
36451645,2016-07-01,2016-07-01,c9,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU4LzIyLzFhLzE1YzAtNDdjYS1hYWFmLTk1ODc3YWNkMzhjNg.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzllL2NiLzk3Lzk5ZTUtNGVjNi1iNTYxLTdlODZjOGFmZmE0MQ.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2RhLzQ0LzkxLzJmNzEtNGZiYy05YWY0LWIwNGEyNGExMThmNA.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,11.0,Ebstrupvej,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Afrensning ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-21,2017-11-21,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,Jens Jacob Johannes Toft,DANSK AFRENSNING ApS,Morten Christensen,,Silkeborg,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-11-21,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24725836,indberetninger-20180424,2.59278,36451645.0,,2018-03-27T19:09:55.247Z,2017-11-23T08:13:57.171Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-77-NY,2017-11-23T08:13:57.401Z,,,,,-35927.0,,,,,,,,,,,
36451645,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU4LzIyLzFhLzE1YzAtNDdjYS1hYWFmLTk1ODc3YWNkMzhjNg.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzllL2NiLzk3Lzk5ZTUtNGVjNi1iNTYxLTdlODZjOGFmZmE0MQ.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2RhLzQ0LzkxLzJmNzEtNGZiYy05YWY0LWIwNGEyNGExMThmNA.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,11.0,Ebstrupvej,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Afrensning ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-21,2017-11-21,Registreret revisor,-7813.0,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,Jens Jacob Johannes Toft,DANSK AFRENSNING ApS,Morten Christensen,0.0,Silkeborg,2015-07-01,2016-06-30,-7813.0,-7813.0,-7813.0,2017-06-30,2016-07-01,false,false,2017-11-21,RÃ¸nnede,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24725836,indberetninger-20180424,2.59278,36451645.0,,2018-03-27T19:09:55.247Z,2017-11-23T08:13:57.171Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-77-NY,2017-11-23T08:13:57.401Z,,,,,,,,,,,,,,,,
36451645,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU4LzIyLzFhLzE1YzAtNDdjYS1hYWFmLTk1ODc3YWNkMzhjNg.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzllL2NiLzk3Lzk5ZTUtNGVjNi1iNTYxLTdlODZjOGFmZmE0MQ.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2RhLzQ0LzkxLzJmNzEtNGZiYy05YWY0LWIwNGEyNGExMThmNA.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,11.0,Ebstrupvej,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Afrensning ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-21,2017-11-21,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,Jens Jacob Johannes Toft,DANSK AFRENSNING ApS,Morten Christensen,,Silkeborg,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-11-21,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24725836,indberetninger-20180424,2.59278,36451645.0,,2018-03-27T19:09:55.247Z,2017-11-23T08:13:57.171Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-77-NY,2017-11-23T08:13:57.401Z,,,,,,,,,,,,,,,20835400.0,Ãstdansk Landboforening
36451645,2016-07-01,2017-06-30,c11,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU4LzIyLzFhLzE1YzAtNDdjYS1hYWFmLTk1ODc3YWNkMzhjNg.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzllL2NiLzk3Lzk5ZTUtNGVjNi1iNTYxLTdlODZjOGFmZmE0MQ.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2RhLzQ0LzkxLzJmNzEtNGZiYy05YWY0LWIwNGEyNGExMThmNA.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,11.0,Ebstrupvej,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Afrensning ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-21,2017-11-21,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,Jens Jacob Johannes Toft,DANSK AFRENSNING ApS,Morten Christensen,,Silkeborg,2015-07-01,2016-06-30,0.0,,,2017-06-30,2016-07-01,false,false,2017-11-21,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24725836,indberetninger-20180424,2.59278,36451645.0,,2018-03-27T19:09:55.247Z,2017-11-23T08:13:57.171Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-77-NY,2017-11-23T08:13:57.401Z,,,,,,,,,,,,,,,,
36451645,2016-07-01,2017-06-30,c12,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU4LzIyLzFhLzE1YzAtNDdjYS1hYWFmLTk1ODc3YWNkMzhjNg.xhtml,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzllL2NiLzk3Lzk5ZTUtNGVjNi1iNTYxLTdlODZjOGFmZmE0MQ.pdf,http://regnskaber.virk.dk/54615463/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2RhLzQ0LzkxLzJmNzEtNGZiYy05YWY0LWIwNGEyNGExMThmNA.xml,true,Danmark,DK,RÃ¸nnede,4683.0,6.0,Center Alle,Silkeborg,8600.0,11.0,Ebstrupvej,4683 RÃ¸nnede,Center AllÃ© 6,Til den daglige ledelse i Dansk Afrensning ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-21,2017-11-21,Registreret revisor,,36451645.0,1004537204.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Christensen,Jacob Toft,Jens Jacob Johannes Toft,DANSK AFRENSNING ApS,Morten Christensen,,Silkeborg,2015-07-01,2016-06-30,-7813.0,,,2017-06-30,2016-07-01,false,false,2017-11-21,RÃ¸nnede,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24725836,indberetninger-20180424,2.59278,36451645.0,,2018-03-27T19:09:55.247Z,2017-11-23T08:13:57.171Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-77-NY,2017-11-23T08:13:57.401Z,,,,,,,,,,,,,,,,
