entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
34467404,2015-01-01,2015-12-31,ID_5,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M3L2EwL2I1L2VmODItNDZhYi1iOGI3LTg0MmFiOGQwOTA4Mw.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzFlL2M1LzYwLzQyYTItNDdhMS1hY2NiLWJkY2E3M2JkMjZjYw.xml,true,"Odense M, 5230",GoldschmidtsvÃ¦nget 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-07-21,2017-07-21,2012-03-27,2017-07-21,-7502.0,34467404.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for LOGISTIC GROUP FOUNDATION HOLDING ApS.,-1095188.0,Ãrsrapport,Recail Bekirovski,LOGISTIC GROUP FOUNDATION HOLDING ApS,4audit ass,4800.0,41750.0,VedbÃ¦k,2015-01-01,2015-12-31,-1072649.0,-1065740.0,-7502.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",6909.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24375759,indberetninger-20180424,2.5093765,34467404,,2018-03-27T12:17:51.778Z,2017-07-24T06:46:45.407Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-61-QF,2017-07-24T06:46:45.514Z,,,,,,,,,,,,,
34467404,2015-01-01,2015-12-31,ID_7,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M3L2EwL2I1L2VmODItNDZhYi1iOGI3LTg0MmFiOGQwOTA4Mw.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzFlL2M1LzYwLzQyYTItNDdhMS1hY2NiLWJkY2E3M2JkMjZjYw.xml,true,"Odense M, 5230",GoldschmidtsvÃ¦nget 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-07-21,2017-07-21,2012-03-27,2017-07-21,,34467404.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for LOGISTIC GROUP FOUNDATION HOLDING ApS.,,Ãrsrapport,Recail Bekirovski,LOGISTIC GROUP FOUNDATION HOLDING ApS,4audit ass,,,VedbÃ¦k,2015-01-01,2015-12-31,515188.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24375759,indberetninger-20180424,2.5093765,34467404,,2018-03-27T12:17:51.778Z,2017-07-24T06:46:45.407Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-61-QF,2017-07-24T06:46:45.514Z,,,,,,,,,,,,,
34467404,2015-01-01,2015-12-31,ID_9,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M3L2EwL2I1L2VmODItNDZhYi1iOGI3LTg0MmFiOGQwOTA4Mw.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzFlL2M1LzYwLzQyYTItNDdhMS1hY2NiLWJkY2E3M2JkMjZjYw.xml,true,"Odense M, 5230",GoldschmidtsvÃ¦nget 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-07-21,2017-07-21,2012-03-27,2017-07-21,,34467404.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for LOGISTIC GROUP FOUNDATION HOLDING ApS.,,Ãrsrapport,Recail Bekirovski,LOGISTIC GROUP FOUNDATION HOLDING ApS,4audit ass,,,VedbÃ¦k,2015-01-01,2015-12-31,557461.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24375759,indberetninger-20180424,2.5093765,34467404,,2018-03-27T12:17:51.778Z,2017-07-24T06:46:45.407Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-61-QF,2017-07-24T06:46:45.514Z,,,,,,,,,,,,,
34467404,2015-12-31,2015-12-31,ID_4,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M3L2EwL2I1L2VmODItNDZhYi1iOGI3LTg0MmFiOGQwOTA4Mw.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzFlL2M1LzYwLzQyYTItNDdhMS1hY2NiLWJkY2E3M2JkMjZjYw.xml,true,"Odense M, 5230",GoldschmidtsvÃ¦nget 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-07-21,2017-07-21,2012-03-27,2017-07-21,,34467404.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for LOGISTIC GROUP FOUNDATION HOLDING ApS.,,Ãrsrapport,Recail Bekirovski,LOGISTIC GROUP FOUNDATION HOLDING ApS,4audit ass,,,VedbÃ¦k,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24375759,indberetninger-20180424,2.5093765,34467404,,2018-03-27T12:17:51.778Z,2017-07-24T06:46:45.407Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-61-QF,2017-07-24T06:46:45.514Z,2240749.0,80000.0,2240749.0,942539.0,2240749.0,1298210.0,92300.0,862539.0,1298210.0,2240749.0,2240749.0,1205910.0,
34467404,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M3L2EwL2I1L2VmODItNDZhYi1iOGI3LTg0MmFiOGQwOTA4Mw.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzFlL2M1LzYwLzQyYTItNDdhMS1hY2NiLWJkY2E3M2JkMjZjYw.xml,true,"Odense M, 5230",GoldschmidtsvÃ¦nget 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-07-21,2017-07-21,2012-03-27,2017-07-21,,34467404.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for LOGISTIC GROUP FOUNDATION HOLDING ApS.,,Ãrsrapport,Recail Bekirovski,LOGISTIC GROUP FOUNDATION HOLDING ApS,4audit ass,,,VedbÃ¦k,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24375759,indberetninger-20180424,2.5093765,34467404,,2018-03-27T12:17:51.778Z,2017-07-24T06:46:45.407Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-61-QF,2017-07-24T06:46:45.514Z,,,,,,,,,,,,,Recail Bekirovski
34467404,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M3L2EwL2I1L2VmODItNDZhYi1iOGI3LTg0MmFiOGQwOTA4Mw.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzFlL2M1LzYwLzQyYTItNDdhMS1hY2NiLWJkY2E3M2JkMjZjYw.xml,true,"Odense M, 5230",GoldschmidtsvÃ¦nget 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-07-21,2017-07-21,2012-03-27,2017-07-21,,34467404.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for LOGISTIC GROUP FOUNDATION HOLDING ApS.,,Ãrsrapport,Recail Bekirovski,LOGISTIC GROUP FOUNDATION HOLDING ApS,4audit ass,,,VedbÃ¦k,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24375759,indberetninger-20180424,2.5093765,34467404,,2018-03-27T12:17:51.778Z,2017-07-24T06:46:45.407Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-61-QF,2017-07-24T06:46:45.514Z,,,,,,,,,,,,,
34467404,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M3L2EwL2I1L2VmODItNDZhYi1iOGI3LTg0MmFiOGQwOTA4Mw.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzFlL2M1LzYwLzQyYTItNDdhMS1hY2NiLWJkY2E3M2JkMjZjYw.xml,true,"Odense M, 5230",GoldschmidtsvÃ¦nget 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-07-21,2017-07-21,2012-03-27,2017-07-21,-6250.0,34467404.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for LOGISTIC GROUP FOUNDATION HOLDING ApS.,0.0,Ãrsrapport,Recail Bekirovski,LOGISTIC GROUP FOUNDATION HOLDING ApS,4audit ass,0.0,0.0,VedbÃ¦k,2015-01-01,2015-12-31,-4875.0,-6250.0,-6250.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",-1375.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24375759,indberetninger-20180424,2.5093765,34467404,,2018-03-27T12:17:51.778Z,2017-07-24T06:46:45.407Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-61-QF,2017-07-24T06:46:45.514Z,,,,,,,,,,,,,
34467404,2016-01-01,2016-12-31,ID_6,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M3L2EwL2I1L2VmODItNDZhYi1iOGI3LTg0MmFiOGQwOTA4Mw.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzFlL2M1LzYwLzQyYTItNDdhMS1hY2NiLWJkY2E3M2JkMjZjYw.xml,true,"Odense M, 5230",GoldschmidtsvÃ¦nget 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-07-21,2017-07-21,2012-03-27,2017-07-21,,34467404.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for LOGISTIC GROUP FOUNDATION HOLDING ApS.,,Ãrsrapport,Recail Bekirovski,LOGISTIC GROUP FOUNDATION HOLDING ApS,4audit ass,,,VedbÃ¦k,2015-01-01,2015-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24375759,indberetninger-20180424,2.5093765,34467404,,2018-03-27T12:17:51.778Z,2017-07-24T06:46:45.407Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-61-QF,2017-07-24T06:46:45.514Z,,,,,,,,,,,,,
34467404,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M3L2EwL2I1L2VmODItNDZhYi1iOGI3LTg0MmFiOGQwOTA4Mw.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzFlL2M1LzYwLzQyYTItNDdhMS1hY2NiLWJkY2E3M2JkMjZjYw.xml,true,"Odense M, 5230",GoldschmidtsvÃ¦nget 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-07-21,2017-07-21,2012-03-27,2017-07-21,,34467404.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for LOGISTIC GROUP FOUNDATION HOLDING ApS.,,Ãrsrapport,Recail Bekirovski,LOGISTIC GROUP FOUNDATION HOLDING ApS,4audit ass,,,VedbÃ¦k,2015-01-01,2015-12-31,4875.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24375759,indberetninger-20180424,2.5093765,34467404,,2018-03-27T12:17:51.778Z,2017-07-24T06:46:45.407Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-61-QF,2017-07-24T06:46:45.514Z,,,,,,,,,,,,,
34467404,2016-12-31,2016-12-31,ID_3,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M3L2EwL2I1L2VmODItNDZhYi1iOGI3LTg0MmFiOGQwOTA4Mw.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzFlL2M1LzYwLzQyYTItNDdhMS1hY2NiLWJkY2E3M2JkMjZjYw.xml,true,"Odense M, 5230",GoldschmidtsvÃ¦nget 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-07-21,2017-07-21,2012-03-27,2017-07-21,,34467404.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for LOGISTIC GROUP FOUNDATION HOLDING ApS.,,Ãrsrapport,Recail Bekirovski,LOGISTIC GROUP FOUNDATION HOLDING ApS,4audit ass,,,VedbÃ¦k,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24375759,indberetninger-20180424,2.5093765,34467404,,2018-03-27T12:17:51.778Z,2017-07-24T06:46:45.407Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-61-QF,2017-07-24T06:46:45.514Z,2242124.0,80000.0,2242124.0,937664.0,2242124.0,1304460.0,98550.0,857664.0,1304460.0,2242124.0,2242124.0,1205910.0,
