entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,TypeOfBasisForModifiedOpinionOnFinancialStatementsExtendedReview,TypeOfModifiedOpinionOnAuditedFinancialStatementsExtendedReview,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
34467404,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzQ4LzI2LzllLzljODAtNDk2NS05Y2M4LTg3NTNkNzhlZGIwMA.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzRlL2M5Lzk0LzUxNDYtNDM0ZC04ZDU2LTQzNTBkMmY5ZDE5MA.xml,"4700, NÃ¦stved",Ringstedgade 82,Til kapitalejerne i Logistic Group Foundation Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-28,2016-06-28,0.0,34467404.0,31929342.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Logistic Group Foundation Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Recail Bekirovski,Logistic Group Foundation Holding ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab","VedbÃ¦k, den 28-06-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-06-28,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22784986,indberetninger-20180424,2.5118406,34467404.0,,2018-03-29T15:02:40.839Z,2016-06-28T14:45:55.145Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-61-TV,2016-06-28T14:45:55.266Z,
34467404,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzQ4LzI2LzllLzljODAtNDk2NS05Y2M4LTg3NTNkNzhlZGIwMA.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzRlL2M5Lzk0LzUxNDYtNDM0ZC04ZDU2LTQzNTBkMmY5ZDE5MA.xml,"4700, NÃ¦stved",Ringstedgade 82,Til kapitalejerne i Logistic Group Foundation Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-28,2016-06-28,0.0,34467404.0,31929342.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Logistic Group Foundation Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Recail Bekirovski,Logistic Group Foundation Holding ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab","VedbÃ¦k, den 28-06-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-06-28,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22784986,indberetninger-20180424,2.5118406,34467404.0,,2018-03-29T15:02:40.839Z,2016-06-28T14:45:55.145Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-61-TV,2016-06-28T14:45:55.266Z,
34467404,2015-01-01,2015-12-31,ID_2,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzQ4LzI2LzllLzljODAtNDk2NS05Y2M4LTg3NTNkNzhlZGIwMA.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzRlL2M5Lzk0LzUxNDYtNDM0ZC04ZDU2LTQzNTBkMmY5ZDE5MA.xml,"4700, NÃ¦stved",Ringstedgade 82,Til kapitalejerne i Logistic Group Foundation Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-28,2016-06-28,0.0,34467404.0,31929342.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Logistic Group Foundation Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Recail Bekirovski,Logistic Group Foundation Holding ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab","VedbÃ¦k, den 28-06-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-06-28,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22784986,indberetninger-20180424,2.5118406,34467404.0,,2018-03-29T15:02:40.839Z,2016-06-28T14:45:55.145Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-61-TV,2016-06-28T14:45:55.266Z,
34467404,2015-01-01,2015-12-31,ID_3,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzQ4LzI2LzllLzljODAtNDk2NS05Y2M4LTg3NTNkNzhlZGIwMA.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzRlL2M5Lzk0LzUxNDYtNDM0ZC04ZDU2LTQzNTBkMmY5ZDE5MA.xml,"4700, NÃ¦stved",Ringstedgade 82,Til kapitalejerne i Logistic Group Foundation Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-28,2016-06-28,0.0,34467404.0,31929342.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Logistic Group Foundation Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Recail Bekirovski,Logistic Group Foundation Holding ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab","VedbÃ¦k, den 28-06-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-06-28,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22784986,indberetninger-20180424,2.5118406,34467404.0,,2018-03-29T15:02:40.839Z,2016-06-28T14:45:55.145Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-61-TV,2016-06-28T14:45:55.266Z,Recail Bekirovski
34467404,2015-01-01,2015-12-31,ID_4,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzQ4LzI2LzllLzljODAtNDk2NS05Y2M4LTg3NTNkNzhlZGIwMA.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzRlL2M5Lzk0LzUxNDYtNDM0ZC04ZDU2LTQzNTBkMmY5ZDE5MA.xml,"4700, NÃ¦stved",Ringstedgade 82,Til kapitalejerne i Logistic Group Foundation Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-28,2016-06-28,0.0,34467404.0,31929342.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Logistic Group Foundation Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Recail Bekirovski,Logistic Group Foundation Holding ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab","VedbÃ¦k, den 28-06-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-06-28,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22784986,indberetninger-20180424,2.5118406,34467404.0,,2018-03-29T15:02:40.839Z,2016-06-28T14:45:55.145Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-61-TV,2016-06-28T14:45:55.266Z,
34467404,2015-01-01,2015-12-31,ID_5,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzQ4LzI2LzllLzljODAtNDk2NS05Y2M4LTg3NTNkNzhlZGIwMA.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzRlL2M5Lzk0LzUxNDYtNDM0ZC04ZDU2LTQzNTBkMmY5ZDE5MA.xml,"4700, NÃ¦stved",Ringstedgade 82,Til kapitalejerne i Logistic Group Foundation Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-28,2016-06-28,0.0,34467404.0,31929342.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Logistic Group Foundation Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Recail Bekirovski,Logistic Group Foundation Holding ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab","VedbÃ¦k, den 28-06-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-06-28,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22784986,indberetninger-20180424,2.5118406,34467404.0,,2018-03-29T15:02:40.839Z,2016-06-28T14:45:55.145Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-61-TV,2016-06-28T14:45:55.266Z,
34467404,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzQ4LzI2LzllLzljODAtNDk2NS05Y2M4LTg3NTNkNzhlZGIwMA.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzRlL2M5Lzk0LzUxNDYtNDM0ZC04ZDU2LTQzNTBkMmY5ZDE5MA.xml,"4700, NÃ¦stved",Ringstedgade 82,Til kapitalejerne i Logistic Group Foundation Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-28,2016-06-28,0.0,34467404.0,31929342.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Logistic Group Foundation Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Recail Bekirovski,Logistic Group Foundation Holding ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab","VedbÃ¦k, den 28-06-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-06-28,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22784986,indberetninger-20180424,2.5118406,34467404.0,,2018-03-29T15:02:40.839Z,2016-06-28T14:45:55.145Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-61-TV,2016-06-28T14:45:55.266Z,
34467404,2015-01-01,2015-12-31,ID_7,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzQ4LzI2LzllLzljODAtNDk2NS05Y2M4LTg3NTNkNzhlZGIwMA.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzRlL2M5Lzk0LzUxNDYtNDM0ZC04ZDU2LTQzNTBkMmY5ZDE5MA.xml,"4700, NÃ¦stved",Ringstedgade 82,Til kapitalejerne i Logistic Group Foundation Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-28,2016-06-28,0.0,34467404.0,31929342.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Logistic Group Foundation Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Recail Bekirovski,Logistic Group Foundation Holding ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab","VedbÃ¦k, den 28-06-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-06-28,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22784986,indberetninger-20180424,2.5118406,34467404.0,,2018-03-29T15:02:40.839Z,2016-06-28T14:45:55.145Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-61-TV,2016-06-28T14:45:55.266Z,
34467404,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzQ4LzI2LzllLzljODAtNDk2NS05Y2M4LTg3NTNkNzhlZGIwMA.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzRlL2M5Lzk0LzUxNDYtNDM0ZC04ZDU2LTQzNTBkMmY5ZDE5MA.xml,"4700, NÃ¦stved",Ringstedgade 82,Til kapitalejerne i Logistic Group Foundation Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-28,2016-06-28,0.0,34467404.0,31929342.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Logistic Group Foundation Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Recail Bekirovski,Logistic Group Foundation Holding ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab","VedbÃ¦k, den 28-06-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-06-28,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22784986,indberetninger-20180424,2.5118406,34467404.0,,2018-03-29T15:02:40.839Z,2016-06-28T14:45:55.145Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-61-TV,2016-06-28T14:45:55.266Z,
34467404,2015-01-01,2015-12-31,ID_9,,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzQ4LzI2LzllLzljODAtNDk2NS05Y2M4LTg3NTNkNzhlZGIwMA.pdf,http://regnskaber.virk.dk/40476443/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzRlL2M5Lzk0LzUxNDYtNDM0ZC04ZDU2LTQzNTBkMmY5ZDE5MA.xml,"4700, NÃ¦stved",Ringstedgade 82,Til kapitalejerne i Logistic Group Foundation Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-28,2016-06-28,0.0,34467404.0,31929342.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Logistic Group Foundation Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Recail Bekirovski,Logistic Group Foundation Holding ApS,"Multi Revision I/S, Statsautoriseret revisionsinteressentskab","VedbÃ¦k, den 28-06-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-06-28,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22784986,indberetninger-20180424,2.5118406,34467404.0,,2018-03-29T15:02:40.839Z,2016-06-28T14:45:55.145Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-61-TV,2016-06-28T14:45:55.266Z,
