entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
35036407,2014-07-01,2015-06-30,ID_0,,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzI4L2QzLzgzLzRkZTktNDhkYi05MjhkLWNjNjc2Y2M1NTY4NQ.pdf,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzA3LzlmL2UwLzVlYWItNDFlZi05NmFkLWQ2YzEzMTc2NzU2OQ.xml,"4200, Slagelse","Nytorv 6, 1.sal",Til den daglige ledelse i Waterknowledge ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-10-08,2013-02-04,2015-10-08,0.0,35036407.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for Waterknowledge ApS.,Ãrsrapport,0.0,Martin Larsen,Waterknowledge ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 08-10-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-10-08,Slagelse,27289814.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21523838,indberetninger-20180424,2.5095582000000003,35036407.0,,2018-03-30T09:30:47.520Z,2015-10-14T11:28:10.518Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-60-WL,2015-10-14T11:28:11.467Z,
35036407,2014-07-01,2015-06-30,ID_1,,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzI4L2QzLzgzLzRkZTktNDhkYi05MjhkLWNjNjc2Y2M1NTY4NQ.pdf,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzA3LzlmL2UwLzVlYWItNDFlZi05NmFkLWQ2YzEzMTc2NzU2OQ.xml,"4200, Slagelse","Nytorv 6, 1.sal",Til den daglige ledelse i Waterknowledge ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-10-08,2013-02-04,2015-10-08,0.0,35036407.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for Waterknowledge ApS.,Ãrsrapport,0.0,Martin Larsen,Waterknowledge ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 08-10-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-10-08,Slagelse,27289814.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21523838,indberetninger-20180424,2.5095582000000003,35036407.0,,2018-03-30T09:30:47.520Z,2015-10-14T11:28:10.518Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-60-WL,2015-10-14T11:28:11.467Z,
35036407,2014-07-01,2015-06-30,ID_2,,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzI4L2QzLzgzLzRkZTktNDhkYi05MjhkLWNjNjc2Y2M1NTY4NQ.pdf,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzA3LzlmL2UwLzVlYWItNDFlZi05NmFkLWQ2YzEzMTc2NzU2OQ.xml,"4200, Slagelse","Nytorv 6, 1.sal",Til den daglige ledelse i Waterknowledge ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-10-08,2013-02-04,2015-10-08,0.0,35036407.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for Waterknowledge ApS.,Ãrsrapport,0.0,Martin Larsen,Waterknowledge ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 08-10-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-10-08,Slagelse,27289814.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21523838,indberetninger-20180424,2.5095582000000003,35036407.0,,2018-03-30T09:30:47.520Z,2015-10-14T11:28:10.518Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-60-WL,2015-10-14T11:28:11.467Z,Martin Larsen
35036407,2014-07-01,2015-06-30,ID_3,,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzI4L2QzLzgzLzRkZTktNDhkYi05MjhkLWNjNjc2Y2M1NTY4NQ.pdf,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzA3LzlmL2UwLzVlYWItNDFlZi05NmFkLWQ2YzEzMTc2NzU2OQ.xml,"4200, Slagelse","Nytorv 6, 1.sal",Til den daglige ledelse i Waterknowledge ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-10-08,2013-02-04,2015-10-08,0.0,35036407.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for Waterknowledge ApS.,Ãrsrapport,0.0,Martin Larsen,Waterknowledge ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 08-10-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-10-08,Slagelse,27289814.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21523838,indberetninger-20180424,2.5095582000000003,35036407.0,,2018-03-30T09:30:47.520Z,2015-10-14T11:28:10.518Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-60-WL,2015-10-14T11:28:11.467Z,
35036407,2014-07-01,2015-06-30,ID_4,,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzI4L2QzLzgzLzRkZTktNDhkYi05MjhkLWNjNjc2Y2M1NTY4NQ.pdf,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzA3LzlmL2UwLzVlYWItNDFlZi05NmFkLWQ2YzEzMTc2NzU2OQ.xml,"4200, Slagelse","Nytorv 6, 1.sal",Til den daglige ledelse i Waterknowledge ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-10-08,2013-02-04,2015-10-08,0.0,35036407.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for Waterknowledge ApS.,Ãrsrapport,0.0,Martin Larsen,Waterknowledge ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 08-10-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-10-08,Slagelse,27289814.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21523838,indberetninger-20180424,2.5095582000000003,35036407.0,,2018-03-30T09:30:47.520Z,2015-10-14T11:28:10.518Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-60-WL,2015-10-14T11:28:11.467Z,
35036407,2014-07-01,2015-06-30,ID_5,,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzI4L2QzLzgzLzRkZTktNDhkYi05MjhkLWNjNjc2Y2M1NTY4NQ.pdf,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzA3LzlmL2UwLzVlYWItNDFlZi05NmFkLWQ2YzEzMTc2NzU2OQ.xml,"4200, Slagelse","Nytorv 6, 1.sal",Til den daglige ledelse i Waterknowledge ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-10-08,2013-02-04,2015-10-08,0.0,35036407.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for Waterknowledge ApS.,Ãrsrapport,0.0,Martin Larsen,Waterknowledge ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 08-10-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-10-08,Slagelse,27289814.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21523838,indberetninger-20180424,2.5095582000000003,35036407.0,,2018-03-30T09:30:47.520Z,2015-10-14T11:28:10.518Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-60-WL,2015-10-14T11:28:11.467Z,
35036407,2014-07-01,2015-06-30,ID_6,,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzI4L2QzLzgzLzRkZTktNDhkYi05MjhkLWNjNjc2Y2M1NTY4NQ.pdf,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzA3LzlmL2UwLzVlYWItNDFlZi05NmFkLWQ2YzEzMTc2NzU2OQ.xml,"4200, Slagelse","Nytorv 6, 1.sal",Til den daglige ledelse i Waterknowledge ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-10-08,2013-02-04,2015-10-08,0.0,35036407.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for Waterknowledge ApS.,Ãrsrapport,0.0,Martin Larsen,Waterknowledge ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 08-10-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-10-08,Slagelse,27289814.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21523838,indberetninger-20180424,2.5095582000000003,35036407.0,,2018-03-30T09:30:47.520Z,2015-10-14T11:28:10.518Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-60-WL,2015-10-14T11:28:11.467Z,
35036407,2014-07-01,2015-06-30,ID_7,,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzI4L2QzLzgzLzRkZTktNDhkYi05MjhkLWNjNjc2Y2M1NTY4NQ.pdf,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzA3LzlmL2UwLzVlYWItNDFlZi05NmFkLWQ2YzEzMTc2NzU2OQ.xml,"4200, Slagelse","Nytorv 6, 1.sal",Til den daglige ledelse i Waterknowledge ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-10-08,2013-02-04,2015-10-08,0.0,35036407.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for Waterknowledge ApS.,Ãrsrapport,0.0,Martin Larsen,Waterknowledge ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 08-10-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-10-08,Slagelse,27289814.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21523838,indberetninger-20180424,2.5095582000000003,35036407.0,,2018-03-30T09:30:47.520Z,2015-10-14T11:28:10.518Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-60-WL,2015-10-14T11:28:11.467Z,
35036407,2014-07-01,2015-06-30,ID_8,,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzI4L2QzLzgzLzRkZTktNDhkYi05MjhkLWNjNjc2Y2M1NTY4NQ.pdf,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzA3LzlmL2UwLzVlYWItNDFlZi05NmFkLWQ2YzEzMTc2NzU2OQ.xml,"4200, Slagelse","Nytorv 6, 1.sal",Til den daglige ledelse i Waterknowledge ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-10-08,2013-02-04,2015-10-08,0.0,35036407.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for Waterknowledge ApS.,Ãrsrapport,0.0,Martin Larsen,Waterknowledge ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 08-10-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-10-08,Slagelse,27289814.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21523838,indberetninger-20180424,2.5095582000000003,35036407.0,,2018-03-30T09:30:47.520Z,2015-10-14T11:28:10.518Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-60-WL,2015-10-14T11:28:11.467Z,
35036407,2014-07-01,2015-06-30,ID_9,,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzI4L2QzLzgzLzRkZTktNDhkYi05MjhkLWNjNjc2Y2M1NTY4NQ.pdf,http://regnskaber.virk.dk/70463053/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzA3LzlmL2UwLzVlYWItNDFlZi05NmFkLWQ2YzEzMTc2NzU2OQ.xml,"4200, Slagelse","Nytorv 6, 1.sal",Til den daglige ledelse i Waterknowledge ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-10-08,2013-02-04,2015-10-08,0.0,35036407.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for Waterknowledge ApS.,Ãrsrapport,0.0,Martin Larsen,Waterknowledge ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 08-10-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-10-08,Slagelse,27289814.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21523838,indberetninger-20180424,2.5095582000000003,35036407.0,,2018-03-30T09:30:47.520Z,2015-10-14T11:28:10.518Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-60-WL,2015-10-14T11:28:11.467Z,
