entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnAverageNumberOfEmployees,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
32646670,2016-04-01,2017-03-31,c4,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YwLzgzL2VhLzgzNjEtNDk4YS1iYThjLTg5MDkzOGM1M2YzYQ.xhtml,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzg1LzdhLzNhLzBlOGEtNDVmNy1iOWZkLWVjYjQ3YjEyYTgzYg.pdf,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzM5LzdmLzk0LzAxNjItNGFmYi1iNTk2LTAwNGZkMmQ4ZGE2NQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Tune,4030.0,17.0,FlÃ¸jterupvej,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Heine TÃ¸nnesen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-07-16,2018-07-19,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive holding- og investeringsvirksomhed samt hermedÂ beslÃ¦gtet virksomhed.</p>",-7000.0,32646670.0,mne9053,1015254161.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret ansat lÃ¸nnet personale i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Heine TÃ¸nnesen,Heine TÃ¸nnesen,HEINE TÃNNESEN HOLDING ApS,Kenneth Birkelund,7000.0,5123.0,Frederiksberg C,2016-04-01,2017-03-31,-1877.0,-1877.0,-7000.0,2018-03-31,2017-04-01,0.0,false,false,2018-07-16,DragÃ¸r,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25997757,indberetninger-20180424,2.59278,32646670.0,AWS2cscSKQjPMJ1HuKKZ,2018-07-20T06:49:09.579Z,2018-07-20T06:48:51.491Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AT-65-AD,2018-07-20T06:48:51.618Z,,,,,,,,,,,,,,,,
32646670,2016-04-01,2017-03-31,c6,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YwLzgzL2VhLzgzNjEtNDk4YS1iYThjLTg5MDkzOGM1M2YzYQ.xhtml,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzg1LzdhLzNhLzBlOGEtNDVmNy1iOWZkLWVjYjQ3YjEyYTgzYg.pdf,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzM5LzdmLzk0LzAxNjItNGFmYi1iNTk2LTAwNGZkMmQ4ZGE2NQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Tune,4030.0,17.0,FlÃ¸jterupvej,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Heine TÃ¸nnesen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-07-16,2018-07-19,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive holding- og investeringsvirksomhed samt hermedÂ beslÃ¦gtet virksomhed.</p>",,32646670.0,mne9053,1015254161.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret ansat lÃ¸nnet personale i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Heine TÃ¸nnesen,Heine TÃ¸nnesen,HEINE TÃNNESEN HOLDING ApS,Kenneth Birkelund,,,Frederiksberg C,2016-04-01,2017-03-31,103400.0,,,2018-03-31,2017-04-01,,false,false,2018-07-16,DragÃ¸r,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25997757,indberetninger-20180424,2.59278,32646670.0,AWS2cscSKQjPMJ1HuKKZ,2018-07-20T06:49:09.579Z,2018-07-20T06:48:51.491Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AT-65-AD,2018-07-20T06:48:51.618Z,,,,,,,,,,,,,,,,
32646670,2016-04-01,2017-03-31,c8,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YwLzgzL2VhLzgzNjEtNDk4YS1iYThjLTg5MDkzOGM1M2YzYQ.xhtml,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzg1LzdhLzNhLzBlOGEtNDVmNy1iOWZkLWVjYjQ3YjEyYTgzYg.pdf,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzM5LzdmLzk0LzAxNjItNGFmYi1iNTk2LTAwNGZkMmQ4ZGE2NQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Tune,4030.0,17.0,FlÃ¸jterupvej,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Heine TÃ¸nnesen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-07-16,2018-07-19,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive holding- og investeringsvirksomhed samt hermedÂ beslÃ¦gtet virksomhed.</p>",,32646670.0,mne9053,1015254161.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret ansat lÃ¸nnet personale i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Heine TÃ¸nnesen,Heine TÃ¸nnesen,HEINE TÃNNESEN HOLDING ApS,Kenneth Birkelund,,,Frederiksberg C,2016-04-01,2017-03-31,-105277.0,,,2018-03-31,2017-04-01,,false,false,2018-07-16,DragÃ¸r,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25997757,indberetninger-20180424,2.59278,32646670.0,AWS2cscSKQjPMJ1HuKKZ,2018-07-20T06:49:09.579Z,2018-07-20T06:48:51.491Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AT-65-AD,2018-07-20T06:48:51.618Z,,,,,,,,,,,,,,,,
32646670,2017-03-31,2017-03-31,c10,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YwLzgzL2VhLzgzNjEtNDk4YS1iYThjLTg5MDkzOGM1M2YzYQ.xhtml,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzg1LzdhLzNhLzBlOGEtNDVmNy1iOWZkLWVjYjQ3YjEyYTgzYg.pdf,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzM5LzdmLzk0LzAxNjItNGFmYi1iNTk2LTAwNGZkMmQ4ZGE2NQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Tune,4030.0,17.0,FlÃ¸jterupvej,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Heine TÃ¸nnesen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-07-16,2018-07-19,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive holding- og investeringsvirksomhed samt hermedÂ beslÃ¦gtet virksomhed.</p>",,32646670.0,mne9053,1015254161.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret ansat lÃ¸nnet personale i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Heine TÃ¸nnesen,Heine TÃ¸nnesen,HEINE TÃNNESEN HOLDING ApS,Kenneth Birkelund,,,Frederiksberg C,2016-04-01,2017-03-31,,,,2018-03-31,2017-04-01,,false,false,2018-07-16,DragÃ¸r,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25997757,indberetninger-20180424,2.59278,32646670.0,AWS2cscSKQjPMJ1HuKKZ,2018-07-20T06:49:09.579Z,2018-07-20T06:48:51.491Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AT-65-AD,2018-07-20T06:48:51.618Z,821649.0,655821.0,125000.0,821649.0,785382.0,821649.0,36267.0,165828.0,103400.0,556982.0,36267.0,0.0,165828.0,36267.0,,
32646670,2017-04-01,2018-03-31,c0,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YwLzgzL2VhLzgzNjEtNDk4YS1iYThjLTg5MDkzOGM1M2YzYQ.xhtml,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzg1LzdhLzNhLzBlOGEtNDVmNy1iOWZkLWVjYjQ3YjEyYTgzYg.pdf,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzM5LzdmLzk0LzAxNjItNGFmYi1iNTk2LTAwNGZkMmQ4ZGE2NQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Tune,4030.0,17.0,FlÃ¸jterupvej,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Heine TÃ¸nnesen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-07-16,2018-07-19,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive holding- og investeringsvirksomhed samt hermedÂ beslÃ¦gtet virksomhed.</p>",-7190.0,32646670.0,mne9053,1015254161.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret ansat lÃ¸nnet personale i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Heine TÃ¸nnesen,Heine TÃ¸nnesen,HEINE TÃNNESEN HOLDING ApS,Kenneth Birkelund,7190.0,12.0,Frederiksberg C,2016-04-01,2017-03-31,4742.0,-7258.0,-7190.0,2018-03-31,2017-04-01,80.0,false,false,2018-07-16,DragÃ¸r,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-12000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25997757,indberetninger-20180424,2.59278,32646670.0,AWS2cscSKQjPMJ1HuKKZ,2018-07-20T06:49:09.579Z,2018-07-20T06:48:51.491Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AT-65-AD,2018-07-20T06:48:51.618Z,,,,,,,,,,,,,,,,
32646670,2017-04-01,2018-03-31,c1,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YwLzgzL2VhLzgzNjEtNDk4YS1iYThjLTg5MDkzOGM1M2YzYQ.xhtml,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzg1LzdhLzNhLzBlOGEtNDVmNy1iOWZkLWVjYjQ3YjEyYTgzYg.pdf,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzM5LzdmLzk0LzAxNjItNGFmYi1iNTk2LTAwNGZkMmQ4ZGE2NQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Tune,4030.0,17.0,FlÃ¸jterupvej,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Heine TÃ¸nnesen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-07-16,2018-07-19,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive holding- og investeringsvirksomhed samt hermedÂ beslÃ¦gtet virksomhed.</p>",,32646670.0,mne9053,1015254161.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret ansat lÃ¸nnet personale i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Heine TÃ¸nnesen,Heine TÃ¸nnesen,HEINE TÃNNESEN HOLDING ApS,Kenneth Birkelund,,,Frederiksberg C,2016-04-01,2017-03-31,,,,2018-03-31,2017-04-01,,false,false,2018-07-16,DragÃ¸r,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25997757,indberetninger-20180424,2.59278,32646670.0,AWS2cscSKQjPMJ1HuKKZ,2018-07-20T06:49:09.579Z,2018-07-20T06:48:51.491Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AT-65-AD,2018-07-20T06:48:51.618Z,,,,,,,,,,,,,,,32147437.0,REVISIONSFIRMAET KENNETH BIRKELUND - REGISTRERET REVISIONSANPARTSSELSKAB
32646670,2017-04-01,2018-03-31,c2,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YwLzgzL2VhLzgzNjEtNDk4YS1iYThjLTg5MDkzOGM1M2YzYQ.xhtml,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzg1LzdhLzNhLzBlOGEtNDVmNy1iOWZkLWVjYjQ3YjEyYTgzYg.pdf,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzM5LzdmLzk0LzAxNjItNGFmYi1iNTk2LTAwNGZkMmQ4ZGE2NQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Tune,4030.0,17.0,FlÃ¸jterupvej,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Heine TÃ¸nnesen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-07-16,2018-07-19,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive holding- og investeringsvirksomhed samt hermedÂ beslÃ¦gtet virksomhed.</p>",,32646670.0,mne9053,1015254161.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret ansat lÃ¸nnet personale i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Heine TÃ¸nnesen,Heine TÃ¸nnesen,HEINE TÃNNESEN HOLDING ApS,Kenneth Birkelund,,,Frederiksberg C,2016-04-01,2017-03-31,,,,2018-03-31,2017-04-01,,false,false,2018-07-16,DragÃ¸r,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25997757,indberetninger-20180424,2.59278,32646670.0,AWS2cscSKQjPMJ1HuKKZ,2018-07-20T06:49:09.579Z,2018-07-20T06:48:51.491Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AT-65-AD,2018-07-20T06:48:51.618Z,,,,,,,,,,,,,,,,
32646670,2017-04-01,2018-03-31,c3,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YwLzgzL2VhLzgzNjEtNDk4YS1iYThjLTg5MDkzOGM1M2YzYQ.xhtml,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzg1LzdhLzNhLzBlOGEtNDVmNy1iOWZkLWVjYjQ3YjEyYTgzYg.pdf,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzM5LzdmLzk0LzAxNjItNGFmYi1iNTk2LTAwNGZkMmQ4ZGE2NQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Tune,4030.0,17.0,FlÃ¸jterupvej,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Heine TÃ¸nnesen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-07-16,2018-07-19,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive holding- og investeringsvirksomhed samt hermedÂ beslÃ¦gtet virksomhed.</p>",,32646670.0,mne9053,1015254161.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret ansat lÃ¸nnet personale i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Heine TÃ¸nnesen,Heine TÃ¸nnesen,HEINE TÃNNESEN HOLDING ApS,Kenneth Birkelund,,,Frederiksberg C,2016-04-01,2017-03-31,,,,2018-03-31,2017-04-01,,false,false,2018-07-16,DragÃ¸r,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25997757,indberetninger-20180424,2.59278,32646670.0,AWS2cscSKQjPMJ1HuKKZ,2018-07-20T06:49:09.579Z,2018-07-20T06:48:51.491Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AT-65-AD,2018-07-20T06:48:51.618Z,,,,,,,,,,,,,,,32147437.0,REVISIONSFIRMAET KENNETH BIRKELUND - REGISTRERET REVISIONSANPARTSSELSKAB
32646670,2017-04-01,2018-03-31,c5,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YwLzgzL2VhLzgzNjEtNDk4YS1iYThjLTg5MDkzOGM1M2YzYQ.xhtml,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzg1LzdhLzNhLzBlOGEtNDVmNy1iOWZkLWVjYjQ3YjEyYTgzYg.pdf,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzM5LzdmLzk0LzAxNjItNGFmYi1iNTk2LTAwNGZkMmQ4ZGE2NQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Tune,4030.0,17.0,FlÃ¸jterupvej,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Heine TÃ¸nnesen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-07-16,2018-07-19,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive holding- og investeringsvirksomhed samt hermedÂ beslÃ¦gtet virksomhed.</p>",,32646670.0,mne9053,1015254161.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret ansat lÃ¸nnet personale i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Heine TÃ¸nnesen,Heine TÃ¸nnesen,HEINE TÃNNESEN HOLDING ApS,Kenneth Birkelund,,,Frederiksberg C,2016-04-01,2017-03-31,105800.0,,,2018-03-31,2017-04-01,,false,false,2018-07-16,DragÃ¸r,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25997757,indberetninger-20180424,2.59278,32646670.0,AWS2cscSKQjPMJ1HuKKZ,2018-07-20T06:49:09.579Z,2018-07-20T06:48:51.491Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AT-65-AD,2018-07-20T06:48:51.618Z,,,,,,,,,,,,,,,,
32646670,2017-04-01,2018-03-31,c7,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YwLzgzL2VhLzgzNjEtNDk4YS1iYThjLTg5MDkzOGM1M2YzYQ.xhtml,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzg1LzdhLzNhLzBlOGEtNDVmNy1iOWZkLWVjYjQ3YjEyYTgzYg.pdf,http://regnskaber.virk.dk/07664623/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzM5LzdmLzk0LzAxNjItNGFmYi1iNTk2LTAwNGZkMmQ4ZGE2NQ.xml,true,Danmark,DK,DragÃ¸r,2791.0,33.0,Kronager,Tune,4030.0,17.0,FlÃ¸jterupvej,2791 DragÃ¸r,Kronager 33,Til den daglige ledelse i Heine TÃ¸nnesen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-07-16,2018-07-19,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive holding- og investeringsvirksomhed samt hermedÂ beslÃ¦gtet virksomhed.</p>",,32646670.0,mne9053,1015254161.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret ansat lÃ¸nnet personale i regnskabsÃ¥ret.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Birkelund,Heine TÃ¸nnesen,Heine TÃ¸nnesen,HEINE TÃNNESEN HOLDING ApS,Kenneth Birkelund,,,Frederiksberg C,2016-04-01,2017-03-31,-101058.0,,,2018-03-31,2017-04-01,,false,false,2018-07-16,DragÃ¸r,Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25997757,indberetninger-20180424,2.59278,32646670.0,AWS2cscSKQjPMJ1HuKKZ,2018-07-20T06:49:09.579Z,2018-07-20T06:48:51.491Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AT-65-AD,2018-07-20T06:48:51.618Z,,,,,,,,,,,,,,,,
