entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermPayablesToAssociates,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
26595738,2015-10-01,2016-09-30,c5,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzI4L2Y5LzRiLzg0Y2EtNGEzMi04NzRiLWE0NmI5ZTgyYmFmMw.xhtml,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzM0L2VhLzc1LzY4NmMtNGI1My05OWM0LTZkMTRmYWU1NGZiYg.pdf,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzYxL2U0L2VjLzBiNWMtNDM5OS1iZmVhLWY1Nzc1MDU2YjAwMA.xml,true,2800 Kgs. Lyngby,Farum,3520.0,34.0,Klintedalen,3520 Farum,Klintedalen 34,Regnskabsklasse B,2018-02-28,2018-02-28,24500.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forespÃ¸rgsel oplyst, at det ikke har pÃ¥taget sig forpligtigelser der ikke fremgÃ¥r af regnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forspÃ¸rgsel oplyst, at der ikke er pantsat nogen aktiver ej heller stillet aktiver til sikkerhed.</p>",505.0,-505.0,26595738.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Richard L. Hansen,Katrine Ledborg Andersen,Nordea,INSTITUTE OF LEADERSHIP DYNAMICS A/S,Richard L. Hansen,178.0,Farum,2015-10-01,2016-09-30,-25183.0,-25183.0,-25005.0,2017-09-30,2016-10-01,132000.0,false,false,12226.0,false,false,Ingen bistand,urn:ofk:oid:25125684,indberetninger-20180424,2.5926367999999997,26595738.0,,2018-04-04T02:36:26.472Z,2018-03-02T19:19:45.341Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-69-QJ,2018-03-02T19:19:45.556Z,,,,,,,,,,,,,,,,,,
26595738,2015-10-01,2016-09-30,c7,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzI4L2Y5LzRiLzg0Y2EtNGEzMi04NzRiLWE0NmI5ZTgyYmFmMw.xhtml,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzM0L2VhLzc1LzY4NmMtNGI1My05OWM0LTZkMTRmYWU1NGZiYg.pdf,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzYxL2U0L2VjLzBiNWMtNDM5OS1iZmVhLWY1Nzc1MDU2YjAwMA.xml,true,2800 Kgs. Lyngby,Farum,3520.0,34.0,Klintedalen,3520 Farum,Klintedalen 34,Regnskabsklasse B,2018-02-28,2018-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forespÃ¸rgsel oplyst, at det ikke har pÃ¥taget sig forpligtigelser der ikke fremgÃ¥r af regnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forspÃ¸rgsel oplyst, at der ikke er pantsat nogen aktiver ej heller stillet aktiver til sikkerhed.</p>",,,26595738.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Richard L. Hansen,Katrine Ledborg Andersen,Nordea,INSTITUTE OF LEADERSHIP DYNAMICS A/S,Richard L. Hansen,,Farum,2015-10-01,2016-09-30,-25183.0,,,2017-09-30,2016-10-01,132000.0,false,false,12226.0,false,false,Ingen bistand,urn:ofk:oid:25125684,indberetninger-20180424,2.5926367999999997,26595738.0,,2018-04-04T02:36:26.472Z,2018-03-02T19:19:45.341Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-69-QJ,2018-03-02T19:19:45.556Z,,,,,,,,,,,,,,,,,,
26595738,2016-09-30,2016-09-30,c9,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzI4L2Y5LzRiLzg0Y2EtNGEzMi04NzRiLWE0NmI5ZTgyYmFmMw.xhtml,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzM0L2VhLzc1LzY4NmMtNGI1My05OWM0LTZkMTRmYWU1NGZiYg.pdf,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzYxL2U0L2VjLzBiNWMtNDM5OS1iZmVhLWY1Nzc1MDU2YjAwMA.xml,true,2800 Kgs. Lyngby,Farum,3520.0,34.0,Klintedalen,3520 Farum,Klintedalen 34,Regnskabsklasse B,2018-02-28,2018-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forespÃ¸rgsel oplyst, at det ikke har pÃ¥taget sig forpligtigelser der ikke fremgÃ¥r af regnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forspÃ¸rgsel oplyst, at der ikke er pantsat nogen aktiver ej heller stillet aktiver til sikkerhed.</p>",,,26595738.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Richard L. Hansen,Katrine Ledborg Andersen,Nordea,INSTITUTE OF LEADERSHIP DYNAMICS A/S,Richard L. Hansen,,Farum,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,132000.0,false,false,12226.0,false,false,Ingen bistand,urn:ofk:oid:25125684,indberetninger-20180424,2.5926367999999997,26595738.0,,2018-04-04T02:36:26.472Z,2018-03-02T19:19:45.341Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-69-QJ,2018-03-02T19:19:45.556Z,753541.0,2259.0,750000.0,474341.0,738605.0,279200.0,279200.0,753541.0,14936.0,279200.0,2710.0,76550.0,-11395.0,14936.0,472082.0,16537.0,378995.0,
26595738,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzI4L2Y5LzRiLzg0Y2EtNGEzMi04NzRiLWE0NmI5ZTgyYmFmMw.xhtml,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzM0L2VhLzc1LzY4NmMtNGI1My05OWM0LTZkMTRmYWU1NGZiYg.pdf,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzYxL2U0L2VjLzBiNWMtNDM5OS1iZmVhLWY1Nzc1MDU2YjAwMA.xml,true,2800 Kgs. Lyngby,Farum,3520.0,34.0,Klintedalen,3520 Farum,Klintedalen 34,Regnskabsklasse B,2018-02-28,2018-02-28,24500.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forespÃ¸rgsel oplyst, at det ikke har pÃ¥taget sig forpligtigelser der ikke fremgÃ¥r af regnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forspÃ¸rgsel oplyst, at der ikke er pantsat nogen aktiver ej heller stillet aktiver til sikkerhed.</p>",628551.0,-496551.0,26595738.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Richard L. Hansen,Katrine Ledborg Andersen,Nordea,INSTITUTE OF LEADERSHIP DYNAMICS A/S,Richard L. Hansen,9967.0,Farum,2015-10-01,2016-09-30,-531018.0,-531018.0,-521051.0,2017-09-30,2016-10-01,132000.0,false,false,12226.0,false,false,Ingen bistand,urn:ofk:oid:25125684,indberetninger-20180424,2.5926367999999997,26595738.0,,2018-04-04T02:36:26.472Z,2018-03-02T19:19:45.341Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-69-QJ,2018-03-02T19:19:45.556Z,,,,,,,,,,,,,,,,,,
26595738,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzI4L2Y5LzRiLzg0Y2EtNGEzMi04NzRiLWE0NmI5ZTgyYmFmMw.xhtml,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzM0L2VhLzc1LzY4NmMtNGI1My05OWM0LTZkMTRmYWU1NGZiYg.pdf,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzYxL2U0L2VjLzBiNWMtNDM5OS1iZmVhLWY1Nzc1MDU2YjAwMA.xml,true,2800 Kgs. Lyngby,Farum,3520.0,34.0,Klintedalen,3520 Farum,Klintedalen 34,Regnskabsklasse B,2018-02-28,2018-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forespÃ¸rgsel oplyst, at det ikke har pÃ¥taget sig forpligtigelser der ikke fremgÃ¥r af regnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forspÃ¸rgsel oplyst, at der ikke er pantsat nogen aktiver ej heller stillet aktiver til sikkerhed.</p>",,,26595738.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Richard L. Hansen,Katrine Ledborg Andersen,Nordea,INSTITUTE OF LEADERSHIP DYNAMICS A/S,Richard L. Hansen,,Farum,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,132000.0,false,false,12226.0,false,false,Ingen bistand,urn:ofk:oid:25125684,indberetninger-20180424,2.5926367999999997,26595738.0,,2018-04-04T02:36:26.472Z,2018-03-02T19:19:45.341Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-69-QJ,2018-03-02T19:19:45.556Z,,,,,,,,,,,,,,,,,,
26595738,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzI4L2Y5LzRiLzg0Y2EtNGEzMi04NzRiLWE0NmI5ZTgyYmFmMw.xhtml,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzM0L2VhLzc1LzY4NmMtNGI1My05OWM0LTZkMTRmYWU1NGZiYg.pdf,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzYxL2U0L2VjLzBiNWMtNDM5OS1iZmVhLWY1Nzc1MDU2YjAwMA.xml,true,2800 Kgs. Lyngby,Farum,3520.0,34.0,Klintedalen,3520 Farum,Klintedalen 34,Regnskabsklasse B,2018-02-28,2018-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forespÃ¸rgsel oplyst, at det ikke har pÃ¥taget sig forpligtigelser der ikke fremgÃ¥r af regnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forspÃ¸rgsel oplyst, at der ikke er pantsat nogen aktiver ej heller stillet aktiver til sikkerhed.</p>",,,26595738.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Richard L. Hansen,Katrine Ledborg Andersen,Nordea,INSTITUTE OF LEADERSHIP DYNAMICS A/S,Richard L. Hansen,,Farum,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,132000.0,false,false,12226.0,false,false,Ingen bistand,urn:ofk:oid:25125684,indberetninger-20180424,2.5926367999999997,26595738.0,,2018-04-04T02:36:26.472Z,2018-03-02T19:19:45.341Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-69-QJ,2018-03-02T19:19:45.556Z,,,,,,,,,,,,,,,,,,Michael Bjerg Andersen
26595738,2016-10-01,2017-09-30,c3,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzI4L2Y5LzRiLzg0Y2EtNGEzMi04NzRiLWE0NmI5ZTgyYmFmMw.xhtml,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzM0L2VhLzc1LzY4NmMtNGI1My05OWM0LTZkMTRmYWU1NGZiYg.pdf,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzYxL2U0L2VjLzBiNWMtNDM5OS1iZmVhLWY1Nzc1MDU2YjAwMA.xml,true,2800 Kgs. Lyngby,Farum,3520.0,34.0,Klintedalen,3520 Farum,Klintedalen 34,Regnskabsklasse B,2018-02-28,2018-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forespÃ¸rgsel oplyst, at det ikke har pÃ¥taget sig forpligtigelser der ikke fremgÃ¥r af regnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forspÃ¸rgsel oplyst, at der ikke er pantsat nogen aktiver ej heller stillet aktiver til sikkerhed.</p>",,,26595738.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Richard L. Hansen,Katrine Ledborg Andersen,Nordea,INSTITUTE OF LEADERSHIP DYNAMICS A/S,Richard L. Hansen,,Farum,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,132000.0,false,false,12226.0,false,false,Ingen bistand,urn:ofk:oid:25125684,indberetninger-20180424,2.5926367999999997,26595738.0,,2018-04-04T02:36:26.472Z,2018-03-02T19:19:45.341Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-69-QJ,2018-03-02T19:19:45.556Z,,,,,,,,,,,,,,,,,,Richard Ledborg Hansen
26595738,2016-10-01,2017-09-30,c4,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzI4L2Y5LzRiLzg0Y2EtNGEzMi04NzRiLWE0NmI5ZTgyYmFmMw.xhtml,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzM0L2VhLzc1LzY4NmMtNGI1My05OWM0LTZkMTRmYWU1NGZiYg.pdf,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzYxL2U0L2VjLzBiNWMtNDM5OS1iZmVhLWY1Nzc1MDU2YjAwMA.xml,true,2800 Kgs. Lyngby,Farum,3520.0,34.0,Klintedalen,3520 Farum,Klintedalen 34,Regnskabsklasse B,2018-02-28,2018-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forespÃ¸rgsel oplyst, at det ikke har pÃ¥taget sig forpligtigelser der ikke fremgÃ¥r af regnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forspÃ¸rgsel oplyst, at der ikke er pantsat nogen aktiver ej heller stillet aktiver til sikkerhed.</p>",,,26595738.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Richard L. Hansen,Katrine Ledborg Andersen,Nordea,INSTITUTE OF LEADERSHIP DYNAMICS A/S,Richard L. Hansen,,Farum,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,132000.0,false,false,12226.0,false,false,Ingen bistand,urn:ofk:oid:25125684,indberetninger-20180424,2.5926367999999997,26595738.0,,2018-04-04T02:36:26.472Z,2018-03-02T19:19:45.341Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-69-QJ,2018-03-02T19:19:45.556Z,,,,,,,,,,,,,,,,,,Katrine Ledborg Andersen
26595738,2016-10-01,2017-09-30,c6,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzI4L2Y5LzRiLzg0Y2EtNGEzMi04NzRiLWE0NmI5ZTgyYmFmMw.xhtml,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzM0L2VhLzc1LzY4NmMtNGI1My05OWM0LTZkMTRmYWU1NGZiYg.pdf,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzYxL2U0L2VjLzBiNWMtNDM5OS1iZmVhLWY1Nzc1MDU2YjAwMA.xml,true,2800 Kgs. Lyngby,Farum,3520.0,34.0,Klintedalen,3520 Farum,Klintedalen 34,Regnskabsklasse B,2018-02-28,2018-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forespÃ¸rgsel oplyst, at det ikke har pÃ¥taget sig forpligtigelser der ikke fremgÃ¥r af regnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forspÃ¸rgsel oplyst, at der ikke er pantsat nogen aktiver ej heller stillet aktiver til sikkerhed.</p>",,,26595738.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Richard L. Hansen,Katrine Ledborg Andersen,Nordea,INSTITUTE OF LEADERSHIP DYNAMICS A/S,Richard L. Hansen,,Farum,2015-10-01,2016-09-30,-531018.0,,,2017-09-30,2016-10-01,132000.0,false,false,12226.0,false,false,Ingen bistand,urn:ofk:oid:25125684,indberetninger-20180424,2.5926367999999997,26595738.0,,2018-04-04T02:36:26.472Z,2018-03-02T19:19:45.341Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-69-QJ,2018-03-02T19:19:45.556Z,,,,,,,,,,,,,,,,,,
26595738,2017-09-30,2017-09-30,c8,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzI4L2Y5LzRiLzg0Y2EtNGEzMi04NzRiLWE0NmI5ZTgyYmFmMw.xhtml,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzM0L2VhLzc1LzY4NmMtNGI1My05OWM0LTZkMTRmYWU1NGZiYg.pdf,http://regnskaber.virk.dk/83759562/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzYxL2U0L2VjLzBiNWMtNDM5OS1iZmVhLWY1Nzc1MDU2YjAwMA.xml,true,2800 Kgs. Lyngby,Farum,3520.0,34.0,Klintedalen,3520 Farum,Klintedalen 34,Regnskabsklasse B,2018-02-28,2018-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forespÃ¸rgsel oplyst, at det ikke har pÃ¥taget sig forpligtigelser der ikke fremgÃ¥r af regnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har pÃ¥ forspÃ¸rgsel oplyst, at der ikke er pantsat nogen aktiver ej heller stillet aktiver til sikkerhed.</p>",,,26595738.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Richard L. Hansen,Katrine Ledborg Andersen,Nordea,INSTITUTE OF LEADERSHIP DYNAMICS A/S,Richard L. Hansen,,Farum,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,132000.0,false,false,12226.0,false,false,Ingen bistand,urn:ofk:oid:25125684,indberetninger-20180424,2.5926367999999997,26595738.0,,2018-04-04T02:36:26.472Z,2018-03-02T19:19:45.341Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-69-QJ,2018-03-02T19:19:45.556Z,307625.0,47202.0,750000.0,52925.0,207687.0,254700.0,254700.0,307625.0,99938.0,254700.0,99938.0,0.0,-542313.0,99938.0,5723.0,5723.0,0.0,
