entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
31184738,2013-01-01,2013-01-01,c720,,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzAxLzE2LzJjL2Q1NzctNGE5Zi04OGZkLWY5NDBiM2QwZDJiZA.pdf,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzk5L2RkLzcyLzI1ZGItNDY2MC1hZDI4LWQwMWEzZWQ5YjIxNQ.xml,Skagen,9900.0,42.0,Fyrvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-22,2015-05-22,2008-01-21,2015-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,31184738.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Komplementarselskabet Restaurant De 2 Have ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Gustav Hedeager,Komplementarselskabet Restaurant De 2 Have ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Skagen,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2014-12-31,2014-01-01,2015-05-22,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5424233,indberetninger-20180424,2.5118437,31184738,,2018-03-30T10:59:29.999Z,2015-06-02T15:24:04.891Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-99-VN,2015-06-02T15:24:04.935Z,,,,,,,,,,,,,,,,,,,
31184738,2013-01-01,2013-01-01,c741,,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzAxLzE2LzJjL2Q1NzctNGE5Zi04OGZkLWY5NDBiM2QwZDJiZA.pdf,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzk5L2RkLzcyLzI1ZGItNDY2MC1hZDI4LWQwMWEzZWQ5YjIxNQ.xml,Skagen,9900.0,42.0,Fyrvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-22,2015-05-22,2008-01-21,2015-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,38000.0,31184738.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Komplementarselskabet Restaurant De 2 Have ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Gustav Hedeager,Komplementarselskabet Restaurant De 2 Have ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Skagen,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2014-12-31,2014-01-01,2015-05-22,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5424233,indberetninger-20180424,2.5118437,31184738,,2018-03-30T10:59:29.999Z,2015-06-02T15:24:04.891Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-99-VN,2015-06-02T15:24:04.935Z,,,,,,,,,,,,,,,,,,,
31184738,2013-01-01,2013-12-31,c123,,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzAxLzE2LzJjL2Q1NzctNGE5Zi04OGZkLWY5NDBiM2QwZDJiZA.pdf,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzk5L2RkLzcyLzI1ZGItNDY2MC1hZDI4LWQwMWEzZWQ5YjIxNQ.xml,Skagen,9900.0,42.0,Fyrvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-22,2015-05-22,2008-01-21,2015-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,,31184738.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Komplementarselskabet Restaurant De 2 Have ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Gustav Hedeager,Komplementarselskabet Restaurant De 2 Have ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Skagen,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2014-12-31,2014-01-01,2015-05-22,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5424233,indberetninger-20180424,2.5118437,31184738,,2018-03-30T10:59:29.999Z,2015-06-02T15:24:04.891Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-99-VN,2015-06-02T15:24:04.935Z,12000.0,,,,,,,,,,,,,,,,,,
31184738,2013-01-01,2013-12-31,c3,,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzAxLzE2LzJjL2Q1NzctNGE5Zi04OGZkLWY5NDBiM2QwZDJiZA.pdf,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzk5L2RkLzcyLzI1ZGItNDY2MC1hZDI4LWQwMWEzZWQ5YjIxNQ.xml,Skagen,9900.0,42.0,Fyrvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-22,2015-05-22,2008-01-21,2015-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,,31184738.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Komplementarselskabet Restaurant De 2 Have ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Gustav Hedeager,Komplementarselskabet Restaurant De 2 Have ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Skagen,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2014-12-31,2014-01-01,2015-05-22,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5424233,indberetninger-20180424,2.5118437,31184738,,2018-03-30T10:59:29.999Z,2015-06-02T15:24:04.891Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-99-VN,2015-06-02T15:24:04.935Z,12000.0,-2000.0,0.0,18000.0,16000.0,-2000.0,4000.0,,,,,,,,,,,,
31184738,2013-01-01,2013-12-31,c742,,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzAxLzE2LzJjL2Q1NzctNGE5Zi04OGZkLWY5NDBiM2QwZDJiZA.pdf,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzk5L2RkLzcyLzI1ZGItNDY2MC1hZDI4LWQwMWEzZWQ5YjIxNQ.xml,Skagen,9900.0,42.0,Fyrvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-22,2015-05-22,2008-01-21,2015-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,,31184738.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Komplementarselskabet Restaurant De 2 Have ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Gustav Hedeager,Komplementarselskabet Restaurant De 2 Have ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Skagen,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2014-12-31,2014-01-01,2015-05-22,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5424233,indberetninger-20180424,2.5118437,31184738,,2018-03-30T10:59:29.999Z,2015-06-02T15:24:04.891Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-99-VN,2015-06-02T15:24:04.935Z,12000.0,,,,,,,,,,,,,,,,,,
31184738,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzAxLzE2LzJjL2Q1NzctNGE5Zi04OGZkLWY5NDBiM2QwZDJiZA.pdf,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzk5L2RkLzcyLzI1ZGItNDY2MC1hZDI4LWQwMWEzZWQ5YjIxNQ.xml,Skagen,9900.0,42.0,Fyrvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-22,2015-05-22,2008-01-21,2015-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,175000.0,31184738.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Komplementarselskabet Restaurant De 2 Have ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Gustav Hedeager,Komplementarselskabet Restaurant De 2 Have ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Skagen,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2014-12-31,2014-01-01,2015-05-22,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5424233,indberetninger-20180424,2.5118437,31184738,,2018-03-30T10:59:29.999Z,2015-06-02T15:24:04.891Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-99-VN,2015-06-02T15:24:04.935Z,,,,,,,,193000.0,125000.0,193000.0,193000.0,18000.0,50000.0,18000.0,193000.0,193000.0,15000.0,3000.0,
31184738,2013-12-31,2013-12-31,c722,,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzAxLzE2LzJjL2Q1NzctNGE5Zi04OGZkLWY5NDBiM2QwZDJiZA.pdf,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzk5L2RkLzcyLzI1ZGItNDY2MC1hZDI4LWQwMWEzZWQ5YjIxNQ.xml,Skagen,9900.0,42.0,Fyrvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-22,2015-05-22,2008-01-21,2015-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,31184738.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Komplementarselskabet Restaurant De 2 Have ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Gustav Hedeager,Komplementarselskabet Restaurant De 2 Have ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Skagen,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2014-12-31,2014-01-01,2015-05-22,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5424233,indberetninger-20180424,2.5118437,31184738,,2018-03-30T10:59:29.999Z,2015-06-02T15:24:04.891Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-99-VN,2015-06-02T15:24:04.935Z,,,,,,,,,,,,,,,,,,,
31184738,2013-12-31,2013-12-31,c743,,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzAxLzE2LzJjL2Q1NzctNGE5Zi04OGZkLWY5NDBiM2QwZDJiZA.pdf,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzk5L2RkLzcyLzI1ZGItNDY2MC1hZDI4LWQwMWEzZWQ5YjIxNQ.xml,Skagen,9900.0,42.0,Fyrvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-22,2015-05-22,2008-01-21,2015-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,50000.0,31184738.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Komplementarselskabet Restaurant De 2 Have ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Gustav Hedeager,Komplementarselskabet Restaurant De 2 Have ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Skagen,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2014-12-31,2014-01-01,2015-05-22,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5424233,indberetninger-20180424,2.5118437,31184738,,2018-03-30T10:59:29.999Z,2015-06-02T15:24:04.891Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-99-VN,2015-06-02T15:24:04.935Z,,,,,,,,,,,,,,,,,,,
31184738,2014-01-01,2014-01-01,c181,,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzAxLzE2LzJjL2Q1NzctNGE5Zi04OGZkLWY5NDBiM2QwZDJiZA.pdf,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzk5L2RkLzcyLzI1ZGItNDY2MC1hZDI4LWQwMWEzZWQ5YjIxNQ.xml,Skagen,9900.0,42.0,Fyrvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-22,2015-05-22,2008-01-21,2015-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,31184738.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Komplementarselskabet Restaurant De 2 Have ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Gustav Hedeager,Komplementarselskabet Restaurant De 2 Have ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Skagen,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2014-12-31,2014-01-01,2015-05-22,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5424233,indberetninger-20180424,2.5118437,31184738,,2018-03-30T10:59:29.999Z,2015-06-02T15:24:04.891Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-99-VN,2015-06-02T15:24:04.935Z,,,,,,,,,,,,,,,,,,,
31184738,2014-01-01,2014-01-01,c199,,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzAxLzE2LzJjL2Q1NzctNGE5Zi04OGZkLWY5NDBiM2QwZDJiZA.pdf,http://regnskaber.virk.dk/83748113/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzk5L2RkLzcyLzI1ZGItNDY2MC1hZDI4LWQwMWEzZWQ5YjIxNQ.xml,Skagen,9900.0,42.0,Fyrvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-22,2015-05-22,2008-01-21,2015-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,50515.0,31184738.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Komplementarselskabet Restaurant De 2 Have ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Gustav Hedeager,Komplementarselskabet Restaurant De 2 Have ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Skagen,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2014-12-31,2014-01-01,2015-05-22,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5424233,indberetninger-20180424,2.5118437,31184738,,2018-03-30T10:59:29.999Z,2015-06-02T15:24:04.891Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-99-VN,2015-06-02T15:24:04.935Z,,,,,,,,,,,,,,,,,,,
