entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DisclosureOfPositiveOrNegativeBalancesRelatedtoTheFirstRecognitionOfInvestmentsInAssociates,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdditionsToInvestments,AmortisationOfGoodwillOfInvestments,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
31895146,2017-01-01,2017-01-01,c176,,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2VmL2VhLzFkL2NkMTQtNGU5MC05NTg1LTBhZjY1MGRmYzYwZg.pdf,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzQ3LzA1L2RiMjAtNDIwZC04YzJkLWY0YjM3YTBjMTllNg.xml,145079.0,337806.0,Danmark,Kolding,6000.0,4.0,Jupitervej,Lunderskov,6640.0,20.0,Storedamvej,"6000, Kolding","Jupitervej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-16,2019-04-16,2019-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,46.009,32285201.0,31895146.0,32285201.0,mne33686,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UlsÃ¸ ApS.,Ãrsrapport,1266000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rn Dam Jensen,Jens Ravn,Jens Ravn,"Martinsen, Statsautoriseret Revisionspartnerselskab",UlsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ferup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,2019-04-16,Kolding,76 30 18 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27006668,indberetninger-20180424,2.5124211,31895146.0,AWorPCsbRYGX6_YTG9J_,2019-04-17T12:19:30.363Z,2019-04-17T12:18:43.924Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-33-BS,2019-04-17T12:18:44.157Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31895146,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2VmL2VhLzFkL2NkMTQtNGU5MC05NTg1LTBhZjY1MGRmYzYwZg.pdf,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzQ3LzA1L2RiMjAtNDIwZC04YzJkLWY0YjM3YTBjMTllNg.xml,,,Danmark,Kolding,6000.0,4.0,Jupitervej,Lunderskov,6640.0,20.0,Storedamvej,"6000, Kolding","Jupitervej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-16,2019-04-16,2019-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,46.009,32285201.0,31895146.0,32285201.0,mne33686,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UlsÃ¸ ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rn Dam Jensen,Jens Ravn,Jens Ravn,"Martinsen, Statsautoriseret Revisionspartnerselskab",UlsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ferup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,2019-04-16,Kolding,76 30 18 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27006668,indberetninger-20180424,2.5124211,31895146.0,AWorPCsbRYGX6_YTG9J_,2019-04-17T12:19:30.363Z,2019-04-17T12:18:43.924Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-33-BS,2019-04-17T12:18:44.157Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31895146,2017-01-01,2017-01-01,c735,,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2VmL2VhLzFkL2NkMTQtNGU5MC05NTg1LTBhZjY1MGRmYzYwZg.pdf,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzQ3LzA1L2RiMjAtNDIwZC04YzJkLWY0YjM3YTBjMTllNg.xml,,,Danmark,Kolding,6000.0,4.0,Jupitervej,Lunderskov,6640.0,20.0,Storedamvej,"6000, Kolding","Jupitervej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-16,2019-04-16,2019-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,46.009,32285201.0,31895146.0,32285201.0,mne33686,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UlsÃ¸ ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rn Dam Jensen,Jens Ravn,Jens Ravn,"Martinsen, Statsautoriseret Revisionspartnerselskab",UlsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ferup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,2019-04-16,Kolding,76 30 18 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27006668,indberetninger-20180424,2.5124211,31895146.0,AWorPCsbRYGX6_YTG9J_,2019-04-17T12:19:30.363Z,2019-04-17T12:18:43.924Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-33-BS,2019-04-17T12:18:44.157Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31895146,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2VmL2VhLzFkL2NkMTQtNGU5MC05NTg1LTBhZjY1MGRmYzYwZg.pdf,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzQ3LzA1L2RiMjAtNDIwZC04YzJkLWY0YjM3YTBjMTllNg.xml,,,Danmark,Kolding,6000.0,4.0,Jupitervej,Lunderskov,6640.0,20.0,Storedamvej,"6000, Kolding","Jupitervej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-16,2019-04-16,2019-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,46.009,32285201.0,31895146.0,32285201.0,mne33686,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UlsÃ¸ ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rn Dam Jensen,Jens Ravn,Jens Ravn,"Martinsen, Statsautoriseret Revisionspartnerselskab",UlsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ferup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,2019-04-16,Kolding,76 30 18 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27006668,indberetninger-20180424,2.5124211,31895146.0,AWorPCsbRYGX6_YTG9J_,2019-04-17T12:19:30.363Z,2019-04-17T12:18:43.924Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-33-BS,2019-04-17T12:18:44.157Z,2032121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31895146,2017-01-01,2017-01-01,c744,,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2VmL2VhLzFkL2NkMTQtNGU5MC05NTg1LTBhZjY1MGRmYzYwZg.pdf,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzQ3LzA1L2RiMjAtNDIwZC04YzJkLWY0YjM3YTBjMTllNg.xml,,,Danmark,Kolding,6000.0,4.0,Jupitervej,Lunderskov,6640.0,20.0,Storedamvej,"6000, Kolding","Jupitervej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-16,2019-04-16,2019-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,46.009,32285201.0,31895146.0,32285201.0,mne33686,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UlsÃ¸ ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rn Dam Jensen,Jens Ravn,Jens Ravn,"Martinsen, Statsautoriseret Revisionspartnerselskab",UlsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ferup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,2019-04-16,Kolding,76 30 18 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27006668,indberetninger-20180424,2.5124211,31895146.0,AWorPCsbRYGX6_YTG9J_,2019-04-17T12:19:30.363Z,2019-04-17T12:18:43.924Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-33-BS,2019-04-17T12:18:44.157Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31895146,2017-01-01,2017-12-31,c109,,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2VmL2VhLzFkL2NkMTQtNGU5MC05NTg1LTBhZjY1MGRmYzYwZg.pdf,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzQ3LzA1L2RiMjAtNDIwZC04YzJkLWY0YjM3YTBjMTllNg.xml,,,Danmark,Kolding,6000.0,4.0,Jupitervej,Lunderskov,6640.0,20.0,Storedamvej,"6000, Kolding","Jupitervej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-16,2019-04-16,2019-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,46.009,32285201.0,31895146.0,32285201.0,mne33686,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UlsÃ¸ ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rn Dam Jensen,Jens Ravn,Jens Ravn,"Martinsen, Statsautoriseret Revisionspartnerselskab",UlsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ferup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,2019-04-16,Kolding,76 30 18 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27006668,indberetninger-20180424,2.5124211,31895146.0,AWorPCsbRYGX6_YTG9J_,2019-04-17T12:19:30.363Z,2019-04-17T12:18:43.924Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-33-BS,2019-04-17T12:18:44.157Z,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31895146,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2VmL2VhLzFkL2NkMTQtNGU5MC05NTg1LTBhZjY1MGRmYzYwZg.pdf,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzQ3LzA1L2RiMjAtNDIwZC04YzJkLWY0YjM3YTBjMTllNg.xml,,,Danmark,Kolding,6000.0,4.0,Jupitervej,Lunderskov,6640.0,20.0,Storedamvej,"6000, Kolding","Jupitervej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-16,2019-04-16,2019-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,46.009,32285201.0,31895146.0,32285201.0,mne33686,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UlsÃ¸ ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rn Dam Jensen,Jens Ravn,Jens Ravn,"Martinsen, Statsautoriseret Revisionspartnerselskab",UlsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ferup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,2019-04-16,Kolding,76 30 18 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27006668,indberetninger-20180424,2.5124211,31895146.0,AWorPCsbRYGX6_YTG9J_,2019-04-17T12:19:30.363Z,2019-04-17T12:18:43.924Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-33-BS,2019-04-17T12:18:44.157Z,,957639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31895146,2017-01-01,2017-12-31,c178,,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2VmL2VhLzFkL2NkMTQtNGU5MC05NTg1LTBhZjY1MGRmYzYwZg.pdf,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzQ3LzA1L2RiMjAtNDIwZC04YzJkLWY0YjM3YTBjMTllNg.xml,,,Danmark,Kolding,6000.0,4.0,Jupitervej,Lunderskov,6640.0,20.0,Storedamvej,"6000, Kolding","Jupitervej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-16,2019-04-16,2019-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,46.009,32285201.0,31895146.0,32285201.0,mne33686,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UlsÃ¸ ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rn Dam Jensen,Jens Ravn,Jens Ravn,"Martinsen, Statsautoriseret Revisionspartnerselskab",UlsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ferup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,2019-04-16,Kolding,76 30 18 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27006668,indberetninger-20180424,2.5124211,31895146.0,AWorPCsbRYGX6_YTG9J_,2019-04-17T12:19:30.363Z,2019-04-17T12:18:43.924Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-33-BS,2019-04-17T12:18:44.157Z,,,50000.0,48200.0,-800000.0,888545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31895146,2017-01-01,2017-12-31,c252,,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2VmL2VhLzFkL2NkMTQtNGU5MC05NTg1LTBhZjY1MGRmYzYwZg.pdf,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzQ3LzA1L2RiMjAtNDIwZC04YzJkLWY0YjM3YTBjMTllNg.xml,,,Danmark,Kolding,6000.0,4.0,Jupitervej,Lunderskov,6640.0,20.0,Storedamvej,"6000, Kolding","Jupitervej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-16,2019-04-16,2019-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,46.009,32285201.0,31895146.0,32285201.0,mne33686,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UlsÃ¸ ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rn Dam Jensen,Jens Ravn,Jens Ravn,"Martinsen, Statsautoriseret Revisionspartnerselskab",UlsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ferup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,2019-04-16,Kolding,76 30 18 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27006668,indberetninger-20180424,2.5124211,31895146.0,AWorPCsbRYGX6_YTG9J_,2019-04-17T12:19:30.363Z,2019-04-17T12:18:43.924Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-33-BS,2019-04-17T12:18:44.157Z,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31895146,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2VmL2VhLzFkL2NkMTQtNGU5MC05NTg1LTBhZjY1MGRmYzYwZg.pdf,http://regnskaber.virk.dk/64159813/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzQ3LzA1L2RiMjAtNDIwZC04YzJkLWY0YjM3YTBjMTllNg.xml,,,Danmark,Kolding,6000.0,4.0,Jupitervej,Lunderskov,6640.0,20.0,Storedamvej,"6000, Kolding","Jupitervej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-16,2019-04-16,2019-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,46.009,32285201.0,31895146.0,32285201.0,mne33686,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UlsÃ¸ ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",JÃ¸rn Dam Jensen,Jens Ravn,Jens Ravn,"Martinsen, Statsautoriseret Revisionspartnerselskab",UlsÃ¸ ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ferup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,2019-04-16,Kolding,76 30 18 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27006668,indberetninger-20180424,2.5124211,31895146.0,AWorPCsbRYGX6_YTG9J_,2019-04-17T12:19:30.363Z,2019-04-17T12:18:43.924Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-33-BS,2019-04-17T12:18:44.157Z,,1290711.0,,,,,-14604.0,0.0,840345.0,31000.0,92708.0,289391.0,61708.0,1022424.0,-14604.0,-268287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
