entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
31488559,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2I3LzdiLzNhL2ZhMDMtNGIwMy05MGVkLTYxMjNkOGQ0NDNjZQ.xhtml,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2E2L2EwL2U3LzliZDUtNDZmNy1iODMxLTM5M2RlZDA3ZmUxYQ.pdf,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhjL2JkL2RiLzg3ZjEtNGFmMC1hMWY5LWVjM2U1YzU0ZjY1Ng.xml,true,Danmark,DK,Farum,3520.0,35.0,Farum Hovedgade,BirkerÃ¸d,3460.0,8.0,PilehÃ¸j VÃ¦nge,2850  NÃ¦rum,Skyttebjerg 27,Regnskabsklasse B,2018-11-28,2018-11-28,40539.0,5665566.0,31488559.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Mehmet Ali Ãzcetin,Danske Bank,DELUX SERVICE ApS,Anders Kronborg,45144.0,2831.0,BirkerÃ¸d,150035.0,2016-07-01,2017-06-30,443883.0,571809.0,574640.0,2018-06-30,2017-07-01,false,false,127926.0,43537777.0,false,false,Ingen bistand,4855208.0,urn:ofk:oid:26419367,indberetninger-20180424,2.59278,31488559.0,AWd67TlWet7j816DxTgf,2018-12-04T20:34:03.705Z,2018-12-04T20:33:44.440Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EJ-21-YZ,2018-12-04T20:33:44.592Z,,,,,,,,,,,,,,,,,,,,,,
31488559,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2I3LzdiLzNhL2ZhMDMtNGIwMy05MGVkLTYxMjNkOGQ0NDNjZQ.xhtml,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2E2L2EwL2U3LzliZDUtNDZmNy1iODMxLTM5M2RlZDA3ZmUxYQ.pdf,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhjL2JkL2RiLzg3ZjEtNGFmMC1hMWY5LWVjM2U1YzU0ZjY1Ng.xml,true,Danmark,DK,Farum,3520.0,35.0,Farum Hovedgade,BirkerÃ¸d,3460.0,8.0,PilehÃ¸j VÃ¦nge,2850  NÃ¦rum,Skyttebjerg 27,Regnskabsklasse B,2018-11-28,2018-11-28,,,31488559.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Mehmet Ali Ãzcetin,Danske Bank,DELUX SERVICE ApS,Anders Kronborg,,,BirkerÃ¸d,,2016-07-01,2017-06-30,101200.0,,,2018-06-30,2017-07-01,false,false,,43537777.0,false,false,Ingen bistand,,urn:ofk:oid:26419367,indberetninger-20180424,2.59278,31488559.0,AWd67TlWet7j816DxTgf,2018-12-04T20:34:03.705Z,2018-12-04T20:33:44.440Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EJ-21-YZ,2018-12-04T20:33:44.592Z,,,,,,,,,,,,,,,,,,,,,,
31488559,2016-07-01,2017-06-30,c6,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2I3LzdiLzNhL2ZhMDMtNGIwMy05MGVkLTYxMjNkOGQ0NDNjZQ.xhtml,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2E2L2EwL2U3LzliZDUtNDZmNy1iODMxLTM5M2RlZDA3ZmUxYQ.pdf,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhjL2JkL2RiLzg3ZjEtNGFmMC1hMWY5LWVjM2U1YzU0ZjY1Ng.xml,true,Danmark,DK,Farum,3520.0,35.0,Farum Hovedgade,BirkerÃ¸d,3460.0,8.0,PilehÃ¸j VÃ¦nge,2850  NÃ¦rum,Skyttebjerg 27,Regnskabsklasse B,2018-11-28,2018-11-28,,,31488559.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Mehmet Ali Ãzcetin,Danske Bank,DELUX SERVICE ApS,Anders Kronborg,,,BirkerÃ¸d,,2016-07-01,2017-06-30,-1265570.0,,,2018-06-30,2017-07-01,false,false,,43537777.0,false,false,Ingen bistand,,urn:ofk:oid:26419367,indberetninger-20180424,2.59278,31488559.0,AWd67TlWet7j816DxTgf,2018-12-04T20:34:03.705Z,2018-12-04T20:33:44.440Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EJ-21-YZ,2018-12-04T20:33:44.592Z,,,,,,,,,,,,,,,,,,,,,,
31488559,2016-07-01,2017-06-30,c8,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2I3LzdiLzNhL2ZhMDMtNGIwMy05MGVkLTYxMjNkOGQ0NDNjZQ.xhtml,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2E2L2EwL2U3LzliZDUtNDZmNy1iODMxLTM5M2RlZDA3ZmUxYQ.pdf,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhjL2JkL2RiLzg3ZjEtNGFmMC1hMWY5LWVjM2U1YzU0ZjY1Ng.xml,true,Danmark,DK,Farum,3520.0,35.0,Farum Hovedgade,BirkerÃ¸d,3460.0,8.0,PilehÃ¸j VÃ¦nge,2850  NÃ¦rum,Skyttebjerg 27,Regnskabsklasse B,2018-11-28,2018-11-28,,,31488559.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Mehmet Ali Ãzcetin,Danske Bank,DELUX SERVICE ApS,Anders Kronborg,,,BirkerÃ¸d,,2016-07-01,2017-06-30,1608253.0,,,2018-06-30,2017-07-01,false,false,,43537777.0,false,false,Ingen bistand,,urn:ofk:oid:26419367,indberetninger-20180424,2.59278,31488559.0,AWd67TlWet7j816DxTgf,2018-12-04T20:34:03.705Z,2018-12-04T20:33:44.440Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EJ-21-YZ,2018-12-04T20:33:44.592Z,,,,,,,,,,,,,,,,,,,,,,
31488559,2017-06-30,2017-06-30,c10,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2I3LzdiLzNhL2ZhMDMtNGIwMy05MGVkLTYxMjNkOGQ0NDNjZQ.xhtml,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2E2L2EwL2U3LzliZDUtNDZmNy1iODMxLTM5M2RlZDA3ZmUxYQ.pdf,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhjL2JkL2RiLzg3ZjEtNGFmMC1hMWY5LWVjM2U1YzU0ZjY1Ng.xml,true,Danmark,DK,Farum,3520.0,35.0,Farum Hovedgade,BirkerÃ¸d,3460.0,8.0,PilehÃ¸j VÃ¦nge,2850  NÃ¦rum,Skyttebjerg 27,Regnskabsklasse B,2018-11-28,2018-11-28,,,31488559.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Mehmet Ali Ãzcetin,Danske Bank,DELUX SERVICE ApS,Anders Kronborg,,,BirkerÃ¸d,,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,43537777.0,false,false,Ingen bistand,,urn:ofk:oid:26419367,indberetninger-20180424,2.59278,31488559.0,AWd67TlWet7j816DxTgf,2018-12-04T20:34:03.705Z,2018-12-04T20:33:44.440Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EJ-21-YZ,2018-12-04T20:33:44.592Z,3223430.0,2050876.0,126000.0,3053372.0,1734253.0,121618.0,3223430.0,1485586.0,48440.0,170058.0,48440.0,1608253.0,1056859.0,10002.0,121618.0,3591.0,3591.0,1485586.0,1002496.0,158606.0,270121.0,992494.0
31488559,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2I3LzdiLzNhL2ZhMDMtNGIwMy05MGVkLTYxMjNkOGQ0NDNjZQ.xhtml,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2E2L2EwL2U3LzliZDUtNDZmNy1iODMxLTM5M2RlZDA3ZmUxYQ.pdf,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhjL2JkL2RiLzg3ZjEtNGFmMC1hMWY5LWVjM2U1YzU0ZjY1Ng.xml,true,Danmark,DK,Farum,3520.0,35.0,Farum Hovedgade,BirkerÃ¸d,3460.0,8.0,PilehÃ¸j VÃ¦nge,2850  NÃ¦rum,Skyttebjerg 27,Regnskabsklasse B,2018-11-28,2018-11-28,30404.0,6335015.0,31488559.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Mehmet Ali Ãzcetin,Danske Bank,DELUX SERVICE ApS,Anders Kronborg,108515.0,7767.0,BirkerÃ¸d,87778.0,2016-07-01,2017-06-30,1020024.0,1300991.0,1308758.0,2018-06-30,2017-07-01,false,false,280967.0,43537777.0,false,false,Ingen bistand,4799560.0,urn:ofk:oid:26419367,indberetninger-20180424,2.59278,31488559.0,AWd67TlWet7j816DxTgf,2018-12-04T20:34:03.705Z,2018-12-04T20:33:44.440Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EJ-21-YZ,2018-12-04T20:33:44.592Z,,,,,,,,,,,,,,,,,,,,,,
31488559,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2I3LzdiLzNhL2ZhMDMtNGIwMy05MGVkLTYxMjNkOGQ0NDNjZQ.xhtml,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2E2L2EwL2U3LzliZDUtNDZmNy1iODMxLTM5M2RlZDA3ZmUxYQ.pdf,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhjL2JkL2RiLzg3ZjEtNGFmMC1hMWY5LWVjM2U1YzU0ZjY1Ng.xml,true,Danmark,DK,Farum,3520.0,35.0,Farum Hovedgade,BirkerÃ¸d,3460.0,8.0,PilehÃ¸j VÃ¦nge,2850  NÃ¦rum,Skyttebjerg 27,Regnskabsklasse B,2018-11-28,2018-11-28,,,31488559.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Mehmet Ali Ãzcetin,Danske Bank,DELUX SERVICE ApS,Anders Kronborg,,,BirkerÃ¸d,,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,43537777.0,false,false,Ingen bistand,,urn:ofk:oid:26419367,indberetninger-20180424,2.59278,31488559.0,AWd67TlWet7j816DxTgf,2018-12-04T20:34:03.705Z,2018-12-04T20:33:44.440Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EJ-21-YZ,2018-12-04T20:33:44.592Z,,,,,,,,,,,,,,,,,,,,,,
31488559,2017-07-01,2018-06-30,c3,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2I3LzdiLzNhL2ZhMDMtNGIwMy05MGVkLTYxMjNkOGQ0NDNjZQ.xhtml,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2E2L2EwL2U3LzliZDUtNDZmNy1iODMxLTM5M2RlZDA3ZmUxYQ.pdf,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhjL2JkL2RiLzg3ZjEtNGFmMC1hMWY5LWVjM2U1YzU0ZjY1Ng.xml,true,Danmark,DK,Farum,3520.0,35.0,Farum Hovedgade,BirkerÃ¸d,3460.0,8.0,PilehÃ¸j VÃ¦nge,2850  NÃ¦rum,Skyttebjerg 27,Regnskabsklasse B,2018-11-28,2018-11-28,,,31488559.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Mehmet Ali Ãzcetin,Danske Bank,DELUX SERVICE ApS,Anders Kronborg,,,BirkerÃ¸d,,2016-07-01,2017-06-30,105800.0,,,2018-06-30,2017-07-01,false,false,,43537777.0,false,false,Ingen bistand,,urn:ofk:oid:26419367,indberetninger-20180424,2.59278,31488559.0,AWd67TlWet7j816DxTgf,2018-12-04T20:34:03.705Z,2018-12-04T20:33:44.440Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EJ-21-YZ,2018-12-04T20:33:44.592Z,,,,,,,,,,,,,,,,,,,,,,
31488559,2017-07-01,2018-06-30,c5,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2I3LzdiLzNhL2ZhMDMtNGIwMy05MGVkLTYxMjNkOGQ0NDNjZQ.xhtml,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2E2L2EwL2U3LzliZDUtNDZmNy1iODMxLTM5M2RlZDA3ZmUxYQ.pdf,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhjL2JkL2RiLzg3ZjEtNGFmMC1hMWY5LWVjM2U1YzU0ZjY1Ng.xml,true,Danmark,DK,Farum,3520.0,35.0,Farum Hovedgade,BirkerÃ¸d,3460.0,8.0,PilehÃ¸j VÃ¦nge,2850  NÃ¦rum,Skyttebjerg 27,Regnskabsklasse B,2018-11-28,2018-11-28,,,31488559.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Mehmet Ali Ãzcetin,Danske Bank,DELUX SERVICE ApS,Anders Kronborg,,,BirkerÃ¸d,,2016-07-01,2017-06-30,-1608253.0,,,2018-06-30,2017-07-01,false,false,,43537777.0,false,false,Ingen bistand,,urn:ofk:oid:26419367,indberetninger-20180424,2.59278,31488559.0,AWd67TlWet7j816DxTgf,2018-12-04T20:34:03.705Z,2018-12-04T20:33:44.440Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EJ-21-YZ,2018-12-04T20:33:44.592Z,,,,,,,,,,,,,,,,,,,,,,
31488559,2017-07-01,2018-06-30,c7,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2I3LzdiLzNhL2ZhMDMtNGIwMy05MGVkLTYxMjNkOGQ0NDNjZQ.xhtml,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2E2L2EwL2U3LzliZDUtNDZmNy1iODMxLTM5M2RlZDA3ZmUxYQ.pdf,http://regnskaber.virk.dk/95588413/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhjL2JkL2RiLzg3ZjEtNGFmMC1hMWY5LWVjM2U1YzU0ZjY1Ng.xml,true,Danmark,DK,Farum,3520.0,35.0,Farum Hovedgade,BirkerÃ¸d,3460.0,8.0,PilehÃ¸j VÃ¦nge,2850  NÃ¦rum,Skyttebjerg 27,Regnskabsklasse B,2018-11-28,2018-11-28,,,31488559.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Mehmet Ali Ãzcetin,Danske Bank,DELUX SERVICE ApS,Anders Kronborg,,,BirkerÃ¸d,,2016-07-01,2017-06-30,2522477.0,,,2018-06-30,2017-07-01,false,false,,43537777.0,false,false,Ingen bistand,,urn:ofk:oid:26419367,indberetninger-20180424,2.59278,31488559.0,AWd67TlWet7j816DxTgf,2018-12-04T20:34:03.705Z,2018-12-04T20:33:44.440Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EJ-21-YZ,2018-12-04T20:33:44.592Z,,,,,,,,,,,,,,,,,,,,,,
