entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToInvestments,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityName,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables
21241008,2011-01-01,2011-01-01,c251,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8vcGRmcy8yMTI0MTAwODtBcFMyNDk0NTY7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8veGJybHMvWC0zQTY1MjA2Ni0yMDEzMDYxMl8xMzI1NDNfODgx.xml,8521.0,Danmark,1264 KÃ¸benhavn K,Store Kongensgade 68,2830  Virum,"Geelskovparken 40, 2. tv.",1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 31. maj 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-27,2013-05-27,1998-10-01,2013-05-27,Andre eksterne omkostninger omfatter omkostninger administration.,ck@ck.dk,15915641.0,21241008.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for HindkjÃ¦r Invest ApS.,Ãrsrapport,518000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Steffen Clausen,Steffen HindkjÃ¦r,Steffen HindkjÃ¦r,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HindkjÃ¦r Invest ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Virum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,SalesForce 1 A/S,2012-12-31,2012-01-01,10.0,2013-05-27,KÃ¸benhavn,33301515.0,urn:ofk:oid:13811136,indberetninger-20180424,2.5097437,21241008.0,,2018-04-02T02:05:46.017Z,2013-06-12T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-39.908,2013-06-12T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21241008,2011-01-01,2011-01-01,c450,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8vcGRmcy8yMTI0MTAwODtBcFMyNDk0NTY7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8veGJybHMvWC0zQTY1MjA2Ni0yMDEzMDYxMl8xMzI1NDNfODgx.xml,8521.0,Danmark,1264 KÃ¸benhavn K,Store Kongensgade 68,2830  Virum,"Geelskovparken 40, 2. tv.",1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 31. maj 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-27,2013-05-27,1998-10-01,2013-05-27,Andre eksterne omkostninger omfatter omkostninger administration.,ck@ck.dk,15915641.0,21241008.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for HindkjÃ¦r Invest ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Steffen Clausen,Steffen HindkjÃ¦r,Steffen HindkjÃ¦r,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HindkjÃ¦r Invest ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Virum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,SalesForce 1 A/S,2012-12-31,2012-01-01,10.0,2013-05-27,KÃ¸benhavn,33301515.0,urn:ofk:oid:13811136,indberetninger-20180424,2.5097437,21241008.0,,2018-04-02T02:05:46.017Z,2013-06-12T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-39.908,2013-06-12T22:00:00.000Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21241008,2011-01-01,2011-01-01,c474,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8vcGRmcy8yMTI0MTAwODtBcFMyNDk0NTY7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8veGJybHMvWC0zQTY1MjA2Ni0yMDEzMDYxMl8xMzI1NDNfODgx.xml,8521.0,Danmark,1264 KÃ¸benhavn K,Store Kongensgade 68,2830  Virum,"Geelskovparken 40, 2. tv.",1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 31. maj 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-27,2013-05-27,1998-10-01,2013-05-27,Andre eksterne omkostninger omfatter omkostninger administration.,ck@ck.dk,15915641.0,21241008.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for HindkjÃ¦r Invest ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Steffen Clausen,Steffen HindkjÃ¦r,Steffen HindkjÃ¦r,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HindkjÃ¦r Invest ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Virum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,SalesForce 1 A/S,2012-12-31,2012-01-01,10.0,2013-05-27,KÃ¸benhavn,33301515.0,urn:ofk:oid:13811136,indberetninger-20180424,2.5097437,21241008.0,,2018-04-02T02:05:46.017Z,2013-06-12T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-39.908,2013-06-12T22:00:00.000Z,-571000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21241008,2011-01-01,2011-12-31,c123,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8vcGRmcy8yMTI0MTAwODtBcFMyNDk0NTY7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8veGJybHMvWC0zQTY1MjA2Ni0yMDEzMDYxMl8xMzI1NDNfODgx.xml,8521.0,Danmark,1264 KÃ¸benhavn K,Store Kongensgade 68,2830  Virum,"Geelskovparken 40, 2. tv.",1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 31. maj 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-27,2013-05-27,1998-10-01,2013-05-27,Andre eksterne omkostninger omfatter omkostninger administration.,ck@ck.dk,15915641.0,21241008.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for HindkjÃ¦r Invest ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Steffen Clausen,Steffen HindkjÃ¦r,Steffen HindkjÃ¦r,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HindkjÃ¦r Invest ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Virum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,SalesForce 1 A/S,2012-12-31,2012-01-01,10.0,2013-05-27,KÃ¸benhavn,33301515.0,urn:ofk:oid:13811136,indberetninger-20180424,2.5097437,21241008.0,,2018-04-02T02:05:46.017Z,2013-06-12T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-39.908,2013-06-12T22:00:00.000Z,,54000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21241008,2011-01-01,2011-12-31,c3,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8vcGRmcy8yMTI0MTAwODtBcFMyNDk0NTY7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8veGJybHMvWC0zQTY1MjA2Ni0yMDEzMDYxMl8xMzI1NDNfODgx.xml,8521.0,Danmark,1264 KÃ¸benhavn K,Store Kongensgade 68,2830  Virum,"Geelskovparken 40, 2. tv.",1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 31. maj 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-27,2013-05-27,1998-10-01,2013-05-27,Andre eksterne omkostninger omfatter omkostninger administration.,ck@ck.dk,15915641.0,21241008.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for HindkjÃ¦r Invest ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Steffen Clausen,Steffen HindkjÃ¦r,Steffen HindkjÃ¦r,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HindkjÃ¦r Invest ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Virum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,SalesForce 1 A/S,2012-12-31,2012-01-01,10.0,2013-05-27,KÃ¸benhavn,33301515.0,urn:ofk:oid:13811136,indberetninger-20180424,2.5097437,21241008.0,,2018-04-02T02:05:46.017Z,2013-06-12T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-39.908,2013-06-12T22:00:00.000Z,,54000.0,-8000.0,100000.0,39000.0,0.0,39000.0,53000.0,-8000.0,-1000.0,,,,,,,,,,,,,,,,,,,
21241008,2011-01-01,2011-12-31,c475,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8vcGRmcy8yMTI0MTAwODtBcFMyNDk0NTY7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8veGJybHMvWC0zQTY1MjA2Ni0yMDEzMDYxMl8xMzI1NDNfODgx.xml,8521.0,Danmark,1264 KÃ¸benhavn K,Store Kongensgade 68,2830  Virum,"Geelskovparken 40, 2. tv.",1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 31. maj 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-27,2013-05-27,1998-10-01,2013-05-27,Andre eksterne omkostninger omfatter omkostninger administration.,ck@ck.dk,15915641.0,21241008.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for HindkjÃ¦r Invest ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Steffen Clausen,Steffen HindkjÃ¦r,Steffen HindkjÃ¦r,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HindkjÃ¦r Invest ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Virum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,SalesForce 1 A/S,2012-12-31,2012-01-01,10.0,2013-05-27,KÃ¸benhavn,33301515.0,urn:ofk:oid:13811136,indberetninger-20180424,2.5097437,21241008.0,,2018-04-02T02:05:46.017Z,2013-06-12T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-39.908,2013-06-12T22:00:00.000Z,,54000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21241008,2011-12-31,2011-12-31,c253,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8vcGRmcy8yMTI0MTAwODtBcFMyNDk0NTY7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8veGJybHMvWC0zQTY1MjA2Ni0yMDEzMDYxMl8xMzI1NDNfODgx.xml,8521.0,Danmark,1264 KÃ¸benhavn K,Store Kongensgade 68,2830  Virum,"Geelskovparken 40, 2. tv.",1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 31. maj 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-27,2013-05-27,1998-10-01,2013-05-27,Andre eksterne omkostninger omfatter omkostninger administration.,ck@ck.dk,15915641.0,21241008.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for HindkjÃ¦r Invest ApS.,Ãrsrapport,518000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Steffen Clausen,Steffen HindkjÃ¦r,Steffen HindkjÃ¦r,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HindkjÃ¦r Invest ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Virum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,SalesForce 1 A/S,2012-12-31,2012-01-01,10.0,2013-05-27,KÃ¸benhavn,33301515.0,urn:ofk:oid:13811136,indberetninger-20180424,2.5097437,21241008.0,,2018-04-02T02:05:46.017Z,2013-06-12T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-39.908,2013-06-12T22:00:00.000Z,,,,,,,,,,,518000.0,,,,,,,,,,,,,,,,,,
21241008,2011-12-31,2011-12-31,c4,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8vcGRmcy8yMTI0MTAwODtBcFMyNDk0NTY7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8veGJybHMvWC0zQTY1MjA2Ni0yMDEzMDYxMl8xMzI1NDNfODgx.xml,8521.0,Danmark,1264 KÃ¸benhavn K,Store Kongensgade 68,2830  Virum,"Geelskovparken 40, 2. tv.",1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 31. maj 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-27,2013-05-27,1998-10-01,2013-05-27,Andre eksterne omkostninger omfatter omkostninger administration.,ck@ck.dk,15915641.0,21241008.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for HindkjÃ¦r Invest ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Steffen Clausen,Steffen HindkjÃ¦r,Steffen HindkjÃ¦r,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HindkjÃ¦r Invest ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Virum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,SalesForce 1 A/S,2012-12-31,2012-01-01,10.0,2013-05-27,KÃ¸benhavn,33301515.0,urn:ofk:oid:13811136,indberetninger-20180424,2.5097437,21241008.0,,2018-04-02T02:05:46.017Z,2013-06-12T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-39.908,2013-06-12T22:00:00.000Z,-392000.0,,,,,,,,,,790000.0,855000.0,11000.0,125000.0,65000.0,855000.0,1247000.0,600000.0,518000.0,600000.0,790000.0,272000.0,543000.0,-517000.0,647000.0,54000.0,38000.0,16000.0,104000.0
21241008,2011-12-31,2011-12-31,c452,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8vcGRmcy8yMTI0MTAwODtBcFMyNDk0NTY7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8veGJybHMvWC0zQTY1MjA2Ni0yMDEzMDYxMl8xMzI1NDNfODgx.xml,8521.0,Danmark,1264 KÃ¸benhavn K,Store Kongensgade 68,2830  Virum,"Geelskovparken 40, 2. tv.",1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 31. maj 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-27,2013-05-27,1998-10-01,2013-05-27,Andre eksterne omkostninger omfatter omkostninger administration.,ck@ck.dk,15915641.0,21241008.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for HindkjÃ¦r Invest ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Steffen Clausen,Steffen HindkjÃ¦r,Steffen HindkjÃ¦r,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HindkjÃ¦r Invest ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Virum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,SalesForce 1 A/S,2012-12-31,2012-01-01,10.0,2013-05-27,KÃ¸benhavn,33301515.0,urn:ofk:oid:13811136,indberetninger-20180424,2.5097437,21241008.0,,2018-04-02T02:05:46.017Z,2013-06-12T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-39.908,2013-06-12T22:00:00.000Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21241008,2011-12-31,2011-12-31,c476,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8vcGRmcy8yMTI0MTAwODtBcFMyNDk0NTY7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/80014212/Y3ZyLmRrOi8veGJybHMvWC0zQTY1MjA2Ni0yMDEzMDYxMl8xMzI1NDNfODgx.xml,8521.0,Danmark,1264 KÃ¸benhavn K,Store Kongensgade 68,2830  Virum,"Geelskovparken 40, 2. tv.",1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 31. maj 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-27,2013-05-27,1998-10-01,2013-05-27,Andre eksterne omkostninger omfatter omkostninger administration.,ck@ck.dk,15915641.0,21241008.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for HindkjÃ¦r Invest ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Steffen Clausen,Steffen HindkjÃ¦r,Steffen HindkjÃ¦r,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",HindkjÃ¦r Invest ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Virum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,SalesForce 1 A/S,2012-12-31,2012-01-01,10.0,2013-05-27,KÃ¸benhavn,33301515.0,urn:ofk:oid:13811136,indberetninger-20180424,2.5097437,21241008.0,,2018-04-02T02:05:46.017Z,2013-06-12T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-39.908,2013-06-12T22:00:00.000Z,-517000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
