entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,IncreaseDecreaseOfEquityThroughChangesInAccountingPolicies,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
37463876,2017-06-01,2017-06-01,c720,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2IxL2UzL2VmLzIxNjYtNDkzYy05NjdlLWE3ZmZkNzFkNTI3ZA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EwL2RjL2MxL2E4NTgtNDIxYy1hZDI3LTA3NDUzZTFjMjY4MA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,3.0,Klokkelyngen,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-14,2019-08-14,2015-12-16,2019-08-14,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,50000.0,89224918.0,37463876.0,89224918.0,mne18620,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2017-06-01,2018-05-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-05-31,2018-06-01,2019-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27760071,indberetninger-20180424,2.5095882,37463876.0,AWy9TIlBIXJRhhXBNB0R,2019-08-23T07:06:59.094Z,2019-08-23T07:06:44.699Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CH-42-WP,2019-08-23T07:06:44.982Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
37463876,2017-06-01,2017-06-01,c741,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2IxL2UzL2VmLzIxNjYtNDkzYy05NjdlLWE3ZmZkNzFkNTI3ZA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EwL2RjL2MxL2E4NTgtNDIxYy1hZDI3LTA3NDUzZTFjMjY4MA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,3.0,Klokkelyngen,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-14,2019-08-14,2015-12-16,2019-08-14,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,2174248.0,89224918.0,37463876.0,89224918.0,mne18620,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2017-06-01,2018-05-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-05-31,2018-06-01,2019-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27760071,indberetninger-20180424,2.5095882,37463876.0,AWy9TIlBIXJRhhXBNB0R,2019-08-23T07:06:59.094Z,2019-08-23T07:06:44.699Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CH-42-WP,2019-08-23T07:06:44.982Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
37463876,2017-06-01,2017-06-01,c744,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2IxL2UzL2VmLzIxNjYtNDkzYy05NjdlLWE3ZmZkNzFkNTI3ZA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EwL2RjL2MxL2E4NTgtNDIxYy1hZDI3LTA3NDUzZTFjMjY4MA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,3.0,Klokkelyngen,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-14,2019-08-14,2015-12-16,2019-08-14,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,100000.0,89224918.0,37463876.0,89224918.0,mne18620,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2017-06-01,2018-05-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-05-31,2018-06-01,2019-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27760071,indberetninger-20180424,2.5095882,37463876.0,AWy9TIlBIXJRhhXBNB0R,2019-08-23T07:06:59.094Z,2019-08-23T07:06:44.699Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CH-42-WP,2019-08-23T07:06:44.982Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
37463876,2017-06-01,2018-05-31,c109,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2IxL2UzL2VmLzIxNjYtNDkzYy05NjdlLWE3ZmZkNzFkNTI3ZA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EwL2RjL2MxL2E4NTgtNDIxYy1hZDI3LTA3NDUzZTFjMjY4MA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,3.0,Klokkelyngen,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-14,2019-08-14,2015-12-16,2019-08-14,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,,89224918.0,37463876.0,89224918.0,mne18620,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2017-06-01,2018-05-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-05-31,2018-06-01,2019-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27760071,indberetninger-20180424,2.5095882,37463876.0,AWy9TIlBIXJRhhXBNB0R,2019-08-23T07:06:59.094Z,2019-08-23T07:06:44.699Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CH-42-WP,2019-08-23T07:06:44.982Z,105800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37463876,2017-06-01,2018-05-31,c123,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2IxL2UzL2VmLzIxNjYtNDkzYy05NjdlLWE3ZmZkNzFkNTI3ZA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EwL2RjL2MxL2E4NTgtNDIxYy1hZDI3LTA3NDUzZTFjMjY4MA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,3.0,Klokkelyngen,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-14,2019-08-14,2015-12-16,2019-08-14,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,,89224918.0,37463876.0,89224918.0,mne18620,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2017-06-01,2018-05-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-05-31,2018-06-01,2019-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27760071,indberetninger-20180424,2.5095882,37463876.0,AWy9TIlBIXJRhhXBNB0R,2019-08-23T07:06:59.094Z,2019-08-23T07:06:44.699Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CH-42-WP,2019-08-23T07:06:44.982Z,-166291.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37463876,2017-06-01,2018-05-31,c3,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2IxL2UzL2VmLzIxNjYtNDkzYy05NjdlLWE3ZmZkNzFkNTI3ZA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EwL2RjL2MxL2E4NTgtNDIxYy1hZDI3LTA3NDUzZTFjMjY4MA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,3.0,Klokkelyngen,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-14,2019-08-14,2015-12-16,2019-08-14,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,,89224918.0,37463876.0,89224918.0,mne18620,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2017-06-01,2018-05-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-05-31,2018-06-01,2019-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27760071,indberetninger-20180424,2.5095882,37463876.0,AWy9TIlBIXJRhhXBNB0R,2019-08-23T07:06:59.094Z,2019-08-23T07:06:44.699Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CH-42-WP,2019-08-23T07:06:44.982Z,-60491.0,1.0,-29867.0,29867.0,31586.0,962.0,-60491.0,-29867.0,,,,,,,,,,,,,,,,,,,
37463876,2017-06-01,2018-05-31,c742,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2IxL2UzL2VmLzIxNjYtNDkzYy05NjdlLWE3ZmZkNzFkNTI3ZA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EwL2RjL2MxL2E4NTgtNDIxYy1hZDI3LTA3NDUzZTFjMjY4MA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,3.0,Klokkelyngen,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-14,2019-08-14,2015-12-16,2019-08-14,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,,89224918.0,37463876.0,89224918.0,mne18620,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2017-06-01,2018-05-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-05-31,2018-06-01,2019-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27760071,indberetninger-20180424,2.5095882,37463876.0,AWy9TIlBIXJRhhXBNB0R,2019-08-23T07:06:59.094Z,2019-08-23T07:06:44.699Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CH-42-WP,2019-08-23T07:06:44.982Z,-166291.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
37463876,2017-06-01,2018-05-31,c745,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2IxL2UzL2VmLzIxNjYtNDkzYy05NjdlLWE3ZmZkNzFkNTI3ZA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EwL2RjL2MxL2E4NTgtNDIxYy1hZDI3LTA3NDUzZTFjMjY4MA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,3.0,Klokkelyngen,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-14,2019-08-14,2015-12-16,2019-08-14,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,,89224918.0,37463876.0,89224918.0,mne18620,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2017-06-01,2018-05-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-05-31,2018-06-01,2019-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27760071,indberetninger-20180424,2.5095882,37463876.0,AWy9TIlBIXJRhhXBNB0R,2019-08-23T07:06:59.094Z,2019-08-23T07:06:44.699Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CH-42-WP,2019-08-23T07:06:44.982Z,,,,,,,,,,105800.0,100000.0,,,,,,,,,,,,,,,,
37463876,2018-05-31,2018-05-31,c4,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2IxL2UzL2VmLzIxNjYtNDkzYy05NjdlLWE3ZmZkNzFkNTI3ZA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EwL2RjL2MxL2E4NTgtNDIxYy1hZDI3LTA3NDUzZTFjMjY4MA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,3.0,Klokkelyngen,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-14,2019-08-14,2015-12-16,2019-08-14,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,2163757.0,89224918.0,37463876.0,89224918.0,mne18620,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2017-06-01,2018-05-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-05-31,2018-06-01,2019-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27760071,indberetninger-20180424,2.5095882,37463876.0,AWy9TIlBIXJRhhXBNB0R,2019-08-23T07:06:59.094Z,2019-08-23T07:06:44.699Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CH-42-WP,2019-08-23T07:06:44.982Z,,,,,,,,,,,,2176257.0,616158.0,50000.0,2176257.0,2176257.0,12500.0,1559540.0,12500.0,559.0,105800.0,2007957.0,1559540.0,12500.0,559.0,0.0,
37463876,2018-05-31,2018-05-31,c722,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2IxL2UzL2VmLzIxNjYtNDkzYy05NjdlLWE3ZmZkNzFkNTI3ZA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2EwL2RjL2MxL2E4NTgtNDIxYy1hZDI3LTA3NDUzZTFjMjY4MA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Holstebro,7500.0,3.0,Klokkelyngen,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-14,2019-08-14,2015-12-16,2019-08-14,statsautoriseret revisor,Udvikling i aktiviteter og Ã¸konomiske forhold,mail@kroyerpedersen.dk,50000.0,89224918.0,37463876.0,89224918.0,mne18620,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2017-06-01,2018-05-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-05-31,2018-06-01,2019-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27760071,indberetninger-20180424,2.5095882,37463876.0,AWy9TIlBIXJRhhXBNB0R,2019-08-23T07:06:59.094Z,2019-08-23T07:06:44.699Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-CH-42-WP,2019-08-23T07:06:44.982Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
