entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
37463876,2015-06-01,2015-06-01,c720,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzY0Lzk4LzIwNmUtNGQxMy04NzE5LWIyMjE5MGI2MmNjNA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2RjL2M1LzM4LzIxNzMtNDRhOS04MmQ3LWQyODNlYzQ4NWNkMA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Vinderup,7830.0,21.0,Nr. Bjertvej,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-14,2017-08-14,2015-12-16,2017-08-14,statsautoriseret revisor,mail@kroyerpedersen.dk,50000.0,89224918.0,37463876.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Vinderup,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-05-31,2016-06-01,2017-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24409458,indberetninger-20180424,2.5097417999999996,37463876.0,,2018-03-27T13:08:09.759Z,2017-08-14T13:26:44.123Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AR-51-QU,2017-08-14T13:26:44.387Z,,,,,,,,,,,,,,,,,,,,,,
37463876,2015-06-01,2015-06-01,c741,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzY0Lzk4LzIwNmUtNGQxMy04NzE5LWIyMjE5MGI2MmNjNA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2RjL2M1LzM4LzIxNzMtNDRhOS04MmQ3LWQyODNlYzQ4NWNkMA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Vinderup,7830.0,21.0,Nr. Bjertvej,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-14,2017-08-14,2015-12-16,2017-08-14,statsautoriseret revisor,mail@kroyerpedersen.dk,2194129.0,89224918.0,37463876.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Vinderup,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-05-31,2016-06-01,2017-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24409458,indberetninger-20180424,2.5097417999999996,37463876.0,,2018-03-27T13:08:09.759Z,2017-08-14T13:26:44.123Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AR-51-QU,2017-08-14T13:26:44.387Z,,,,,,,,,,,,,,,,,,,,,,
37463876,2015-06-01,2016-05-31,c109,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzY0Lzk4LzIwNmUtNGQxMy04NzE5LWIyMjE5MGI2MmNjNA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2RjL2M1LzM4LzIxNzMtNDRhOS04MmQ3LWQyODNlYzQ4NWNkMA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Vinderup,7830.0,21.0,Nr. Bjertvej,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-14,2017-08-14,2015-12-16,2017-08-14,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,37463876.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Vinderup,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-05-31,2016-06-01,2017-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24409458,indberetninger-20180424,2.5097417999999996,37463876.0,,2018-03-27T13:08:09.759Z,2017-08-14T13:26:44.123Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AR-51-QU,2017-08-14T13:26:44.387Z,-19960.0,,,,,,,,,,,,,,,,,,,,,
37463876,2015-06-01,2016-05-31,c123,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzY0Lzk4LzIwNmUtNGQxMy04NzE5LWIyMjE5MGI2MmNjNA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2RjL2M1LzM4LzIxNzMtNDRhOS04MmQ3LWQyODNlYzQ4NWNkMA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Vinderup,7830.0,21.0,Nr. Bjertvej,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-14,2017-08-14,2015-12-16,2017-08-14,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,37463876.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Vinderup,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-05-31,2016-06-01,2017-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24409458,indberetninger-20180424,2.5097417999999996,37463876.0,,2018-03-27T13:08:09.759Z,2017-08-14T13:26:44.123Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AR-51-QU,2017-08-14T13:26:44.387Z,-30281.0,,,,,,,,,,,,,,,,,,,,,
37463876,2015-06-01,2016-05-31,c3,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzY0Lzk4LzIwNmUtNGQxMy04NzE5LWIyMjE5MGI2MmNjNA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2RjL2M1LzM4LzIxNzMtNDRhOS04MmQ3LWQyODNlYzQ4NWNkMA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Vinderup,7830.0,21.0,Nr. Bjertvej,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-14,2017-08-14,2015-12-16,2017-08-14,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,37463876.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Vinderup,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-05-31,2016-06-01,2017-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24409458,indberetninger-20180424,2.5097417999999996,37463876.0,,2018-03-27T13:08:09.759Z,2017-08-14T13:26:44.123Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AR-51-QU,2017-08-14T13:26:44.387Z,-30281.0,-24695.0,24695.0,33666.0,28080.0,-30281.0,-24695.0,0.0,,,,,,,,,,,,,,
37463876,2015-06-01,2016-05-31,c742,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzY0Lzk4LzIwNmUtNGQxMy04NzE5LWIyMjE5MGI2MmNjNA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2RjL2M1LzM4LzIxNzMtNDRhOS04MmQ3LWQyODNlYzQ4NWNkMA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Vinderup,7830.0,21.0,Nr. Bjertvej,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-14,2017-08-14,2015-12-16,2017-08-14,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,37463876.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Vinderup,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-05-31,2016-06-01,2017-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24409458,indberetninger-20180424,2.5097417999999996,37463876.0,,2018-03-27T13:08:09.759Z,2017-08-14T13:26:44.123Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AR-51-QU,2017-08-14T13:26:44.387Z,-30281.0,,,,,,,,,,,,,,,,,,,,,
37463876,2016-05-31,2016-05-31,c4,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzY0Lzk4LzIwNmUtNGQxMy04NzE5LWIyMjE5MGI2MmNjNA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2RjL2M1LzM4LzIxNzMtNDRhOS04MmQ3LWQyODNlYzQ4NWNkMA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Vinderup,7830.0,21.0,Nr. Bjertvej,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-14,2017-08-14,2015-12-16,2017-08-14,statsautoriseret revisor,mail@kroyerpedersen.dk,2213848.0,89224918.0,37463876.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Vinderup,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-05-31,2016-06-01,2017-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24409458,indberetninger-20180424,2.5097417999999996,37463876.0,,2018-03-27T13:08:09.759Z,2017-08-14T13:26:44.123Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AR-51-QU,2017-08-14T13:26:44.387Z,,,,,,,,,2228848.0,579354.0,50000.0,2228848.0,2228848.0,15000.0,1649494.0,15000.0,0.0,2163848.0,1649494.0,15000.0,0.0,
37463876,2016-05-31,2016-05-31,c722,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzY0Lzk4LzIwNmUtNGQxMy04NzE5LWIyMjE5MGI2MmNjNA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2RjL2M1LzM4LzIxNzMtNDRhOS04MmQ3LWQyODNlYzQ4NWNkMA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Vinderup,7830.0,21.0,Nr. Bjertvej,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-14,2017-08-14,2015-12-16,2017-08-14,statsautoriseret revisor,mail@kroyerpedersen.dk,50000.0,89224918.0,37463876.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Vinderup,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-05-31,2016-06-01,2017-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24409458,indberetninger-20180424,2.5097417999999996,37463876.0,,2018-03-27T13:08:09.759Z,2017-08-14T13:26:44.123Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AR-51-QU,2017-08-14T13:26:44.387Z,,,,,,,,,,,,,,,,,,,,,,
37463876,2016-05-31,2016-05-31,c743,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzY0Lzk4LzIwNmUtNGQxMy04NzE5LWIyMjE5MGI2MmNjNA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2RjL2M1LzM4LzIxNzMtNDRhOS04MmQ3LWQyODNlYzQ4NWNkMA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Vinderup,7830.0,21.0,Nr. Bjertvej,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-14,2017-08-14,2015-12-16,2017-08-14,statsautoriseret revisor,mail@kroyerpedersen.dk,2163848.0,89224918.0,37463876.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Vinderup,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-05-31,2016-06-01,2017-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24409458,indberetninger-20180424,2.5097417999999996,37463876.0,,2018-03-27T13:08:09.759Z,2017-08-14T13:26:44.123Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AR-51-QU,2017-08-14T13:26:44.387Z,,,,,,,,,,,,,,,,,,,,,,
37463876,2016-06-01,2016-06-01,c181,,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzY0Lzk4LzIwNmUtNGQxMy04NzE5LWIyMjE5MGI2MmNjNA.pdf,http://regnskaber.virk.dk/67836473/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2RjL2M1LzM4LzIxNzMtNDRhOS04MmQ3LWQyODNlYzQ4NWNkMA.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Vinderup,7830.0,21.0,Nr. Bjertvej,"7500, Holstebro","Hostrupsvej, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-14,2017-08-14,2015-12-16,2017-08-14,statsautoriseret revisor,mail@kroyerpedersen.dk,50000.0,89224918.0,37463876.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for JJ Vinderup Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Hans Madsen,Jens Johannesen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",JJ Vinderup Invest Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Vinderup,2015-06-01,2016-05-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-05-31,2016-06-01,2017-08-14,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24409458,indberetninger-20180424,2.5097417999999996,37463876.0,,2018-03-27T13:08:09.759Z,2017-08-14T13:26:44.123Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-AR-51-QU,2017-08-14T13:26:44.387Z,,,,,,,,,,,,,,,,,,,,,,
