entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTradePayables
34600791,2014-01-01,2014-01-01,c251,,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzg4LzBjL2I5L2VkZmItNGI3Mi05YjEyLTI4YTFlNmJmOWYzZA.pdf,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2Y2LzJhL2MwLzkxMTgtNDZmMS1iNzg1LTRhNmM4MGUzZGI1Mg.xml,50463.0,Aarhus C,8000.0,st.,"HelgenÃ¦sgade 7,","8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-11,2016-01-11,2016-02-01,Andre eksterne omkostninger omfatter omkostninger til administration.,34600791.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Borup Lynggaard Holding ApS.,Ãrsrapport,200000.0,Anders Borup Lynggaard,Anders Borup Lynggaard,Borup Lynggaard Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Virtual Manufacturing Denmark ApS,Aarhus,2015-12-31,2015-01-01,40.0,2016-01-11,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22084395,indberetninger-20180424,2.5124266,34600791.0,,2018-03-29T02:48:14.746Z,2016-03-10T06:42:42.045Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-96-NT,2016-03-10T06:42:42.138Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34600791,2014-01-01,2014-01-01,c720,,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzg4LzBjL2I5L2VkZmItNGI3Mi05YjEyLTI4YTFlNmJmOWYzZA.pdf,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2Y2LzJhL2MwLzkxMTgtNDZmMS1iNzg1LTRhNmM4MGUzZGI1Mg.xml,,Aarhus C,8000.0,st.,"HelgenÃ¦sgade 7,","8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-11,2016-01-11,2016-02-01,Andre eksterne omkostninger omfatter omkostninger til administration.,34600791.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Borup Lynggaard Holding ApS.,Ãrsrapport,,Anders Borup Lynggaard,Anders Borup Lynggaard,Borup Lynggaard Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Virtual Manufacturing Denmark ApS,Aarhus,2015-12-31,2015-01-01,40.0,2016-01-11,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22084395,indberetninger-20180424,2.5124266,34600791.0,,2018-03-29T02:48:14.746Z,2016-03-10T06:42:42.045Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-96-NT,2016-03-10T06:42:42.138Z,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34600791,2014-01-01,2014-01-01,c735,,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzg4LzBjL2I5L2VkZmItNGI3Mi05YjEyLTI4YTFlNmJmOWYzZA.pdf,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2Y2LzJhL2MwLzkxMTgtNDZmMS1iNzg1LTRhNmM4MGUzZGI1Mg.xml,,Aarhus C,8000.0,st.,"HelgenÃ¦sgade 7,","8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-11,2016-01-11,2016-02-01,Andre eksterne omkostninger omfatter omkostninger til administration.,34600791.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Borup Lynggaard Holding ApS.,Ãrsrapport,,Anders Borup Lynggaard,Anders Borup Lynggaard,Borup Lynggaard Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Virtual Manufacturing Denmark ApS,Aarhus,2015-12-31,2015-01-01,40.0,2016-01-11,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22084395,indberetninger-20180424,2.5124266,34600791.0,,2018-03-29T02:48:14.746Z,2016-03-10T06:42:42.045Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-96-NT,2016-03-10T06:42:42.138Z,50463.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34600791,2014-01-01,2014-01-01,c741,,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzg4LzBjL2I5L2VkZmItNGI3Mi05YjEyLTI4YTFlNmJmOWYzZA.pdf,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2Y2LzJhL2MwLzkxMTgtNDZmMS1iNzg1LTRhNmM4MGUzZGI1Mg.xml,,Aarhus C,8000.0,st.,"HelgenÃ¦sgade 7,","8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-11,2016-01-11,2016-02-01,Andre eksterne omkostninger omfatter omkostninger til administration.,34600791.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Borup Lynggaard Holding ApS.,Ãrsrapport,,Anders Borup Lynggaard,Anders Borup Lynggaard,Borup Lynggaard Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Virtual Manufacturing Denmark ApS,Aarhus,2015-12-31,2015-01-01,40.0,2016-01-11,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22084395,indberetninger-20180424,2.5124266,34600791.0,,2018-03-29T02:48:14.746Z,2016-03-10T06:42:42.045Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-96-NT,2016-03-10T06:42:42.138Z,-3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34600791,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzg4LzBjL2I5L2VkZmItNGI3Mi05YjEyLTI4YTFlNmJmOWYzZA.pdf,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2Y2LzJhL2MwLzkxMTgtNDZmMS1iNzg1LTRhNmM4MGUzZGI1Mg.xml,,Aarhus C,8000.0,st.,"HelgenÃ¦sgade 7,","8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-11,2016-01-11,2016-02-01,Andre eksterne omkostninger omfatter omkostninger til administration.,34600791.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Borup Lynggaard Holding ApS.,Ãrsrapport,,Anders Borup Lynggaard,Anders Borup Lynggaard,Borup Lynggaard Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Virtual Manufacturing Denmark ApS,Aarhus,2015-12-31,2015-01-01,40.0,2016-01-11,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22084395,indberetninger-20180424,2.5124266,34600791.0,,2018-03-29T02:48:14.746Z,2016-03-10T06:42:42.045Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-96-NT,2016-03-10T06:42:42.138Z,,-4020.0,,,,,,,,,,,,,,,,,,,,,,,,,
34600791,2014-01-01,2014-12-31,c252,,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzg4LzBjL2I5L2VkZmItNGI3Mi05YjEyLTI4YTFlNmJmOWYzZA.pdf,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2Y2LzJhL2MwLzkxMTgtNDZmMS1iNzg1LTRhNmM4MGUzZGI1Mg.xml,,Aarhus C,8000.0,st.,"HelgenÃ¦sgade 7,","8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-11,2016-01-11,2016-02-01,Andre eksterne omkostninger omfatter omkostninger til administration.,34600791.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Borup Lynggaard Holding ApS.,Ãrsrapport,,Anders Borup Lynggaard,Anders Borup Lynggaard,Borup Lynggaard Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Virtual Manufacturing Denmark ApS,Aarhus,2015-12-31,2015-01-01,40.0,2016-01-11,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22084395,indberetninger-20180424,2.5124266,34600791.0,,2018-03-29T02:48:14.746Z,2016-03-10T06:42:42.045Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-96-NT,2016-03-10T06:42:42.138Z,,,0.0,-8107.0,,,,,,,,,,,,,,,,,,,,,,,
34600791,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzg4LzBjL2I5L2VkZmItNGI3Mi05YjEyLTI4YTFlNmJmOWYzZA.pdf,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2Y2LzJhL2MwLzkxMTgtNDZmMS1iNzg1LTRhNmM4MGUzZGI1Mg.xml,,Aarhus C,8000.0,st.,"HelgenÃ¦sgade 7,","8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-11,2016-01-11,2016-02-01,Andre eksterne omkostninger omfatter omkostninger til administration.,34600791.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Borup Lynggaard Holding ApS.,Ãrsrapport,,Anders Borup Lynggaard,Anders Borup Lynggaard,Borup Lynggaard Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Virtual Manufacturing Denmark ApS,Aarhus,2015-12-31,2015-01-01,40.0,2016-01-11,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22084395,indberetninger-20180424,2.5124266,34600791.0,,2018-03-29T02:48:14.746Z,2016-03-10T06:42:42.045Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-96-NT,2016-03-10T06:42:42.138Z,,-12127.0,,,-5000.0,-8107.0,0.0,0.0,-13107.0,-5000.0,-980.0,,,,,,,,,,,,,,,,
34600791,2014-01-01,2014-12-31,c474,,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzg4LzBjL2I5L2VkZmItNGI3Mi05YjEyLTI4YTFlNmJmOWYzZA.pdf,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2Y2LzJhL2MwLzkxMTgtNDZmMS1iNzg1LTRhNmM4MGUzZGI1Mg.xml,,Aarhus C,8000.0,st.,"HelgenÃ¦sgade 7,","8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-11,2016-01-11,2016-02-01,Andre eksterne omkostninger omfatter omkostninger til administration.,34600791.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Borup Lynggaard Holding ApS.,Ãrsrapport,,Anders Borup Lynggaard,Anders Borup Lynggaard,Borup Lynggaard Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Virtual Manufacturing Denmark ApS,Aarhus,2015-12-31,2015-01-01,40.0,2016-01-11,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22084395,indberetninger-20180424,2.5124266,34600791.0,,2018-03-29T02:48:14.746Z,2016-03-10T06:42:42.045Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-96-NT,2016-03-10T06:42:42.138Z,,-8107.0,,,,,,,,,,,,,,,,,,,,,,,,,
34600791,2014-01-01,2014-12-31,c736,,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzg4LzBjL2I5L2VkZmItNGI3Mi05YjEyLTI4YTFlNmJmOWYzZA.pdf,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2Y2LzJhL2MwLzkxMTgtNDZmMS1iNzg1LTRhNmM4MGUzZGI1Mg.xml,,Aarhus C,8000.0,st.,"HelgenÃ¦sgade 7,","8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-11,2016-01-11,2016-02-01,Andre eksterne omkostninger omfatter omkostninger til administration.,34600791.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Borup Lynggaard Holding ApS.,Ãrsrapport,,Anders Borup Lynggaard,Anders Borup Lynggaard,Borup Lynggaard Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Virtual Manufacturing Denmark ApS,Aarhus,2015-12-31,2015-01-01,40.0,2016-01-11,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22084395,indberetninger-20180424,2.5124266,34600791.0,,2018-03-29T02:48:14.746Z,2016-03-10T06:42:42.045Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-96-NT,2016-03-10T06:42:42.138Z,,-8107.0,,,,,,,,,,,,,,,,,,,,,,,,,
34600791,2014-01-01,2014-12-31,c742,,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzL2E1Lzg4LzBjL2I5L2VkZmItNGI3Mi05YjEyLTI4YTFlNmJmOWYzZA.pdf,http://regnskaber.virk.dk/19700643/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2Y2LzJhL2MwLzkxMTgtNDZmMS1iNzg1LTRhNmM4MGUzZGI1Mg.xml,,Aarhus C,8000.0,st.,"HelgenÃ¦sgade 7,","8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-11,2016-01-11,2016-02-01,Andre eksterne omkostninger omfatter omkostninger til administration.,34600791.0,16170445.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Borup Lynggaard Holding ApS.,Ãrsrapport,,Anders Borup Lynggaard,Anders Borup Lynggaard,Borup Lynggaard Holding ApS,"Martinsen Aarhus, Statsautoriseret Revisionsaktieselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,Virtual Manufacturing Denmark ApS,Aarhus,2015-12-31,2015-01-01,40.0,2016-01-11,Risskov,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22084395,indberetninger-20180424,2.5124266,34600791.0,,2018-03-29T02:48:14.746Z,2016-03-10T06:42:42.045Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-96-NT,2016-03-10T06:42:42.138Z,,-4020.0,,,,,,,,,,,,,,,,,,,,,,,,,
