entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
19585387,2015-05-01,2016-04-30,c109,,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzM1Lzc1LzQ4Lzc2NzMtNDFiOC04MmRkLTM4Y2FjNzA5NTRhYw.pdf,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2ExLzczLzc5LzA1YTAtNDgxNy1iMTMwLWQ5YTRlMzE1NmM4Zg.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-06-12,2017-06-12,1996-06-03,2017-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jens NÃ¸rgaard,Willy MÃ¸ller,Willy MÃ¸ller Jensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-05-01,2016-04-30,101200.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-04-30,2016-05-01,2017-06-12,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24562365,indberetninger-20180424,2.5116906,19585387.0,,2018-03-27T10:39:05.756Z,2017-10-04T11:52:07.016Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AY-23-VC,2017-10-04T11:52:07.171Z,,,,,,,,,,,,,,,,,,,,,,,
19585387,2015-05-01,2016-04-30,c123,,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzM1Lzc1LzQ4Lzc2NzMtNDFiOC04MmRkLTM4Y2FjNzA5NTRhYw.pdf,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2ExLzczLzc5LzA1YTAtNDgxNy1iMTMwLWQ5YTRlMzE1NmM4Zg.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-06-12,2017-06-12,1996-06-03,2017-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jens NÃ¸rgaard,Willy MÃ¸ller,Willy MÃ¸ller Jensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-05-01,2016-04-30,-109642.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-04-30,2016-05-01,2017-06-12,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24562365,indberetninger-20180424,2.5116906,19585387.0,,2018-03-27T10:39:05.756Z,2017-10-04T11:52:07.016Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AY-23-VC,2017-10-04T11:52:07.171Z,,,,,,,,,,,,,,,,,,,,,,,
19585387,2015-05-01,2016-04-30,c3,,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzM1Lzc1LzQ4Lzc2NzMtNDFiOC04MmRkLTM4Y2FjNzA5NTRhYw.pdf,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2ExLzczLzc5LzA1YTAtNDgxNy1iMTMwLWQ5YTRlMzE1NmM4Zg.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-06-12,2017-06-12,1996-06-03,2017-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jens NÃ¸rgaard,Willy MÃ¸ller,Willy MÃ¸ller Jensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-05-01,2016-04-30,-8442.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-04-30,2016-05-01,2017-06-12,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24562365,indberetninger-20180424,2.5116906,19585387.0,,2018-03-27T10:39:05.756Z,2017-10-04T11:52:07.016Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AY-23-VC,2017-10-04T11:52:07.171Z,60000.0,-28342.0,173.0,77701.0,-10814.0,-88342.0,-2372.0,60000.0,,,,,,,,,,,,,,,
19585387,2016-04-30,2016-04-30,c4,,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzM1Lzc1LzQ4Lzc2NzMtNDFiOC04MmRkLTM4Y2FjNzA5NTRhYw.pdf,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2ExLzczLzc5LzA1YTAtNDgxNy1iMTMwLWQ5YTRlMzE1NmM4Zg.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-06-12,2017-06-12,1996-06-03,2017-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jens NÃ¸rgaard,Willy MÃ¸ller,Willy MÃ¸ller Jensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-04-30,2016-05-01,2017-06-12,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24562365,indberetninger-20180424,2.5116906,19585387.0,,2018-03-27T10:39:05.756Z,2017-10-04T11:52:07.016Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AY-23-VC,2017-10-04T11:52:07.171Z,,,,,,,,,32234506.0,32154844.0,200000.0,32234506.0,2372.0,32223007.0,32234506.0,11499.0,45290.0,101200.0,31921807.0,11499.0,79662.0,32000.0,11499.0
19585387,2016-05-01,2017-04-30,c1,,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzM1Lzc1LzQ4Lzc2NzMtNDFiOC04MmRkLTM4Y2FjNzA5NTRhYw.pdf,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2ExLzczLzc5LzA1YTAtNDgxNy1iMTMwLWQ5YTRlMzE1NmM4Zg.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-06-12,2017-06-12,1996-06-03,2017-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jens NÃ¸rgaard,Willy MÃ¸ller,Willy MÃ¸ller Jensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-05-01,2016-04-30,-818.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-04-30,2016-05-01,2017-06-12,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24562365,indberetninger-20180424,2.5116906,19585387.0,,2018-03-27T10:39:05.756Z,2017-10-04T11:52:07.016Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AY-23-VC,2017-10-04T11:52:07.171Z,60000.0,-26290.0,185.0,85355.0,-1120.0,-86290.0,-302.0,60000.0,,,,,,,,,,,,,,,
19585387,2016-05-01,2017-04-30,c108,,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzM1Lzc1LzQ4Lzc2NzMtNDFiOC04MmRkLTM4Y2FjNzA5NTRhYw.pdf,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2ExLzczLzc5LzA1YTAtNDgxNy1iMTMwLWQ5YTRlMzE1NmM4Zg.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-06-12,2017-06-12,1996-06-03,2017-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jens NÃ¸rgaard,Willy MÃ¸ller,Willy MÃ¸ller Jensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-05-01,2016-04-30,103400.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-04-30,2016-05-01,2017-06-12,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24562365,indberetninger-20180424,2.5116906,19585387.0,,2018-03-27T10:39:05.756Z,2017-10-04T11:52:07.016Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AY-23-VC,2017-10-04T11:52:07.171Z,,,,,,,,,,,,,,,,,,,,,,,
19585387,2016-05-01,2017-04-30,c122,,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzM1Lzc1LzQ4Lzc2NzMtNDFiOC04MmRkLTM4Y2FjNzA5NTRhYw.pdf,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2ExLzczLzc5LzA1YTAtNDgxNy1iMTMwLWQ5YTRlMzE1NmM4Zg.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-06-12,2017-06-12,1996-06-03,2017-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jens NÃ¸rgaard,Willy MÃ¸ller,Willy MÃ¸ller Jensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-05-01,2016-04-30,-104218.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-04-30,2016-05-01,2017-06-12,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24562365,indberetninger-20180424,2.5116906,19585387.0,,2018-03-27T10:39:05.756Z,2017-10-04T11:52:07.016Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AY-23-VC,2017-10-04T11:52:07.171Z,,,,,,,,,,,,,,,,,,,,,,,
19585387,2016-05-01,2017-04-30,c71,,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzM1Lzc1LzQ4Lzc2NzMtNDFiOC04MmRkLTM4Y2FjNzA5NTRhYw.pdf,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2ExLzczLzc5LzA1YTAtNDgxNy1iMTMwLWQ5YTRlMzE1NmM4Zg.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-06-12,2017-06-12,1996-06-03,2017-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jens NÃ¸rgaard,Willy MÃ¸ller,Willy MÃ¸ller Jensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-04-30,2016-05-01,2017-06-12,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24562365,indberetninger-20180424,2.5116906,19585387.0,,2018-03-27T10:39:05.756Z,2017-10-04T11:52:07.016Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AY-23-VC,2017-10-04T11:52:07.171Z,,,,,,,,,,,,,,,,,,,,,,,
19585387,2016-05-01,2017-04-30,c88,,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzM1Lzc1LzQ4Lzc2NzMtNDFiOC04MmRkLTM4Y2FjNzA5NTRhYw.pdf,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2ExLzczLzc5LzA1YTAtNDgxNy1iMTMwLWQ5YTRlMzE1NmM4Zg.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-06-12,2017-06-12,1996-06-03,2017-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jens NÃ¸rgaard,Willy MÃ¸ller,Willy MÃ¸ller Jensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-04-30,2016-05-01,2017-06-12,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24562365,indberetninger-20180424,2.5116906,19585387.0,,2018-03-27T10:39:05.756Z,2017-10-04T11:52:07.016Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AY-23-VC,2017-10-04T11:52:07.171Z,,,,,,,,,,,,,,,,,,,,,,,
19585387,2017-04-30,2017-04-30,c6,,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzM1Lzc1LzQ4Lzc2NzMtNDFiOC04MmRkLTM4Y2FjNzA5NTRhYw.pdf,http://regnskaber.virk.dk/78358591/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2ExLzczLzc5LzA1YTAtNDgxNy1iMTMwLWQ5YTRlMzE1NmM4Zg.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-06-12,2017-06-12,1996-06-03,2017-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jens NÃ¸rgaard,Willy MÃ¸ller,Willy MÃ¸ller Jensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-04-30,2016-05-01,2017-06-12,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24562365,indberetninger-20180424,2.5116906,19585387.0,,2018-03-27T10:39:05.756Z,2017-10-04T11:52:07.016Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AY-23-VC,2017-10-04T11:52:07.171Z,,,,,,,,,32132488.0,32064352.0,200000.0,32132488.0,2618.0,32120989.0,32132488.0,11499.0,33462.0,103400.0,31817589.0,11499.0,68136.0,32056.0,11499.0
