entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,DateOfApprovalOfAnnualReport,PlaceOfSignatureOfStatement
19585387,2012-05-01,2012-05-01,c476,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8vcGRmcy8xOTU4NTM4NztBcFMyMzEyMDI7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8veGJybHMvWC0yMjgzMURDNi0yMDE0MDYyMF8xMTU1MjdfOTYz.xml,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-06-18,1996-06-03,2014-06-19,200000.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Kristensen,Willy MÃ¸ller Jensen,Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-04-30,2013-05-01,2014-06-18,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12670750,indberetninger-20180424,2.5124211,19585387.0,,2018-04-01T08:27:05.851Z,2014-06-21T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.984,2014-06-21T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
19585387,2012-05-01,2012-05-01,c494,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8vcGRmcy8xOTU4NTM4NztBcFMyMzEyMDI7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8veGJybHMvWC0yMjgzMURDNi0yMDE0MDYyMF8xMTU1MjdfOTYz.xml,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-06-18,1996-06-03,2014-06-19,31386000.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Kristensen,Willy MÃ¸ller Jensen,Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-04-30,2013-05-01,2014-06-18,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12670750,indberetninger-20180424,2.5124211,19585387.0,,2018-04-01T08:27:05.851Z,2014-06-21T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.984,2014-06-21T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
19585387,2012-05-01,2012-05-01,c497,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8vcGRmcy8xOTU4NTM4NztBcFMyMzEyMDI7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8veGJybHMvWC0yMjgzMURDNi0yMDE0MDYyMF8xMTU1MjdfOTYz.xml,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-06-18,1996-06-03,2014-06-19,97000.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Kristensen,Willy MÃ¸ller Jensen,Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-04-30,2013-05-01,2014-06-18,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12670750,indberetninger-20180424,2.5124211,19585387.0,,2018-04-01T08:27:05.851Z,2014-06-21T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.984,2014-06-21T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
19585387,2012-05-01,2013-04-30,c109,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8vcGRmcy8xOTU4NTM4NztBcFMyMzEyMDI7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8veGJybHMvWC0yMjgzMURDNi0yMDE0MDYyMF8xMTU1MjdfOTYz.xml,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-06-18,1996-06-03,2014-06-19,,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Kristensen,Willy MÃ¸ller Jensen,Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-04-30,2013-05-01,2014-06-18,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12670750,indberetninger-20180424,2.5124211,19585387.0,,2018-04-01T08:27:05.851Z,2014-06-21T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.984,2014-06-21T22:00:00.000Z,97000.0,,,,,,,,,,,,,,,,,,,,,,,
19585387,2012-05-01,2013-04-30,c123,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8vcGRmcy8xOTU4NTM4NztBcFMyMzEyMDI7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8veGJybHMvWC0yMjgzMURDNi0yMDE0MDYyMF8xMTU1MjdfOTYz.xml,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-06-18,1996-06-03,2014-06-19,,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Kristensen,Willy MÃ¸ller Jensen,Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-04-30,2013-05-01,2014-06-18,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12670750,indberetninger-20180424,2.5124211,19585387.0,,2018-04-01T08:27:05.851Z,2014-06-21T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.984,2014-06-21T22:00:00.000Z,303000.0,,,,,,,,,,,,,,,,,,,,,,,
19585387,2012-05-01,2013-04-30,c3,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8vcGRmcy8xOTU4NTM4NztBcFMyMzEyMDI7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8veGJybHMvWC0yMjgzMURDNi0yMDE0MDYyMF8xMTU1MjdfOTYz.xml,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-06-18,1996-06-03,2014-06-19,,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Kristensen,Willy MÃ¸ller Jensen,Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-04-30,2013-05-01,2014-06-18,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12670750,indberetninger-20180424,2.5124211,19585387.0,,2018-04-01T08:27:05.851Z,2014-06-21T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.984,2014-06-21T22:00:00.000Z,400000.0,-28000.0,561000.0,533000.0,-28000.0,133000.0,,,,,,,,,,,,,,,,,,
19585387,2012-05-01,2013-04-30,c495,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8vcGRmcy8xOTU4NTM4NztBcFMyMzEyMDI7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8veGJybHMvWC0yMjgzMURDNi0yMDE0MDYyMF8xMTU1MjdfOTYz.xml,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-06-18,1996-06-03,2014-06-19,,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Kristensen,Willy MÃ¸ller Jensen,Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-04-30,2013-05-01,2014-06-18,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12670750,indberetninger-20180424,2.5124211,19585387.0,,2018-04-01T08:27:05.851Z,2014-06-21T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.984,2014-06-21T22:00:00.000Z,303000.0,,,,,,,,,,,,,,,,,,,,,,,
19585387,2012-05-01,2013-04-30,c498,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8vcGRmcy8xOTU4NTM4NztBcFMyMzEyMDI7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8veGJybHMvWC0yMjgzMURDNi0yMDE0MDYyMF8xMTU1MjdfOTYz.xml,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-06-18,1996-06-03,2014-06-19,,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Kristensen,Willy MÃ¸ller Jensen,Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-04-30,2013-05-01,2014-06-18,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12670750,indberetninger-20180424,2.5124211,19585387.0,,2018-04-01T08:27:05.851Z,2014-06-21T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.984,2014-06-21T22:00:00.000Z,,,,,,,97000.0,97000.0,,,,,,,,,,,,,,,,
19585387,2013-04-30,2013-04-30,c4,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8vcGRmcy8xOTU4NTM4NztBcFMyMzEyMDI7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8veGJybHMvWC0yMjgzMURDNi0yMDE0MDYyMF8xMTU1MjdfOTYz.xml,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-06-18,1996-06-03,2014-06-19,31986000.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Kristensen,Willy MÃ¸ller Jensen,Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-04-30,2013-05-01,2014-06-18,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12670750,indberetninger-20180424,2.5124211,19585387.0,,2018-04-01T08:27:05.851Z,2014-06-21T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.984,2014-06-21T22:00:00.000Z,,,,,,,,,32071000.0,31905000.0,200000.0,32071000.0,32071000.0,85000.0,1000.0,166000.0,97000.0,31689000.0,85000.0,166000.0,71000.0,13000.0,,
19585387,2013-04-30,2013-04-30,c472,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8vcGRmcy8xOTU4NTM4NztBcFMyMzEyMDI7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/78358591/Y3ZyLmRrOi8veGJybHMvWC0yMjgzMURDNi0yMDE0MDYyMF8xMTU1MjdfOTYz.xml,Aalborg,9000.0,tv,"SÃ¸ndertoft 2, 1.","9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-06-18,1996-06-03,2014-06-19,200000.0,19585387.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Bas Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Kristensen,Willy MÃ¸ller Jensen,Bas Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-04-30,2013-05-01,2014-06-18,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12670750,indberetninger-20180424,2.5124211,19585387.0,,2018-04-01T08:27:05.851Z,2014-06-21T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.984,2014-06-21T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
