entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AdditionsToPropertyPlantAndEquipment,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfFinancialInstitution,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PropertyPlantAndEquipmentGross,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,ImpairmentOfFinancialAssets,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables
30832760,2014-01-01,2014-01-01,c720,,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzUzL2E3LzA2ZTgtNGFhMS1hOGZmLTEyOTMyNDJmNWIyMg.pdf,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiLzUyLzU2LzZiOTgtNDM3Yy1iMzdkLTE0OTY4MDg1NjQzYQ.xml,1835.0,13430.0,Aarhus C,8000.0,2-6,Skt. Clemens Torv,Ãrhus C,8000.0,7.0,Lyngbyvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-13,2016-01-13,2007-09-06,2016-01-16,1835.0,Andre eksterne omkostninger omfatter omkostninger til administration og kontoromkostninger.,80000.0,13522197.0,30832760.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Kasper Lyrum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Lyrum,Kasper Lyrum,Nordea Bank A/S,Kasper Lyrum ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrhus C,13430.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-13,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928119,indberetninger-20180424,2.5095582000000003,30832760.0,,2018-03-28T17:21:20.262Z,2016-01-26T16:19:43.615Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-16-QM,2016-01-26T16:19:53.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30832760,2014-01-01,2014-01-01,c741,,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzUzL2E3LzA2ZTgtNGFhMS1hOGZmLTEyOTMyNDJmNWIyMg.pdf,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiLzUyLzU2LzZiOTgtNDM3Yy1iMzdkLTE0OTY4MDg1NjQzYQ.xml,1835.0,13430.0,Aarhus C,8000.0,2-6,Skt. Clemens Torv,Ãrhus C,8000.0,7.0,Lyngbyvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-13,2016-01-13,2007-09-06,2016-01-16,1835.0,Andre eksterne omkostninger omfatter omkostninger til administration og kontoromkostninger.,1200424.0,13522197.0,30832760.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Kasper Lyrum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Lyrum,Kasper Lyrum,Nordea Bank A/S,Kasper Lyrum ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrhus C,13430.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-13,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928119,indberetninger-20180424,2.5095582000000003,30832760.0,,2018-03-28T17:21:20.262Z,2016-01-26T16:19:43.615Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-16-QM,2016-01-26T16:19:53.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30832760,2014-01-01,2014-01-01,c744,,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzUzL2E3LzA2ZTgtNGFhMS1hOGZmLTEyOTMyNDJmNWIyMg.pdf,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiLzUyLzU2LzZiOTgtNDM3Yy1iMzdkLTE0OTY4MDg1NjQzYQ.xml,1835.0,13430.0,Aarhus C,8000.0,2-6,Skt. Clemens Torv,Ãrhus C,8000.0,7.0,Lyngbyvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-13,2016-01-13,2007-09-06,2016-01-16,1835.0,Andre eksterne omkostninger omfatter omkostninger til administration og kontoromkostninger.,0.0,13522197.0,30832760.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Kasper Lyrum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Lyrum,Kasper Lyrum,Nordea Bank A/S,Kasper Lyrum ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrhus C,13430.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-13,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928119,indberetninger-20180424,2.5095582000000003,30832760.0,,2018-03-28T17:21:20.262Z,2016-01-26T16:19:43.615Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-16-QM,2016-01-26T16:19:53.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30832760,2014-01-01,2014-12-31,c109,,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzUzL2E3LzA2ZTgtNGFhMS1hOGZmLTEyOTMyNDJmNWIyMg.pdf,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiLzUyLzU2LzZiOTgtNDM3Yy1iMzdkLTE0OTY4MDg1NjQzYQ.xml,1835.0,13430.0,Aarhus C,8000.0,2-6,Skt. Clemens Torv,Ãrhus C,8000.0,7.0,Lyngbyvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-13,2016-01-13,2007-09-06,2016-01-16,1835.0,Andre eksterne omkostninger omfatter omkostninger til administration og kontoromkostninger.,,13522197.0,30832760.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Kasper Lyrum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Lyrum,Kasper Lyrum,Nordea Bank A/S,Kasper Lyrum ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrhus C,13430.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-13,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928119,indberetninger-20180424,2.5095582000000003,30832760.0,,2018-03-28T17:21:20.262Z,2016-01-26T16:19:43.615Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-16-QM,2016-01-26T16:19:53.749Z,98400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30832760,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzUzL2E3LzA2ZTgtNGFhMS1hOGZmLTEyOTMyNDJmNWIyMg.pdf,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiLzUyLzU2LzZiOTgtNDM3Yy1iMzdkLTE0OTY4MDg1NjQzYQ.xml,1835.0,13430.0,Aarhus C,8000.0,2-6,Skt. Clemens Torv,Ãrhus C,8000.0,7.0,Lyngbyvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-13,2016-01-13,2007-09-06,2016-01-16,1835.0,Andre eksterne omkostninger omfatter omkostninger til administration og kontoromkostninger.,,13522197.0,30832760.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Kasper Lyrum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Lyrum,Kasper Lyrum,Nordea Bank A/S,Kasper Lyrum ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrhus C,13430.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-13,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928119,indberetninger-20180424,2.5095582000000003,30832760.0,,2018-03-28T17:21:20.262Z,2016-01-26T16:19:43.615Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-16-QM,2016-01-26T16:19:53.749Z,-124478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30832760,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzUzL2E3LzA2ZTgtNGFhMS1hOGZmLTEyOTMyNDJmNWIyMg.pdf,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiLzUyLzU2LzZiOTgtNDM3Yy1iMzdkLTE0OTY4MDg1NjQzYQ.xml,1835.0,13430.0,Aarhus C,8000.0,2-6,Skt. Clemens Torv,Ãrhus C,8000.0,7.0,Lyngbyvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-13,2016-01-13,2007-09-06,2016-01-16,1835.0,Andre eksterne omkostninger omfatter omkostninger til administration og kontoromkostninger.,,13522197.0,30832760.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Kasper Lyrum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Lyrum,Kasper Lyrum,Nordea Bank A/S,Kasper Lyrum ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrhus C,13430.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-13,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928119,indberetninger-20180424,2.5095582000000003,30832760.0,,2018-03-28T17:21:20.262Z,2016-01-26T16:19:43.615Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-16-QM,2016-01-26T16:19:53.749Z,-26078.0,0.0,132357.0,-60599.0,21417.0,3.0,161707.0,3.0,-52669.0,-192956.0,-26591.0,,,,,,,,,,,,,,,,,,,,,,,
30832760,2014-01-01,2014-12-31,c742,,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzUzL2E3LzA2ZTgtNGFhMS1hOGZmLTEyOTMyNDJmNWIyMg.pdf,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiLzUyLzU2LzZiOTgtNDM3Yy1iMzdkLTE0OTY4MDg1NjQzYQ.xml,1835.0,13430.0,Aarhus C,8000.0,2-6,Skt. Clemens Torv,Ãrhus C,8000.0,7.0,Lyngbyvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-13,2016-01-13,2007-09-06,2016-01-16,1835.0,Andre eksterne omkostninger omfatter omkostninger til administration og kontoromkostninger.,,13522197.0,30832760.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Kasper Lyrum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Lyrum,Kasper Lyrum,Nordea Bank A/S,Kasper Lyrum ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrhus C,13430.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-13,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928119,indberetninger-20180424,2.5095582000000003,30832760.0,,2018-03-28T17:21:20.262Z,2016-01-26T16:19:43.615Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-16-QM,2016-01-26T16:19:53.749Z,-124478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30832760,2014-01-01,2014-12-31,c745,,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzUzL2E3LzA2ZTgtNGFhMS1hOGZmLTEyOTMyNDJmNWIyMg.pdf,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiLzUyLzU2LzZiOTgtNDM3Yy1iMzdkLTE0OTY4MDg1NjQzYQ.xml,1835.0,13430.0,Aarhus C,8000.0,2-6,Skt. Clemens Torv,Ãrhus C,8000.0,7.0,Lyngbyvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-13,2016-01-13,2007-09-06,2016-01-16,1835.0,Andre eksterne omkostninger omfatter omkostninger til administration og kontoromkostninger.,,13522197.0,30832760.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Kasper Lyrum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Lyrum,Kasper Lyrum,Nordea Bank A/S,Kasper Lyrum ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrhus C,13430.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-13,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928119,indberetninger-20180424,2.5095582000000003,30832760.0,,2018-03-28T17:21:20.262Z,2016-01-26T16:19:43.615Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-16-QM,2016-01-26T16:19:53.749Z,,,,,,,,,,,,98400.0,0.0,,,,,,,,,,,,,,,,,,,,,
30832760,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzUzL2E3LzA2ZTgtNGFhMS1hOGZmLTEyOTMyNDJmNWIyMg.pdf,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiLzUyLzU2LzZiOTgtNDM3Yy1iMzdkLTE0OTY4MDg1NjQzYQ.xml,1835.0,13430.0,Aarhus C,8000.0,2-6,Skt. Clemens Torv,Ãrhus C,8000.0,7.0,Lyngbyvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-13,2016-01-13,2007-09-06,2016-01-16,1835.0,Andre eksterne omkostninger omfatter omkostninger til administration og kontoromkostninger.,1254346.0,13522197.0,30832760.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Kasper Lyrum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Lyrum,Kasper Lyrum,Nordea Bank A/S,Kasper Lyrum ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrhus C,13430.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-13,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928119,indberetninger-20180424,2.5095582000000003,30832760.0,,2018-03-28T17:21:20.262Z,2016-01-26T16:19:43.615Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-16-QM,2016-01-26T16:19:53.749Z,,,,,,,,,,,,,,1264350.0,364916.0,80000.0,1264350.0,60475.0,0.0,0.0,1264350.0,10004.0,0.0,830473.0,8486.0,0.0,98400.0,1075946.0,830473.0,10004.0,68961.0,4.0,0.0,10000.0
30832760,2014-12-31,2014-12-31,c722,,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzdhLzUzL2E3LzA2ZTgtNGFhMS1hOGZmLTEyOTMyNDJmNWIyMg.pdf,http://regnskaber.virk.dk/06723803/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiLzUyLzU2LzZiOTgtNDM3Yy1iMzdkLTE0OTY4MDg1NjQzYQ.xml,1835.0,13430.0,Aarhus C,8000.0,2-6,Skt. Clemens Torv,Ãrhus C,8000.0,7.0,Lyngbyvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-01-13,2016-01-13,2007-09-06,2016-01-16,1835.0,Andre eksterne omkostninger omfatter omkostninger til administration og kontoromkostninger.,80000.0,13522197.0,30832760.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Kasper Lyrum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Lyrum,Kasper Lyrum,Nordea Bank A/S,Kasper Lyrum ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrhus C,13430.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-13,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21928119,indberetninger-20180424,2.5095582000000003,30832760.0,,2018-03-28T17:21:20.262Z,2016-01-26T16:19:43.615Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-16-QM,2016-01-26T16:19:53.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
