entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
35472169,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2RiL2ZlLzIxLzQ4YjItNDkzMS1iMTkzLTVlMTMzYTNlYjUyYQ.xhtml,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2ZjLzFkL2MwLzRmZTYtNGVkNy04MzY0LTE1NTE2NzcxODVjMQ.pdf,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2FiL2FjLzRkL2M4NWQtNGE1My1hYjk1LTUzY2RhNjIxNmMxYQ.xml,true,Hellerup,2900.0,14.0,Sofievej,2600 Glostrup,"C/O Cas Cas Gruppen A/S, Sydvestvej 130-134",Regnskabsklasse B,2018-06-11,2018-06-11,74034.0,bogholder@cascasgruppen.dk,1345197.0,1599164.0,35472169.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Caspar Mahrt,Danske Bank,Dollar Store ApS,Caspar Mahrt,Glostrup,2016-01-01,2016-12-31,114058.0,114058.0,179933.0,2017-12-31,2017-01-01,65875.0,false,false,0.0,false,false,Ingen bistand,urn:ofk:oid:25785186,indberetninger-20180424,2.595549,35472169.0,AWPvJrOD0wkEsASktoTD,2018-06-11T14:02:06.029Z,2018-06-11T14:01:19.791Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-JF,2018-06-11T14:01:20.056Z,,,,,,,,,,,,,,,,,,,,,,
35472169,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2RiL2ZlLzIxLzQ4YjItNDkzMS1iMTkzLTVlMTMzYTNlYjUyYQ.xhtml,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2ZjLzFkL2MwLzRmZTYtNGVkNy04MzY0LTE1NTE2NzcxODVjMQ.pdf,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2FiL2FjLzRkL2M4NWQtNGE1My1hYjk1LTUzY2RhNjIxNmMxYQ.xml,true,Hellerup,2900.0,14.0,Sofievej,2600 Glostrup,"C/O Cas Cas Gruppen A/S, Sydvestvej 130-134",Regnskabsklasse B,2018-06-11,2018-06-11,,bogholder@cascasgruppen.dk,,,35472169.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Caspar Mahrt,Danske Bank,Dollar Store ApS,Caspar Mahrt,Glostrup,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25785186,indberetninger-20180424,2.595549,35472169.0,AWPvJrOD0wkEsASktoTD,2018-06-11T14:02:06.029Z,2018-06-11T14:01:19.791Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-JF,2018-06-11T14:01:20.056Z,,,,,,,,,,,,,,,,,,,,,,
35472169,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2RiL2ZlLzIxLzQ4YjItNDkzMS1iMTkzLTVlMTMzYTNlYjUyYQ.xhtml,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2ZjLzFkL2MwLzRmZTYtNGVkNy04MzY0LTE1NTE2NzcxODVjMQ.pdf,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2FiL2FjLzRkL2M4NWQtNGE1My1hYjk1LTUzY2RhNjIxNmMxYQ.xml,true,Hellerup,2900.0,14.0,Sofievej,2600 Glostrup,"C/O Cas Cas Gruppen A/S, Sydvestvej 130-134",Regnskabsklasse B,2018-06-11,2018-06-11,,bogholder@cascasgruppen.dk,,,35472169.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Caspar Mahrt,Danske Bank,Dollar Store ApS,Caspar Mahrt,Glostrup,2016-01-01,2016-12-31,114058.0,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25785186,indberetninger-20180424,2.595549,35472169.0,AWPvJrOD0wkEsASktoTD,2018-06-11T14:02:06.029Z,2018-06-11T14:01:19.791Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-JF,2018-06-11T14:01:20.056Z,,,,,,,,,,,,,,,,,,,,,,
35472169,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2RiL2ZlLzIxLzQ4YjItNDkzMS1iMTkzLTVlMTMzYTNlYjUyYQ.xhtml,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2ZjLzFkL2MwLzRmZTYtNGVkNy04MzY0LTE1NTE2NzcxODVjMQ.pdf,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2FiL2FjLzRkL2M4NWQtNGE1My1hYjk1LTUzY2RhNjIxNmMxYQ.xml,true,Hellerup,2900.0,14.0,Sofievej,2600 Glostrup,"C/O Cas Cas Gruppen A/S, Sydvestvej 130-134",Regnskabsklasse B,2018-06-11,2018-06-11,,bogholder@cascasgruppen.dk,,,35472169.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Caspar Mahrt,Danske Bank,Dollar Store ApS,Caspar Mahrt,Glostrup,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25785186,indberetninger-20180424,2.595549,35472169.0,AWPvJrOD0wkEsASktoTD,2018-06-11T14:02:06.029Z,2018-06-11T14:01:19.791Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-JF,2018-06-11T14:01:20.056Z,2701253.0,92684.0,81000.0,2196632.0,-169298.0,268362.0,2103409.0,2701253.0,2870551.0,236259.0,2103409.0,504621.0,236259.0,1158303.0,539.0,268362.0,-250298.0,2870551.0,1687248.0,539.0,25000.0,
35472169,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2RiL2ZlLzIxLzQ4YjItNDkzMS1iMTkzLTVlMTMzYTNlYjUyYQ.xhtml,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2ZjLzFkL2MwLzRmZTYtNGVkNy04MzY0LTE1NTE2NzcxODVjMQ.pdf,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2FiL2FjLzRkL2M4NWQtNGE1My1hYjk1LTUzY2RhNjIxNmMxYQ.xml,true,Hellerup,2900.0,14.0,Sofievej,2600 Glostrup,"C/O Cas Cas Gruppen A/S, Sydvestvej 130-134",Regnskabsklasse B,2018-06-11,2018-06-11,99255.0,bogholder@cascasgruppen.dk,1920199.0,2285870.0,35472169.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Caspar Mahrt,Danske Bank,Dollar Store ApS,Caspar Mahrt,Glostrup,2016-01-01,2016-12-31,177878.0,177878.0,266416.0,2017-12-31,2017-01-01,88538.0,false,false,0.0,false,false,Ingen bistand,urn:ofk:oid:25785186,indberetninger-20180424,2.595549,35472169.0,AWPvJrOD0wkEsASktoTD,2018-06-11T14:02:06.029Z,2018-06-11T14:01:19.791Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-JF,2018-06-11T14:01:20.056Z,,,,,,,,,,,,,,,,,,,,,,
35472169,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2RiL2ZlLzIxLzQ4YjItNDkzMS1iMTkzLTVlMTMzYTNlYjUyYQ.xhtml,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2ZjLzFkL2MwLzRmZTYtNGVkNy04MzY0LTE1NTE2NzcxODVjMQ.pdf,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2FiL2FjLzRkL2M4NWQtNGE1My1hYjk1LTUzY2RhNjIxNmMxYQ.xml,true,Hellerup,2900.0,14.0,Sofievej,2600 Glostrup,"C/O Cas Cas Gruppen A/S, Sydvestvej 130-134",Regnskabsklasse B,2018-06-11,2018-06-11,,bogholder@cascasgruppen.dk,,,35472169.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Caspar Mahrt,Danske Bank,Dollar Store ApS,Caspar Mahrt,Glostrup,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25785186,indberetninger-20180424,2.595549,35472169.0,AWPvJrOD0wkEsASktoTD,2018-06-11T14:02:06.029Z,2018-06-11T14:01:19.791Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-JF,2018-06-11T14:01:20.056Z,,,,,,,,,,,,,,,,,,,,,,Jane Mahrt
35472169,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2RiL2ZlLzIxLzQ4YjItNDkzMS1iMTkzLTVlMTMzYTNlYjUyYQ.xhtml,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2ZjLzFkL2MwLzRmZTYtNGVkNy04MzY0LTE1NTE2NzcxODVjMQ.pdf,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2FiL2FjLzRkL2M4NWQtNGE1My1hYjk1LTUzY2RhNjIxNmMxYQ.xml,true,Hellerup,2900.0,14.0,Sofievej,2600 Glostrup,"C/O Cas Cas Gruppen A/S, Sydvestvej 130-134",Regnskabsklasse B,2018-06-11,2018-06-11,,bogholder@cascasgruppen.dk,,,35472169.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Caspar Mahrt,Danske Bank,Dollar Store ApS,Caspar Mahrt,Glostrup,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25785186,indberetninger-20180424,2.595549,35472169.0,AWPvJrOD0wkEsASktoTD,2018-06-11T14:02:06.029Z,2018-06-11T14:01:19.791Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-JF,2018-06-11T14:01:20.056Z,,,,,,,,,,,,,,,,,,,,,,Caspar Mahrt
35472169,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2RiL2ZlLzIxLzQ4YjItNDkzMS1iMTkzLTVlMTMzYTNlYjUyYQ.xhtml,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2ZjLzFkL2MwLzRmZTYtNGVkNy04MzY0LTE1NTE2NzcxODVjMQ.pdf,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2FiL2FjLzRkL2M4NWQtNGE1My1hYjk1LTUzY2RhNjIxNmMxYQ.xml,true,Hellerup,2900.0,14.0,Sofievej,2600 Glostrup,"C/O Cas Cas Gruppen A/S, Sydvestvej 130-134",Regnskabsklasse B,2018-06-11,2018-06-11,,bogholder@cascasgruppen.dk,,,35472169.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Caspar Mahrt,Danske Bank,Dollar Store ApS,Caspar Mahrt,Glostrup,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25785186,indberetninger-20180424,2.595549,35472169.0,AWPvJrOD0wkEsASktoTD,2018-06-11T14:02:06.029Z,2018-06-11T14:01:19.791Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-JF,2018-06-11T14:01:20.056Z,,,,,,,,,,,,,,,,,,,,,,Mejid Al Helo
35472169,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2RiL2ZlLzIxLzQ4YjItNDkzMS1iMTkzLTVlMTMzYTNlYjUyYQ.xhtml,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2ZjLzFkL2MwLzRmZTYtNGVkNy04MzY0LTE1NTE2NzcxODVjMQ.pdf,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2FiL2FjLzRkL2M4NWQtNGE1My1hYjk1LTUzY2RhNjIxNmMxYQ.xml,true,Hellerup,2900.0,14.0,Sofievej,2600 Glostrup,"C/O Cas Cas Gruppen A/S, Sydvestvej 130-134",Regnskabsklasse B,2018-06-11,2018-06-11,,bogholder@cascasgruppen.dk,,,35472169.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Caspar Mahrt,Danske Bank,Dollar Store ApS,Caspar Mahrt,Glostrup,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25785186,indberetninger-20180424,2.595549,35472169.0,AWPvJrOD0wkEsASktoTD,2018-06-11T14:02:06.029Z,2018-06-11T14:01:19.791Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-JF,2018-06-11T14:01:20.056Z,,,,,,,,,,,,,,,,,,,,,,
35472169,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2RiL2ZlLzIxLzQ4YjItNDkzMS1iMTkzLTVlMTMzYTNlYjUyYQ.xhtml,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2ZjLzFkL2MwLzRmZTYtNGVkNy04MzY0LTE1NTE2NzcxODVjMQ.pdf,http://regnskaber.virk.dk/96127453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2FiL2FjLzRkL2M4NWQtNGE1My1hYjk1LTUzY2RhNjIxNmMxYQ.xml,true,Hellerup,2900.0,14.0,Sofievej,2600 Glostrup,"C/O Cas Cas Gruppen A/S, Sydvestvej 130-134",Regnskabsklasse B,2018-06-11,2018-06-11,,bogholder@cascasgruppen.dk,,,35472169.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Caspar Mahrt,Danske Bank,Dollar Store ApS,Caspar Mahrt,Glostrup,2016-01-01,2016-12-31,177878.0,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25785186,indberetninger-20180424,2.595549,35472169.0,AWPvJrOD0wkEsASktoTD,2018-06-11T14:02:06.029Z,2018-06-11T14:01:19.791Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-32-JF,2018-06-11T14:01:20.056Z,,,,,,,,,,,,,,,,,,,,,,
