entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,Equity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm
31765005,2013-01-01,2013-01-01,c244,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2M1LzRhLzljLzU0MjAtNDg3OS1iYmQxLWM5YTg3ZjIwY2E1OA.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk3L2U3LzBiLzk3MzgtNDk5Yy05MThlLWQ3N2ExOWM1Y2MyZg.xml,92135.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st th,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2015-05-12,2015-05-21,-71080.0,Statsaut. revisor,125000.0,www.hatoba.dk,31765005.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2014-12-31,2014-01-01,2015-05-12,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5279957,indberetninger-20180424,2.5097342,31765005.0,,2018-03-30T14:29:44.569Z,2015-05-21T15:48:06.308Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-05-KE,2015-05-21T15:48:06.376Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2013-01-01,2013-01-01,c289,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2M1LzRhLzljLzU0MjAtNDg3OS1iYmQxLWM5YTg3ZjIwY2E1OA.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk3L2U3LzBiLzk3MzgtNDk5Yy05MThlLWQ3N2ExOWM1Y2MyZg.xml,92135.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st th,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2015-05-12,2015-05-21,-71080.0,Statsaut. revisor,-304666.0,www.hatoba.dk,31765005.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2014-12-31,2014-01-01,2015-05-12,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5279957,indberetninger-20180424,2.5097342,31765005.0,,2018-03-30T14:29:44.569Z,2015-05-21T15:48:06.308Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-05-KE,2015-05-21T15:48:06.376Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2013-01-01,2013-12-31,c180,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2M1LzRhLzljLzU0MjAtNDg3OS1iYmQxLWM5YTg3ZjIwY2E1OA.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk3L2U3LzBiLzk3MzgtNDk5Yy05MThlLWQ3N2ExOWM1Y2MyZg.xml,92135.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st th,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2015-05-12,2015-05-21,-71080.0,Statsaut. revisor,,www.hatoba.dk,31765005.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2014-12-31,2014-01-01,2015-05-12,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5279957,indberetninger-20180424,2.5097342,31765005.0,,2018-03-30T14:29:44.569Z,2015-05-21T15:48:06.308Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-05-KE,2015-05-21T15:48:06.376Z,216093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2013-01-01,2013-12-31,c290,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2M1LzRhLzljLzU0MjAtNDg3OS1iYmQxLWM5YTg3ZjIwY2E1OA.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk3L2U3LzBiLzk3MzgtNDk5Yy05MThlLWQ3N2ExOWM1Y2MyZg.xml,92135.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st th,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2015-05-12,2015-05-21,-71080.0,Statsaut. revisor,,www.hatoba.dk,31765005.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2014-12-31,2014-01-01,2015-05-12,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5279957,indberetninger-20180424,2.5097342,31765005.0,,2018-03-30T14:29:44.569Z,2015-05-21T15:48:06.308Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-05-KE,2015-05-21T15:48:06.376Z,216093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2013-01-01,2013-12-31,c4,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2M1LzRhLzljLzU0MjAtNDg3OS1iYmQxLWM5YTg3ZjIwY2E1OA.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk3L2U3LzBiLzk3MzgtNDk5Yy05MThlLWQ3N2ExOWM1Y2MyZg.xml,92135.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st th,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2015-05-12,2015-05-21,-71080.0,Statsaut. revisor,,www.hatoba.dk,31765005.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2014-12-31,2014-01-01,2015-05-12,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5279957,indberetninger-20180424,2.5097342,31765005.0,,2018-03-30T14:29:44.569Z,2015-05-21T15:48:06.308Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-05-KE,2015-05-21T15:48:06.376Z,216093.0,54574.0,1582188.0,1926331.0,1476.0,0.0,288093.0,289569.0,125964.0,72000.0,1456224.0,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2013-12-31,2013-12-31,c5,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2M1LzRhLzljLzU0MjAtNDg3OS1iYmQxLWM5YTg3ZjIwY2E1OA.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk3L2U3LzBiLzk3MzgtNDk5Yy05MThlLWQ3N2ExOWM1Y2MyZg.xml,92135.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st th,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2015-05-12,2015-05-21,-71080.0,Statsaut. revisor,36427.0,www.hatoba.dk,31765005.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2014-12-31,2014-01-01,2015-05-12,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5279957,indberetninger-20180424,2.5097342,31765005.0,,2018-03-30T14:29:44.569Z,2015-05-21T15:48:06.308Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-05-KE,2015-05-21T15:48:06.376Z,,,,,,,,,,,,457981.0,96974.0,125000.0,163847.0,23000.0,0.0,152884.0,10000.0,457981.0,421554.0,141250.0,10000.0,294134.0,141250.0,421554.0,33873.0,152884.0,-88573.0,421554.0,56873.0,0.0,0.0,,,
31765005,2014-01-01,2014-01-01,c217,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2M1LzRhLzljLzU0MjAtNDg3OS1iYmQxLWM5YTg3ZjIwY2E1OA.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk3L2U3LzBiLzk3MzgtNDk5Yy05MThlLWQ3N2ExOWM1Y2MyZg.xml,92135.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st th,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2015-05-12,2015-05-21,-71080.0,Statsaut. revisor,,www.hatoba.dk,31765005.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2014-12-31,2014-01-01,2015-05-12,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5279957,indberetninger-20180424,2.5097342,31765005.0,,2018-03-30T14:29:44.569Z,2015-05-21T15:48:06.308Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-05-KE,2015-05-21T15:48:06.376Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-166740.0,319624.0,
31765005,2014-01-01,2014-01-01,c247,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2M1LzRhLzljLzU0MjAtNDg3OS1iYmQxLWM5YTg3ZjIwY2E1OA.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk3L2U3LzBiLzk3MzgtNDk5Yy05MThlLWQ3N2ExOWM1Y2MyZg.xml,92135.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st th,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2015-05-12,2015-05-21,-71080.0,Statsaut. revisor,125000.0,www.hatoba.dk,31765005.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2014-12-31,2014-01-01,2015-05-12,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5279957,indberetninger-20180424,2.5097342,31765005.0,,2018-03-30T14:29:44.569Z,2015-05-21T15:48:06.308Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-05-KE,2015-05-21T15:48:06.376Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2014-01-01,2014-01-01,c286,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2M1LzRhLzljLzU0MjAtNDg3OS1iYmQxLWM5YTg3ZjIwY2E1OA.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk3L2U3LzBiLzk3MzgtNDk5Yy05MThlLWQ3N2ExOWM1Y2MyZg.xml,92135.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st th,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2015-05-12,2015-05-21,-71080.0,Statsaut. revisor,-88573.0,www.hatoba.dk,31765005.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2014-12-31,2014-01-01,2015-05-12,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5279957,indberetninger-20180424,2.5097342,31765005.0,,2018-03-30T14:29:44.569Z,2015-05-21T15:48:06.308Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-05-KE,2015-05-21T15:48:06.376Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2M1LzRhLzljLzU0MjAtNDg3OS1iYmQxLWM5YTg3ZjIwY2E1OA.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk3L2U3LzBiLzk3MzgtNDk5Yy05MThlLWQ3N2ExOWM1Y2MyZg.xml,92135.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st th,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2015-05-12,2015-05-21,-71080.0,Statsaut. revisor,,www.hatoba.dk,31765005.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2014-12-31,2014-01-01,2015-05-12,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5279957,indberetninger-20180424,2.5097342,31765005.0,,2018-03-30T14:29:44.569Z,2015-05-21T15:48:06.308Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-05-KE,2015-05-21T15:48:06.376Z,165014.0,71080.0,2081603.0,2382691.0,4996.0,30000.0,225012.0,230008.0,133476.0,59998.0,1918127.0,,,,,,,,,,,,,,,,,,,,,,,,,
