entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,Equity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm
31765005,2014-01-01,2014-01-01,c244,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2U2LzgxLzg0LzZhZTUtNGQyOC1hMjM1LTQxZTNjNmM0MjMwNQ.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VkL2YxL2FiLzllODktNDA1OS1iZTNhLTFlOGI5MzdlMDY4MA.xml,51279.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st. th.,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-31,2016-06-03,-161949.0,Statsaut. revisor,-100000.0,125000.0,www.hatoba.dk,31765005.0,47889.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22605798,indberetninger-20180424,2.5122902000000003,31765005.0,,2018-03-28T23:14:16.831Z,2016-06-05T10:40:45.778Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-08-KK,2016-06-05T10:40:45.906Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2014-01-01,2014-01-01,c289,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2U2LzgxLzg0LzZhZTUtNGQyOC1hMjM1LTQxZTNjNmM0MjMwNQ.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VkL2YxL2FiLzllODktNDA1OS1iZTNhLTFlOGI5MzdlMDY4MA.xml,51279.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st. th.,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-31,2016-06-03,-161949.0,Statsaut. revisor,-100000.0,-88574.0,www.hatoba.dk,31765005.0,47889.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22605798,indberetninger-20180424,2.5122902000000003,31765005.0,,2018-03-28T23:14:16.831Z,2016-06-05T10:40:45.778Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-08-KK,2016-06-05T10:40:45.906Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2014-01-01,2014-12-31,c180,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2U2LzgxLzg0LzZhZTUtNGQyOC1hMjM1LTQxZTNjNmM0MjMwNQ.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VkL2YxL2FiLzllODktNDA1OS1iZTNhLTFlOGI5MzdlMDY4MA.xml,51279.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st. th.,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-31,2016-06-03,-161949.0,Statsaut. revisor,-100000.0,,www.hatoba.dk,31765005.0,47889.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22605798,indberetninger-20180424,2.5122902000000003,31765005.0,,2018-03-28T23:14:16.831Z,2016-06-05T10:40:45.778Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-08-KK,2016-06-05T10:40:45.906Z,165014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2014-01-01,2014-12-31,c290,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2U2LzgxLzg0LzZhZTUtNGQyOC1hMjM1LTQxZTNjNmM0MjMwNQ.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VkL2YxL2FiLzllODktNDA1OS1iZTNhLTFlOGI5MzdlMDY4MA.xml,51279.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st. th.,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-31,2016-06-03,-161949.0,Statsaut. revisor,-100000.0,,www.hatoba.dk,31765005.0,47889.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22605798,indberetninger-20180424,2.5122902000000003,31765005.0,,2018-03-28T23:14:16.831Z,2016-06-05T10:40:45.778Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-08-KK,2016-06-05T10:40:45.906Z,165014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2014-01-01,2014-12-31,c4,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2U2LzgxLzg0LzZhZTUtNGQyOC1hMjM1LTQxZTNjNmM0MjMwNQ.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VkL2YxL2FiLzllODktNDA1OS1iZTNhLTFlOGI5MzdlMDY4MA.xml,51279.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st. th.,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-31,2016-06-03,-161949.0,Statsaut. revisor,-100000.0,,www.hatoba.dk,31765005.0,47889.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22605798,indberetninger-20180424,2.5122902000000003,31765005.0,,2018-03-28T23:14:16.831Z,2016-06-05T10:40:45.778Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-08-KK,2016-06-05T10:40:45.906Z,165014.0,71080.0,2081603.0,2382691.0,65500.0,4996.0,30000.0,225012.0,230008.0,39619.0,59998.0,1946484.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2014-12-31,2014-12-31,c5,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2U2LzgxLzg0LzZhZTUtNGQyOC1hMjM1LTQxZTNjNmM0MjMwNQ.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VkL2YxL2FiLzllODktNDA1OS1iZTNhLTFlOGI5MzdlMDY4MA.xml,51279.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st. th.,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-31,2016-06-03,-161949.0,Statsaut. revisor,-100000.0,201440.0,www.hatoba.dk,31765005.0,47889.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22605798,indberetninger-20180424,2.5122902000000003,31765005.0,,2018-03-28T23:14:16.831Z,2016-06-05T10:40:45.778Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-08-KK,2016-06-05T10:40:45.906Z,,,,,,,,,,,,,611597.0,178571.0,125000.0,295208.0,4652.0,19757.0,173939.0,10000.0,611597.0,410157.0,142450.0,10000.0,316389.0,142450.0,360851.0,18078.0,173939.0,76440.0,410157.0,106637.0,41650.0,7656.0,64150.0,,,
31765005,2015-01-01,2015-01-01,c217,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2U2LzgxLzg0LzZhZTUtNGQyOC1hMjM1LTQxZTNjNmM0MjMwNQ.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VkL2YxL2FiLzllODktNDA1OS1iZTNhLTFlOGI5MzdlMDY4MA.xml,51279.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st. th.,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-31,2016-06-03,-161949.0,Statsaut. revisor,-100000.0,,www.hatoba.dk,31765005.0,47889.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22605798,indberetninger-20180424,2.5122902000000003,31765005.0,,2018-03-28T23:14:16.831Z,2016-06-05T10:40:45.778Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-08-KK,2016-06-05T10:40:45.906Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128820.0,411759.0,
31765005,2015-01-01,2015-01-01,c247,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2U2LzgxLzg0LzZhZTUtNGQyOC1hMjM1LTQxZTNjNmM0MjMwNQ.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VkL2YxL2FiLzllODktNDA1OS1iZTNhLTFlOGI5MzdlMDY4MA.xml,51279.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st. th.,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-31,2016-06-03,-161949.0,Statsaut. revisor,-100000.0,125000.0,www.hatoba.dk,31765005.0,47889.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22605798,indberetninger-20180424,2.5122902000000003,31765005.0,,2018-03-28T23:14:16.831Z,2016-06-05T10:40:45.778Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-08-KK,2016-06-05T10:40:45.906Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2015-01-01,2015-01-01,c286,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2U2LzgxLzg0LzZhZTUtNGQyOC1hMjM1LTQxZTNjNmM0MjMwNQ.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VkL2YxL2FiLzllODktNDA1OS1iZTNhLTFlOGI5MzdlMDY4MA.xml,51279.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st. th.,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-31,2016-06-03,-161949.0,Statsaut. revisor,-100000.0,76440.0,www.hatoba.dk,31765005.0,47889.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22605798,indberetninger-20180424,2.5122902000000003,31765005.0,,2018-03-28T23:14:16.831Z,2016-06-05T10:40:45.778Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-08-KK,2016-06-05T10:40:45.906Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765005,2015-01-01,2015-12-31,c1,,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2U2LzgxLzg0LzZhZTUtNGQyOC1hMjM1LTQxZTNjNmM0MjMwNQ.pdf,http://regnskaber.virk.dk/50056713/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VkL2YxL2FiLzllODktNDA1OS1iZTNhLTFlOGI5MzdlMDY4MA.xml,51279.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn S,2300.0,2 st. th.,Vestmannagade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-31,2016-06-03,-161949.0,Statsaut. revisor,-100000.0,,www.hatoba.dk,31765005.0,47889.0,Ãrsrapport,Kim Nielsen,Han Li,Han Li,Toyo Sushi ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22605798,indberetninger-20180424,2.5122902000000003,31765005.0,,2018-03-28T23:14:16.831Z,2016-06-05T10:40:45.778Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-08-KK,2016-06-05T10:40:45.906Z,-50889.0,52949.0,2684953.0,2674745.0,117839.0,1331.0,27247.0,-64488.0,-63157.0,51906.0,-13599.0,2487961.0,,,,,,,,,,,,,,,,,,,,,,,,,,
