entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GainsLossesFromCurrentValueAdjustmentsOfDebtLiabilitiesConcerningInvestmentProperty,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
15046643,2013-01-01,2013-12-31,c1,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8vcGRmcy8xNTA0NjY0MztBcFMxOTc3MTc7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8veGJybHMvWC0wREM2MTQ1MC0yMDE1MDQwOF8xMzAxMzFfNDE4.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Ejstrupholm,7361.0,1.0,Vestergade,7361  Ejstrupholm,Birkevej 20,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejerne i Silmo Ejstrupholm ApS,23653.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-11650.0,2015-03-20,1991-03-26,2015-04-01,Statsautoriseret revisor,0.0,0.0,63196.0,15046643.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Silmo Ejstrupholm ApS.,Ãrsrapport,545924.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Bjarne Laursen,Jyske Bank A/S,Silmo Ejstrupholm ApS,BDO Statsautoriseret revisionsaktieselskab,-11666.0,Ejstrupholm,63533.0,51530.0,63196.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,25.0,2014-01-01,-300147.0,2015-03-20,Ejstrupholm,12003.0,61 26 60 62,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11083724,indberetninger-20180424,2.5097490000000002,15046643.0,,2018-03-30T08:19:48.888Z,2015-04-08T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.705,2015-04-08T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
15046643,2013-01-01,2013-12-31,c30,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8vcGRmcy8xNTA0NjY0MztBcFMxOTc3MTc7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8veGJybHMvWC0wREM2MTQ1MC0yMDE1MDQwOF8xMzAxMzFfNDE4.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Ejstrupholm,7361.0,1.0,Vestergade,7361  Ejstrupholm,Birkevej 20,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejerne i Silmo Ejstrupholm ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-03-20,1991-03-26,2015-04-01,Statsautoriseret revisor,,,,15046643.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Silmo Ejstrupholm ApS.,Ãrsrapport,545924.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Bjarne Laursen,Jyske Bank A/S,Silmo Ejstrupholm ApS,BDO Statsautoriseret revisionsaktieselskab,,Ejstrupholm,63533.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,25.0,2014-01-01,-300147.0,2015-03-20,Ejstrupholm,,61 26 60 62,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11083724,indberetninger-20180424,2.5097490000000002,15046643.0,,2018-03-30T08:19:48.888Z,2015-04-08T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.705,2015-04-08T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
15046643,2013-01-01,2013-12-31,c6,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8vcGRmcy8xNTA0NjY0MztBcFMxOTc3MTc7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8veGJybHMvWC0wREM2MTQ1MC0yMDE1MDQwOF8xMzAxMzFfNDE4.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Ejstrupholm,7361.0,1.0,Vestergade,7361  Ejstrupholm,Birkevej 20,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejerne i Silmo Ejstrupholm ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-03-20,1991-03-26,2015-04-01,Statsautoriseret revisor,,,,15046643.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Silmo Ejstrupholm ApS.,Ãrsrapport,545924.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Bjarne Laursen,Jyske Bank A/S,Silmo Ejstrupholm ApS,BDO Statsautoriseret revisionsaktieselskab,,Ejstrupholm,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,25.0,2014-01-01,-300147.0,2015-03-20,Ejstrupholm,,61 26 60 62,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11083724,indberetninger-20180424,2.5097490000000002,15046643.0,,2018-03-30T08:19:48.888Z,2015-04-08T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.705,2015-04-08T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
15046643,2013-12-31,2013-12-31,c4,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8vcGRmcy8xNTA0NjY0MztBcFMxOTc3MTc7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8veGJybHMvWC0wREM2MTQ1MC0yMDE1MDQwOF8xMzAxMzFfNDE4.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Ejstrupholm,7361.0,1.0,Vestergade,7361  Ejstrupholm,Birkevej 20,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejerne i Silmo Ejstrupholm ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-03-20,1991-03-26,2015-04-01,Statsautoriseret revisor,,,,15046643.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Silmo Ejstrupholm ApS.,Ãrsrapport,545924.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Bjarne Laursen,Jyske Bank A/S,Silmo Ejstrupholm ApS,BDO Statsautoriseret revisionsaktieselskab,,Ejstrupholm,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,25.0,2014-01-01,-300147.0,2015-03-20,Ejstrupholm,,61 26 60 62,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11083724,indberetninger-20180424,2.5097490000000002,15046643.0,,2018-03-30T08:19:48.888Z,2015-04-08T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.705,2015-04-08T22:00:00.000Z,1656369.0,181222.0,125000.0,181222.0,885353.0,1475147.0,1656369.0,588230.0,545157.0,545157.0,1475147.0,41423.0,0.0,1475147.0,0.0,182786.0,182786.0,760353.0,0.0,43073.0,0.0,1650.0,,,,
15046643,2014-01-01,2014-01-01,c137,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8vcGRmcy8xNTA0NjY0MztBcFMxOTc3MTc7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8veGJybHMvWC0wREM2MTQ1MC0yMDE1MDQwOF8xMzAxMzFfNDE4.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Ejstrupholm,7361.0,1.0,Vestergade,7361  Ejstrupholm,Birkevej 20,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejerne i Silmo Ejstrupholm ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-03-20,1991-03-26,2015-04-01,Statsautoriseret revisor,,,,15046643.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Silmo Ejstrupholm ApS.,Ãrsrapport,545924.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Bjarne Laursen,Jyske Bank A/S,Silmo Ejstrupholm ApS,BDO Statsautoriseret revisionsaktieselskab,,Ejstrupholm,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,25.0,2014-01-01,-300147.0,2015-03-20,Ejstrupholm,,61 26 60 62,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11083724,indberetninger-20180424,2.5097490000000002,15046643.0,,2018-03-30T08:19:48.888Z,2015-04-08T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.705,2015-04-08T22:00:00.000Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,
15046643,2014-01-01,2014-01-01,c158,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8vcGRmcy8xNTA0NjY0MztBcFMxOTc3MTc7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8veGJybHMvWC0wREM2MTQ1MC0yMDE1MDQwOF8xMzAxMzFfNDE4.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Ejstrupholm,7361.0,1.0,Vestergade,7361  Ejstrupholm,Birkevej 20,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejerne i Silmo Ejstrupholm ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-03-20,1991-03-26,2015-04-01,Statsautoriseret revisor,,,,15046643.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Silmo Ejstrupholm ApS.,Ãrsrapport,545924.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Bjarne Laursen,Jyske Bank A/S,Silmo Ejstrupholm ApS,BDO Statsautoriseret revisionsaktieselskab,,Ejstrupholm,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,25.0,2014-01-01,-300147.0,2015-03-20,Ejstrupholm,,61 26 60 62,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11083724,indberetninger-20180424,2.5097490000000002,15046643.0,,2018-03-30T08:19:48.888Z,2015-04-08T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.705,2015-04-08T22:00:00.000Z,,,,,760353.0,,,,,,,,,,,,,,,,,,,,,
15046643,2014-01-01,2014-01-01,c167,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8vcGRmcy8xNTA0NjY0MztBcFMxOTc3MTc7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8veGJybHMvWC0wREM2MTQ1MC0yMDE1MDQwOF8xMzAxMzFfNDE4.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Ejstrupholm,7361.0,1.0,Vestergade,7361  Ejstrupholm,Birkevej 20,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejerne i Silmo Ejstrupholm ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-03-20,1991-03-26,2015-04-01,Statsautoriseret revisor,,,,15046643.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Silmo Ejstrupholm ApS.,Ãrsrapport,545924.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Bjarne Laursen,Jyske Bank A/S,Silmo Ejstrupholm ApS,BDO Statsautoriseret revisionsaktieselskab,,Ejstrupholm,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,25.0,2014-01-01,-300147.0,2015-03-20,Ejstrupholm,,61 26 60 62,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11083724,indberetninger-20180424,2.5097490000000002,15046643.0,,2018-03-30T08:19:48.888Z,2015-04-08T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.705,2015-04-08T22:00:00.000Z,,,,,,,,,545157.0,,,,,,,,,,,,,,,,,
15046643,2014-01-01,2014-01-01,c76,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8vcGRmcy8xNTA0NjY0MztBcFMxOTc3MTc7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8veGJybHMvWC0wREM2MTQ1MC0yMDE1MDQwOF8xMzAxMzFfNDE4.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Ejstrupholm,7361.0,1.0,Vestergade,7361  Ejstrupholm,Birkevej 20,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejerne i Silmo Ejstrupholm ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-03-20,1991-03-26,2015-04-01,Statsautoriseret revisor,,,,15046643.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Silmo Ejstrupholm ApS.,Ãrsrapport,545924.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Bjarne Laursen,Jyske Bank A/S,Silmo Ejstrupholm ApS,BDO Statsautoriseret revisionsaktieselskab,,Ejstrupholm,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,25.0,2014-01-01,-300147.0,2015-03-20,Ejstrupholm,,61 26 60 62,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11083724,indberetninger-20180424,2.5097490000000002,15046643.0,,2018-03-30T08:19:48.888Z,2015-04-08T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.705,2015-04-08T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,-262696.0,1737843.0,,
15046643,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8vcGRmcy8xNTA0NjY0MztBcFMxOTc3MTc7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8veGJybHMvWC0wREM2MTQ1MC0yMDE1MDQwOF8xMzAxMzFfNDE4.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Ejstrupholm,7361.0,1.0,Vestergade,7361  Ejstrupholm,Birkevej 20,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejerne i Silmo Ejstrupholm ApS,64912.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-18130.0,2015-03-20,1991-03-26,2015-04-01,Statsautoriseret revisor,-767.0,-300147.0,89979.0,15046643.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Silmo Ejstrupholm ApS.,Ãrsrapport,545924.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Bjarne Laursen,Jyske Bank A/S,Silmo Ejstrupholm ApS,BDO Statsautoriseret revisionsaktieselskab,-11246.0,Ejstrupholm,-175399.0,-222181.0,-210935.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,25.0,2014-01-01,-300147.0,2015-03-20,Ejstrupholm,46782.0,61 26 60 62,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11083724,indberetninger-20180424,2.5097490000000002,15046643.0,,2018-03-30T08:19:48.888Z,2015-04-08T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.705,2015-04-08T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
15046643,2014-01-01,2014-12-31,c159,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8vcGRmcy8xNTA0NjY0MztBcFMxOTc3MTc7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/34664051/Y3ZyLmRrOi8veGJybHMvWC0wREM2MTQ1MC0yMDE1MDQwOF8xMzAxMzFfNDE4.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Ejstrupholm,7361.0,1.0,Vestergade,7361  Ejstrupholm,Birkevej 20,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejerne i Silmo Ejstrupholm ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-03-20,1991-03-26,2015-04-01,Statsautoriseret revisor,,,,15046643.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Silmo Ejstrupholm ApS.,Ãrsrapport,545924.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Bjarne Laursen,Jyske Bank A/S,Silmo Ejstrupholm ApS,BDO Statsautoriseret revisionsaktieselskab,,Ejstrupholm,-275399.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast-Brande,2014-12-31,25.0,2014-01-01,-300147.0,2015-03-20,Ejstrupholm,,61 26 60 62,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11083724,indberetninger-20180424,2.5097490000000002,15046643.0,,2018-03-30T08:19:48.888Z,2015-04-08T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.705,2015-04-08T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
