entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,Equity,LiabilitiesAndEquity,NameAndSurnameOfMemberOfExecutiveBoard
16882739,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg0LzlhLzdhLzhiMzctNDBiOS1hM2IxLTZmYjAxZjQ4ODIxNw.pdf,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzViL2Y2L2M1LzJkZGQtNDFkMi1hNjM4LWZiZmY0YzUzNGFlZg.xml,true,"Randers C, 8900",", Sct. Mortensgade 4",Til den daglige ledelse i Anthony Jensen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-16,2018-02-16,1993-03-15,2018-06-06,18743396.0,16882739.0,18743396.0,mne2433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Anthony Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Brask,Anni Hartmann Jensen,Revisionsfirmaet Peder Albertsen A/S,Anthony Jensen ApS,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Randers,2016-01-01,2016-12-31,-112506.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"730, Randers",2017-12-31,2017-01-01,false,2018-02-16,Randers,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25893984,indberetninger-20180424,2.5118417999999996,16882739.0,AWQejmhC0wkEsASkt9BE,2018-06-20T18:57:27.309Z,2018-06-20T18:56:43.803Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-77-LQ,2018-06-20T18:56:43.948Z,,,,,,,,,
16882739,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg0LzlhLzdhLzhiMzctNDBiOS1hM2IxLTZmYjAxZjQ4ODIxNw.pdf,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzViL2Y2L2M1LzJkZGQtNDFkMi1hNjM4LWZiZmY0YzUzNGFlZg.xml,true,"Randers C, 8900",", Sct. Mortensgade 4",Til den daglige ledelse i Anthony Jensen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-16,2018-02-16,1993-03-15,2018-06-06,18743396.0,16882739.0,18743396.0,mne2433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Anthony Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Brask,Anni Hartmann Jensen,Revisionsfirmaet Peder Albertsen A/S,Anthony Jensen ApS,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Randers,2016-01-01,2016-12-31,215906.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"730, Randers",2017-12-31,2017-01-01,false,2018-02-16,Randers,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25893984,indberetninger-20180424,2.5118417999999996,16882739.0,AWQejmhC0wkEsASkt9BE,2018-06-20T18:57:27.309Z,2018-06-20T18:56:43.803Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-77-LQ,2018-06-20T18:56:43.948Z,-40768.0,3469.0,291058.0,246821.0,30915.0,,,,
16882739,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg0LzlhLzdhLzhiMzctNDBiOS1hM2IxLTZmYjAxZjQ4ODIxNw.pdf,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzViL2Y2L2M1LzJkZGQtNDFkMi1hNjM4LWZiZmY0YzUzNGFlZg.xml,true,"Randers C, 8900",", Sct. Mortensgade 4",Til den daglige ledelse i Anthony Jensen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-16,2018-02-16,1993-03-15,2018-06-06,18743396.0,16882739.0,18743396.0,mne2433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Anthony Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Brask,Anni Hartmann Jensen,Revisionsfirmaet Peder Albertsen A/S,Anthony Jensen ApS,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Randers,2016-01-01,2016-12-31,-103400.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"730, Randers",2017-12-31,2017-01-01,false,2018-02-16,Randers,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25893984,indberetninger-20180424,2.5118417999999996,16882739.0,AWQejmhC0wkEsASkt9BE,2018-06-20T18:57:27.309Z,2018-06-20T18:56:43.803Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-77-LQ,2018-06-20T18:56:43.948Z,,,,,,,,,
16882739,2016-12-31,2016-12-31,ID_6,,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg0LzlhLzdhLzhiMzctNDBiOS1hM2IxLTZmYjAxZjQ4ODIxNw.pdf,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzViL2Y2L2M1LzJkZGQtNDFkMi1hNjM4LWZiZmY0YzUzNGFlZg.xml,true,"Randers C, 8900",", Sct. Mortensgade 4",Til den daglige ledelse i Anthony Jensen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-16,2018-02-16,1993-03-15,2018-06-06,18743396.0,16882739.0,18743396.0,mne2433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Anthony Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Brask,Anni Hartmann Jensen,Revisionsfirmaet Peder Albertsen A/S,Anthony Jensen ApS,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Randers,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"730, Randers",2017-12-31,2017-01-01,false,2018-02-16,Randers,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25893984,indberetninger-20180424,2.5118417999999996,16882739.0,AWQejmhC0wkEsASkt9BE,2018-06-20T18:57:27.309Z,2018-06-20T18:56:43.803Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-77-LQ,2018-06-20T18:56:43.948Z,,,,,,0.0,0.0,0.0,
16882739,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg0LzlhLzdhLzhiMzctNDBiOS1hM2IxLTZmYjAxZjQ4ODIxNw.pdf,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzViL2Y2L2M1LzJkZGQtNDFkMi1hNjM4LWZiZmY0YzUzNGFlZg.xml,true,"Randers C, 8900",", Sct. Mortensgade 4",Til den daglige ledelse i Anthony Jensen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-16,2018-02-16,1993-03-15,2018-06-06,18743396.0,16882739.0,18743396.0,mne2433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Anthony Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Brask,Anni Hartmann Jensen,Revisionsfirmaet Peder Albertsen A/S,Anthony Jensen ApS,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Randers,2016-01-01,2016-12-31,-132867.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"730, Randers",2017-12-31,2017-01-01,false,2018-02-16,Randers,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25893984,indberetninger-20180424,2.5118417999999996,16882739.0,AWQejmhC0wkEsASkt9BE,2018-06-20T18:57:27.309Z,2018-06-20T18:56:43.803Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-77-LQ,2018-06-20T18:56:43.948Z,-33745.0,106922.0,7800.0,-132867.0,0.0,,,,
16882739,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg0LzlhLzdhLzhiMzctNDBiOS1hM2IxLTZmYjAxZjQ4ODIxNw.pdf,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzViL2Y2L2M1LzJkZGQtNDFkMi1hNjM4LWZiZmY0YzUzNGFlZg.xml,true,"Randers C, 8900",", Sct. Mortensgade 4",Til den daglige ledelse i Anthony Jensen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-16,2018-02-16,1993-03-15,2018-06-06,18743396.0,16882739.0,18743396.0,mne2433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Anthony Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Brask,Anni Hartmann Jensen,Revisionsfirmaet Peder Albertsen A/S,Anthony Jensen ApS,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Randers,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"730, Randers",2017-12-31,2017-01-01,false,2018-02-16,Randers,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25893984,indberetninger-20180424,2.5118417999999996,16882739.0,AWQejmhC0wkEsASkt9BE,2018-06-20T18:57:27.309Z,2018-06-20T18:56:43.803Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-77-LQ,2018-06-20T18:56:43.948Z,,,,,,,,,
16882739,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg0LzlhLzdhLzhiMzctNDBiOS1hM2IxLTZmYjAxZjQ4ODIxNw.pdf,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzViL2Y2L2M1LzJkZGQtNDFkMi1hNjM4LWZiZmY0YzUzNGFlZg.xml,true,"Randers C, 8900",", Sct. Mortensgade 4",Til den daglige ledelse i Anthony Jensen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-16,2018-02-16,1993-03-15,2018-06-06,18743396.0,16882739.0,18743396.0,mne2433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Anthony Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Brask,Anni Hartmann Jensen,Revisionsfirmaet Peder Albertsen A/S,Anthony Jensen ApS,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Randers,2016-01-01,2016-12-31,238667.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"730, Randers",2017-12-31,2017-01-01,false,2018-02-16,Randers,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25893984,indberetninger-20180424,2.5118417999999996,16882739.0,AWQejmhC0wkEsASkt9BE,2018-06-20T18:57:27.309Z,2018-06-20T18:56:43.803Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-77-LQ,2018-06-20T18:56:43.948Z,,,,,,,,,
16882739,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg0LzlhLzdhLzhiMzctNDBiOS1hM2IxLTZmYjAxZjQ4ODIxNw.pdf,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzViL2Y2L2M1LzJkZGQtNDFkMi1hNjM4LWZiZmY0YzUzNGFlZg.xml,true,"Randers C, 8900",", Sct. Mortensgade 4",Til den daglige ledelse i Anthony Jensen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-16,2018-02-16,1993-03-15,2018-06-06,18743396.0,16882739.0,18743396.0,mne2433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Anthony Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Brask,Anni Hartmann Jensen,Revisionsfirmaet Peder Albertsen A/S,Anthony Jensen ApS,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Randers,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"730, Randers",2017-12-31,2017-01-01,false,2018-02-16,Randers,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25893984,indberetninger-20180424,2.5118417999999996,16882739.0,AWQejmhC0wkEsASkt9BE,2018-06-20T18:57:27.309Z,2018-06-20T18:56:43.803Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-77-LQ,2018-06-20T18:56:43.948Z,,,,,,,,,
16882739,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg0LzlhLzdhLzhiMzctNDBiOS1hM2IxLTZmYjAxZjQ4ODIxNw.pdf,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzViL2Y2L2M1LzJkZGQtNDFkMi1hNjM4LWZiZmY0YzUzNGFlZg.xml,true,"Randers C, 8900",", Sct. Mortensgade 4",Til den daglige ledelse i Anthony Jensen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-16,2018-02-16,1993-03-15,2018-06-06,18743396.0,16882739.0,18743396.0,mne2433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Anthony Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Brask,Anni Hartmann Jensen,Revisionsfirmaet Peder Albertsen A/S,Anthony Jensen ApS,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Randers,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"730, Randers",2017-12-31,2017-01-01,false,2018-02-16,Randers,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25893984,indberetninger-20180424,2.5118417999999996,16882739.0,AWQejmhC0wkEsASkt9BE,2018-06-20T18:57:27.309Z,2018-06-20T18:56:43.803Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-77-LQ,2018-06-20T18:56:43.948Z,,,,,,,,,Anni Hartmann Jensen
16882739,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg0LzlhLzdhLzhiMzctNDBiOS1hM2IxLTZmYjAxZjQ4ODIxNw.pdf,http://regnskaber.virk.dk/93728861/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzViL2Y2L2M1LzJkZGQtNDFkMi1hNjM4LWZiZmY0YzUzNGFlZg.xml,true,"Randers C, 8900",", Sct. Mortensgade 4",Til den daglige ledelse i Anthony Jensen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-02-16,2018-02-16,1993-03-15,2018-06-06,18743396.0,16882739.0,18743396.0,mne2433,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Anthony Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Brask,Anni Hartmann Jensen,Revisionsfirmaet Peder Albertsen A/S,Anthony Jensen ApS,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",Randers,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"730, Randers",2017-12-31,2017-01-01,false,2018-02-16,Randers,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25893984,indberetninger-20180424,2.5118417999999996,16882739.0,AWQejmhC0wkEsASkt9BE,2018-06-20T18:57:27.309Z,2018-06-20T18:56:43.803Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-77-LQ,2018-06-20T18:56:43.948Z,,,,,,,,,
