entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
32100759,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2M4LzljLzg5L2E5ZjEtNGJlNy04MGU5LWU2Y2E5YmQ4NjQxNQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2I1LzQzLzNlL2YwZDMtNDQ2ZC05YzA1LWYwNjJhMjkwNDhmZQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzQzLzFiLzdkLzQ0YTMtNDM4YS04Zjg1LTFiNzk2NjUwMWU0NA.xml,true,RÃ¸dovre,2610.0,26.0,Damhus Boulevard,2680.0,Solsikkemarken 40,Regnskabsklasse B,2018-05-31,2018-06-01,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2017</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",956998.0,1059106.0,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Boas Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,0.0,RÃ¸dovre,2016-01-01,2016-12-31,93848.0,120314.0,102108.0,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",26466.0,false,false,Ingen bistand,urn:ofk:oid:25691604,indberetninger-20180424,2.5955582,32100759.0,AWO9h95I0wkEsASktU_C,2018-06-01T22:47:13.382Z,2018-06-01T22:46:25.538Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-XR,2018-06-01T22:46:26.055Z,,,,,,,,,,,,,,,,,,
32100759,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2M4LzljLzg5L2E5ZjEtNGJlNy04MGU5LWU2Y2E5YmQ4NjQxNQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2I1LzQzLzNlL2YwZDMtNDQ2ZC05YzA1LWYwNjJhMjkwNDhmZQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzQzLzFiLzdkLzQ0YTMtNDM4YS04Zjg1LTFiNzk2NjUwMWU0NA.xml,true,RÃ¸dovre,2610.0,26.0,Damhus Boulevard,2680.0,Solsikkemarken 40,Regnskabsklasse B,2018-05-31,2018-06-01,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2017</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Boas Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:25691604,indberetninger-20180424,2.5955582,32100759.0,AWO9h95I0wkEsASktU_C,2018-06-01T22:47:13.382Z,2018-06-01T22:46:25.538Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-XR,2018-06-01T22:46:26.055Z,,,,,,,,,,,,,,,,,,
32100759,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2M4LzljLzg5L2E5ZjEtNGJlNy04MGU5LWU2Y2E5YmQ4NjQxNQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2I1LzQzLzNlL2YwZDMtNDQ2ZC05YzA1LWYwNjJhMjkwNDhmZQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzQzLzFiLzdkLzQ0YTMtNDM4YS04Zjg1LTFiNzk2NjUwMWU0NA.xml,true,RÃ¸dovre,2610.0,26.0,Damhus Boulevard,2680.0,Solsikkemarken 40,Regnskabsklasse B,2018-05-31,2018-06-01,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2017</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Boas Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2016-01-01,2016-12-31,145130.0,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:25691604,indberetninger-20180424,2.5955582,32100759.0,AWO9h95I0wkEsASktU_C,2018-06-01T22:47:13.382Z,2018-06-01T22:46:25.538Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-XR,2018-06-01T22:46:26.055Z,,,,,,,,,,,,,,,,,,
32100759,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2M4LzljLzg5L2E5ZjEtNGJlNy04MGU5LWU2Y2E5YmQ4NjQxNQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2I1LzQzLzNlL2YwZDMtNDQ2ZC05YzA1LWYwNjJhMjkwNDhmZQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzQzLzFiLzdkLzQ0YTMtNDM4YS04Zjg1LTFiNzk2NjUwMWU0NA.xml,true,RÃ¸dovre,2610.0,26.0,Damhus Boulevard,2680.0,Solsikkemarken 40,Regnskabsklasse B,2018-05-31,2018-06-01,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2017</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Boas Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:25691604,indberetninger-20180424,2.5955582,32100759.0,AWO9h95I0wkEsASktU_C,2018-06-01T22:47:13.382Z,2018-06-01T22:46:25.538Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-XR,2018-06-01T22:46:26.055Z,795814.0,217753.0,125000.0,795814.0,270130.0,88291.0,795814.0,525683.0,173286.0,0.0,88291.0,145130.0,525683.0,489770.0,489770.0,26466.0,325931.0,
32100759,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2M4LzljLzg5L2E5ZjEtNGJlNy04MGU5LWU2Y2E5YmQ4NjQxNQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2I1LzQzLzNlL2YwZDMtNDQ2ZC05YzA1LWYwNjJhMjkwNDhmZQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzQzLzFiLzdkLzQ0YTMtNDM4YS04Zjg1LTFiNzk2NjUwMWU0NA.xml,true,RÃ¸dovre,2610.0,26.0,Damhus Boulevard,2680.0,Solsikkemarken 40,Regnskabsklasse B,2018-05-31,2018-06-01,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2017</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",473641.0,590444.0,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Boas Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,711.0,RÃ¸dovre,2016-01-01,2016-12-31,90572.0,116092.0,116803.0,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",25520.0,false,false,Ingen bistand,urn:ofk:oid:25691604,indberetninger-20180424,2.5955582,32100759.0,AWO9h95I0wkEsASktU_C,2018-06-01T22:47:13.382Z,2018-06-01T22:46:25.538Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-XR,2018-06-01T22:46:26.055Z,,,,,,,,,,,,,,,,,,
32100759,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2M4LzljLzg5L2E5ZjEtNGJlNy04MGU5LWU2Y2E5YmQ4NjQxNQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2I1LzQzLzNlL2YwZDMtNDQ2ZC05YzA1LWYwNjJhMjkwNDhmZQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzQzLzFiLzdkLzQ0YTMtNDM4YS04Zjg1LTFiNzk2NjUwMWU0NA.xml,true,RÃ¸dovre,2610.0,26.0,Damhus Boulevard,2680.0,Solsikkemarken 40,Regnskabsklasse B,2018-05-31,2018-06-01,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2017</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Boas Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:25691604,indberetninger-20180424,2.5955582,32100759.0,AWO9h95I0wkEsASktU_C,2018-06-01T22:47:13.382Z,2018-06-01T22:46:25.538Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-XR,2018-06-01T22:46:26.055Z,,,,,,,,,,,,,,,,,,Berit Boas Madsen
32100759,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2M4LzljLzg5L2E5ZjEtNGJlNy04MGU5LWU2Y2E5YmQ4NjQxNQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2I1LzQzLzNlL2YwZDMtNDQ2ZC05YzA1LWYwNjJhMjkwNDhmZQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzQzLzFiLzdkLzQ0YTMtNDM4YS04Zjg1LTFiNzk2NjUwMWU0NA.xml,true,RÃ¸dovre,2610.0,26.0,Damhus Boulevard,2680.0,Solsikkemarken 40,Regnskabsklasse B,2018-05-31,2018-06-01,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2017</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Boas Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:25691604,indberetninger-20180424,2.5955582,32100759.0,AWO9h95I0wkEsASktU_C,2018-06-01T22:47:13.382Z,2018-06-01T22:46:25.538Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-XR,2018-06-01T22:46:26.055Z,,,,,,,,,,,,,,,,,,Claus Blixenkrone Norby Madsen
32100759,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2M4LzljLzg5L2E5ZjEtNGJlNy04MGU5LWU2Y2E5YmQ4NjQxNQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2I1LzQzLzNlL2YwZDMtNDQ2ZC05YzA1LWYwNjJhMjkwNDhmZQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzQzLzFiLzdkLzQ0YTMtNDM4YS04Zjg1LTFiNzk2NjUwMWU0NA.xml,true,RÃ¸dovre,2610.0,26.0,Damhus Boulevard,2680.0,Solsikkemarken 40,Regnskabsklasse B,2018-05-31,2018-06-01,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2017</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Boas Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2016-01-01,2016-12-31,150000.0,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:25691604,indberetninger-20180424,2.5955582,32100759.0,AWO9h95I0wkEsASktU_C,2018-06-01T22:47:13.382Z,2018-06-01T22:46:25.538Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-XR,2018-06-01T22:46:26.055Z,,,,,,,,,,,,,,,,,,
32100759,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2M4LzljLzg5L2E5ZjEtNGJlNy04MGU5LWU2Y2E5YmQ4NjQxNQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2I1LzQzLzNlL2YwZDMtNDQ2ZC05YzA1LWYwNjJhMjkwNDhmZQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzQzLzFiLzdkLzQ0YTMtNDM4YS04Zjg1LTFiNzk2NjUwMWU0NA.xml,true,RÃ¸dovre,2610.0,26.0,Damhus Boulevard,2680.0,Solsikkemarken 40,Regnskabsklasse B,2018-05-31,2018-06-01,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2017</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Boas Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2016-01-01,2016-12-31,-59428.0,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:25691604,indberetninger-20180424,2.5955582,32100759.0,AWO9h95I0wkEsASktU_C,2018-06-01T22:47:13.382Z,2018-06-01T22:46:25.538Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-XR,2018-06-01T22:46:26.055Z,,,,,,,,,,,,,,,,,,
32100759,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2M4LzljLzg5L2E5ZjEtNGJlNy04MGU5LWU2Y2E5YmQ4NjQxNQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2I1LzQzLzNlL2YwZDMtNDQ2ZC05YzA1LWYwNjJhMjkwNDhmZQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzQzLzFiLzdkLzQ0YTMtNDM4YS04Zjg1LTFiNzk2NjUwMWU0NA.xml,true,RÃ¸dovre,2610.0,26.0,Damhus Boulevard,2680.0,Solsikkemarken 40,Regnskabsklasse B,2018-05-31,2018-06-01,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2017</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Boas Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:25691604,indberetninger-20180424,2.5955582,32100759.0,AWO9h95I0wkEsASktU_C,2018-06-01T22:47:13.382Z,2018-06-01T22:46:25.538Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-05-XR,2018-06-01T22:46:26.055Z,863566.0,126361.0,125000.0,863566.0,360703.0,108901.0,863566.0,502863.0,46228.0,150000.0,108901.0,85703.0,502863.0,628304.0,628304.0,25520.0,431115.0,
