entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
32100759,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2UwL2NjLzgwL2ZhNzktNDRjYy05YTAwLTNiMDk4ZDFmNTRjYQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2U4LzU1LzlhLzU3NGEtNDMwZi04MTllLTBhMTE2YmQ3ZWRjOQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2U5LzNhLzE5LzIyNmQtNDk3MC04ZjNlLTFmZGIwODM5NTExYg.xml,true,RÃ¸dovre,2610.0,"26, st",Damhus Boulevard,2680.0,"Solsikkemarken, 40",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-21,2019-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2018.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",473641.0,590444.0,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Blixenkrone Norby Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,711.0,RÃ¸dovre,2017-01-01,2017-12-31,90572.0,116092.0,116803.0,2018-12-31,2018-01-01,false,25520.0,false,false,Ingen bistand,urn:ofk:oid:27321715,indberetninger-20180424,2.5949402000000004,32100759.0,AWsLSa3eRYGX6_YTIOqq,2019-05-31T00:28:42.103Z,2019-05-31T00:28:26.022Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-66-XU,2019-05-31T00:28:26.242Z,,,,,,,,,,,,,,,,,,,,
32100759,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2UwL2NjLzgwL2ZhNzktNDRjYy05YTAwLTNiMDk4ZDFmNTRjYQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2U4LzU1LzlhLzU3NGEtNDMwZi04MTllLTBhMTE2YmQ3ZWRjOQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2U5LzNhLzE5LzIyNmQtNDk3MC04ZjNlLTFmZGIwODM5NTExYg.xml,true,RÃ¸dovre,2610.0,"26, st",Damhus Boulevard,2680.0,"Solsikkemarken, 40",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-21,2019-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2018.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Blixenkrone Norby Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2017-01-01,2017-12-31,150000.0,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27321715,indberetninger-20180424,2.5949402000000004,32100759.0,AWsLSa3eRYGX6_YTIOqq,2019-05-31T00:28:42.103Z,2019-05-31T00:28:26.022Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-66-XU,2019-05-31T00:28:26.242Z,,,,,,,,,,,,,,,,,,,,
32100759,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2UwL2NjLzgwL2ZhNzktNDRjYy05YTAwLTNiMDk4ZDFmNTRjYQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2U4LzU1LzlhLzU3NGEtNDMwZi04MTllLTBhMTE2YmQ3ZWRjOQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2U5LzNhLzE5LzIyNmQtNDk3MC04ZjNlLTFmZGIwODM5NTExYg.xml,true,RÃ¸dovre,2610.0,"26, st",Damhus Boulevard,2680.0,"Solsikkemarken, 40",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-21,2019-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2018.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Blixenkrone Norby Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2017-01-01,2017-12-31,-59428.0,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27321715,indberetninger-20180424,2.5949402000000004,32100759.0,AWsLSa3eRYGX6_YTIOqq,2019-05-31T00:28:42.103Z,2019-05-31T00:28:26.022Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-66-XU,2019-05-31T00:28:26.242Z,,,,,,,,,,,,,,,,,,,,
32100759,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2UwL2NjLzgwL2ZhNzktNDRjYy05YTAwLTNiMDk4ZDFmNTRjYQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2U4LzU1LzlhLzU3NGEtNDMwZi04MTllLTBhMTE2YmQ3ZWRjOQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2U5LzNhLzE5LzIyNmQtNDk3MC04ZjNlLTFmZGIwODM5NTExYg.xml,true,RÃ¸dovre,2610.0,"26, st",Damhus Boulevard,2680.0,"Solsikkemarken, 40",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-21,2019-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2018.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Blixenkrone Norby Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27321715,indberetninger-20180424,2.5949402000000004,32100759.0,AWsLSa3eRYGX6_YTIOqq,2019-05-31T00:28:42.103Z,2019-05-31T00:28:26.022Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-66-XU,2019-05-31T00:28:26.242Z,863566.0,126361.0,125000.0,863566.0,0.0,360703.0,108901.0,863566.0,502863.0,46228.0,150000.0,108901.0,85703.0,502863.0,628304.0,628304.0,25520.0,431115.0,0.0,
32100759,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2UwL2NjLzgwL2ZhNzktNDRjYy05YTAwLTNiMDk4ZDFmNTRjYQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2U4LzU1LzlhLzU3NGEtNDMwZi04MTllLTBhMTE2YmQ3ZWRjOQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2U5LzNhLzE5LzIyNmQtNDk3MC04ZjNlLTFmZGIwODM5NTExYg.xml,true,RÃ¸dovre,2610.0,"26, st",Damhus Boulevard,2680.0,"Solsikkemarken, 40",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-21,2019-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2018.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",370233.0,368554.0,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Blixenkrone Norby Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,625.0,RÃ¸dovre,2017-01-01,2017-12-31,-1797.0,-2304.0,-1679.0,2018-12-31,2018-01-01,false,-507.0,false,false,Ingen bistand,urn:ofk:oid:27321715,indberetninger-20180424,2.5949402000000004,32100759.0,AWsLSa3eRYGX6_YTIOqq,2019-05-31T00:28:42.103Z,2019-05-31T00:28:26.022Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-66-XU,2019-05-31T00:28:26.242Z,,,,,,,,,,,,,,,,,,,,
32100759,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2UwL2NjLzgwL2ZhNzktNDRjYy05YTAwLTNiMDk4ZDFmNTRjYQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2U4LzU1LzlhLzU3NGEtNDMwZi04MTllLTBhMTE2YmQ3ZWRjOQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2U5LzNhLzE5LzIyNmQtNDk3MC04ZjNlLTFmZGIwODM5NTExYg.xml,true,RÃ¸dovre,2610.0,"26, st",Damhus Boulevard,2680.0,"Solsikkemarken, 40",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-21,2019-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2018.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Blixenkrone Norby Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27321715,indberetninger-20180424,2.5949402000000004,32100759.0,AWsLSa3eRYGX6_YTIOqq,2019-05-31T00:28:42.103Z,2019-05-31T00:28:26.022Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-66-XU,2019-05-31T00:28:26.242Z,,,,,,,,,,,,,,,,,,,,Berit Boas Madsen
32100759,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2UwL2NjLzgwL2ZhNzktNDRjYy05YTAwLTNiMDk4ZDFmNTRjYQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2U4LzU1LzlhLzU3NGEtNDMwZi04MTllLTBhMTE2YmQ3ZWRjOQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2U5LzNhLzE5LzIyNmQtNDk3MC04ZjNlLTFmZGIwODM5NTExYg.xml,true,RÃ¸dovre,2610.0,"26, st",Damhus Boulevard,2680.0,"Solsikkemarken, 40",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-21,2019-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2018.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Blixenkrone Norby Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27321715,indberetninger-20180424,2.5949402000000004,32100759.0,AWsLSa3eRYGX6_YTIOqq,2019-05-31T00:28:42.103Z,2019-05-31T00:28:26.022Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-66-XU,2019-05-31T00:28:26.242Z,,,,,,,,,,,,,,,,,,,,Claus Blixenkrone Norby Madsen
32100759,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2UwL2NjLzgwL2ZhNzktNDRjYy05YTAwLTNiMDk4ZDFmNTRjYQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2U4LzU1LzlhLzU3NGEtNDMwZi04MTllLTBhMTE2YmQ3ZWRjOQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2U5LzNhLzE5LzIyNmQtNDk3MC04ZjNlLTFmZGIwODM5NTExYg.xml,true,RÃ¸dovre,2610.0,"26, st",Damhus Boulevard,2680.0,"Solsikkemarken, 40",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-21,2019-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2018.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Blixenkrone Norby Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2017-01-01,2017-12-31,50000.0,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27321715,indberetninger-20180424,2.5949402000000004,32100759.0,AWsLSa3eRYGX6_YTIOqq,2019-05-31T00:28:42.103Z,2019-05-31T00:28:26.022Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-66-XU,2019-05-31T00:28:26.242Z,,,,,,,,,,,,,,,,,,,,
32100759,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2UwL2NjLzgwL2ZhNzktNDRjYy05YTAwLTNiMDk4ZDFmNTRjYQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2U4LzU1LzlhLzU3NGEtNDMwZi04MTllLTBhMTE2YmQ3ZWRjOQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2U5LzNhLzE5LzIyNmQtNDk3MC04ZjNlLTFmZGIwODM5NTExYg.xml,true,RÃ¸dovre,2610.0,"26, st",Damhus Boulevard,2680.0,"Solsikkemarken, 40",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-21,2019-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2018.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Blixenkrone Norby Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2017-01-01,2017-12-31,-51797.0,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27321715,indberetninger-20180424,2.5949402000000004,32100759.0,AWsLSa3eRYGX6_YTIOqq,2019-05-31T00:28:42.103Z,2019-05-31T00:28:26.022Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-66-XU,2019-05-31T00:28:26.242Z,,,,,,,,,,,,,,,,,,,,
32100759,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2UwL2NjLzgwL2ZhNzktNDRjYy05YTAwLTNiMDk4ZDFmNTRjYQ.xhtml,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2U4LzU1LzlhLzU3NGEtNDMwZi04MTllLTBhMTE2YmQ3ZWRjOQ.pdf,http://regnskaber.virk.dk/95700123/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2U5LzNhLzE5LzIyNmQtNDk3MC04ZjNlLTFmZGIwODM5NTExYg.xml,true,RÃ¸dovre,2610.0,"26, st",Damhus Boulevard,2680.0,"Solsikkemarken, 40",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-21,2019-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet Salon Holding ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2018.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32100759.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Blixenkrone Norby Madsen,SALON DAMHUS BOULEVARDEN ApS,Katja Fisker,,RÃ¸dovre,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,false,Ingen bistand,urn:ofk:oid:27321715,indberetninger-20180424,2.5949402000000004,32100759.0,AWsLSa3eRYGX6_YTIOqq,2019-05-31T00:28:42.103Z,2019-05-31T00:28:26.022Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-66-XU,2019-05-31T00:28:26.242Z,772743.0,168814.0,125000.0,772743.0,507.0,208906.0,73782.0,772743.0,563837.0,127033.0,50000.0,73782.0,33906.0,563837.0,530147.0,527784.0,0.0,436804.0,1856.0,
