entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisposalsOfIntangibleAssets,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,ImpairmentOfFinancialAssets,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,NameOfAuditFirm,TypeOfAuditorAssistance
27136931,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVjLzU1L2VlLzVmODctNDFlOS05NTRiLTk3MjRjNDZjMmRkNw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzUwLzk4LzVmLzY5ZDktNDk1NS05MDU1LWY3ZTA3NGQzZjI3ZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,c/o Jesper Carstensen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,-24849.0,56141.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,45716.0,2018-01-17,2003-04-29,2018-01-17,156808.0,Statsautoriseret revisor,-30000.0,563831.0,818994.0,20222670.0,27136931.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Flexidata ApS.,1.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,28595.0,7000.0,MagtenbÃ¸lle,0.0,2016-01-01,2016-12-31,70487.0,91354.0,98355.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2017-12-31,2017-01-01,true,2018-01-17,Odense,9316.0,20867.0,525920.0,urn:ofk:oid:24960118,indberetninger-20180424,2.5095785,27136931.0,,2018-04-03T15:41:57.449Z,2018-01-18T06:49:43.870Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-28-KY,2018-01-18T06:49:44.080Z,,,,,,,,,,,,,,,,,,,,,,,,
27136931,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVjLzU1L2VlLzVmODctNDFlOS05NTRiLTk3MjRjNDZjMmRkNw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzUwLzk4LzVmLzY5ZDktNDk1NS05MDU1LWY3ZTA3NGQzZjI3ZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,c/o Jesper Carstensen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,56141.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-17,2003-04-29,2018-01-17,,Statsautoriseret revisor,-30000.0,,,20222670.0,27136931.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Flexidata ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2016-01-01,2016-12-31,50000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2017-12-31,2017-01-01,true,2018-01-17,Odense,,,,urn:ofk:oid:24960118,indberetninger-20180424,2.5095785,27136931.0,,2018-04-03T15:41:57.449Z,2018-01-18T06:49:43.870Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-28-KY,2018-01-18T06:49:44.080Z,,,,,,,,,,,,,,,,,,,,,,,,
27136931,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVjLzU1L2VlLzVmODctNDFlOS05NTRiLTk3MjRjNDZjMmRkNw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzUwLzk4LzVmLzY5ZDktNDk1NS05MDU1LWY3ZTA3NGQzZjI3ZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,c/o Jesper Carstensen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,56141.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-17,2003-04-29,2018-01-17,,Statsautoriseret revisor,-30000.0,,,20222670.0,27136931.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Flexidata ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2016-01-01,2016-12-31,20487.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2017-12-31,2017-01-01,true,2018-01-17,Odense,,,,urn:ofk:oid:24960118,indberetninger-20180424,2.5095785,27136931.0,,2018-04-03T15:41:57.449Z,2018-01-18T06:49:43.870Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-28-KY,2018-01-18T06:49:44.080Z,,,,,,,,,,,,,,,,,,,,,,,,
27136931,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVjLzU1L2VlLzVmODctNDFlOS05NTRiLTk3MjRjNDZjMmRkNw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzUwLzk4LzVmLzY5ZDktNDk1NS05MDU1LWY3ZTA3NGQzZjI3ZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,c/o Jesper Carstensen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,56141.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-17,2003-04-29,2018-01-17,,Statsautoriseret revisor,-30000.0,,,20222670.0,27136931.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Flexidata ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2017-12-31,2017-01-01,true,2018-01-17,Odense,,,,urn:ofk:oid:24960118,indberetninger-20180424,2.5095785,27136931.0,,2018-04-03T15:41:57.449Z,2018-01-18T06:49:43.870Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-28-KY,2018-01-18T06:49:44.080Z,411436.0,177149.0,132132.0,125000.0,9525.0,0.0,201755.0,132132.0,411436.0,209681.0,132132.0,154721.0,50000.0,26755.0,209681.0,102155.0,0.0,29716.0,25244.0,92630.0,,,,
27136931,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVjLzU1L2VlLzVmODctNDFlOS05NTRiLTk3MjRjNDZjMmRkNw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzUwLzk4LzVmLzY5ZDktNDk1NS05MDU1LWY3ZTA3NGQzZjI3ZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,c/o Jesper Carstensen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,56141.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-17,2003-04-29,2018-01-17,,Statsautoriseret revisor,-30000.0,,,20222670.0,27136931.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Flexidata ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2017-12-31,2017-01-01,true,2018-01-17,Odense,,,,urn:ofk:oid:24960118,indberetninger-20180424,2.5095785,27136931.0,,2018-04-03T15:41:57.449Z,2018-01-18T06:49:43.870Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-28-KY,2018-01-18T06:49:44.080Z,,,,,,,125000.0,,,,,,,,,,,,,,,,,
27136931,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVjLzU1L2VlLzVmODctNDFlOS05NTRiLTk3MjRjNDZjMmRkNw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzUwLzk4LzVmLzY5ZDktNDk1NS05MDU1LWY3ZTA3NGQzZjI3ZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,c/o Jesper Carstensen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,56141.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-17,2003-04-29,2018-01-17,,Statsautoriseret revisor,-30000.0,,,20222670.0,27136931.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Flexidata ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2017-12-31,2017-01-01,true,2018-01-17,Odense,,,,urn:ofk:oid:24960118,indberetninger-20180424,2.5095785,27136931.0,,2018-04-03T15:41:57.449Z,2018-01-18T06:49:43.870Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-28-KY,2018-01-18T06:49:44.080Z,,,,,,,26755.0,,,,,,,,,,,,,,,,,
27136931,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVjLzU1L2VlLzVmODctNDFlOS05NTRiLTk3MjRjNDZjMmRkNw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzUwLzk4LzVmLzY5ZDktNDk1NS05MDU1LWY3ZTA3NGQzZjI3ZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,c/o Jesper Carstensen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,56141.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-17,2003-04-29,2018-01-17,,Statsautoriseret revisor,-30000.0,,,20222670.0,27136931.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Flexidata ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2017-12-31,2017-01-01,true,2018-01-17,Odense,,,,urn:ofk:oid:24960118,indberetninger-20180424,2.5095785,27136931.0,,2018-04-03T15:41:57.449Z,2018-01-18T06:49:43.870Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-28-KY,2018-01-18T06:49:44.080Z,,,,,,,0.0,,,,,,,,,,,,,,,,,
27136931,2017-01-01,2017-01-01,c324,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVjLzU1L2VlLzVmODctNDFlOS05NTRiLTk3MjRjNDZjMmRkNw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzUwLzk4LzVmLzY5ZDktNDk1NS05MDU1LWY3ZTA3NGQzZjI3ZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,c/o Jesper Carstensen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,56141.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-17,2003-04-29,2018-01-17,,Statsautoriseret revisor,-30000.0,,,20222670.0,27136931.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Flexidata ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2017-12-31,2017-01-01,true,2018-01-17,Odense,,,,urn:ofk:oid:24960118,indberetninger-20180424,2.5095785,27136931.0,,2018-04-03T15:41:57.449Z,2018-01-18T06:49:43.870Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-28-KY,2018-01-18T06:49:44.080Z,,,,,,,,,,,,,,,,,,,,,447238.0,579370.0,,
27136931,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVjLzU1L2VlLzVmODctNDFlOS05NTRiLTk3MjRjNDZjMmRkNw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzUwLzk4LzVmLzY5ZDktNDk1NS05MDU1LWY3ZTA3NGQzZjI3ZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,c/o Jesper Carstensen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,540.0,56141.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,66946.0,2018-01-17,2003-04-29,2018-01-17,56141.0,Statsautoriseret revisor,-30000.0,647291.0,1013304.0,20222670.0,27136931.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Flexidata ApS.,0.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,44651.0,4659.0,MagtenbÃ¸lle,52174.0,2016-01-01,2016-12-31,237727.0,305213.0,309872.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2017-12-31,2017-01-01,true,2018-01-17,Odense,10652.0,67486.0,539814.0,urn:ofk:oid:24960118,indberetninger-20180424,2.5095785,27136931.0,,2018-04-03T15:41:57.449Z,2018-01-18T06:49:43.870Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-28-KY,2018-01-18T06:49:44.080Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
27136931,2017-01-01,2017-12-31,c176,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzVjLzU1L2VlLzVmODctNDFlOS05NTRiLTk3MjRjNDZjMmRkNw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzUwLzk4LzVmLzY5ZDktNDk1NS05MDU1LWY3ZTA3NGQzZjI3ZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,c/o Jesper Carstensen,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,56141.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-17,2003-04-29,2018-01-17,,Statsautoriseret revisor,-30000.0,,,20222670.0,27136931.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Flexidata ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2016-01-01,2016-12-31,200000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2017-12-31,2017-01-01,true,2018-01-17,Odense,,,,urn:ofk:oid:24960118,indberetninger-20180424,2.5095785,27136931.0,,2018-04-03T15:41:57.449Z,2018-01-18T06:49:43.870Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-28-KY,2018-01-18T06:49:44.080Z,,,,,,,,,,,,,,,,,,,,,,,,
