entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,NameOfAuditFirm,TypeOfAuditorAssistance
27136931,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzUyLzIyLzZmL2RiZDQtNGViYS04Y2U2LTYzYWI4MzNmOTk3Mw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzEwLzZhL2M4LzQ4MDEtNDI2Ni1hNTBjLWE4ZjE3YTA4MmZhMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,MagtenbÃ¸llevej 121,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,540.0,64474.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,66946.0,2019-01-18,2003-04-29,2019-01-24,56141.0,Statsautoriseret revisor,-200000.0,jc@nemedi.dk,647291.0,1013304.0,www.nemedi.dk,20222670.0,27136931.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Flexidata ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,44651.0,4659.0,MagtenbÃ¸lle,52174.0,2017-01-01,2017-12-31,237727.0,305213.0,309872.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2018-12-31,2018-01-01,true,2019-01-18,Odense,10652.0,67486.0,+45 60 89 77 55,539814.0,urn:ofk:oid:26600499,indberetninger-20180424,2.5124211,27136931.0,AWiESInpet7j816Dx4mO,2019-01-25T09:13:52.506Z,2019-01-25T09:12:52.535Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-29-LL,2019-01-25T09:12:52.697Z,,,,,,,,,,,,,,,,,,,,,,,,
27136931,2017-01-01,2017-12-31,c177,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzUyLzIyLzZmL2RiZDQtNGViYS04Y2U2LTYzYWI4MzNmOTk3Mw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzEwLzZhL2M4LzQ4MDEtNDI2Ni1hNTBjLWE4ZjE3YTA4MmZhMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,MagtenbÃ¸llevej 121,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,64474.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-01-18,2003-04-29,2019-01-24,,Statsautoriseret revisor,-200000.0,jc@nemedi.dk,,,www.nemedi.dk,20222670.0,27136931.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Flexidata ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2017-01-01,2017-12-31,200000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2018-12-31,2018-01-01,true,2019-01-18,Odense,,,+45 60 89 77 55,,urn:ofk:oid:26600499,indberetninger-20180424,2.5124211,27136931.0,AWiESInpet7j816Dx4mO,2019-01-25T09:13:52.506Z,2019-01-25T09:12:52.535Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-29-LL,2019-01-25T09:12:52.697Z,,,,,,,,,,,,,,,,,,,,,,,,
27136931,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzUyLzIyLzZmL2RiZDQtNGViYS04Y2U2LTYzYWI4MzNmOTk3Mw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzEwLzZhL2M4LzQ4MDEtNDI2Ni1hNTBjLWE4ZjE3YTA4MmZhMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,MagtenbÃ¸llevej 121,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,64474.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-01-18,2003-04-29,2019-01-24,,Statsautoriseret revisor,-200000.0,jc@nemedi.dk,,,www.nemedi.dk,20222670.0,27136931.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Flexidata ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2017-01-01,2017-12-31,37727.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2018-12-31,2018-01-01,true,2019-01-18,Odense,,,+45 60 89 77 55,,urn:ofk:oid:26600499,indberetninger-20180424,2.5124211,27136931.0,AWiESInpet7j816Dx4mO,2019-01-25T09:13:52.506Z,2019-01-25T09:12:52.535Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-29-LL,2019-01-25T09:12:52.697Z,,,,,,,,,,,,,,,,,,,,,,,,
27136931,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzUyLzIyLzZmL2RiZDQtNGViYS04Y2U2LTYzYWI4MzNmOTk3Mw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzEwLzZhL2M4LzQ4MDEtNDI2Ni1hNTBjLWE4ZjE3YTA4MmZhMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,MagtenbÃ¸llevej 121,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,64474.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-01-18,2003-04-29,2019-01-24,,Statsautoriseret revisor,-200000.0,jc@nemedi.dk,,,www.nemedi.dk,20222670.0,27136931.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Flexidata ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2018-12-31,2018-01-01,true,2019-01-18,Odense,,,+45 60 89 77 55,,urn:ofk:oid:26600499,indberetninger-20180424,2.5124211,27136931.0,AWiESInpet7j816Dx4mO,2019-01-25T09:13:52.506Z,2019-01-25T09:12:52.535Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-29-LL,2019-01-25T09:12:52.697Z,621052.0,257346.0,105991.0,125000.0,8985.0,10455.0,389482.0,105991.0,621052.0,231570.0,105991.0,200000.0,64482.0,231570.0,257715.0,61038.0,57946.0,0.0,17962.0,177237.0,,,,
27136931,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzUyLzIyLzZmL2RiZDQtNGViYS04Y2U2LTYzYWI4MzNmOTk3Mw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzEwLzZhL2M4LzQ4MDEtNDI2Ni1hNTBjLWE4ZjE3YTA4MmZhMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,MagtenbÃ¸llevej 121,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,64474.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-01-18,2003-04-29,2019-01-24,,Statsautoriseret revisor,-200000.0,jc@nemedi.dk,,,www.nemedi.dk,20222670.0,27136931.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Flexidata ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2018-12-31,2018-01-01,true,2019-01-18,Odense,,,+45 60 89 77 55,,urn:ofk:oid:26600499,indberetninger-20180424,2.5124211,27136931.0,AWiESInpet7j816Dx4mO,2019-01-25T09:13:52.506Z,2019-01-25T09:12:52.535Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-29-LL,2019-01-25T09:12:52.697Z,,,,,,,125000.0,,,,,,,,,,,,,,,,,
27136931,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzUyLzIyLzZmL2RiZDQtNGViYS04Y2U2LTYzYWI4MzNmOTk3Mw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzEwLzZhL2M4LzQ4MDEtNDI2Ni1hNTBjLWE4ZjE3YTA4MmZhMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,MagtenbÃ¸llevej 121,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,64474.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-01-18,2003-04-29,2019-01-24,,Statsautoriseret revisor,-200000.0,jc@nemedi.dk,,,www.nemedi.dk,20222670.0,27136931.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Flexidata ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2018-12-31,2018-01-01,true,2019-01-18,Odense,,,+45 60 89 77 55,,urn:ofk:oid:26600499,indberetninger-20180424,2.5124211,27136931.0,AWiESInpet7j816Dx4mO,2019-01-25T09:13:52.506Z,2019-01-25T09:12:52.535Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-29-LL,2019-01-25T09:12:52.697Z,,,,,,,64482.0,,,,,,,,,,,,,,,,,
27136931,2018-01-01,2018-01-01,c257,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzUyLzIyLzZmL2RiZDQtNGViYS04Y2U2LTYzYWI4MzNmOTk3Mw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzEwLzZhL2M4LzQ4MDEtNDI2Ni1hNTBjLWE4ZjE3YTA4MmZhMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,MagtenbÃ¸llevej 121,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,64474.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-01-18,2003-04-29,2019-01-24,,Statsautoriseret revisor,-200000.0,jc@nemedi.dk,,,www.nemedi.dk,20222670.0,27136931.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Flexidata ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2018-12-31,2018-01-01,true,2019-01-18,Odense,,,+45 60 89 77 55,,urn:ofk:oid:26600499,indberetninger-20180424,2.5124211,27136931.0,AWiESInpet7j816Dx4mO,2019-01-25T09:13:52.506Z,2019-01-25T09:12:52.535Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-29-LL,2019-01-25T09:12:52.697Z,,,,,,,200000.0,,,,,,,,,,,,,,,,,
27136931,2018-01-01,2018-01-01,c324,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzUyLzIyLzZmL2RiZDQtNGViYS04Y2U2LTYzYWI4MzNmOTk3Mw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzEwLzZhL2M4LzQ4MDEtNDI2Ni1hNTBjLWE4ZjE3YTA4MmZhMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,MagtenbÃ¸llevej 121,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,64474.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-01-18,2003-04-29,2019-01-24,,Statsautoriseret revisor,-200000.0,jc@nemedi.dk,,,www.nemedi.dk,20222670.0,27136931.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Flexidata ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2018-12-31,2018-01-01,true,2019-01-18,Odense,,,+45 60 89 77 55,,urn:ofk:oid:26600499,indberetninger-20180424,2.5124211,27136931.0,AWiESInpet7j816Dx4mO,2019-01-25T09:13:52.506Z,2019-01-25T09:12:52.535Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-29-LL,2019-01-25T09:12:52.697Z,,,,,,,,,,,,,,,,,,,,,503379.0,609370.0,,
27136931,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzUyLzIyLzZmL2RiZDQtNGViYS04Y2U2LTYzYWI4MzNmOTk3Mw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzEwLzZhL2M4LzQ4MDEtNDI2Ni1hNTBjLWE4ZjE3YTA4MmZhMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,MagtenbÃ¸llevej 121,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,-5889.0,64474.0,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,104924.0,2019-01-18,2003-04-29,2019-01-24,64474.0,Statsautoriseret revisor,-200000.0,jc@nemedi.dk,1247333.0,1765557.0,www.nemedi.dk,20222670.0,27136931.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Flexidata ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,38228.0,3745.0,MagtenbÃ¸lle,107468.0,2017-01-01,2017-12-31,350970.0,450005.0,453750.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2018-12-31,2018-01-01,true,2019-01-18,Odense,32290.0,99035.0,+45 60 89 77 55,1069347.0,urn:ofk:oid:26600499,indberetninger-20180424,2.5124211,27136931.0,AWiESInpet7j816Dx4mO,2019-01-25T09:13:52.506Z,2019-01-25T09:12:52.535Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-29-LL,2019-01-25T09:12:52.697Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
27136931,2018-01-01,2018-12-31,c176,,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzUyLzIyLzZmL2RiZDQtNGViYS04Y2U2LTYzYWI4MzNmOTk3Mw.pdf,http://regnskaber.virk.dk/13963172/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzEwLzZhL2M4LzQ4MDEtNDI2Ni1hNTBjLWE4ZjE3YTA4MmZhMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5492 Vissenbjerg,MagtenbÃ¸llevej 121,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Flexidata ApS,,64474.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-01-18,2003-04-29,2019-01-24,,Statsautoriseret revisor,-200000.0,jc@nemedi.dk,,,www.nemedi.dk,20222670.0,27136931.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Flexidata ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Carstensen,Jesper Carstensen,Flexidata ApS,BDO Statsautoriseret revisionsaktieselskab,,,MagtenbÃ¸lle,,2017-01-01,2017-12-31,300000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2018-12-31,2018-01-01,true,2019-01-18,Odense,,,+45 60 89 77 55,,urn:ofk:oid:26600499,indberetninger-20180424,2.5124211,27136931.0,AWiESInpet7j816Dx4mO,2019-01-25T09:13:52.506Z,2019-01-25T09:12:52.535Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-29-LL,2019-01-25T09:12:52.697Z,,,,,,,,,,,,,,,,,,,,,,,,
