entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncreaseDecreaseOfRevaluationsOfPropertyPlantAndEquipmentThroughChangesInAccountingPolicies,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
13885184,2016-01-01,2016-12-31,c109,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzQ3LzVjLzFmLzFmM2ItNGNiYy04MWU5LTA2MDFkZjhmNDYyMw.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzk1LzU4L2QxLzY5ZjUtNDUzZC05YmNkLTY2NjU3NzY0N2ZiZQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,16.0,Gultentorpvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-17,2018-05-17,1990-01-17,2018-05-20,statsautoriseret revisor,551822.0,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for L.A. Ejendomsinvest ApS.,-1372830.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Leif Andersen,Leif Andersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,207000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,1783685.0,2018-05-17,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25501192,indberetninger-20180424,2.5122902000000003,13885184.0,AWOGrfEpx8uVRSOdgsy2,2018-05-22T07:09:18.070Z,2018-05-22T07:08:55.402Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-YF,2018-05-22T07:08:55.589Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzQ3LzVjLzFmLzFmM2ItNGNiYy04MWU5LTA2MDFkZjhmNDYyMw.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzk1LzU4L2QxLzY5ZjUtNDUzZC05YmNkLTY2NjU3NzY0N2ZiZQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,16.0,Gultentorpvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-17,2018-05-17,1990-01-17,2018-05-20,statsautoriseret revisor,551822.0,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for L.A. Ejendomsinvest ApS.,-1372830.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Leif Andersen,Leif Andersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,2938000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,1783685.0,2018-05-17,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25501192,indberetninger-20180424,2.5122902000000003,13885184.0,AWOGrfEpx8uVRSOdgsy2,2018-05-22T07:09:18.070Z,2018-05-22T07:08:55.402Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-YF,2018-05-22T07:08:55.589Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzQ3LzVjLzFmLzFmM2ItNGNiYy04MWU5LTA2MDFkZjhmNDYyMw.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzk1LzU4L2QxLzY5ZjUtNDUzZC05YmNkLTY2NjU3NzY0N2ZiZQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,16.0,Gultentorpvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-17,2018-05-17,1990-01-17,2018-05-20,statsautoriseret revisor,551822.0,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for L.A. Ejendomsinvest ApS.,-1372830.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Leif Andersen,Leif Andersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,3145000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,1783685.0,2018-05-17,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25501192,indberetninger-20180424,2.5122902000000003,13885184.0,AWOGrfEpx8uVRSOdgsy2,2018-05-22T07:09:18.070Z,2018-05-22T07:08:55.402Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-YF,2018-05-22T07:08:55.589Z,3256000.0,983000.0,260000.0,48000.0,4027000.0,4239000.0,882000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzQ3LzVjLzFmLzFmM2ItNGNiYy04MWU5LTA2MDFkZjhmNDYyMw.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzk1LzU4L2QxLzY5ZjUtNDUzZC05YmNkLTY2NjU3NzY0N2ZiZQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,16.0,Gultentorpvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-17,2018-05-17,1990-01-17,2018-05-20,statsautoriseret revisor,551822.0,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for L.A. Ejendomsinvest ApS.,-1372830.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Leif Andersen,Leif Andersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,1783685.0,2018-05-17,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25501192,indberetninger-20180424,2.5122902000000003,13885184.0,AWOGrfEpx8uVRSOdgsy2,2018-05-22T07:09:18.070Z,2018-05-22T07:08:55.402Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-YF,2018-05-22T07:08:55.589Z,,,,,,,,24793000.0,794000.0,200000.0,1173000.0,413000.0,10466000.0,23620000.0,24793000.0,12381000.0,11887000.0,11474000.0,23620000.0,378000.0,87000.0,1000.0,23620000.0,207000.0,1946000.0,1946000.0,10059000.0,378000.0,494000.0,380000.0,1000.0,8000.0,19000.0,,,,
13885184,2017-01-01,2017-01-01,c151,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzQ3LzVjLzFmLzFmM2ItNGNiYy04MWU5LTA2MDFkZjhmNDYyMw.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzk1LzU4L2QxLzY5ZjUtNDUzZC05YmNkLTY2NjU3NzY0N2ZiZQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,16.0,Gultentorpvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-17,2018-05-17,1990-01-17,2018-05-20,statsautoriseret revisor,551822.0,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for L.A. Ejendomsinvest ApS.,-1372830.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Leif Andersen,Leif Andersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,1783685.0,2018-05-17,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25501192,indberetninger-20180424,2.5122902000000003,13885184.0,AWOGrfEpx8uVRSOdgsy2,2018-05-22T07:09:18.070Z,2018-05-22T07:08:55.402Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-YF,2018-05-22T07:08:55.589Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8575327.0,15044597.0,,
13885184,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzQ3LzVjLzFmLzFmM2ItNGNiYy04MWU5LTA2MDFkZjhmNDYyMw.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzk1LzU4L2QxLzY5ZjUtNDUzZC05YmNkLTY2NjU3NzY0N2ZiZQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,16.0,Gultentorpvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-17,2018-05-17,1990-01-17,2018-05-20,statsautoriseret revisor,551822.0,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for L.A. Ejendomsinvest ApS.,-1372830.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Leif Andersen,Leif Andersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,2115531.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,1783685.0,2018-05-17,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25501192,indberetninger-20180424,2.5122902000000003,13885184.0,AWOGrfEpx8uVRSOdgsy2,2018-05-22T07:09:18.070Z,2018-05-22T07:08:55.402Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-YF,2018-05-22T07:08:55.589Z,1798707.0,888902.0,107299.0,70103.0,2650413.0,2687609.0,534882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2017-01-01,2017-12-31,c108,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzQ3LzVjLzFmLzFmM2ItNGNiYy04MWU5LTA2MDFkZjhmNDYyMw.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzk1LzU4L2QxLzY5ZjUtNDUzZC05YmNkLTY2NjU3NzY0N2ZiZQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,16.0,Gultentorpvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-17,2018-05-17,1990-01-17,2018-05-20,statsautoriseret revisor,551822.0,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for L.A. Ejendomsinvest ApS.,-1372830.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Leif Andersen,Leif Andersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,211600.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,1783685.0,2018-05-17,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25501192,indberetninger-20180424,2.5122902000000003,13885184.0,AWOGrfEpx8uVRSOdgsy2,2018-05-22T07:09:18.070Z,2018-05-22T07:08:55.402Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-YF,2018-05-22T07:08:55.589Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2017-01-01,2017-12-31,c122,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzQ3LzVjLzFmLzFmM2ItNGNiYy04MWU5LTA2MDFkZjhmNDYyMw.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzk1LzU4L2QxLzY5ZjUtNDUzZC05YmNkLTY2NjU3NzY0N2ZiZQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,16.0,Gultentorpvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-17,2018-05-17,1990-01-17,2018-05-20,statsautoriseret revisor,551822.0,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for L.A. Ejendomsinvest ApS.,-1372830.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Leif Andersen,Leif Andersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,1903931.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,1783685.0,2018-05-17,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25501192,indberetninger-20180424,2.5122902000000003,13885184.0,AWOGrfEpx8uVRSOdgsy2,2018-05-22T07:09:18.070Z,2018-05-22T07:08:55.402Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-YF,2018-05-22T07:08:55.589Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2017-01-01,2017-12-31,c152,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzQ3LzVjLzFmLzFmM2ItNGNiYy04MWU5LTA2MDFkZjhmNDYyMw.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzk1LzU4L2QxLzY5ZjUtNDUzZC05YmNkLTY2NjU3NzY0N2ZiZQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,16.0,Gultentorpvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-17,2018-05-17,1990-01-17,2018-05-20,statsautoriseret revisor,551822.0,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for L.A. Ejendomsinvest ApS.,-1372830.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Leif Andersen,Leif Andersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,1783685.0,2018-05-17,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25501192,indberetninger-20180424,2.5122902000000003,13885184.0,AWOGrfEpx8uVRSOdgsy2,2018-05-22T07:09:18.070Z,2018-05-22T07:08:55.402Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-YF,2018-05-22T07:08:55.589Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2017-01-01,2017-12-31,c71,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzQ3LzVjLzFmLzFmM2ItNGNiYy04MWU5LTA2MDFkZjhmNDYyMw.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzk1LzU4L2QxLzY5ZjUtNDUzZC05YmNkLTY2NjU3NzY0N2ZiZQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,16.0,Gultentorpvej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-17,2018-05-17,1990-01-17,2018-05-20,statsautoriseret revisor,551822.0,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for L.A. Ejendomsinvest ApS.,-1372830.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Leif Andersen,Leif Andersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,1783685.0,2018-05-17,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25501192,indberetninger-20180424,2.5122902000000003,13885184.0,AWOGrfEpx8uVRSOdgsy2,2018-05-22T07:09:18.070Z,2018-05-22T07:08:55.402Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-YF,2018-05-22T07:08:55.589Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
