entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfExecutiveBoard,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
13885184,2017-01-01,2017-12-31,c109,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2RkLzBkLzFhLzAxNTMtNDM2NC05ZTEzLWRiMGRlZDU3NjU1Yg.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U5Lzg2L2ZiLzZiZTEtNDA2MS1iMjM2LTMwMzI2NjA0MTIyOA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,2.0,JÃ¦gervÃ¦nget,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-18,2019-03-18,1990-01-17,2019-03-29,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for L.A. Ejendomsinvest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Lotte NÃ¸rkÃ¦r Petersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,212000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,966382.0,2019-03-18,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26942028,indberetninger-20180424,2.5122833,13885184.0,AWnsXEufRYGX6_YTGmeh,2019-04-05T07:18:00.925Z,2019-04-05T07:17:44.864Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-34-DY,2019-04-05T07:17:45.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2RkLzBkLzFhLzAxNTMtNDM2NC05ZTEzLWRiMGRlZDU3NjU1Yg.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U5Lzg2L2ZiLzZiZTEtNDA2MS1iMjM2LTMwMzI2NjA0MTIyOA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,2.0,JÃ¦gervÃ¦nget,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-18,2019-03-18,1990-01-17,2019-03-29,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for L.A. Ejendomsinvest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Lotte NÃ¸rkÃ¦r Petersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,1904000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,966382.0,2019-03-18,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26942028,indberetninger-20180424,2.5122833,13885184.0,AWnsXEufRYGX6_YTGmeh,2019-04-05T07:18:00.925Z,2019-04-05T07:17:44.864Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-34-DY,2019-04-05T07:17:45.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2RkLzBkLzFhLzAxNTMtNDM2NC05ZTEzLWRiMGRlZDU3NjU1Yg.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U5Lzg2L2ZiLzZiZTEtNDA2MS1iMjM2LTMwMzI2NjA0MTIyOA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,2.0,JÃ¦gervÃ¦nget,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-18,2019-03-18,1990-01-17,2019-03-29,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for L.A. Ejendomsinvest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Lotte NÃ¸rkÃ¦r Petersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,2116000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,966382.0,2019-03-18,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26942028,indberetninger-20180424,2.5122833,13885184.0,AWnsXEufRYGX6_YTGmeh,2019-04-05T07:18:00.925Z,2019-04-05T07:17:44.864Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-34-DY,2019-04-05T07:17:45.051Z,1799000.0,890000.0,108000.0,70000.0,2651000.0,2689000.0,535000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2RkLzBkLzFhLzAxNTMtNDM2NC05ZTEzLWRiMGRlZDU3NjU1Yg.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U5Lzg2L2ZiLzZiZTEtNDA2MS1iMjM2LTMwMzI2NjA0MTIyOA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,2.0,JÃ¦gervÃ¦nget,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-18,2019-03-18,1990-01-17,2019-03-29,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for L.A. Ejendomsinvest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Lotte NÃ¸rkÃ¦r Petersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,966382.0,2019-03-18,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26942028,indberetninger-20180424,2.5122833,13885184.0,AWnsXEufRYGX6_YTGmeh,2019-04-05T07:18:00.925Z,2019-04-05T07:17:44.864Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-34-DY,2019-04-05T07:17:45.051Z,,,,,,,,26517000.0,1074000.0,200000.0,3038000.0,425000.0,12376000.0,23479000.0,26517000.0,12093000.0,11596000.0,11171000.0,23479000.0,1935000.0,84000.0,29000.0,23479000.0,212000.0,2048000.0,2048000.0,11964000.0,1935000.0,497000.0,393000.0,29000.0,1000.0,19000.0,,,,,
13885184,2018-01-01,2018-01-01,c151,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2RkLzBkLzFhLzAxNTMtNDM2NC05ZTEzLWRiMGRlZDU3NjU1Yg.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U5Lzg2L2ZiLzZiZTEtNDA2MS1iMjM2LTMwMzI2NjA0MTIyOA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,2.0,JÃ¦gervÃ¦nget,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-18,2019-03-18,1990-01-17,2019-03-29,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for L.A. Ejendomsinvest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Lotte NÃ¸rkÃ¦r Petersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,966382.0,2019-03-18,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26942028,indberetninger-20180424,2.5122833,13885184.0,AWnsXEufRYGX6_YTGmeh,2019-04-05T07:18:00.925Z,2019-04-05T07:17:44.864Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-34-DY,2019-04-05T07:17:45.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8986182.0,14492775.0,,,
13885184,2018-01-01,2018-12-31,c1,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2RkLzBkLzFhLzAxNTMtNDM2NC05ZTEzLWRiMGRlZDU3NjU1Yg.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U5Lzg2L2ZiLzZiZTEtNDA2MS1iMjM2LTMwMzI2NjA0MTIyOA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,2.0,JÃ¦gervÃ¦nget,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-18,2019-03-18,1990-01-17,2019-03-29,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for L.A. Ejendomsinvest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Lotte NÃ¸rkÃ¦r Petersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,1413387.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,966382.0,2019-03-18,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26942028,indberetninger-20180424,2.5122833,13885184.0,AWnsXEufRYGX6_YTGmeh,2019-04-05T07:18:00.925Z,2019-04-05T07:17:44.864Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-34-DY,2019-04-05T07:17:45.051Z,962612.0,964583.0,130796.0,15669.0,1812068.0,1927195.0,398681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2018-01-01,2018-12-31,c108,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2RkLzBkLzFhLzAxNTMtNDM2NC05ZTEzLWRiMGRlZDU3NjU1Yg.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U5Lzg2L2ZiLzZiZTEtNDA2MS1iMjM2LTMwMzI2NjA0MTIyOA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,2.0,JÃ¦gervÃ¦nget,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-18,2019-03-18,1990-01-17,2019-03-29,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for L.A. Ejendomsinvest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Lotte NÃ¸rkÃ¦r Petersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,966382.0,2019-03-18,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26942028,indberetninger-20180424,2.5122833,13885184.0,AWnsXEufRYGX6_YTGmeh,2019-04-05T07:18:00.925Z,2019-04-05T07:17:44.864Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-34-DY,2019-04-05T07:17:45.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2018-01-01,2018-12-31,c122,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2RkLzBkLzFhLzAxNTMtNDM2NC05ZTEzLWRiMGRlZDU3NjU1Yg.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U5Lzg2L2ZiLzZiZTEtNDA2MS1iMjM2LTMwMzI2NjA0MTIyOA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,2.0,JÃ¦gervÃ¦nget,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-18,2019-03-18,1990-01-17,2019-03-29,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for L.A. Ejendomsinvest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Lotte NÃ¸rkÃ¦r Petersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,1413387.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,966382.0,2019-03-18,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26942028,indberetninger-20180424,2.5122833,13885184.0,AWnsXEufRYGX6_YTGmeh,2019-04-05T07:18:00.925Z,2019-04-05T07:17:44.864Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-34-DY,2019-04-05T07:17:45.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2018-01-01,2018-12-31,c152,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2RkLzBkLzFhLzAxNTMtNDM2NC05ZTEzLWRiMGRlZDU3NjU1Yg.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U5Lzg2L2ZiLzZiZTEtNDA2MS1iMjM2LTMwMzI2NjA0MTIyOA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,2.0,JÃ¦gervÃ¦nget,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-18,2019-03-18,1990-01-17,2019-03-29,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for L.A. Ejendomsinvest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Lotte NÃ¸rkÃ¦r Petersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,966382.0,2019-03-18,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26942028,indberetninger-20180424,2.5122833,13885184.0,AWnsXEufRYGX6_YTGmeh,2019-04-05T07:18:00.925Z,2019-04-05T07:17:44.864Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-34-DY,2019-04-05T07:17:45.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2018-01-01,2018-12-31,c70,,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2RkLzBkLzFhLzAxNTMtNDM2NC05ZTEzLWRiMGRlZDU3NjU1Yg.pdf,http://regnskaber.virk.dk/48158831/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U5Lzg2L2ZiLzZiZTEtNDA2MS1iMjM2LTMwMzI2NjA0MTIyOA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,2.0,JÃ¦gervÃ¦nget,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-03-18,2019-03-18,1990-01-17,2019-03-29,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,13885184.0,29442789.0,mne31488,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for L.A. Ejendomsinvest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny Vedsted Jensen,Lotte NÃ¸rkÃ¦r Petersen,"Redmark, Statsautoriseret Revisionspartnerselskab",Nykredit Bank,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,966382.0,2019-03-18,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26942028,indberetninger-20180424,2.5122833,13885184.0,AWnsXEufRYGX6_YTGmeh,2019-04-05T07:18:00.925Z,2019-04-05T07:17:44.864Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-34-DY,2019-04-05T07:17:45.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas NÃ¸rkÃ¦r Andersen,,
