entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DebtRepaidByManagementCategory,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,DateOfApprovalOfAnnualReport,PlaceOfSignatureOfStatement
13885184,2012-01-01,2012-01-01,c476,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8vcGRmcy8xMzg4NTE4NDtBcFMxODczMjY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8veGJybHMvWC1GRTI0Q0M5OC0yMDE0MDUyOF8xMDQzMzNfNjE3.xml,Gistrup,9260.0,16.0,Gultentorpvej,"9000, Aalbrog","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-23,1990-01-17,2014-05-27,5100.0,200000.0,13885184.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013 for L.A. Ejendomsinvest ApS.,Ãrsrapport,0.0,209181.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Leif Andersen,Nykredit Bank A/S,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-23,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10647997,indberetninger-20180424,2.509752,13885184.0,,2018-03-31T16:18:51.351Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-18.099,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2012-01-01,2012-01-01,c494,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8vcGRmcy8xMzg4NTE4NDtBcFMxODczMjY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8veGJybHMvWC1GRTI0Q0M5OC0yMDE0MDUyOF8xMDQzMzNfNjE3.xml,Gistrup,9260.0,16.0,Gultentorpvej,"9000, Aalbrog","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-23,1990-01-17,2014-05-27,5100.0,3028000.0,13885184.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013 for L.A. Ejendomsinvest ApS.,Ãrsrapport,0.0,209181.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Leif Andersen,Nykredit Bank A/S,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-23,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10647997,indberetninger-20180424,2.509752,13885184.0,,2018-03-31T16:18:51.351Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-18.099,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2012-01-01,2012-12-31,c123,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8vcGRmcy8xMzg4NTE4NDtBcFMxODczMjY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8veGJybHMvWC1GRTI0Q0M5OC0yMDE0MDUyOF8xMDQzMzNfNjE3.xml,Gistrup,9260.0,16.0,Gultentorpvej,"9000, Aalbrog","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-23,1990-01-17,2014-05-27,5100.0,,13885184.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013 for L.A. Ejendomsinvest ApS.,Ãrsrapport,0.0,209181.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Leif Andersen,Nykredit Bank A/S,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-23,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10647997,indberetninger-20180424,2.509752,13885184.0,,2018-03-31T16:18:51.351Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-18.099,2014-05-31T22:00:00.000Z,295000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2012-01-01,2012-12-31,c3,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8vcGRmcy8xMzg4NTE4NDtBcFMxODczMjY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8veGJybHMvWC1GRTI0Q0M5OC0yMDE0MDUyOF8xMDQzMzNfNjE3.xml,Gistrup,9260.0,16.0,Gultentorpvej,"9000, Aalbrog","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-23,1990-01-17,2014-05-27,5100.0,,13885184.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013 for L.A. Ejendomsinvest ApS.,Ãrsrapport,0.0,209181.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Leif Andersen,Nykredit Bank A/S,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-23,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10647997,indberetninger-20180424,2.509752,13885184.0,,2018-03-31T16:18:51.351Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-18.099,2014-05-31T22:00:00.000Z,295000.0,-207000.0,1044000.0,440000.0,3000.0,400000.0,837000.0,105000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2012-01-01,2012-12-31,c495,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8vcGRmcy8xMzg4NTE4NDtBcFMxODczMjY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8veGJybHMvWC1GRTI0Q0M5OC0yMDE0MDUyOF8xMDQzMzNfNjE3.xml,Gistrup,9260.0,16.0,Gultentorpvej,"9000, Aalbrog","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-23,1990-01-17,2014-05-27,5100.0,,13885184.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013 for L.A. Ejendomsinvest ApS.,Ãrsrapport,0.0,209181.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Leif Andersen,Nykredit Bank A/S,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-23,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10647997,indberetninger-20180424,2.509752,13885184.0,,2018-03-31T16:18:51.351Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-18.099,2014-05-31T22:00:00.000Z,295000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2012-12-31,2012-12-31,c4,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8vcGRmcy8xMzg4NTE4NDtBcFMxODczMjY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8veGJybHMvWC1GRTI0Q0M5OC0yMDE0MDUyOF8xMDQzMzNfNjE3.xml,Gistrup,9260.0,16.0,Gultentorpvej,"9000, Aalbrog","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-23,1990-01-17,2014-05-27,5100.0,3523000.0,13885184.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013 for L.A. Ejendomsinvest ApS.,Ãrsrapport,0.0,209181.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Leif Andersen,Nykredit Bank A/S,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-23,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10647997,indberetninger-20180424,2.509752,13885184.0,,2018-03-31T16:18:51.351Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-18.099,2014-05-31T22:00:00.000Z,,,,,,,,,18357000.0,177000.0,200000.0,608000.0,396000.0,17749000.0,18357000.0,14145000.0,13114000.0,12718000.0,17749000.0,380000.0,766000.0,46000.0,17749000.0,689000.0,689000.0,3323000.0,380000.0,1031000.0,203000.0,51000.0,5000.0,43000.0,19000.0,,
13885184,2012-12-31,2012-12-31,c472,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8vcGRmcy8xMzg4NTE4NDtBcFMxODczMjY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8veGJybHMvWC1GRTI0Q0M5OC0yMDE0MDUyOF8xMDQzMzNfNjE3.xml,Gistrup,9260.0,16.0,Gultentorpvej,"9000, Aalbrog","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-23,1990-01-17,2014-05-27,5100.0,200000.0,13885184.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013 for L.A. Ejendomsinvest ApS.,Ãrsrapport,0.0,209181.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Leif Andersen,Nykredit Bank A/S,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-23,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10647997,indberetninger-20180424,2.509752,13885184.0,,2018-03-31T16:18:51.351Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-18.099,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2012-12-31,2012-12-31,c496,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8vcGRmcy8xMzg4NTE4NDtBcFMxODczMjY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8veGJybHMvWC1GRTI0Q0M5OC0yMDE0MDUyOF8xMDQzMzNfNjE3.xml,Gistrup,9260.0,16.0,Gultentorpvej,"9000, Aalbrog","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-23,1990-01-17,2014-05-27,5100.0,3323000.0,13885184.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013 for L.A. Ejendomsinvest ApS.,Ãrsrapport,0.0,209181.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Leif Andersen,Nykredit Bank A/S,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-23,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10647997,indberetninger-20180424,2.509752,13885184.0,,2018-03-31T16:18:51.351Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-18.099,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2013-01-01,2013-01-01,c199,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8vcGRmcy8xMzg4NTE4NDtBcFMxODczMjY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8veGJybHMvWC1GRTI0Q0M5OC0yMDE0MDUyOF8xMDQzMzNfNjE3.xml,Gistrup,9260.0,16.0,Gultentorpvej,"9000, Aalbrog","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-23,1990-01-17,2014-05-27,5100.0,3323022.0,13885184.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013 for L.A. Ejendomsinvest ApS.,Ãrsrapport,0.0,209181.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Leif Andersen,Nykredit Bank A/S,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-23,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10647997,indberetninger-20180424,2.509752,13885184.0,,2018-03-31T16:18:51.351Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-18.099,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885184,2013-01-01,2013-01-01,c473,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8vcGRmcy8xMzg4NTE4NDtBcFMxODczMjY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48158831/Y3ZyLmRrOi8veGJybHMvWC1GRTI0Q0M5OC0yMDE0MDUyOF8xMDQzMzNfNjE3.xml,Gistrup,9260.0,16.0,Gultentorpvej,"9000, Aalbrog","Hasseris Bymidte, 6",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-23,1990-01-17,2014-05-27,5100.0,200000.0,13885184.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013 for L.A. Ejendomsinvest ApS.,Ãrsrapport,0.0,209181.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Leif Andersen,Nykredit Bank A/S,L.A. Ejendomsinvest ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-23,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10647997,indberetninger-20180424,2.509752,13885184.0,,2018-03-31T16:18:51.351Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-18.099,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
