entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividend,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
30279115,2012-07-01,2013-06-30,ID_10,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8vcGRmcy8zMDI3OTExNTtBcFMzOTU3MTk7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE0MTExMF8wODI3MThfMTc2.xml,"Herning, 7400",Ãstergade 12,Til kapitalejerne i TKT Holding Herning ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",2007-02-20,2014-11-07,30279115.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for TKT Holding Herning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Kirk Thomsen,Nordea bank Danmark A/S,TKT Holding Herning ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 14. oktober 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, herning",2014-06-30,2013-07-01,2014-10-14,Herning,29 86 99 04,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:18261435,indberetninger-20180424,2.5117297,30279115.0,,2018-03-31T21:16:43.739Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.203,2014-11-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30279115,2012-07-01,2013-06-30,ID_12,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8vcGRmcy8zMDI3OTExNTtBcFMzOTU3MTk7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE0MTExMF8wODI3MThfMTc2.xml,"Herning, 7400",Ãstergade 12,Til kapitalejerne i TKT Holding Herning ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",2007-02-20,2014-11-07,30279115.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for TKT Holding Herning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Kirk Thomsen,Nordea bank Danmark A/S,TKT Holding Herning ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 14. oktober 2014",-22650.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, herning",2014-06-30,2013-07-01,2014-10-14,Herning,29 86 99 04,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:18261435,indberetninger-20180424,2.5117297,30279115.0,,2018-03-31T21:16:43.739Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.203,2014-11-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30279115,2012-07-01,2013-06-30,ID_14,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8vcGRmcy8zMDI3OTExNTtBcFMzOTU3MTk7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE0MTExMF8wODI3MThfMTc2.xml,"Herning, 7400",Ãstergade 12,Til kapitalejerne i TKT Holding Herning ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",2007-02-20,2014-11-07,30279115.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for TKT Holding Herning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Kirk Thomsen,Nordea bank Danmark A/S,TKT Holding Herning ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 14. oktober 2014",-287.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, herning",2014-06-30,2013-07-01,2014-10-14,Herning,29 86 99 04,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:18261435,indberetninger-20180424,2.5117297,30279115.0,,2018-03-31T21:16:43.739Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.203,2014-11-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30279115,2012-07-01,2013-06-30,ID_16,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8vcGRmcy8zMDI3OTExNTtBcFMzOTU3MTk7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE0MTExMF8wODI3MThfMTc2.xml,"Herning, 7400",Ãstergade 12,Til kapitalejerne i TKT Holding Herning ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",2007-02-20,2014-11-07,30279115.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for TKT Holding Herning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Kirk Thomsen,Nordea bank Danmark A/S,TKT Holding Herning ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 14. oktober 2014",-22937.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, herning",2014-06-30,2013-07-01,2014-10-14,Herning,29 86 99 04,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:18261435,indberetninger-20180424,2.5117297,30279115.0,,2018-03-31T21:16:43.739Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.203,2014-11-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30279115,2012-07-01,2013-06-30,ID_8,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8vcGRmcy8zMDI3OTExNTtBcFMzOTU3MTk7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE0MTExMF8wODI3MThfMTc2.xml,"Herning, 7400",Ãstergade 12,Til kapitalejerne i TKT Holding Herning ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",2007-02-20,2014-11-07,30279115.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for TKT Holding Herning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Kirk Thomsen,Nordea bank Danmark A/S,TKT Holding Herning ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 14. oktober 2014",22937.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, herning",2014-06-30,2013-07-01,2014-10-14,Herning,29 86 99 04,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:18261435,indberetninger-20180424,2.5117297,30279115.0,,2018-03-31T21:16:43.739Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.203,2014-11-10T23:00:00.000Z,5139.0,-4362.0,22650.0,490.0,0.0,22937.0,777.0,,,,,,,,,,,,,,,,,,,,
30279115,2013-06-30,2013-06-30,ID_18,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8vcGRmcy8zMDI3OTExNTtBcFMzOTU3MTk7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE0MTExMF8wODI3MThfMTc2.xml,"Herning, 7400",Ãstergade 12,Til kapitalejerne i TKT Holding Herning ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",2007-02-20,2014-11-07,30279115.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for TKT Holding Herning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Kirk Thomsen,Nordea bank Danmark A/S,TKT Holding Herning ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 14. oktober 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, herning",2014-06-30,2013-07-01,2014-10-14,Herning,29 86 99 04,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:18261435,indberetninger-20180424,2.5117297,30279115.0,,2018-03-31T21:16:43.739Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.203,2014-11-10T23:00:00.000Z,,,,,,,,266406.0,53579.0,125000.0,53579.0,262406.0,266406.0,4000.0,212827.0,204407.0,212827.0,8420.0,4000.0,0.0,0.0,141907.0,-4501.0,4000.0,0.0,0.0,
30279115,2013-07-01,2014-06-30,ID_0,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8vcGRmcy8zMDI3OTExNTtBcFMzOTU3MTk7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE0MTExMF8wODI3MThfMTc2.xml,"Herning, 7400",Ãstergade 12,Til kapitalejerne i TKT Holding Herning ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",2007-02-20,2014-11-07,30279115.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for TKT Holding Herning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Kirk Thomsen,Nordea bank Danmark A/S,TKT Holding Herning ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 14. oktober 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, herning",2014-06-30,2013-07-01,2014-10-14,Herning,29 86 99 04,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:18261435,indberetninger-20180424,2.5117297,30279115.0,,2018-03-31T21:16:43.739Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.203,2014-11-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30279115,2013-07-01,2014-06-30,ID_1,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8vcGRmcy8zMDI3OTExNTtBcFMzOTU3MTk7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE0MTExMF8wODI3MThfMTc2.xml,"Herning, 7400",Ãstergade 12,Til kapitalejerne i TKT Holding Herning ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",2007-02-20,2014-11-07,30279115.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for TKT Holding Herning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Kirk Thomsen,Nordea bank Danmark A/S,TKT Holding Herning ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 14. oktober 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, herning",2014-06-30,2013-07-01,2014-10-14,Herning,29 86 99 04,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:18261435,indberetninger-20180424,2.5117297,30279115.0,,2018-03-31T21:16:43.739Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.203,2014-11-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30279115,2013-07-01,2014-06-30,ID_11,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8vcGRmcy8zMDI3OTExNTtBcFMzOTU3MTk7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE0MTExMF8wODI3MThfMTc2.xml,"Herning, 7400",Ãstergade 12,Til kapitalejerne i TKT Holding Herning ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",2007-02-20,2014-11-07,30279115.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for TKT Holding Herning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Kirk Thomsen,Nordea bank Danmark A/S,TKT Holding Herning ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 14. oktober 2014",-21461.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, herning",2014-06-30,2013-07-01,2014-10-14,Herning,29 86 99 04,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:18261435,indberetninger-20180424,2.5117297,30279115.0,,2018-03-31T21:16:43.739Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.203,2014-11-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30279115,2013-07-01,2014-06-30,ID_13,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8vcGRmcy8zMDI3OTExNTtBcFMzOTU3MTk7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/51197203/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE0MTExMF8wODI3MThfMTc2.xml,"Herning, 7400",Ãstergade 12,Til kapitalejerne i TKT Holding Herning ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",2007-02-20,2014-11-07,30279115.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014 for TKT Holding Herning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Kirk Thomsen,Nordea bank Danmark A/S,TKT Holding Herning ApS,"ANKER HÃST, registreret revisionsaktieselskab","Herning, den 14. oktober 2014",-18872.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"657, herning",2014-06-30,2013-07-01,2014-10-14,Herning,29 86 99 04,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:18261435,indberetninger-20180424,2.5117297,30279115.0,,2018-03-31T21:16:43.739Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.203,2014-11-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
