entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,ExternalExpenses,FinanceExpensesArisingFromGroupEnterprises,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,DividendPaid
29132291,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2E2LzVkLzdhLzJjMWYtNDBlNi05NjBkLWJjNDk0YjJjMjZkMg.xhtml,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2RhLzdkL2YyL2I0ZWMtNDE0Ny04NzZlLTg3NjZjNWU2YWFiNw.pdf,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzhiLzk3Lzg3MjctNDBmMy05MzVlLWIyMmEzNGU2ZjBhOQ.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i EM-finans ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,2019-04-01,2019-05-31,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",8426.0,2734.0,-8426.0,18619407.0,29132291.0,mne5318,1121429.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,EM-FINANS ApS,EM-finans ApS,Vejle,2017-01-01,2017-12-31,823626.0,1060059.0,-8426.0,2018-12-31,2018-01-01,50210.0,true,2019-04-01,Vejle,236433.0,false,false,KoncerndirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27493163,indberetninger-20180424,2.5949414,29132291.0,AWtQrey4GQc-fA3G3IXQ,2019-06-13T11:52:19.858Z,2019-06-13T11:51:43.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-84-FR,2019-06-13T11:51:43.641Z,,,,,,,,,,,,,,,,,,,,
29132291,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2E2LzVkLzdhLzJjMWYtNDBlNi05NjBkLWJjNDk0YjJjMjZkMg.xhtml,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2RhLzdkL2YyL2I0ZWMtNDE0Ny04NzZlLTg3NjZjNWU2YWFiNw.pdf,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzhiLzk3Lzg3MjctNDBmMy05MzVlLWIyMmEzNGU2ZjBhOQ.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i EM-finans ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,2019-04-01,2019-05-31,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,18619407.0,29132291.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,EM-FINANS ApS,EM-finans ApS,Vejle,2017-01-01,2017-12-31,1800000.0,,,2018-12-31,2018-01-01,,true,2019-04-01,Vejle,,false,false,KoncerndirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27493163,indberetninger-20180424,2.5949414,29132291.0,AWtQrey4GQc-fA3G3IXQ,2019-06-13T11:52:19.858Z,2019-06-13T11:51:43.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-84-FR,2019-06-13T11:51:43.641Z,,,,,,,,,,,,,,,,,,,,
29132291,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2E2LzVkLzdhLzJjMWYtNDBlNi05NjBkLWJjNDk0YjJjMjZkMg.xhtml,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2RhLzdkL2YyL2I0ZWMtNDE0Ny04NzZlLTg3NjZjNWU2YWFiNw.pdf,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzhiLzk3Lzg3MjctNDBmMy05MzVlLWIyMmEzNGU2ZjBhOQ.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i EM-finans ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,2019-04-01,2019-05-31,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,18619407.0,29132291.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,EM-FINANS ApS,EM-finans ApS,Vejle,2017-01-01,2017-12-31,-976374.0,,,2018-12-31,2018-01-01,,true,2019-04-01,Vejle,,false,false,KoncerndirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27493163,indberetninger-20180424,2.5949414,29132291.0,AWtQrey4GQc-fA3G3IXQ,2019-06-13T11:52:19.858Z,2019-06-13T11:51:43.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-84-FR,2019-06-13T11:51:43.641Z,,,,,,,,,,,,,,,,,,,,
29132291,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2E2LzVkLzdhLzJjMWYtNDBlNi05NjBkLWJjNDk0YjJjMjZkMg.xhtml,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2RhLzdkL2YyL2I0ZWMtNDE0Ny04NzZlLTg3NjZjNWU2YWFiNw.pdf,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzhiLzk3Lzg3MjctNDBmMy05MzVlLWIyMmEzNGU2ZjBhOQ.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i EM-finans ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,2019-04-01,2019-05-31,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,18619407.0,29132291.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,EM-FINANS ApS,EM-finans ApS,Vejle,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-04-01,Vejle,,false,false,KoncerndirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27493163,indberetninger-20180424,2.5949414,29132291.0,AWtQrey4GQc-fA3G3IXQ,2019-06-13T11:52:19.858Z,2019-06-13T11:51:43.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-84-FR,2019-06-13T11:51:43.641Z,8926143.0,1735.0,290000.0,1735.0,0.0,6877629.0,8926143.0,2048514.0,8924408.0,8924408.0,8924408.0,1710727.0,6587629.0,2048514.0,93854.0,0.0,236433.0,0.0,7500.0,
29132291,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2E2LzVkLzdhLzJjMWYtNDBlNi05NjBkLWJjNDk0YjJjMjZkMg.xhtml,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2RhLzdkL2YyL2I0ZWMtNDE0Ny04NzZlLTg3NjZjNWU2YWFiNw.pdf,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzhiLzk3Lzg3MjctNDBmMy05MzVlLWIyMmEzNGU2ZjBhOQ.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i EM-finans ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,2019-04-01,2019-05-31,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,18619407.0,29132291.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,EM-FINANS ApS,EM-finans ApS,Vejle,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-04-01,Vejle,,false,false,KoncerndirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27493163,indberetninger-20180424,2.5949414,29132291.0,AWtQrey4GQc-fA3G3IXQ,2019-06-13T11:52:19.858Z,2019-06-13T11:51:43.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-84-FR,2019-06-13T11:51:43.641Z,,,,,,290000.0,,,,,,,,,,,,,,
29132291,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2E2LzVkLzdhLzJjMWYtNDBlNi05NjBkLWJjNDk0YjJjMjZkMg.xhtml,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2RhLzdkL2YyL2I0ZWMtNDE0Ny04NzZlLTg3NjZjNWU2YWFiNw.pdf,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzhiLzk3Lzg3MjctNDBmMy05MzVlLWIyMmEzNGU2ZjBhOQ.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i EM-finans ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,2019-04-01,2019-05-31,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,18619407.0,29132291.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,EM-FINANS ApS,EM-finans ApS,Vejle,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-04-01,Vejle,,false,false,KoncerndirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27493163,indberetninger-20180424,2.5949414,29132291.0,AWtQrey4GQc-fA3G3IXQ,2019-06-13T11:52:19.858Z,2019-06-13T11:51:43.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-84-FR,2019-06-13T11:51:43.641Z,,,,,,6587629.0,,,,,,,,,,,,,,
29132291,2018-01-01,2018-01-01,c12,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2E2LzVkLzdhLzJjMWYtNDBlNi05NjBkLWJjNDk0YjJjMjZkMg.xhtml,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2RhLzdkL2YyL2I0ZWMtNDE0Ny04NzZlLTg3NjZjNWU2YWFiNw.pdf,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzhiLzk3Lzg3MjctNDBmMy05MzVlLWIyMmEzNGU2ZjBhOQ.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i EM-finans ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,2019-04-01,2019-05-31,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,18619407.0,29132291.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,EM-FINANS ApS,EM-finans ApS,Vejle,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-04-01,Vejle,,false,false,KoncerndirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27493163,indberetninger-20180424,2.5949414,29132291.0,AWtQrey4GQc-fA3G3IXQ,2019-06-13T11:52:19.858Z,2019-06-13T11:51:43.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-84-FR,2019-06-13T11:51:43.641Z,,,,,,0.0,,,,,,,,,,,,,,
29132291,2018-01-01,2018-01-01,c13,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2E2LzVkLzdhLzJjMWYtNDBlNi05NjBkLWJjNDk0YjJjMjZkMg.xhtml,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2RhLzdkL2YyL2I0ZWMtNDE0Ny04NzZlLTg3NjZjNWU2YWFiNw.pdf,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzhiLzk3Lzg3MjctNDBmMy05MzVlLWIyMmEzNGU2ZjBhOQ.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i EM-finans ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,2019-04-01,2019-05-31,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,18619407.0,29132291.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,EM-FINANS ApS,EM-finans ApS,Vejle,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-04-01,Vejle,,false,false,KoncerndirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27493163,indberetninger-20180424,2.5949414,29132291.0,AWtQrey4GQc-fA3G3IXQ,2019-06-13T11:52:19.858Z,2019-06-13T11:51:43.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-84-FR,2019-06-13T11:51:43.641Z,,,,,,6877629.0,,,,,,,,,,,,,,
29132291,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2E2LzVkLzdhLzJjMWYtNDBlNi05NjBkLWJjNDk0YjJjMjZkMg.xhtml,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2RhLzdkL2YyL2I0ZWMtNDE0Ny04NzZlLTg3NjZjNWU2YWFiNw.pdf,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzhiLzk3Lzg3MjctNDBmMy05MzVlLWIyMmEzNGU2ZjBhOQ.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i EM-finans ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,2019-04-01,2019-05-31,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",9495.0,4000.0,-9495.0,18619407.0,29132291.0,mne5318,-129088.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,EM-FINANS ApS,EM-finans ApS,Vejle,2017-01-01,2017-12-31,-134897.0,-171356.0,-9495.0,2018-12-31,2018-01-01,28773.0,true,2019-04-01,Vejle,-36459.0,false,false,KoncerndirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27493163,indberetninger-20180424,2.5949414,29132291.0,AWtQrey4GQc-fA3G3IXQ,2019-06-13T11:52:19.858Z,2019-06-13T11:51:43.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-84-FR,2019-06-13T11:51:43.641Z,,,,,,,,,,,,,,,,,,,,0.0
29132291,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2E2LzVkLzdhLzJjMWYtNDBlNi05NjBkLWJjNDk0YjJjMjZkMg.xhtml,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2RhLzdkL2YyL2I0ZWMtNDE0Ny04NzZlLTg3NjZjNWU2YWFiNw.pdf,http://regnskaber.virk.dk/19223192/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzhiLzk3Lzg3MjctNDBmMy05MzVlLWIyMmEzNGU2ZjBhOQ.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i EM-finans ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,2019-04-01,2019-05-31,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,18619407.0,29132291.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,EM-FINANS ApS,EM-finans ApS,Vejle,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-04-01,Vejle,,false,false,KoncerndirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27493163,indberetninger-20180424,2.5949414,29132291.0,AWtQrey4GQc-fA3G3IXQ,2019-06-13T11:52:19.858Z,2019-06-13T11:51:43.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-84-FR,2019-06-13T11:51:43.641Z,,,,,,,,,,,,,,,,,,,,
