entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdministrativeExpenses,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprises,InformationOnAverageNumberOfEmployees,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables
70584018,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzkzL2VjLzFhLzVlNTYtNDcxZC1hNDAwLTI0YzgyNzJiZjk2Ng.xhtml,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzgzLzc2Lzc1LzY3YzMtNDY5ZS1iY2I3LTg0OTBiMWE5NTgwMA.pdf,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q3LzVmL2U5LzQwNzctNDdkZS05ZTcyLTg3NDhhMTIxNzIyOA.xml,true,3000 HelsingÃ¸r,HelsingÃ¸r,3000.0,115.0,Gurrevej,3000 HelsingÃ¸r,Strandgade 52,Til den daglige ledelse i Frugt- og GrÃ¸ntforretningen La France ApS,101645.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-18,2017-05-26,0.0,Registreret revisor,-101645.0,36279079.0,70584018.0,548285.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 medarbejder.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Friborg Jensen,JÃ¸rgen Sten Nielsen,JÃ¸rgen Sten Nielsen,Talsnedkeren v/Kurt Friborg Jensen,Nordea,FRUGT- OG GRÃNTFORRETNINGEN LA FRANCE ApS,Kurt Friborg Jensen,570683.0,605358.0,21150.0,0.0,HelsingÃ¸r,2015-01-01,2015-12-31,512441.0,502465.0,-101645.0,2016-12-31,2016-01-01,false,false,2017-04-18,HelsingÃ¸r,-9976.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23957822,indberetninger-20180424,2.5949414,70584018.0,,2018-03-28T09:33:46.496Z,2017-05-28T10:41:42.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-13-QX,2017-05-28T10:41:42.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70584018,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzkzL2VjLzFhLzVlNTYtNDcxZC1hNDAwLTI0YzgyNzJiZjk2Ng.xhtml,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzgzLzc2Lzc1LzY3YzMtNDY5ZS1iY2I3LTg0OTBiMWE5NTgwMA.pdf,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q3LzVmL2U5LzQwNzctNDdkZS05ZTcyLTg3NDhhMTIxNzIyOA.xml,true,3000 HelsingÃ¸r,HelsingÃ¸r,3000.0,115.0,Gurrevej,3000 HelsingÃ¸r,Strandgade 52,Til den daglige ledelse i Frugt- og GrÃ¸ntforretningen La France ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-18,2017-05-26,,Registreret revisor,,36279079.0,70584018.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 medarbejder.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Friborg Jensen,JÃ¸rgen Sten Nielsen,JÃ¸rgen Sten Nielsen,Talsnedkeren v/Kurt Friborg Jensen,Nordea,FRUGT- OG GRÃNTFORRETNINGEN LA FRANCE ApS,Kurt Friborg Jensen,,,,,HelsingÃ¸r,2015-01-01,2015-12-31,100000.0,,,2016-12-31,2016-01-01,false,false,2017-04-18,HelsingÃ¸r,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23957822,indberetninger-20180424,2.5949414,70584018.0,,2018-03-28T09:33:46.496Z,2017-05-28T10:41:42.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-13-QX,2017-05-28T10:41:42.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70584018,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzkzL2VjLzFhLzVlNTYtNDcxZC1hNDAwLTI0YzgyNzJiZjk2Ng.xhtml,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzgzLzc2Lzc1LzY3YzMtNDY5ZS1iY2I3LTg0OTBiMWE5NTgwMA.pdf,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q3LzVmL2U5LzQwNzctNDdkZS05ZTcyLTg3NDhhMTIxNzIyOA.xml,true,3000 HelsingÃ¸r,HelsingÃ¸r,3000.0,115.0,Gurrevej,3000 HelsingÃ¸r,Strandgade 52,Til den daglige ledelse i Frugt- og GrÃ¸ntforretningen La France ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-18,2017-05-26,,Registreret revisor,,36279079.0,70584018.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 medarbejder.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Friborg Jensen,JÃ¸rgen Sten Nielsen,JÃ¸rgen Sten Nielsen,Talsnedkeren v/Kurt Friborg Jensen,Nordea,FRUGT- OG GRÃNTFORRETNINGEN LA FRANCE ApS,Kurt Friborg Jensen,,,,,HelsingÃ¸r,2015-01-01,2015-12-31,198285.0,,,2016-12-31,2016-01-01,false,false,2017-04-18,HelsingÃ¸r,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23957822,indberetninger-20180424,2.5949414,70584018.0,,2018-03-28T09:33:46.496Z,2017-05-28T10:41:42.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-13-QX,2017-05-28T10:41:42.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70584018,2015-01-01,2015-12-31,c9,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzkzL2VjLzFhLzVlNTYtNDcxZC1hNDAwLTI0YzgyNzJiZjk2Ng.xhtml,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzgzLzc2Lzc1LzY3YzMtNDY5ZS1iY2I3LTg0OTBiMWE5NTgwMA.pdf,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q3LzVmL2U5LzQwNzctNDdkZS05ZTcyLTg3NDhhMTIxNzIyOA.xml,true,3000 HelsingÃ¸r,HelsingÃ¸r,3000.0,115.0,Gurrevej,3000 HelsingÃ¸r,Strandgade 52,Til den daglige ledelse i Frugt- og GrÃ¸ntforretningen La France ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-18,2017-05-26,,Registreret revisor,,36279079.0,70584018.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 medarbejder.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Friborg Jensen,JÃ¸rgen Sten Nielsen,JÃ¸rgen Sten Nielsen,Talsnedkeren v/Kurt Friborg Jensen,Nordea,FRUGT- OG GRÃNTFORRETNINGEN LA FRANCE ApS,Kurt Friborg Jensen,,,,,HelsingÃ¸r,2015-01-01,2015-12-31,214156.0,,,2016-12-31,2016-01-01,false,false,2017-04-18,HelsingÃ¸r,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23957822,indberetninger-20180424,2.5949414,70584018.0,,2018-03-28T09:33:46.496Z,2017-05-28T10:41:42.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-13-QX,2017-05-28T10:41:42.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70584018,2015-12-31,2015-12-31,c11,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzkzL2VjLzFhLzVlNTYtNDcxZC1hNDAwLTI0YzgyNzJiZjk2Ng.xhtml,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzgzLzc2Lzc1LzY3YzMtNDY5ZS1iY2I3LTg0OTBiMWE5NTgwMA.pdf,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q3LzVmL2U5LzQwNzctNDdkZS05ZTcyLTg3NDhhMTIxNzIyOA.xml,true,3000 HelsingÃ¸r,HelsingÃ¸r,3000.0,115.0,Gurrevej,3000 HelsingÃ¸r,Strandgade 52,Til den daglige ledelse i Frugt- og GrÃ¸ntforretningen La France ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-18,2017-05-26,,Registreret revisor,,36279079.0,70584018.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 medarbejder.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Friborg Jensen,JÃ¸rgen Sten Nielsen,JÃ¸rgen Sten Nielsen,Talsnedkeren v/Kurt Friborg Jensen,Nordea,FRUGT- OG GRÃNTFORRETNINGEN LA FRANCE ApS,Kurt Friborg Jensen,,,,,HelsingÃ¸r,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-18,HelsingÃ¸r,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23957822,indberetninger-20180424,2.5949414,70584018.0,,2018-03-28T09:33:46.496Z,2017-05-28T10:41:42.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-13-QX,2017-05-28T10:41:42.738Z,16334358.0,384200.0,246000.0,10818793.0,4199.0,12805.0,15916401.0,0.0,16334358.0,417957.0,5515565.0,5515565.0,5515565.0,9668884.0,2144.0,5.0,0.0,100000.0,0.0,0.0,5362515.0,10207886.0,9668884.0,417957.0,375813.0,765709.0,643823.0,104877.0,40000.0
70584018,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzkzL2VjLzFhLzVlNTYtNDcxZC1hNDAwLTI0YzgyNzJiZjk2Ng.xhtml,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzgzLzc2Lzc1LzY3YzMtNDY5ZS1iY2I3LTg0OTBiMWE5NTgwMA.pdf,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q3LzVmL2U5LzQwNzctNDdkZS05ZTcyLTg3NDhhMTIxNzIyOA.xml,true,3000 HelsingÃ¸r,HelsingÃ¸r,3000.0,115.0,Gurrevej,3000 HelsingÃ¸r,Strandgade 52,Til den daglige ledelse i Frugt- og GrÃ¸ntforretningen La France ApS,116751.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-18,2017-05-26,3211.0,Registreret revisor,-88404.0,36279079.0,70584018.0,499846.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 medarbejder.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Friborg Jensen,JÃ¸rgen Sten Nielsen,JÃ¸rgen Sten Nielsen,Talsnedkeren v/Kurt Friborg Jensen,Nordea,FRUGT- OG GRÃNTFORRETNINGEN LA FRANCE ApS,Kurt Friborg Jensen,16832.0,789580.0,24914.0,28347.0,HelsingÃ¸r,2015-01-01,2015-12-31,1049174.0,1205893.0,-91615.0,2016-12-31,2016-01-01,false,false,2017-04-18,HelsingÃ¸r,156719.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23957822,indberetninger-20180424,2.5949414,70584018.0,,2018-03-28T09:33:46.496Z,2017-05-28T10:41:42.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-13-QX,2017-05-28T10:41:42.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70584018,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzkzL2VjLzFhLzVlNTYtNDcxZC1hNDAwLTI0YzgyNzJiZjk2Ng.xhtml,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzgzLzc2Lzc1LzY3YzMtNDY5ZS1iY2I3LTg0OTBiMWE5NTgwMA.pdf,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q3LzVmL2U5LzQwNzctNDdkZS05ZTcyLTg3NDhhMTIxNzIyOA.xml,true,3000 HelsingÃ¸r,HelsingÃ¸r,3000.0,115.0,Gurrevej,3000 HelsingÃ¸r,Strandgade 52,Til den daglige ledelse i Frugt- og GrÃ¸ntforretningen La France ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-18,2017-05-26,,Registreret revisor,,36279079.0,70584018.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 medarbejder.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Friborg Jensen,JÃ¸rgen Sten Nielsen,JÃ¸rgen Sten Nielsen,Talsnedkeren v/Kurt Friborg Jensen,Nordea,FRUGT- OG GRÃNTFORRETNINGEN LA FRANCE ApS,Kurt Friborg Jensen,,,,,HelsingÃ¸r,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-18,HelsingÃ¸r,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23957822,indberetninger-20180424,2.5949414,70584018.0,,2018-03-28T09:33:46.496Z,2017-05-28T10:41:42.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-13-QX,2017-05-28T10:41:42.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70584018,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzkzL2VjLzFhLzVlNTYtNDcxZC1hNDAwLTI0YzgyNzJiZjk2Ng.xhtml,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzgzLzc2Lzc1LzY3YzMtNDY5ZS1iY2I3LTg0OTBiMWE5NTgwMA.pdf,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q3LzVmL2U5LzQwNzctNDdkZS05ZTcyLTg3NDhhMTIxNzIyOA.xml,true,3000 HelsingÃ¸r,HelsingÃ¸r,3000.0,115.0,Gurrevej,3000 HelsingÃ¸r,Strandgade 52,Til den daglige ledelse i Frugt- og GrÃ¸ntforretningen La France ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-18,2017-05-26,,Registreret revisor,,36279079.0,70584018.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 medarbejder.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Friborg Jensen,JÃ¸rgen Sten Nielsen,JÃ¸rgen Sten Nielsen,Talsnedkeren v/Kurt Friborg Jensen,Nordea,FRUGT- OG GRÃNTFORRETNINGEN LA FRANCE ApS,Kurt Friborg Jensen,,,,,HelsingÃ¸r,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-18,HelsingÃ¸r,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23957822,indberetninger-20180424,2.5949414,70584018.0,,2018-03-28T09:33:46.496Z,2017-05-28T10:41:42.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-13-QX,2017-05-28T10:41:42.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70584018,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzkzL2VjLzFhLzVlNTYtNDcxZC1hNDAwLTI0YzgyNzJiZjk2Ng.xhtml,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzgzLzc2Lzc1LzY3YzMtNDY5ZS1iY2I3LTg0OTBiMWE5NTgwMA.pdf,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q3LzVmL2U5LzQwNzctNDdkZS05ZTcyLTg3NDhhMTIxNzIyOA.xml,true,3000 HelsingÃ¸r,HelsingÃ¸r,3000.0,115.0,Gurrevej,3000 HelsingÃ¸r,Strandgade 52,Til den daglige ledelse i Frugt- og GrÃ¸ntforretningen La France ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-18,2017-05-26,,Registreret revisor,,36279079.0,70584018.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 medarbejder.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Friborg Jensen,JÃ¸rgen Sten Nielsen,JÃ¸rgen Sten Nielsen,Talsnedkeren v/Kurt Friborg Jensen,Nordea,FRUGT- OG GRÃNTFORRETNINGEN LA FRANCE ApS,Kurt Friborg Jensen,,,,,HelsingÃ¸r,2015-01-01,2015-12-31,100000.0,,,2016-12-31,2016-01-01,false,false,2017-04-18,HelsingÃ¸r,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23957822,indberetninger-20180424,2.5949414,70584018.0,,2018-03-28T09:33:46.496Z,2017-05-28T10:41:42.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-13-QX,2017-05-28T10:41:42.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70584018,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzkzL2VjLzFhLzVlNTYtNDcxZC1hNDAwLTI0YzgyNzJiZjk2Ng.xhtml,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzgzLzc2Lzc1LzY3YzMtNDY5ZS1iY2I3LTg0OTBiMWE5NTgwMA.pdf,http://regnskaber.virk.dk/81048507/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q3LzVmL2U5LzQwNzctNDdkZS05ZTcyLTg3NDhhMTIxNzIyOA.xml,true,3000 HelsingÃ¸r,HelsingÃ¸r,3000.0,115.0,Gurrevej,3000 HelsingÃ¸r,Strandgade 52,Til den daglige ledelse i Frugt- og GrÃ¸ntforretningen La France ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-18,2017-05-26,,Registreret revisor,,36279079.0,70584018.0,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i regnskabsÃ¥ret beskÃ¦ftiget 1 medarbejder.</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Friborg Jensen,JÃ¸rgen Sten Nielsen,JÃ¸rgen Sten Nielsen,Talsnedkeren v/Kurt Friborg Jensen,Nordea,FRUGT- OG GRÃNTFORRETNINGEN LA FRANCE ApS,Kurt Friborg Jensen,,,,,HelsingÃ¸r,2015-01-01,2015-12-31,149846.0,,,2016-12-31,2016-01-01,false,false,2017-04-18,HelsingÃ¸r,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23957822,indberetninger-20180424,2.5949414,70584018.0,,2018-03-28T09:33:46.496Z,2017-05-28T10:41:42.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-13-QX,2017-05-28T10:41:42.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
