entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividend,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,NameOfAuditFirm
29192812,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzYyLzM1L2YxLzEwNmMtNGEyOS04MzkzLTAzZjk0MDJmOWEyZg.xhtml,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzVhL2ZmLzQ4Lzk1MDYtNGMxZS04Y2Y0LTNlZmI0ODY5MDk1NQ.pdf,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzcyL2EzLzQ2L2MzZjUtNGEwMS04ODA1LTAxNTIzZDJmZWYwZA.xml,Danmark,DK,Haderslev,6100.0,1.0,Aabenraavej,Haderslev,6100.0,46.0,Venbjerg,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i GD Wind Achte Komplementar ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-11,2015-06-12,Registreret revisor,2533.0,27492487.0,29192812.0,1010278445.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Steen Hansen,Steen Hansen,GD WIND ACHTE KOMPLEMENTAR ApS,Finn Diederichsen,0.0,133111.0,Haderslev,2013-01-01,2013-12-31,97953.0,130578.0,2014-12-31,2014-01-01,2015-06-11,Haderslev,32625.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517913,indberetninger-20180424,2.5927935,29192812.0,,2018-03-30T19:12:38.863Z,2015-06-12T13:33:53.274Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-59-FA,2015-06-12T13:33:53.391Z,,,,,,,,,,,,,,,,,,
29192812,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzYyLzM1L2YxLzEwNmMtNGEyOS04MzkzLTAzZjk0MDJmOWEyZg.xhtml,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzVhL2ZmLzQ4Lzk1MDYtNGMxZS04Y2Y0LTNlZmI0ODY5MDk1NQ.pdf,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzcyL2EzLzQ2L2MzZjUtNGEwMS04ODA1LTAxNTIzZDJmZWYwZA.xml,Danmark,DK,Haderslev,6100.0,1.0,Aabenraavej,Haderslev,6100.0,46.0,Venbjerg,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i GD Wind Achte Komplementar ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-11,2015-06-12,Registreret revisor,,27492487.0,29192812.0,1010278445.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Steen Hansen,Steen Hansen,GD WIND ACHTE KOMPLEMENTAR ApS,Finn Diederichsen,,,Haderslev,2013-01-01,2013-12-31,0.0,,2014-12-31,2014-01-01,2015-06-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517913,indberetninger-20180424,2.5927935,29192812.0,,2018-03-30T19:12:38.863Z,2015-06-12T13:33:53.274Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-59-FA,2015-06-12T13:33:53.391Z,,,,,,,,,,,,,,,,,,
29192812,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzYyLzM1L2YxLzEwNmMtNGEyOS04MzkzLTAzZjk0MDJmOWEyZg.xhtml,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzVhL2ZmLzQ4Lzk1MDYtNGMxZS04Y2Y0LTNlZmI0ODY5MDk1NQ.pdf,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzcyL2EzLzQ2L2MzZjUtNGEwMS04ODA1LTAxNTIzZDJmZWYwZA.xml,Danmark,DK,Haderslev,6100.0,1.0,Aabenraavej,Haderslev,6100.0,46.0,Venbjerg,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i GD Wind Achte Komplementar ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-11,2015-06-12,Registreret revisor,,27492487.0,29192812.0,1010278445.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Steen Hansen,Steen Hansen,GD WIND ACHTE KOMPLEMENTAR ApS,Finn Diederichsen,,,Haderslev,2013-01-01,2013-12-31,97953.0,,2014-12-31,2014-01-01,2015-06-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517913,indberetninger-20180424,2.5927935,29192812.0,,2018-03-30T19:12:38.863Z,2015-06-12T13:33:53.274Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-59-FA,2015-06-12T13:33:53.391Z,,,,,,,,,,,,,,,,,,
29192812,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzYyLzM1L2YxLzEwNmMtNGEyOS04MzkzLTAzZjk0MDJmOWEyZg.xhtml,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzVhL2ZmLzQ4Lzk1MDYtNGMxZS04Y2Y0LTNlZmI0ODY5MDk1NQ.pdf,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzcyL2EzLzQ2L2MzZjUtNGEwMS04ODA1LTAxNTIzZDJmZWYwZA.xml,Danmark,DK,Haderslev,6100.0,1.0,Aabenraavej,Haderslev,6100.0,46.0,Venbjerg,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i GD Wind Achte Komplementar ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-11,2015-06-12,Registreret revisor,,27492487.0,29192812.0,1010278445.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Steen Hansen,Steen Hansen,GD WIND ACHTE KOMPLEMENTAR ApS,Finn Diederichsen,,,Haderslev,2013-01-01,2013-12-31,,,2014-12-31,2014-01-01,2015-06-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517913,indberetninger-20180424,2.5927935,29192812.0,,2018-03-30T19:12:38.863Z,2015-06-12T13:33:53.274Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-59-FA,2015-06-12T13:33:53.391Z,278031.0,3651.0,135000.0,278031.0,240706.0,278031.0,270394.0,3000.0,0.0,105706.0,0.0,270394.0,37325.0,4200.0,3986.0,3986.0,30125.0,
29192812,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzYyLzM1L2YxLzEwNmMtNGEyOS04MzkzLTAzZjk0MDJmOWEyZg.xhtml,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzVhL2ZmLzQ4Lzk1MDYtNGMxZS04Y2Y0LTNlZmI0ODY5MDk1NQ.pdf,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzcyL2EzLzQ2L2MzZjUtNGEwMS04ODA1LTAxNTIzZDJmZWYwZA.xml,Danmark,DK,Haderslev,6100.0,1.0,Aabenraavej,Haderslev,6100.0,46.0,Venbjerg,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i GD Wind Achte Komplementar ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-11,2015-06-12,Registreret revisor,2552.0,27492487.0,29192812.0,1010278445.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Steen Hansen,Steen Hansen,GD WIND ACHTE KOMPLEMENTAR ApS,Finn Diederichsen,1174.0,86194.0,Haderslev,2013-01-01,2013-12-31,61986.0,82468.0,2014-12-31,2014-01-01,2015-06-11,Haderslev,20482.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517913,indberetninger-20180424,2.5927935,29192812.0,,2018-03-30T19:12:38.863Z,2015-06-12T13:33:53.274Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-59-FA,2015-06-12T13:33:53.391Z,,,,,,,,,,,,,,,,,,
29192812,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzYyLzM1L2YxLzEwNmMtNGEyOS04MzkzLTAzZjk0MDJmOWEyZg.xhtml,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzVhL2ZmLzQ4Lzk1MDYtNGMxZS04Y2Y0LTNlZmI0ODY5MDk1NQ.pdf,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzcyL2EzLzQ2L2MzZjUtNGEwMS04ODA1LTAxNTIzZDJmZWYwZA.xml,Danmark,DK,Haderslev,6100.0,1.0,Aabenraavej,Haderslev,6100.0,46.0,Venbjerg,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i GD Wind Achte Komplementar ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-11,2015-06-12,Registreret revisor,,27492487.0,29192812.0,1010278445.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Steen Hansen,Steen Hansen,GD WIND ACHTE KOMPLEMENTAR ApS,Finn Diederichsen,,,Haderslev,2013-01-01,2013-12-31,,,2014-12-31,2014-01-01,2015-06-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517913,indberetninger-20180424,2.5927935,29192812.0,,2018-03-30T19:12:38.863Z,2015-06-12T13:33:53.274Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-59-FA,2015-06-12T13:33:53.391Z,,,,,,,,,,,,,,,,,,RND PARTNER REGISTRERET REVISIONSANPARTSSELSKAB
29192812,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzYyLzM1L2YxLzEwNmMtNGEyOS04MzkzLTAzZjk0MDJmOWEyZg.xhtml,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzVhL2ZmLzQ4Lzk1MDYtNGMxZS04Y2Y0LTNlZmI0ODY5MDk1NQ.pdf,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzcyL2EzLzQ2L2MzZjUtNGEwMS04ODA1LTAxNTIzZDJmZWYwZA.xml,Danmark,DK,Haderslev,6100.0,1.0,Aabenraavej,Haderslev,6100.0,46.0,Venbjerg,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i GD Wind Achte Komplementar ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-11,2015-06-12,Registreret revisor,,27492487.0,29192812.0,1010278445.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Steen Hansen,Steen Hansen,GD WIND ACHTE KOMPLEMENTAR ApS,Finn Diederichsen,,,Haderslev,2013-01-01,2013-12-31,,,2014-12-31,2014-01-01,2015-06-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517913,indberetninger-20180424,2.5927935,29192812.0,,2018-03-30T19:12:38.863Z,2015-06-12T13:33:53.274Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-59-FA,2015-06-12T13:33:53.391Z,,,,,,,,,,,,,,,,,,
29192812,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzYyLzM1L2YxLzEwNmMtNGEyOS04MzkzLTAzZjk0MDJmOWEyZg.xhtml,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzVhL2ZmLzQ4Lzk1MDYtNGMxZS04Y2Y0LTNlZmI0ODY5MDk1NQ.pdf,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzcyL2EzLzQ2L2MzZjUtNGEwMS04ODA1LTAxNTIzZDJmZWYwZA.xml,Danmark,DK,Haderslev,6100.0,1.0,Aabenraavej,Haderslev,6100.0,46.0,Venbjerg,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i GD Wind Achte Komplementar ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-11,2015-06-12,Registreret revisor,,27492487.0,29192812.0,1010278445.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Steen Hansen,Steen Hansen,GD WIND ACHTE KOMPLEMENTAR ApS,Finn Diederichsen,,,Haderslev,2013-01-01,2013-12-31,99800.0,,2014-12-31,2014-01-01,2015-06-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517913,indberetninger-20180424,2.5927935,29192812.0,,2018-03-30T19:12:38.863Z,2015-06-12T13:33:53.274Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-59-FA,2015-06-12T13:33:53.391Z,,,,,,,,,,,,,,,,,,
29192812,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzYyLzM1L2YxLzEwNmMtNGEyOS04MzkzLTAzZjk0MDJmOWEyZg.xhtml,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzVhL2ZmLzQ4Lzk1MDYtNGMxZS04Y2Y0LTNlZmI0ODY5MDk1NQ.pdf,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzcyL2EzLzQ2L2MzZjUtNGEwMS04ODA1LTAxNTIzZDJmZWYwZA.xml,Danmark,DK,Haderslev,6100.0,1.0,Aabenraavej,Haderslev,6100.0,46.0,Venbjerg,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i GD Wind Achte Komplementar ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-11,2015-06-12,Registreret revisor,,27492487.0,29192812.0,1010278445.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Steen Hansen,Steen Hansen,GD WIND ACHTE KOMPLEMENTAR ApS,Finn Diederichsen,,,Haderslev,2013-01-01,2013-12-31,-37814.0,,2014-12-31,2014-01-01,2015-06-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517913,indberetninger-20180424,2.5927935,29192812.0,,2018-03-30T19:12:38.863Z,2015-06-12T13:33:53.274Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-59-FA,2015-06-12T13:33:53.391Z,,,,,,,,,,,,,,,,,,
29192812,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzYyLzM1L2YxLzEwNmMtNGEyOS04MzkzLTAzZjk0MDJmOWEyZg.xhtml,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzVhL2ZmLzQ4Lzk1MDYtNGMxZS04Y2Y0LTNlZmI0ODY5MDk1NQ.pdf,http://regnskaber.virk.dk/21829192/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzcyL2EzLzQ2L2MzZjUtNGEwMS04ODA1LTAxNTIzZDJmZWYwZA.xml,Danmark,DK,Haderslev,6100.0,1.0,Aabenraavej,Haderslev,6100.0,46.0,Venbjerg,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i GD Wind Achte Komplementar ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-11,2015-06-12,Registreret revisor,,27492487.0,29192812.0,1010278445.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Steen Hansen,Steen Hansen,GD WIND ACHTE KOMPLEMENTAR ApS,Finn Diederichsen,,,Haderslev,2013-01-01,2013-12-31,,,2014-12-31,2014-01-01,2015-06-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517913,indberetninger-20180424,2.5927935,29192812.0,,2018-03-30T19:12:38.863Z,2015-06-12T13:33:53.274Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-59-FA,2015-06-12T13:33:53.391Z,336965.0,0.0,135000.0,336965.0,202892.0,336965.0,332979.0,3000.0,99800.0,67892.0,28.0,332979.0,134073.0,10800.0,3986.0,3986.0,20445.0,
