entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ContributionFromGroup,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,NameOfAuditFirm
33507151,2012-01-01,2012-01-01,c696,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8vcGRmcy8zMzUwNzE1MTtBcFM0ODk0MDY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDYxNl8xOTMwNTZfNTY3.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn SV,2450.0,2A,Baadehavnsgade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,951275.0,2014-06-10,2014-06-13,Statsaut. revisor,80000.0,33507151.0,Ãrsrapport,Morten Stener,Martin HÃ¸yer-Hansen,Lars Gravesen,Lumigon Sales ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2013-12-31,2013-01-01,2014-06-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:14038389,indberetninger-20180424,2.5124277999999998,33507151.0,,2018-04-01T04:49:41.693Z,2014-06-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-149.750,2014-06-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
33507151,2012-01-01,2012-01-01,c717,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8vcGRmcy8zMzUwNzE1MTtBcFM0ODk0MDY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDYxNl8xOTMwNTZfNTY3.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn SV,2450.0,2A,Baadehavnsgade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,951275.0,2014-06-10,2014-06-13,Statsaut. revisor,0.0,33507151.0,Ãrsrapport,Morten Stener,Martin HÃ¸yer-Hansen,Lars Gravesen,Lumigon Sales ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2013-12-31,2013-01-01,2014-06-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:14038389,indberetninger-20180424,2.5124277999999998,33507151.0,,2018-04-01T04:49:41.693Z,2014-06-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-149.750,2014-06-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
33507151,2012-01-01,2012-12-31,c54,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8vcGRmcy8zMzUwNzE1MTtBcFM0ODk0MDY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDYxNl8xOTMwNTZfNTY3.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn SV,2450.0,2A,Baadehavnsgade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,951275.0,2014-06-10,2014-06-13,Statsaut. revisor,,33507151.0,Ãrsrapport,Morten Stener,Martin HÃ¸yer-Hansen,Lars Gravesen,Lumigon Sales ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2013-12-31,2013-01-01,2014-06-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:14038389,indberetninger-20180424,2.5124277999999998,33507151.0,,2018-04-01T04:49:41.693Z,2014-06-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-149.750,2014-06-17T22:00:00.000Z,-10850.0,46667.0,0.0,-57517.0,,,,,,,,,,,,,,,,,
33507151,2012-01-01,2012-12-31,c69,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8vcGRmcy8zMzUwNzE1MTtBcFM0ODk0MDY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDYxNl8xOTMwNTZfNTY3.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn SV,2450.0,2A,Baadehavnsgade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,951275.0,2014-06-10,2014-06-13,Statsaut. revisor,,33507151.0,Ãrsrapport,Morten Stener,Martin HÃ¸yer-Hansen,Lars Gravesen,Lumigon Sales ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2013-12-31,2013-01-01,2014-06-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:14038389,indberetninger-20180424,2.5124277999999998,33507151.0,,2018-04-01T04:49:41.693Z,2014-06-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-149.750,2014-06-17T22:00:00.000Z,,,,-57517.0,,,,,,,,,,,,,,,,,
33507151,2012-01-01,2012-12-31,c718,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8vcGRmcy8zMzUwNzE1MTtBcFM0ODk0MDY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDYxNl8xOTMwNTZfNTY3.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn SV,2450.0,2A,Baadehavnsgade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,951275.0,2014-06-10,2014-06-13,Statsaut. revisor,,33507151.0,Ãrsrapport,Morten Stener,Martin HÃ¸yer-Hansen,Lars Gravesen,Lumigon Sales ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2013-12-31,2013-01-01,2014-06-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:14038389,indberetninger-20180424,2.5124277999999998,33507151.0,,2018-04-01T04:49:41.693Z,2014-06-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-149.750,2014-06-17T22:00:00.000Z,,,,-57517.0,,,,,,,,,,,,,,,,,
33507151,2012-12-31,2012-12-31,c70,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8vcGRmcy8zMzUwNzE1MTtBcFM0ODk0MDY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDYxNl8xOTMwNTZfNTY3.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn SV,2450.0,2A,Baadehavnsgade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,951275.0,2014-06-10,2014-06-13,Statsaut. revisor,22483.0,33507151.0,Ãrsrapport,Morten Stener,Martin HÃ¸yer-Hansen,Lars Gravesen,Lumigon Sales ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2013-12-31,2013-01-01,2014-06-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:14038389,indberetninger-20180424,2.5124277999999998,33507151.0,,2018-04-01T04:49:41.693Z,2014-06-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-149.750,2014-06-17T22:00:00.000Z,,,,,15747551.0,8634646.0,80000.0,15747551.0,6769276.0,343629.0,15747551.0,15725068.0,343629.0,14046667.0,0.0,-57517.0,15725068.0,1668401.0,6769276.0,10000.0,
33507151,2013-01-01,2013-01-01,c108,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8vcGRmcy8zMzUwNzE1MTtBcFM0ODk0MDY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDYxNl8xOTMwNTZfNTY3.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn SV,2450.0,2A,Baadehavnsgade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,951275.0,2014-06-10,2014-06-13,Statsaut. revisor,80000.0,33507151.0,Ãrsrapport,Morten Stener,Martin HÃ¸yer-Hansen,Lars Gravesen,Lumigon Sales ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2013-12-31,2013-01-01,2014-06-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:14038389,indberetninger-20180424,2.5124277999999998,33507151.0,,2018-04-01T04:49:41.693Z,2014-06-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-149.750,2014-06-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
33507151,2013-01-01,2013-01-01,c126,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8vcGRmcy8zMzUwNzE1MTtBcFM0ODk0MDY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDYxNl8xOTMwNTZfNTY3.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn SV,2450.0,2A,Baadehavnsgade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,951275.0,2014-06-10,2014-06-13,Statsaut. revisor,-57517.0,33507151.0,Ãrsrapport,Morten Stener,Martin HÃ¸yer-Hansen,Lars Gravesen,Lumigon Sales ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2013-12-31,2013-01-01,2014-06-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:14038389,indberetninger-20180424,2.5124277999999998,33507151.0,,2018-04-01T04:49:41.693Z,2014-06-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-149.750,2014-06-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
33507151,2013-01-01,2013-12-31,c1,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8vcGRmcy8zMzUwNzE1MTtBcFM0ODk0MDY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDYxNl8xOTMwNTZfNTY3.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn SV,2450.0,2A,Baadehavnsgade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,951275.0,2014-06-10,2014-06-13,Statsaut. revisor,,33507151.0,Ãrsrapport,Morten Stener,Martin HÃ¸yer-Hansen,Lars Gravesen,Lumigon Sales ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2013-12-31,2013-01-01,2014-06-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:14038389,indberetninger-20180424,2.5124277999999998,33507151.0,,2018-04-01T04:49:41.693Z,2014-06-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-149.750,2014-06-17T22:00:00.000Z,-12174007.0,2039657.0,13001604.0,-1212060.0,,,,,,,,,,,,,,,,,
33507151,2013-01-01,2013-12-31,c127,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8vcGRmcy8zMzUwNzE1MTtBcFM0ODk0MDY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15170533/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDYxNl8xOTMwNTZfNTY3.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn SV,2450.0,2A,Baadehavnsgade,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,951275.0,2014-06-10,2014-06-13,Statsaut. revisor,,33507151.0,Ãrsrapport,Morten Stener,Martin HÃ¸yer-Hansen,Lars Gravesen,Lumigon Sales ApS,Beierholm,KÃ¸benhavn,KÃ¸benhavn,2013-12-31,2013-01-01,2014-06-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:14038389,indberetninger-20180424,2.5124277999999998,33507151.0,,2018-04-01T04:49:41.693Z,2014-06-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-149.750,2014-06-17T22:00:00.000Z,,,,-1212060.0,,,,,,,,,,,,,,,,,
