entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables
36551291,2016-06-01,2017-05-31,c2,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2EzLzNjL2VjLzc3MDItNGNjMy05ZDViLTM2ZThmMzQ5OTA4Ng.xhtml,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzRkLzA0L2U4L2Y1ZTEtNDliZS1iNWFhLTlkMzAyMmExMzFlYQ.pdf,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzhjL2Y0LzU1LzhlN2UtNDUzZC1hYzA2LTc5ZmQ1MzU0MTNiYg.xml,true,Harlev J,8462.0,40.0,Ãdalsparken,8240.0,RavnsÃ¸vej 7,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-19,2019-09-19,36551291.0,160429.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Cliff Kurt Baltzer Nielsen,Cliff Kurt Baltzer Nielsen,CKBN HOLDING ApS,Kvist Revision ApS,1864813.0,25.0,Tilst,2016-06-01,2017-05-31,125110.0,160404.0,2018-05-31,2017-06-01,false,-35294.0,41178626.0,false,false,adm. dir,Ingen bistand,urn:ofk:oid:27879259,indberetninger-20180424,2.4955618,36551291.0,AW2LiQtUIXJRhhXBOLD0,2019-10-02T08:14:57.942Z,2019-10-02T08:14:36.577Z,regnskab,1.0,,2018-05-31,2017-06-01,X19-CV-40-CF,2019-10-02T08:14:36.893Z,,,,,,,,,,,,,,,,
36551291,2016-06-01,2017-05-31,c4,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2EzLzNjL2VjLzc3MDItNGNjMy05ZDViLTM2ZThmMzQ5OTA4Ng.xhtml,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzRkLzA0L2U4L2Y1ZTEtNDliZS1iNWFhLTlkMzAyMmExMzFlYQ.pdf,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzhjL2Y0LzU1LzhlN2UtNDUzZC1hYzA2LTc5ZmQ1MzU0MTNiYg.xml,true,Harlev J,8462.0,40.0,Ãdalsparken,8240.0,RavnsÃ¸vej 7,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-19,2019-09-19,36551291.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Cliff Kurt Baltzer Nielsen,Cliff Kurt Baltzer Nielsen,CKBN HOLDING ApS,Kvist Revision ApS,1864813.0,,Tilst,2016-06-01,2017-05-31,125135.0,,2018-05-31,2017-06-01,false,,41178626.0,false,false,adm. dir,Ingen bistand,urn:ofk:oid:27879259,indberetninger-20180424,2.4955618,36551291.0,AW2LiQtUIXJRhhXBOLD0,2019-10-02T08:14:57.942Z,2019-10-02T08:14:36.577Z,regnskab,1.0,,2018-05-31,2017-06-01,X19-CV-40-CF,2019-10-02T08:14:36.893Z,,,,,,,,,,,,,,,,
36551291,2016-06-01,2017-05-31,c6,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2EzLzNjL2VjLzc3MDItNGNjMy05ZDViLTM2ZThmMzQ5OTA4Ng.xhtml,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzRkLzA0L2U4L2Y1ZTEtNDliZS1iNWFhLTlkMzAyMmExMzFlYQ.pdf,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzhjL2Y0LzU1LzhlN2UtNDUzZC1hYzA2LTc5ZmQ1MzU0MTNiYg.xml,true,Harlev J,8462.0,40.0,Ãdalsparken,8240.0,RavnsÃ¸vej 7,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-19,2019-09-19,36551291.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Cliff Kurt Baltzer Nielsen,Cliff Kurt Baltzer Nielsen,CKBN HOLDING ApS,Kvist Revision ApS,1864813.0,,Tilst,2016-06-01,2017-05-31,-25.0,,2018-05-31,2017-06-01,false,,41178626.0,false,false,adm. dir,Ingen bistand,urn:ofk:oid:27879259,indberetninger-20180424,2.4955618,36551291.0,AW2LiQtUIXJRhhXBOLD0,2019-10-02T08:14:57.942Z,2019-10-02T08:14:36.577Z,regnskab,1.0,,2018-05-31,2017-06-01,X19-CV-40-CF,2019-10-02T08:14:36.893Z,,,,,,,,,,,,,,,,
36551291,2017-05-31,2017-05-31,c8,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2EzLzNjL2VjLzc3MDItNGNjMy05ZDViLTM2ZThmMzQ5OTA4Ng.xhtml,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzRkLzA0L2U4L2Y1ZTEtNDliZS1iNWFhLTlkMzAyMmExMzFlYQ.pdf,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzhjL2Y0LzU1LzhlN2UtNDUzZC1hYzA2LTc5ZmQ1MzU0MTNiYg.xml,true,Harlev J,8462.0,40.0,Ãdalsparken,8240.0,RavnsÃ¸vej 7,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-19,2019-09-19,36551291.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Cliff Kurt Baltzer Nielsen,Cliff Kurt Baltzer Nielsen,CKBN HOLDING ApS,Kvist Revision ApS,1864813.0,,Tilst,2016-06-01,2017-05-31,,,2018-05-31,2017-06-01,false,,41178626.0,false,false,adm. dir,Ingen bistand,urn:ofk:oid:27879259,indberetninger-20180424,2.4955618,36551291.0,AW2LiQtUIXJRhhXBOLD0,2019-10-02T08:14:57.942Z,2019-10-02T08:14:36.577Z,regnskab,1.0,,2018-05-31,2017-06-01,X19-CV-40-CF,2019-10-02T08:14:36.893Z,696873.0,12275.0,50000.0,12275.0,584573.0,696873.0,112300.0,534598.0,534598.0,534598.0,-25.0,112300.0,77006.0,150000.0,150000.0,35294.0
36551291,2017-06-01,2017-06-01,c10,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2EzLzNjL2VjLzc3MDItNGNjMy05ZDViLTM2ZThmMzQ5OTA4Ng.xhtml,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzRkLzA0L2U4L2Y1ZTEtNDliZS1iNWFhLTlkMzAyMmExMzFlYQ.pdf,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzhjL2Y0LzU1LzhlN2UtNDUzZC1hYzA2LTc5ZmQ1MzU0MTNiYg.xml,true,Harlev J,8462.0,40.0,Ãdalsparken,8240.0,RavnsÃ¸vej 7,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-19,2019-09-19,36551291.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Cliff Kurt Baltzer Nielsen,Cliff Kurt Baltzer Nielsen,CKBN HOLDING ApS,Kvist Revision ApS,1864813.0,,Tilst,2016-06-01,2017-05-31,,,2018-05-31,2017-06-01,false,,41178626.0,false,false,adm. dir,Ingen bistand,urn:ofk:oid:27879259,indberetninger-20180424,2.4955618,36551291.0,AW2LiQtUIXJRhhXBOLD0,2019-10-02T08:14:57.942Z,2019-10-02T08:14:36.577Z,regnskab,1.0,,2018-05-31,2017-06-01,X19-CV-40-CF,2019-10-02T08:14:36.893Z,,,,,409097.0,,,,,,,,,,,
36551291,2017-06-01,2017-06-01,c11,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2EzLzNjL2VjLzc3MDItNGNjMy05ZDViLTM2ZThmMzQ5OTA4Ng.xhtml,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzRkLzA0L2U4L2Y1ZTEtNDliZS1iNWFhLTlkMzAyMmExMzFlYQ.pdf,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzhjL2Y0LzU1LzhlN2UtNDUzZC1hYzA2LTc5ZmQ1MzU0MTNiYg.xml,true,Harlev J,8462.0,40.0,Ãdalsparken,8240.0,RavnsÃ¸vej 7,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-19,2019-09-19,36551291.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Cliff Kurt Baltzer Nielsen,Cliff Kurt Baltzer Nielsen,CKBN HOLDING ApS,Kvist Revision ApS,1864813.0,,Tilst,2016-06-01,2017-05-31,,,2018-05-31,2017-06-01,false,,41178626.0,false,false,adm. dir,Ingen bistand,urn:ofk:oid:27879259,indberetninger-20180424,2.4955618,36551291.0,AW2LiQtUIXJRhhXBOLD0,2019-10-02T08:14:57.942Z,2019-10-02T08:14:36.577Z,regnskab,1.0,,2018-05-31,2017-06-01,X19-CV-40-CF,2019-10-02T08:14:36.893Z,,,,,-25.0,,,,,,,,,,,
36551291,2017-06-01,2017-06-01,c12,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2EzLzNjL2VjLzc3MDItNGNjMy05ZDViLTM2ZThmMzQ5OTA4Ng.xhtml,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzRkLzA0L2U4L2Y1ZTEtNDliZS1iNWFhLTlkMzAyMmExMzFlYQ.pdf,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzhjL2Y0LzU1LzhlN2UtNDUzZC1hYzA2LTc5ZmQ1MzU0MTNiYg.xml,true,Harlev J,8462.0,40.0,Ãdalsparken,8240.0,RavnsÃ¸vej 7,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-19,2019-09-19,36551291.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Cliff Kurt Baltzer Nielsen,Cliff Kurt Baltzer Nielsen,CKBN HOLDING ApS,Kvist Revision ApS,1864813.0,,Tilst,2016-06-01,2017-05-31,,,2018-05-31,2017-06-01,false,,41178626.0,false,false,adm. dir,Ingen bistand,urn:ofk:oid:27879259,indberetninger-20180424,2.4955618,36551291.0,AW2LiQtUIXJRhhXBOLD0,2019-10-02T08:14:57.942Z,2019-10-02T08:14:36.577Z,regnskab,1.0,,2018-05-31,2017-06-01,X19-CV-40-CF,2019-10-02T08:14:36.893Z,,,,,459072.0,,,,,,,,,,,
36551291,2017-06-01,2017-06-01,c9,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2EzLzNjL2VjLzc3MDItNGNjMy05ZDViLTM2ZThmMzQ5OTA4Ng.xhtml,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzRkLzA0L2U4L2Y1ZTEtNDliZS1iNWFhLTlkMzAyMmExMzFlYQ.pdf,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzhjL2Y0LzU1LzhlN2UtNDUzZC1hYzA2LTc5ZmQ1MzU0MTNiYg.xml,true,Harlev J,8462.0,40.0,Ãdalsparken,8240.0,RavnsÃ¸vej 7,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-19,2019-09-19,36551291.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Cliff Kurt Baltzer Nielsen,Cliff Kurt Baltzer Nielsen,CKBN HOLDING ApS,Kvist Revision ApS,1864813.0,,Tilst,2016-06-01,2017-05-31,,,2018-05-31,2017-06-01,false,,41178626.0,false,false,adm. dir,Ingen bistand,urn:ofk:oid:27879259,indberetninger-20180424,2.4955618,36551291.0,AW2LiQtUIXJRhhXBOLD0,2019-10-02T08:14:57.942Z,2019-10-02T08:14:36.577Z,regnskab,1.0,,2018-05-31,2017-06-01,X19-CV-40-CF,2019-10-02T08:14:36.893Z,,,,,50000.0,,,,,,,,,,,
36551291,2017-06-01,2018-05-31,c0,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2EzLzNjL2VjLzc3MDItNGNjMy05ZDViLTM2ZThmMzQ5OTA4Ng.xhtml,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzRkLzA0L2U4L2Y1ZTEtNDliZS1iNWFhLTlkMzAyMmExMzFlYQ.pdf,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzhjL2Y0LzU1LzhlN2UtNDUzZC1hYzA2LTc5ZmQ1MzU0MTNiYg.xml,true,Harlev J,8462.0,40.0,Ãdalsparken,8240.0,RavnsÃ¸vej 7,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-19,2019-09-19,36551291.0,1420424.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Cliff Kurt Baltzer Nielsen,Cliff Kurt Baltzer Nielsen,CKBN HOLDING ApS,Kvist Revision ApS,1864813.0,2.0,Tilst,2016-06-01,2017-05-31,1107929.0,1420422.0,2018-05-31,2017-06-01,false,312493.0,41178626.0,false,false,adm. dir,Ingen bistand,urn:ofk:oid:27879259,indberetninger-20180424,2.4955618,36551291.0,AW2LiQtUIXJRhhXBOLD0,2019-10-02T08:14:57.942Z,2019-10-02T08:14:36.577Z,regnskab,1.0,,2018-05-31,2017-06-01,X19-CV-40-CF,2019-10-02T08:14:36.893Z,,,,,,,,,,,,,,,,
36551291,2017-06-01,2018-05-31,c1,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2EzLzNjL2VjLzc3MDItNGNjMy05ZDViLTM2ZThmMzQ5OTA4Ng.xhtml,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzRkLzA0L2U4L2Y1ZTEtNDliZS1iNWFhLTlkMzAyMmExMzFlYQ.pdf,http://regnskaber.virk.dk/19215563/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzhjL2Y0LzU1LzhlN2UtNDUzZC1hYzA2LTc5ZmQ1MzU0MTNiYg.xml,true,Harlev J,8462.0,40.0,Ãdalsparken,8240.0,RavnsÃ¸vej 7,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-09-19,2019-09-19,36551291.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Cliff Kurt Baltzer Nielsen,Cliff Kurt Baltzer Nielsen,CKBN HOLDING ApS,Kvist Revision ApS,1864813.0,,Tilst,2016-06-01,2017-05-31,,,2018-05-31,2017-06-01,false,,41178626.0,false,false,adm. dir,Ingen bistand,urn:ofk:oid:27879259,indberetninger-20180424,2.4955618,36551291.0,AW2LiQtUIXJRhhXBOLD0,2019-10-02T08:14:57.942Z,2019-10-02T08:14:36.577Z,regnskab,1.0,,2018-05-31,2017-06-01,X19-CV-40-CF,2019-10-02T08:14:36.893Z,,,,,,,,,,,,,,,,
